context_key,context_id,topology_id,map_family,agent_count,budget_ms,oracle_theta_id,oracle_topk_theta_ids,no_safe_improvement,safe_candidate_count,safe_improving_candidate_count,oracle_quality_delta_vs_g556,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-32-32-20|75|108283|500|b500_short2000_t050_i4,random-32-32-20|a75|s108283|it0|g557_label_matrix_random_32_32_20_a75_s108283_hb500_short2000_t050_i4_b500,,random,75,500,g557_gcst_00270,g557_gcst_00270;g557_gcst_00394;g557_gcst_00475;g557_gcst_00116;g557_gcst_00226,False,512,13,-0.01005586592,False,False,False,False,False
random-32-32-20|75|108317|5000|b5000_short250_t050_i2,random-32-32-20|a75|s108317|it0|g557_label_matrix_random_32_32_20_a75_s108317_hb5000_short250_t050_i2_b5000,,random,75,5000,g557_gcst_00203,g557_gcst_00203;g557_gcst_00128;g557_gcst_00303;g557_gcst_00116;g557_gcst_00228,False,512,84,-0.05421686747,False,False,False,False,False
random-32-32-10|75|108285|1000|b1000_short2000_t050_i4,random-32-32-10|a75|s108285|it0|g557_label_matrix_random_32_32_10_a75_s108285_hb1000_short2000_t050_i4_b1000,,random,75,1000,g557_gcst_00509,g557_gcst_00509;g557_gcst_00255;g557_gcst_00172;g557_gcst_00212;g557_gcst_00302,False,512,323,-0.04742857143,False,False,False,False,False
random-32-32-10|75|108319|5000|b5000_short250_t050_i2,random-32-32-10|a75|s108319|it0|g557_label_matrix_random_32_32_10_a75_s108319_hb5000_short250_t050_i2_b5000,,random,75,5000,g557_gcst_00402,g557_gcst_00402;g557_gcst_00235;g557_gcst_00417;g557_gcst_00037;g557_gcst_00248,False,512,22,-0.01228788765,False,False,False,False,False
random-64-64-10|75|105586|1000|b1000_short1000_t050_i2,random-64-64-10|a75|s105586|it0|g557_label_matrix_random_64_64_10_a75_s105586_hb1000_short1000_t050_i2_b1000,,random,75,1000,g557_gcst_00349,g557_gcst_00349;g557_gcst_00334;g557_gcst_00161;g557_gcst_00340;g557_gcst_00207,False,512,126,-0.01476793249,False,False,False,False,False
random-64-64-10|75|105620|500|b500_short1000_t050_i2,random-64-64-10|a75|s105620|it0|g557_label_matrix_random_64_64_10_a75_s105620_hb500_short1000_t050_i2_b500,,random,75,500,g557_gcst_00452,g557_gcst_00452;g557_gcst_00138;g557_gcst_00058;g557_gcst_00349;g557_gcst_00444,False,512,263,-0.01827849784,False,False,False,False,False
random-32-32-20|75|108763|500|b500_short2000_t100_i8,random-32-32-20|a75|s108763|it0|g557_label_matrix_random_32_32_20_a75_s108763_hb500_short2000_t100_i8_b500,,random,75,500,g557_gcst_00433,g557_gcst_00433;g557_gcst_00137;g557_gcst_00220;g557_gcst_00383;g557_gcst_00000,False,512,230,-0.04437869823,False,False,False,False,False
random-32-32-10|75|107359|5000|b5000_short2000_t050_i8,random-32-32-10|a75|s107359|it0|g557_label_matrix_random_32_32_10_a75_s107359_hb5000_short2000_t050_i8_b5000,,random,75,5000,g557_gcst_00320,g557_gcst_00320;g557_gcst_00366;g557_gcst_00142;g557_gcst_00392;g557_gcst_00495,False,503,52,-0.02445302445,False,False,False,False,False
random-64-64-20|75|106638|5000|b5000_short250_t050_i2,random-64-64-20|a75|s106638|it0|g557_label_matrix_random_64_64_20_a75_s106638_hb5000_short250_t050_i2_b5000,,random,75,5000,g557_gcst_00115,g557_gcst_00115;g557_gcst_00207;g557_gcst_00437;g557_gcst_00499;g557_gcst_00391,False,512,202,-0.03041144901,False,False,False,False,False
random-64-64-20|75|106604|500|b500_short2000_t050_i4,random-64-64-20|a75|s106604|it0|g557_label_matrix_random_64_64_20_a75_s106604_hb500_short2000_t050_i4_b500,,random,75,500,g557_gcst_00414,g557_gcst_00414;g557_gcst_00506;g557_gcst_00046;g557_gcst_00253;g557_gcst_00092,False,512,276,-0.02637432476,False,False,False,False,False
random-64-64-10|75|106366|1000|b1000_short500_t200_i2,random-64-64-10|a75|s106366|it0|g557_label_matrix_random_64_64_10_a75_s106366_hb1000_short500_t200_i2_b1000,,random,75,1000,g557_gcst_00023,g557_gcst_00023;g557_gcst_00269;g557_gcst_00089;g557_gcst_00349;g557_gcst_00053,False,512,284,-0.03405370006,False,False,False,False,False
random-32-32-20|75|108797|5000|b5000_short250_t100_i4,random-32-32-20|a75|s108797|it0|g557_label_matrix_random_32_32_20_a75_s108797_hb5000_short250_t100_i4_b5000,,random,75,5000,g557_gcst_00135,g557_gcst_00135;g557_gcst_00266;g557_gcst_00164;g557_gcst_00082;g557_gcst_00191,False,512,157,-0.03869882221,False,False,False,False,False
random-32-32-10|75|108765|1000|b1000_short250_t100_i8,random-32-32-10|a75|s108765|it0|g557_label_matrix_random_32_32_10_a75_s108765_hb1000_short250_t100_i8_b1000,,random,75,1000,g557_gcst_00111,g557_gcst_00111;g557_gcst_00254;g557_gcst_00107;g557_gcst_00235;g557_gcst_00357,False,512,52,-0.02180685358,False,False,False,False,False
random-32-32-20|75|109243|500|b500_short250_t050_i2,random-32-32-20|a75|s109243|it0|g557_label_matrix_random_32_32_20_a75_s109243_hb500_short250_t050_i2_b500,,random,75,500,g557_gcst_00255,g557_gcst_00255;g557_gcst_00011;g557_gcst_00031;g557_gcst_00331;g557_gcst_00066,False,512,20,-0.01609195403,False,False,False,False,False
random-32-32-20|75|109277|5000|b5000_short500_t050_i8,random-32-32-20|a75|s109277|it0|g557_label_matrix_random_32_32_20_a75_s109277_hb5000_short500_t050_i8_b5000,,random,75,5000,g557_gcst_00097,g557_gcst_00097;g557_gcst_00186;g557_gcst_00375;g557_gcst_00136;g557_gcst_00466,False,512,354,-0.06006493506,False,False,False,False,False
random-32-32-10|75|108799|5000|b5000_short500_t100_i4,random-32-32-10|a75|s108799|it0|g557_label_matrix_random_32_32_10_a75_s108799_hb5000_short500_t100_i4_b5000,,random,75,5000,g557_gcst_00204,g557_gcst_00204;g557_gcst_00121;g557_gcst_00221;g557_gcst_00235;g557_gcst_00366,False,512,107,-0.01956135151,False,False,False,False,False
random-32-32-10|75|109245|1000|b1000_short250_t050_i2,random-32-32-10|a75|s109245|it0|g557_label_matrix_random_32_32_10_a75_s109245_hb1000_short250_t050_i2_b1000,,random,75,1000,g557_gcst_00498,g557_gcst_00498;g557_gcst_00435;g557_gcst_00204;g557_gcst_00402;g557_gcst_00340,False,512,183,-0.0371081254,False,False,False,False,False
random-64-64-10|75|106400|500|b500_short1000_t200_i2,random-64-64-10|a75|s106400|it0|g557_label_matrix_random_64_64_10_a75_s106400_hb500_short1000_t200_i2_b500,,random,75,500,g557_gcst_00509,g557_gcst_00509;g557_gcst_00437;g557_gcst_00115;g557_gcst_00436;g557_gcst_00235,False,512,177,-0.02771653543,False,False,False,False,False
random-64-64-20|75|107324|500|b500_short1000_t200_i8,random-64-64-20|a75|s107324|it0|g557_label_matrix_random_64_64_20_a75_s107324_hb500_short1000_t200_i8_b500,,random,75,500,g557_gcst_00092,g557_gcst_00092;g557_gcst_00414;g557_gcst_00349;g557_gcst_00368;g557_gcst_00391,False,512,113,-0.02167182663,False,False,False,False,False
random-32-32-10|75|109279|5000|b5000_short500_t050_i8,random-32-32-10|a75|s109279|it0|g557_label_matrix_random_32_32_10_a75_s109279_hb5000_short500_t050_i8_b5000,,random,75,5000,g557_gcst_00495,g557_gcst_00495;g557_gcst_00377;g557_gcst_00206;g557_gcst_00356;g557_gcst_00416,False,511,61,-0.02489374621,False,False,False,False,False
random-64-64-10|75|107146|1000|b1000_short250_t100_i2,random-64-64-10|a75|s107146|it0|g557_label_matrix_random_64_64_10_a75_s107146_hb1000_short250_t100_i2_b1000,,random,75,1000,g557_gcst_00184,g557_gcst_00184;g557_gcst_00483;g557_gcst_00349;g557_gcst_00036;g557_gcst_00509,False,512,241,-0.02236220472,False,False,False,False,False
random-64-64-20|75|107358|5000|b5000_short2000_t200_i8,random-64-64-20|a75|s107358|it0|g557_label_matrix_random_64_64_20_a75_s107358_hb5000_short2000_t200_i8_b5000,,random,75,5000,g557_gcst_00079,g557_gcst_00079;g557_gcst_00509;g557_gcst_00198;g557_gcst_00152;g557_gcst_00155,False,512,223,-0.02953706333,False,False,False,False,False
random-64-64-10|75|107180|500|b500_short500_t100_i2,random-64-64-10|a75|s107180|it0|g557_label_matrix_random_64_64_10_a75_s107180_hb500_short500_t100_i2_b500,,random,75,500,g557_gcst_00297,g557_gcst_00297;g557_gcst_00016;g557_gcst_00443;g557_gcst_00015;g557_gcst_00329,False,512,14,-0.00708306503,False,False,False,False,False
random-32-32-20|75|109723|500|b500_short500_t100_i2,random-32-32-20|a75|s109723|it0|g557_label_matrix_random_32_32_20_a75_s109723_hb500_short500_t100_i2_b500,,random,75,500,g557_gcst_00483,g557_gcst_00483;g557_gcst_00498;g557_gcst_00011;g557_gcst_00031;g557_gcst_00331,False,512,148,-0.04377736085,False,False,False,False,False
random-32-32-20|75|109757|5000|b5000_short500_t200_i2,random-32-32-20|a75|s109757|it0|g557_label_matrix_random_32_32_20_a75_s109757_hb5000_short500_t200_i2_b5000,,random,75,5000,g557_gcst_00402,g557_gcst_00402;g557_gcst_00123;g557_gcst_00475;g557_gcst_00294;g557_gcst_00262,False,512,149,-0.03307607497,False,False,False,False,False
random-32-32-10|75|109725|1000|b1000_short500_t200_i4,random-32-32-10|a75|s109725|it0|g557_label_matrix_random_32_32_10_a75_s109725_hb1000_short500_t200_i4_b1000,,random,75,1000,g557_gcst_00468,g557_gcst_00468;g557_gcst_00102;g557_gcst_00188;g557_gcst_00366;g557_gcst_00457,False,512,100,-0.02610316967,False,False,False,False,False
random-32-32-20|75|110203|500|b500_short500_t050_i4,random-32-32-20|a75|s110203|it0|g557_label_matrix_random_32_32_20_a75_s110203_hb500_short500_t050_i4_b500,,random,75,500,g557_gcst_00367,g557_gcst_00367;g557_gcst_00258;g557_gcst_00245;g557_gcst_00204;g557_gcst_00390,False,512,130,-0.03271028037,False,False,False,False,False
random-32-32-10|75|109759|5000|b5000_short1000_t200_i2,random-32-32-10|a75|s109759|it0|g557_label_matrix_random_32_32_10_a75_s109759_hb5000_short1000_t200_i2_b5000,,random,75,5000,g557_gcst_00266,g557_gcst_00266;g557_gcst_00504;g557_gcst_00006;g557_gcst_00106;g557_gcst_00388,False,512,213,-0.04774535809,False,False,False,False,False
random-32-32-20|75|110237|5000|b5000_short1000_t050_i4,random-32-32-20|a75|s110237|it0|g557_label_matrix_random_32_32_20_a75_s110237_hb5000_short1000_t050_i4_b5000,,random,75,5000,g557_gcst_00174,g557_gcst_00174;g557_gcst_00166;g557_gcst_00288;g557_gcst_00365;g557_gcst_00392,False,512,296,-0.04844497608,False,False,False,False,False
random-32-32-10|75|110205|1000|b1000_short500_t050_i8,random-32-32-10|a75|s110205|it0|g557_label_matrix_random_32_32_10_a75_s110205_hb1000_short500_t050_i8_b1000,,random,75,1000,g557_gcst_00320,g557_gcst_00320;g557_gcst_00215;g557_gcst_00090;g557_gcst_00275;g557_gcst_00506,False,512,230,-0.0450629556,False,False,False,False,False
random-64-64-20|75|108078|5000|b5000_short1000_t200_i2,random-64-64-20|a75|s108078|it0|g557_label_matrix_random_64_64_20_a75_s108078_hb5000_short1000_t200_i2_b5000,,random,75,5000,g557_gcst_00092,g557_gcst_00092;g557_gcst_00391;g557_gcst_00005;g557_gcst_00322;g557_gcst_00184,False,512,216,-0.02709436313,False,False,False,False,False
random-64-64-20|75|108044|500|b500_short500_t200_i2,random-64-64-20|a75|s108044|it0|g557_label_matrix_random_64_64_20_a75_s108044_hb500_short500_t200_i2_b500,,random,75,500,g557_gcst_00009,g557_gcst_00009;g557_gcst_00407;g557_gcst_00474;g557_gcst_00454;g557_gcst_00097,False,512,136,-0.02188606372,False,False,False,False,False
random-32-32-10|75|110239|5000|b5000_short1000_t050_i4,random-32-32-10|a75|s110239|it0|g557_label_matrix_random_32_32_10_a75_s110239_hb5000_short1000_t050_i4_b5000,,random,75,5000,g557_gcst_00110,g557_gcst_00110;g557_gcst_00195;g557_gcst_00203;g557_gcst_00266;g557_gcst_00005,False,512,324,-0.03708206687,False,False,False,False,False
random-32-32-20|75|110683|500|b500_short1000_t200_i8,random-32-32-20|a75|s110683|it0|g557_label_matrix_random_32_32_20_a75_s110683_hb500_short1000_t200_i8_b500,,random,75,500,g557_gcst_00475,g557_gcst_00475;g557_gcst_00225;g557_gcst_00080;g557_gcst_00145;g557_gcst_00332,False,512,195,-0.04217215483,False,False,False,False,False
random-64-64-10|75|107926|1000|b1000_short250_t050_i2,random-64-64-10|a75|s107926|it0|g557_label_matrix_random_64_64_10_a75_s107926_hb1000_short250_t050_i2_b1000,,random,75,1000,g557_gcst_00475,g557_gcst_00475;g557_gcst_00453;g557_gcst_00012;g557_gcst_00110;g557_gcst_00382,False,512,292,-0.02147690497,False,False,False,False,False
random-32-32-20|75|110717|5000|b5000_short2000_t200_i8,random-32-32-20|a75|s110717|it0|g557_label_matrix_random_32_32_20_a75_s110717_hb5000_short2000_t200_i8_b5000,,random,75,5000,g557_gcst_00222,g557_gcst_00222;g557_gcst_00440;g557_gcst_00434;g557_gcst_00478;g557_gcst_00098,False,512,77,-0.02694235589,False,False,False,False,False
random-32-32-10|75|110685|1000|b1000_short1000_t200_i8,random-32-32-10|a75|s110685|it0|g557_label_matrix_random_32_32_10_a75_s110685_hb1000_short1000_t200_i8_b1000,,random,75,1000,g557_gcst_00306,g557_gcst_00306;g557_gcst_00425;g557_gcst_00376;g557_gcst_00051;g557_gcst_00071,False,512,116,-0.0168281489,False,False,False,False,False
random-64-64-10|75|107960|500|b500_short500_t050_i2,random-64-64-10|a75|s107960|it0|g557_label_matrix_random_64_64_10_a75_s107960_hb500_short500_t050_i2_b500,,random,75,500,g557_gcst_00442,g557_gcst_00442;g557_gcst_00300;g557_gcst_00016;g557_gcst_00135;g557_gcst_00301,False,512,100,-0.00869304557,False,False,False,False,False
random-32-32-10|75|110719|5000|b5000_short2000_t200_i8,random-32-32-10|a75|s110719|it0|g557_label_matrix_random_32_32_10_a75_s110719_hb5000_short2000_t200_i8_b5000,,random,75,5000,g557_gcst_00081,g557_gcst_00081;g557_gcst_00431;g557_gcst_00387;g557_gcst_00233;g557_gcst_00074,False,512,83,-0.03013530135,False,False,False,False,False
random-64-64-20|75|108764|500|b500_short250_t100_i8,random-64-64-20|a75|s108764|it0|g557_label_matrix_random_64_64_20_a75_s108764_hb500_short250_t100_i8_b500,,random,75,500,g557_gcst_00349,g557_gcst_00349;g557_gcst_00184;g557_gcst_00322;g557_gcst_00092;g557_gcst_00368,False,512,184,-0.02936096718,False,False,False,False,False
random-32-32-20|75|111163|500|b500_short1000_t050_i2,random-32-32-20|a75|s111163|it0|g557_label_matrix_random_32_32_20_a75_s111163_hb500_short1000_t050_i2_b500,,random,75,500,g557_gcst_00321,g557_gcst_00321;g557_gcst_00323;g557_gcst_00218;g557_gcst_00377;g557_gcst_00417,False,512,42,-0.01360544218,False,False,False,False,False
random-64-64-10|75|108706|1000|b1000_short2000_t200_i2,random-64-64-10|a75|s108706|it0|g557_label_matrix_random_64_64_10_a75_s108706_hb1000_short2000_t200_i2_b1000,,random,75,1000,g557_gcst_00053,g557_gcst_00053;g557_gcst_00509;g557_gcst_00092;g557_gcst_00127;g557_gcst_00235,False,512,378,-0.01985945615,False,False,False,False,False
random-32-32-20|75|111197|5000|b5000_short2000_t050_i2,random-32-32-20|a75|s111197|it0|g557_label_matrix_random_32_32_20_a75_s111197_hb5000_short2000_t050_i2_b5000,,random,75,5000,g557_gcst_00226,g557_gcst_00226;g557_gcst_00344;g557_gcst_00408;g557_gcst_00294;g557_gcst_00192,False,512,76,-0.04861538461,False,False,False,False,False
random-64-64-10|75|108740|500|b500_short250_t200_i2,random-64-64-10|a75|s108740|it0|g557_label_matrix_random_64_64_10_a75_s108740_hb500_short250_t200_i2_b500,,random,75,500,g557_gcst_00161,g557_gcst_00161;g557_gcst_00506;g557_gcst_00089;g557_gcst_00092;g557_gcst_00308,False,512,221,-0.01789638932,False,False,False,False,False
random-64-64-20|75|108798|5000|b5000_short250_t100_i4,random-64-64-20|a75|s108798|it0|g557_label_matrix_random_64_64_20_a75_s108798_hb5000_short250_t100_i4_b5000,,random,75,5000,g557_gcst_00294,g557_gcst_00294;g557_gcst_00198;g557_gcst_00349;g557_gcst_00334;g557_gcst_00053,False,512,115,-0.01862026862,False,False,False,False,False
random-32-32-10|75|111165|1000|b1000_short2000_t100_i2,random-32-32-10|a75|s111165|it0|g557_label_matrix_random_32_32_10_a75_s111165_hb1000_short2000_t100_i2_b1000,,random,75,1000,g557_gcst_00418,g557_gcst_00418;g557_gcst_00215;g557_gcst_00393;g557_gcst_00293;g557_gcst_00386,False,512,124,-0.02103467879,False,False,False,False,False
random-32-32-10|75|111199|5000|b5000_short2000_t100_i2,random-32-32-10|a75|s111199|it0|g557_label_matrix_random_32_32_10_a75_s111199_hb5000_short2000_t100_i2_b5000,,random,75,5000,g557_gcst_00406,g557_gcst_00406;g557_gcst_00498;g557_gcst_00001;g557_gcst_00021;g557_gcst_00127,False,512,265,-0.03691460055,False,False,False,False,False
random-32-32-20|75|111643|500|b500_short2000_t200_i4,random-32-32-20|a75|s111643|it0|g557_label_matrix_random_32_32_20_a75_s111643_hb500_short2000_t200_i4_b500,,random,75,500,g557_gcst_00157,g557_gcst_00157;g557_gcst_00063;g557_gcst_00222;g557_gcst_00403;g557_gcst_00327,False,512,302,-0.05115233277,False,False,False,False,False
random-32-32-20|75|111677|5000|b5000_short250_t200_i4,random-32-32-20|a75|s111677|it0|g557_label_matrix_random_32_32_20_a75_s111677_hb5000_short250_t200_i4_b5000,,random,75,5000,g557_gcst_00157,g557_gcst_00157;g557_gcst_00394;g557_gcst_00037;g557_gcst_00378;g557_gcst_00384,False,512,321,-0.05090006208,False,False,False,False,False
random-64-64-20|75|109484|500|b500_short1000_t100_i2,random-64-64-20|a75|s109484|it0|g557_label_matrix_random_64_64_20_a75_s109484_hb500_short1000_t100_i2_b500,,random,75,500,g557_gcst_00005,g557_gcst_00005;g557_gcst_00203;g557_gcst_00255;g557_gcst_00213;g557_gcst_00286,False,512,97,-0.01337209302,False,False,False,False,False
random-64-64-20|75|109518|5000|b5000_short2000_t100_i2,random-64-64-20|a75|s109518|it0|g557_label_matrix_random_64_64_20_a75_s109518_hb5000_short2000_t100_i2_b5000,,random,75,5000,g557_gcst_00079,g557_gcst_00079;g557_gcst_00506;g557_gcst_00266;g557_gcst_00509;g557_gcst_00339,False,512,295,-0.03428069147,False,False,False,False,False
random-32-32-10|75|111645|1000|b1000_short2000_t200_i4,random-32-32-10|a75|s111645|it0|g557_label_matrix_random_32_32_10_a75_s111645_hb1000_short2000_t200_i4_b1000,,random,75,1000,g557_gcst_00056,g557_gcst_00056;g557_gcst_00504;g557_gcst_00270;g557_gcst_00443;g557_gcst_00391,False,512,139,-0.02851828891,False,False,False,False,False
random-32-32-10|75|111679|5000|b5000_short250_t200_i4,random-32-32-10|a75|s111679|it0|g557_label_matrix_random_32_32_10_a75_s111679_hb5000_short250_t200_i4_b5000,,random,75,5000,g557_gcst_00415,g557_gcst_00415;g557_gcst_00320;g557_gcst_00262;g557_gcst_00006;g557_gcst_00433,False,512,99,-0.03725112396,False,False,False,False,False
random-32-32-20|75|112123|500|b500_short2000_t100_i8,random-32-32-20|a75|s112123|it0|g557_label_matrix_random_32_32_20_a75_s112123_hb500_short2000_t100_i8_b500,,random,75,500,g557_gcst_00337,g557_gcst_00337;g557_gcst_00203;g557_gcst_00272;g557_gcst_00056;g557_gcst_00005,False,512,62,-0.02792956891,False,False,False,False,False
random-32-32-20|75|112157|5000|b5000_short250_t100_i8,random-32-32-20|a75|s112157|it0|g557_label_matrix_random_32_32_20_a75_s112157_hb5000_short250_t100_i8_b5000,,random,75,5000,g557_gcst_00036,g557_gcst_00036;g557_gcst_00142;g557_gcst_00016;g557_gcst_00147;g557_gcst_00347,False,512,119,-0.03169014084,False,False,False,False,False
random-32-32-10|75|112125|1000|b1000_short250_t100_i8,random-32-32-10|a75|s112125|it0|g557_label_matrix_random_32_32_10_a75_s112125_hb1000_short250_t100_i8_b1000,,random,75,1000,g557_gcst_00036,g557_gcst_00036;g557_gcst_00144;g557_gcst_00208;g557_gcst_00394;g557_gcst_00198,False,512,122,-0.02604482132,False,False,False,False,False
random-64-64-20|75|110204|500|b500_short500_t050_i4,random-64-64-20|a75|s110204|it0|g557_label_matrix_random_64_64_20_a75_s110204_hb500_short500_t050_i4_b500,,random,75,500,g557_gcst_00349,g557_gcst_00349;g557_gcst_00509;g557_gcst_00279;g557_gcst_00483;g557_gcst_00207,False,512,208,-0.04080955541,False,False,False,False,False
random-64-64-10|75|109486|1000|b1000_short2000_t100_i2,random-64-64-10|a75|s109486|it0|g557_label_matrix_random_64_64_10_a75_s109486_hb1000_short2000_t100_i2_b1000,,random,75,1000,g557_gcst_00483,g557_gcst_00483;g557_gcst_00190;g557_gcst_00184;g557_gcst_00368;g557_gcst_00142,False,512,142,-0.01577591758,False,False,False,False,False
random-32-32-10|75|112159|5000|b5000_short500_t100_i8,random-32-32-10|a75|s112159|it0|g557_label_matrix_random_32_32_10_a75_s112159_hb5000_short500_t100_i8_b5000,,random,75,5000,g557_gcst_00473,g557_gcst_00473;g557_gcst_00044;g557_gcst_00390;g557_gcst_00103;g557_gcst_00144,False,512,345,-0.05175490779,False,False,False,False,False
random-64-64-20|75|110238|5000|b5000_short1000_t050_i4,random-64-64-20|a75|s110238|it0|g557_label_matrix_random_64_64_20_a75_s110238_hb5000_short1000_t050_i4_b5000,,random,75,5000,g557_gcst_00436,g557_gcst_00436;g557_gcst_00235;g557_gcst_00215;g557_gcst_00453;g557_gcst_00391,False,512,210,-0.02227317393,False,False,False,False,False
random-64-64-10|75|109520|500|b500_short250_t100_i2,random-64-64-10|a75|s109520|it0|g557_label_matrix_random_64_64_10_a75_s109520_hb500_short250_t100_i2_b500,,random,75,500,g557_gcst_00322,g557_gcst_00322;g557_gcst_00023;g557_gcst_00509;g557_gcst_00019;g557_gcst_00207,False,512,171,-0.02540489044,False,False,False,False,False
random-32-32-20|75|112603|500|b500_short250_t200_i2,random-32-32-20|a75|s112603|it0|g557_label_matrix_random_32_32_20_a75_s112603_hb500_short250_t200_i2_b500,,random,75,500,g557_gcst_00328,g557_gcst_00328;g557_gcst_00402;g557_gcst_00436;g557_gcst_00368;g557_gcst_00007,False,512,328,-0.0377987771,False,False,False,False,False
random-32-32-10|75|112605|1000|b1000_short250_t200_i2,random-32-32-10|a75|s112605|it0|g557_label_matrix_random_32_32_10_a75_s112605_hb1000_short250_t200_i2_b1000,,random,75,1000,g557_gcst_00248,g557_gcst_00248;g557_gcst_00266;g557_gcst_00070;g557_gcst_00190;g557_gcst_00018,False,512,198,-0.0366598778,False,False,False,False,False
random-32-32-20|75|112637|5000|b5000_short500_t200_i2,random-32-32-20|a75|s112637|it0|g557_label_matrix_random_32_32_20_a75_s112637_hb5000_short500_t200_i2_b5000,,random,75,5000,g557_gcst_00198,g557_gcst_00198;g557_gcst_00435;g557_gcst_00244;g557_gcst_00292;g557_gcst_00051,False,512,55,-0.02394822006,False,False,False,False,False
random-32-32-10|75|112639|5000|b5000_short500_t050_i2,random-32-32-10|a75|s112639|it0|g557_label_matrix_random_32_32_10_a75_s112639_hb5000_short500_t050_i2_b5000,,random,75,5000,g557_gcst_00204,g557_gcst_00204;g557_gcst_00375;g557_gcst_00009;g557_gcst_00230;g557_gcst_00157,False,512,10,-0.01038485034,False,False,False,False,False
random-32-32-20|75|113083|500|b500_short500_t100_i4,random-32-32-20|a75|s113083|it0|g557_label_matrix_random_32_32_20_a75_s113083_hb500_short500_t100_i4_b500,,random,75,500,g557_gcst_00294,g557_gcst_00294;g557_gcst_00132;g557_gcst_00340;g557_gcst_00334;g557_gcst_00178,False,512,108,-0.03217158176,False,False,False,False,False
random-64-64-20|75|110924|500|b500_short250_t050_i2,random-64-64-20|a75|s110924|it0|g557_label_matrix_random_64_64_20_a75_s110924_hb500_short250_t050_i2_b500,,random,75,500,g557_gcst_00089,g557_gcst_00089;g557_gcst_00235;g557_gcst_00483;g557_gcst_00053;g557_gcst_00506,False,512,307,-0.02309058614,False,False,False,False,False
random-64-64-20|75|110958|5000|b5000_short500_t050_i8,random-64-64-20|a75|s110958|it0|g557_label_matrix_random_64_64_20_a75_s110958_hb5000_short500_t050_i8_b5000,,random,75,5000,g557_gcst_00005,g557_gcst_00005;g557_gcst_00207;g557_gcst_00506;g557_gcst_00089;g557_gcst_00437,False,512,175,-0.0270716408,False,False,False,False,False
random-64-64-10|75|110266|1000|b1000_short1000_t050_i2,random-64-64-10|a75|s110266|it0|g557_label_matrix_random_64_64_10_a75_s110266_hb1000_short1000_t050_i2_b1000,,random,75,1000,g557_gcst_00161,g557_gcst_00161;g557_gcst_00509;g557_gcst_00138;g557_gcst_00046;g557_gcst_00159,False,512,297,-0.02393442623,False,False,False,False,False
random-64-64-10|75|110300|500|b500_short2000_t050_i2,random-64-64-10|a75|s110300|it0|g557_label_matrix_random_64_64_10_a75_s110300_hb500_short2000_t050_i2_b500,,random,75,500,g557_gcst_00437,g557_gcst_00437;g557_gcst_00436;g557_gcst_00509;g557_gcst_00360;g557_gcst_00266,False,512,149,-0.01637879691,False,False,False,False,False
random-32-32-20|75|113117|5000|b5000_short500_t100_i4,random-32-32-20|a75|s113117|it0|g557_label_matrix_random_32_32_20_a75_s113117_hb5000_short500_t100_i4_b5000,,random,75,5000,g557_gcst_00092,g557_gcst_00092;g557_gcst_00483;g557_gcst_00353;g557_gcst_00423;g557_gcst_00349,False,512,96,-0.03901319564,False,False,False,False,False
random-32-32-10|75|113085|1000|b1000_short500_t100_i4,random-32-32-10|a75|s113085|it0|g557_label_matrix_random_32_32_10_a75_s113085_hb1000_short500_t100_i4_b1000,,random,75,1000,g557_gcst_00236,g557_gcst_00236;g557_gcst_00030;g557_gcst_00006;g557_gcst_00367;g557_gcst_00473,False,512,227,-0.02564102564,False,False,False,False,False
random-32-32-10|75|113119|5000|b5000_short1000_t100_i4,random-32-32-10|a75|s113119|it0|g557_label_matrix_random_32_32_10_a75_s113119_hb5000_short1000_t100_i4_b5000,,random,75,5000,g557_gcst_00188,g557_gcst_00188;g557_gcst_00190;g557_gcst_00437;g557_gcst_00506;g557_gcst_00279,False,512,363,-0.04907241173,False,False,False,False,False
random-32-32-20|75|113563|500|b500_short500_t050_i8,random-32-32-20|a75|s113563|it0|g557_label_matrix_random_32_32_20_a75_s113563_hb500_short500_t050_i8_b500,,random,75,500,g557_gcst_00270,g557_gcst_00270;g557_gcst_00162;g557_gcst_00034;g557_gcst_00188;g557_gcst_00492,False,512,121,-0.03133589884,False,False,False,False,False
random-32-32-20|75|113597|5000|b5000_short1000_t050_i4,random-32-32-20|a75|s113597|it0|g557_label_matrix_random_32_32_20_a75_s113597_hb5000_short1000_t050_i4_b5000,,random,75,5000,g557_gcst_00188,g557_gcst_00188;g557_gcst_00320;g557_gcst_00228;g557_gcst_00012;g557_gcst_00233,False,512,259,-0.04345202173,False,False,False,False,False
random-64-64-10|75|111046|1000|b1000_short1000_t200_i2,random-64-64-10|a75|s111046|it0|g557_label_matrix_random_64_64_10_a75_s111046_hb1000_short1000_t200_i2_b1000,,random,75,1000,g557_gcst_00245,g557_gcst_00245;g557_gcst_00435;g557_gcst_00017;g557_gcst_00053;g557_gcst_00255,False,512,5,-0.00270758123,False,False,False,False,False
