candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,bootstrap_ci_upper,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,validation_ready,not_ready_reason,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_c02292,stage1,,87,87,0,0,-1,87,0,0,0,0,36,55,1,True,True,True,False,insufficient_support,0.09349837475,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11.373993499,1,0,0,False,False,False,False,False
g554_c02684,stage1,,87,87,0,0,-1,87,0,0,0,0,39,58,1,True,True,True,False,insufficient_support,0.0983177202,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,10.6067291192,1,0,0,False,False,False,False,False
g554_c00762,stage1,,87,87,0,0,-1,87,0,0,0,0,36,59,1,True,True,True,False,insufficient_support,0.0985038953797,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.982559482559,10.6990005115,1,0,0,False,False,False,False,False
g554_c00860,stage1,,87,87,0,0,-1,87,0,0,0,0,37,58,1,True,True,True,False,insufficient_support,0.124183637717,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.906862271712,11,1,0,0,False,False,False,False,False
g554_c02685,stage1,,87,87,0,0,-1,87,0,0,0,0,39,58,1,True,True,True,False,insufficient_support,0.172403019275,1.25,1.25,1.25,0.75,0.75,1,0,0.96233491921,1,1,0,0.35,0.75,1,11.1962153087,1,0,0,False,False,False,False,False
g554_c02350,stage1,,87,87,0,0,-1,87,0,0,0,0,37,54,1,True,True,True,False,insufficient_support,0.25,1.25,1.25,1.25,0.75,0.75,1,0,0.945,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02384,stage1,,87,87,0,0,-1,87,0,0,0,0,36,58,1,True,True,True,False,insufficient_support,0.25,1.25,1.25,1.25,0.75,0.75,1,0,0.97,0.995,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01187,stage1,,87,87,0,0,-1,87,0,0,0,0,38,58,1,True,True,True,False,insufficient_support,0.25,1.25,1.25,1.25,0.75,0.75,1,0,0.965,0.99,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01166,stage1,,87,87,0,0,-1,87,0,0,0,0,38,60,1,True,True,True,False,insufficient_support,0.2625,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.85,11.25,1,0,0,False,False,False,False,False
g554_c02772,stage1,,87,87,0,0,-1,87,0,0,0,0,36,55,1,True,True,True,False,insufficient_support,0.308393989645,1.25,1.25,1.25,0.75,0.75,1,0,0.972702374577,1,1,0,0.35,0.75,1,11.3254809755,1,0,0,False,False,False,False,False
g554_c00856,stage1,,87,87,0,0,-1,87,0,0,0,0,38,56,1,True,True,True,False,insufficient_support,0.35,1.25,1.25,1.25,0.75,0.75,1,0,0.955,0.97,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00855,stage1,,87,87,0,0,-1,87,0,0,0,0,38,56,1,True,True,True,False,insufficient_support,0.379166666667,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.95,9.75,1,0,0,False,False,False,False,False
g554_c01186,stage1,,87,87,0,0,-1,87,0,0,0,0,38,58,1,True,True,True,False,insufficient_support,0.383333333333,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.9,12,1,0,0,False,False,False,False,False
g554_c02354,stage1,,87,87,0,0,-1,87,0,0,0,0,37,56,1,True,True,True,False,insufficient_support,0.389370445613,1.25,1.25,1.25,0.75,0.75,1.02462486837,0,0.91270461333,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02359,stage1,,87,87,0,0,-1,87,0,0,0,0,37,58,1,True,True,True,False,insufficient_support,0.4,1.25,1.25,1.25,0.75,0.75,1,0,0.925,0.985,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02760,stage1,,87,87,0,0,-1,87,0,0,0,0,36,55,1,True,True,True,False,insufficient_support,0.4,1.25,1.25,1.25,0.75,0.75,1,0,0.95,0.96,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02754,stage1,,87,87,0,0,-1,87,0,0,0,0,36,55,1,True,True,True,False,insufficient_support,0.45705281955,1.25,1.25,1.25,0.75,0.75,1,0,0.995705281955,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01156,stage1,,87,87,0,0,-1,87,0,0,0,0,39,56,1,True,True,True,False,insufficient_support,0.5,1.25,1.25,1.25,0.75,0.75,1,0,0.92,0.98,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01177,stage1,,87,87,0,0,-1,87,0,0,0,0,38,60,1,True,True,True,False,insufficient_support,0.5,1.25,1.25,1.25,0.75,0.75,1,0,0.985,0.985,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02298,stage1,,87,87,0,0,-1,87,0,0,0,0,36,57,1,True,True,True,False,insufficient_support,0.55,1.25,1.25,1.25,0.75,0.75,1,0,0.96,0.955,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02367,stage1,,87,87,0,0,-1,87,0,0,0,0,37,60,1,True,True,True,False,insufficient_support,0.55,1.25,1.25,1.25,0.75,0.75,1,0,0.905,0.99,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00768,stage1,,87,87,0,0,-1,87,0,0,0,0,36,57,1,True,True,True,False,insufficient_support,0.583333333333,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.75,10,1,0,0,False,False,False,False,False
g554_c00866,stage1,,87,87,0,0,-1,87,0,0,0,0,36,60,1,True,True,True,False,insufficient_support,0.5875,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.7,10.25,1,0,0,False,False,False,False,False
g554_c00845,stage1,,87,87,0,0,-1,87,0,0,0,0,37,54,1,True,True,True,False,insufficient_support,0.6,1.25,1.25,1.25,0.75,0.75,1,0,0.975,0.965,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00833,stage1,,87,87,0,0,-1,87,0,0,0,0,37,56,1,True,True,True,False,insufficient_support,0.633333333333,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.9,9,1,0,0,False,False,False,False,False
g554_c01167,stage1,,87,87,0,0,-1,87,0,0,0,0,38,60,1,True,True,True,False,insufficient_support,0.65,1.25,1.25,1.25,0.75,0.75,1,0,0.9,0.985,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02707,stage1,,87,87,0,0,-1,87,0,0,0,0,39,54,1,True,True,True,False,insufficient_support,0.8,1.25,1.25,1.25,0.75,0.75,1,0,0.965,0.935,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00844,stage1,,87,87,0,0,-1,87,0,0,0,0,37,54,1,True,True,True,False,insufficient_support,0.841666666667,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,0.65,9.5,1,0,0,False,False,False,False,False
g554_c00780,stage1,,87,87,0,0,-1,87,0,0,0,0,36,55,1,True,True,True,False,insufficient_support,1,1.25,1.25,1.25,0.75,0.75,1,0,0.99,0.94,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02280,stage1,,87,87,0,0,-1,87,0,0,0,0,35,55,1,True,True,True,False,insufficient_support,1.05,1.25,1.25,1.25,0.75,0.75,1,0,1,0.945,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01254,stage1,,87,87,0,0,-1,87,0,0,0,0,37,55,1,True,True,True,False,insufficient_support,1.05,1.25,1.25,1.25,0.75,0.75,1,0,0.93,0.915,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02681,stage1,,87,87,0,0,-1,87,0,0,0,0,39,60,1,True,True,True,False,insufficient_support,1.05,1.25,1.25,1.25,0.75,0.75,1,0,0.92,0.925,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02698,stage1,,87,87,0,0,-1,87,0,0,0,0,39,54,1,True,True,True,False,insufficient_support,1.05,1.25,1.25,1.25,0.75,0.75,1,0,0.985,0.93,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02690,stage1,,87,87,0,0,-1,87,0,0,0,0,39,56,1,True,True,True,False,insufficient_support,1.2,1.25,1.25,1.25,0.75,0.75,1,0,0.9,0.93,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01185,stage1,,87,87,0,0,-1,87,0.000142323757701,0.00558513840143,40,34,38,58,1,True,True,True,False,insufficient_support,1.72824047136,1.25,1.3021994072,1.25,0.75,0.75,1.02127623727,0.713749171252,0.917563248313,1,0.844261119802,0.639297446405,0.324835053235,0.694821964822,1,11.4775765766,1,0,0,False,False,False,False,False
g554_c02353,stage1,,87,87,0,0,-1,87,0.000383409175977,0.00191698224744,5,8,37,56,1,True,True,True,False,insufficient_support,0.008119564368,1.25,1.23985054454,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02373,stage1,,87,87,0,0,-1,87,0.000779936030115,0.00548031976194,34,40,37,62,1,True,True,True,False,insufficient_support,0.976747746041,1.25,1.22957565145,1.25,0.75,0.75,1.02447254322,0.327354571105,0.964263836764,1,1.1279486561,0.0394536710925,0.384504714505,0.783128142503,1,9.73725318706,1,0,0,False,False,False,False,False
g554_c01184,stage1,,87,87,0,0,-1,87,0.000832030322184,0.0047889301391,35,38,38,58,1,True,True,True,False,insufficient_support,0.879330098034,1.25,1.22088422839,1.25,0.75,0.75,1.02212682813,0.166284710035,0.919772282672,1,0.971522873523,0.314399821201,0.376525330525,0.707061737062,1,11.4015881596,1,0,0,False,False,False,False,False
g554_c00832,stage1,,87,87,0,0,-1,87,0.000951087301724,0.00490787657779,33,35,37,56,1,True,True,True,False,insufficient_support,0.05,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1.05,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01159,stage1,,87,87,0,0,-1,87,0.00123196298368,0.00580387198104,37,30,39,58,1,True,True,True,False,insufficient_support,0.013614838615,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.339108129108,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02702,stage1,,87,87,0,0,-1,87,0.00131218757713,0.00435220658001,20,27,39,54,1,True,True,True,False,insufficient_support,0.0228061353062,1.25,1.25,1.25,0.75,0.75,1,0.0285076691327,0.95,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02368,stage1,,87,87,0,0,-1,87,0.00149957369276,0.0053675897389,29,43,37,60,1,True,True,True,False,insufficient_support,0.178307510887,1.25,1.25,1.25,0.75,0.75,1,0.175,0.95,1,1.01263357474,0.0115334394331,0.35,0.75,1,11.0719399061,1,0,0,False,False,False,False,False
g554_c00849,stage1,,87,87,0,0,-1,87,0.00150512556,0.00562449779134,28,34,38,54,1,True,True,True,False,insufficient_support,0.160086919461,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.319391359391,0.75,1,11.4873044748,1,0,0,False,False,False,False,False
g554_c01171,stage1,,87,87,0,0,-1,87,0.00246328551517,0.00736238850737,26,37,38,62,1,True,True,True,False,insufficient_support,0.168197446325,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.31448017448,0.75,1,11.4951906577,1,0,0,False,False,False,False,False
g554_c02693,stage1,,87,87,0,0,-1,87,0.00246798751241,0.00524736030495,11,23,39,56,1,True,True,True,False,insufficient_support,0.140508487382,1.25,1.30616272804,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.75,1,10.6176867802,1,0,0,False,False,False,False,False
g554_c02371,stage1,,87,87,0,0,-1,87,0.00306059108299,0.00570822564974,11,28,37,62,1,True,True,True,False,insufficient_support,0.194178362924,1.25,1.25,1.25,0.75,0.75,1,0.0325926888427,0.933189578815,1,1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00854,stage1,,87,87,0,0,-1,87,0.00321666283264,0.00752669939425,30,40,38,56,1,True,True,True,False,insufficient_support,0.22,1.25,1.4,1.25,0.75,0.75,1,0,0.95,1,1.1,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01157,stage1,,87,87,0,0,-1,87,0.0032879392792,0.00898127637868,31,40,39,56,1,True,True,True,False,insufficient_support,1.4772321122,1.25,1.25,1.25,0.75,0.75,1,0.608493358013,0.95,1,0.99923014154,0.65,0.35,0.75,0.582749324501,11,1,0,0,False,False,False,False,False
g554_c02286,stage1,,87,87,0,0,-1,87,0.00366368269471,0.00878339738621,32,39,36,55,1,True,True,True,False,insufficient_support,1.06197079633,1.25,1.19860076614,1.25,0.75,0.75,0.935174566425,0.315863528364,0.978852787603,1,1.06010234352,0.388452708094,0.328162408162,0.769089534715,1,11.2991052866,1,0,0,False,False,False,False,False
g554_c02703,stage1,,87,87,0,0,-1,87,0.00434414357874,0.00920419406183,31,43,39,54,1,True,True,True,False,insufficient_support,0.689024945289,1.25,1.23026762089,1.25,0.75,0.75,0.973758223758,0.0178115334365,0.99145984646,1,1.01950755701,0,0.320407940408,0.774195539821,0.958036820537,10.6196325446,1,0,0,False,False,False,False,False
g554_c01230,stage1,,87,87,0,0,-1,87,0.00646873626034,0.0111338925738,29,43,37,61,1,True,True,True,False,insufficient_support,0.997696485207,1.25,1.32606545107,1.25,0.75,0.75,1.12903504154,0,1,1,0.932332232332,0,0.411854721855,0.651983995734,1,10.4903128403,1,0,0,False,False,False,False,False
g554_c02679,stage1,,87,87,0,0,-1,87,0.00659022717184,0.0116216855417,26,48,39,60,1,True,True,True,False,insufficient_support,0.681328410326,1.25,1.20136865762,1.25,0.75,0.75,0.972692231192,0.0636301758708,0.9825,1,1.02444904645,0.0985272091954,0.324476908077,0.732797034047,0.957381849382,11.2227589018,1,0,0,False,False,False,False,False
g554_c00853,stage1,,87,87,0,0,-1,87,0.00697973012069,0.0116413838031,27,51,38,56,1,True,True,True,False,insufficient_support,0.864424105956,1.25,1.18694220194,1.25,0.75,0.75,1.02931086931,0.0267894204445,0.9825,1,1.04937779338,0.289702145596,0.373404516205,0.722028002028,0.963104715105,11.4186649507,1,0,0,False,False,False,False,False
g554_c00841,stage1,,87,87,0,0,-1,87,0.00725609371989,0.012795675683,23,47,37,54,1,True,True,True,False,insufficient_support,1.02841710321,1.25,1.30952995203,1.25,0.75,0.75,1.0375939511,0.528354126461,0.922064272064,1,0.97073940174,0.129974065052,0.370227042627,0.689818064818,1,10.7425975976,1,0,0,False,False,False,False,False
g554_c02351,stage1,,87,87,0,0,-1,87,0.00756737701126,0.012824676844,22,48,37,54,1,True,True,True,False,insufficient_support,0.356604080785,1.25,1.25,1.25,0.75,0.75,1,0.2275,0.95,1,1.06781647686,0.160181405887,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02360,stage1,,87,87,0,0,-1,87,0.00784889891678,0.0123284989373,25,47,37,58,1,True,True,True,False,insufficient_support,0.418921642153,1.25,1.29982410035,1.25,0.75,0.75,1,0.2,0.95,1,1.08572902854,0.2,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02695,stage1,,87,87,0,0,-1,87,0.00787780652782,0.0140514422143,29,41,39,54,1,True,True,True,False,insufficient_support,2.3547254739,1.25,1.52846651976,1.25,0.75,0.75,0.945835133335,0.953051031176,0.990123693874,1,1.15195331979,1.00522508955,0.323562593563,0.79998989374,1,10.8519098769,1,0,0,False,False,False,False,False
g554_c00863,stage1,,87,87,0,0,-1,87,0.00951546324276,0.014049457448,20,51,37,58,1,True,True,True,False,insufficient_support,1.54844181169,1.25,1.20547024297,1.25,0.75,0.75,1.0288999064,0.492236580105,0.92886028626,1,1.09205020782,0.65,0.363939362739,0.721410728911,0.849618101541,11.4887065637,1,0,0,False,False,False,False,False
g554_c02705,stage1,,87,87,0,0,-1,87,0.00981052326264,0.0147028842699,22,52,39,54,1,True,True,True,False,insufficient_support,1.42108441326,1.25,1.19603325728,1.25,0.75,0.75,1.02076208026,0.607725078975,0.933542855193,1,1.05146312546,0.336863776272,0.598699532403,0.675466176674,1,11.2671106821,1,0,0,False,False,False,False,False
g554_c00786,stage1,,87,87,0,0,-1,87,0.0109050024944,0.0156251441735,16,54,36,55,1,True,True,True,False,insufficient_support,2.1928180931,1.25,0.844423098075,1.25,0.75,0.75,0.97448036198,0.9737245206,0.918966176466,1,1.02938076623,0.857452585095,0.376656946657,0.692603989479,1,11.3270872521,1,0,0,False,False,False,False,False
g554_c02748,stage1,,87,87,0,0,-1,87,0.0115184882777,0.0164971408017,23,53,36,57,1,True,True,True,False,insufficient_support,1.30724610202,1.25,1.29620916772,1.25,0.75,0.75,0.979536735787,0.435763753889,0.994310027435,1,0.971778909239,0.301,0.359741895867,0.648672940798,0.902430638806,10.9491757679,1,0,0,False,False,False,False,False
g554_c00862,stage1,,87,87,0,0,-1,87,0.0131180591543,0.0174932732103,16,57,37,58,1,True,True,True,False,insufficient_support,1.07855676063,1.25,1.26728297041,1.25,0.75,0.75,1.06861567487,0.419658208821,0.96615549053,1,1.11941270358,0.431403817194,0.310623940624,0.722595910096,1,10.8258138633,1,0,0,False,False,False,False,False
g554_c00836,stage1,,87,87,0,0,-1,87,0.0142601583954,0.0196504409383,21,53,37,54,1,True,True,True,False,insufficient_support,3.20834999584,1.18112218112,1.23520698521,0.891078141078,1.0948048448,0.759290759291,1.3338958339,0.749041999042,0.975988475988,0.977560577561,0.868849368849,0.925551925552,0.366186766187,0.596006596007,0.882456132456,9.76040976041,1,0,0,False,False,False,False,False
g554_c01260,stage1,,87,87,0,0,-1,87,0.0146013499531,0.0194356105364,18,56,37,55,1,True,True,True,False,insufficient_support,2.69321333726,1.25,1.20415784478,1.25,0.75,0.75,1.07086365211,0.812420854143,0.988572472947,1,1.02223551841,1,0.334382224382,0.708610411735,0.438859749868,11.3356507607,1,0,0,False,False,False,False,False
g554_c02363,stage1,,87,87,0,0,-1,87,0.0146658552357,0.0195935315223,14,58,37,58,1,True,True,True,False,insufficient_support,0.743352565227,1.25,1.30503139878,1.25,0.75,0.75,1.05977423477,0.0410793223293,0.994417116292,1,1.02608708859,0,0.326451986452,0.695491820492,0.966237703738,10.8468068343,1,0,0,False,False,False,False,False
g554_c01160,stage1,,87,87,0,0,-1,87,0.0146992410833,0.0194488901365,14,57,39,58,1,True,True,True,False,insufficient_support,0.0706632706632,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.661670911671,1,11,1,0,0,False,False,False,False,False
g554_c02356,stage1,,87,87,0,0,-1,87,0.0149056585605,0.0206138738746,19,58,37,56,1,True,True,True,False,insufficient_support,1.05629885375,1.25,1.22309930122,1.25,0.75,0.75,1.04931290556,0.307749598375,0.936498325248,1,1.10470245615,0.435436229126,0.37594015594,0.689537939538,0.955656018156,11.3430926806,1,0,0,False,False,False,False,False
g554_c02365,stage1,,87,87,0,0,-1,87,0.0163620628032,0.0215181585858,13,62,37,60,1,True,True,True,False,insufficient_support,0.848551147982,1.25,1.28847290472,1.25,0.75,0.75,1.06183274833,0.206706690457,0.933525256425,1,1.05785972904,0.0936627001746,0.322993159393,0.695806569556,1,10.0039064816,1,0,0,False,False,False,False,False
g554_c01189,stage1,,87,87,0,0,-1,87,0.0169866157899,0.0268409690081,30,47,39,56,1,True,True,True,False,insufficient_support,6.37891729142,0.518174018174,1.51340726341,2.11896336896,1.09860984861,1.66487466487,0.701009201009,0.777463277463,0.987188287188,0.968236268236,0.744638244638,1.33360783361,0.291636291636,1.40233740234,0.530203280203,8.97755297755,1,0,0,False,False,False,False,False
g554_c02304,stage1,,87,87,0,0,-1,87,0.0188100252998,0.0239045443923,14,61,36,59,1,True,True,True,False,insufficient_support,1.55265029348,1.25,1.28686059436,1.25,0.75,0.75,1.0430992161,0.595797745798,0.9175,1,1.04381962482,0.388065473869,0.452100383975,0.632572741616,0.955984477985,11.4400248821,1,0,0,False,False,False,False,False
g554_c02357,stage1,,87,87,0,0,-1,87,0.0254337297316,0.0312432011802,11,71,37,56,1,True,True,True,False,insufficient_support,1.35322226142,1.25,1.24777232951,1.25,0.75,0.75,0.944758979759,0.700614104366,0.936710522211,1,1.26417650748,0.372100790798,0.372589103389,0.698955968956,1,11.1596456456,1,0,0,False,False,False,False,False
g554_c00847,stage1,,87,87,0,0,-1,87,0.0446058515603,0.0542921610142,6,72,38,54,1,True,True,True,False,insufficient_support,5.87557146307,1.21043821044,0.585286335286,2.24386624387,0.956908456908,1.15516915517,0.691616191616,0.840193340193,0.941227841228,0.904834604835,1.29903779904,1.21582621583,0.515870915871,0.816899316899,0.752440502441,11.9392199392,0,0,1,False,False,False,False,False
g554_c02378,stage1,,87,87,0,0,-1,87,0.0525950513763,0.060261285137,4,81,36,60,1,True,True,True,False,insufficient_support,3.9793113918,0.680460680461,1.45882470882,0.654920654921,0.546319296319,0.511821261821,1.15431265431,0.694050694051,0.946377246377,0.905358205358,0.886349386349,0.153415653416,0.314058714059,0.601882851883,0.944856194856,10.2006702007,0,0,1,False,False,False,False,False
g554_c02349,stage1,,87,87,0,0,-1,87,0.0553828350764,0.0628922046744,3,79,37,54,1,True,True,True,False,insufficient_support,1.82590856994,1.25,1.22727896728,1.25,0.75,0.75,0.934532526033,0.586248781249,0.9825,1,0.768970800578,0.119298811403,0.33636050076,0.719538288288,0.951853749854,11.2156490086,0,0,1,False,False,False,False,False
g554_c02361,stage1,,87,87,0,0,-1,87,0.0673848450772,0.0869484253648,17,66,37,58,1,True,True,True,False,insufficient_support,4.76477185227,1.221995722,0.696266446266,1.44562394562,1.20041495041,1.16842541843,0.722568722569,1.043002293,0.919226319226,0.992627292627,0.873654373654,0.798146298146,0.47169007169,0.849515599516,0.46268971269,10.662014662,0,1,0,False,False,False,False,False
g554_c02366,stage1,,87,87,0,0,-1,87,0.0837604886355,0.0910124896473,0,87,37,60,1,True,True,True,False,insufficient_support,1.6759940436,1.25,1.19133063258,1.25,0.75,0.75,1.05128834679,0.626966820717,0.97996973792,1,1.01352509653,0.137703849592,0.382291501891,0.716991293241,0.949223041223,10.7848245388,0,0,1,False,False,False,False,False
g554_c01179,stage1,,87,87,0,0,-1,87,0.0847415184995,0.0944593508188,1,84,38,60,1,True,True,True,False,insufficient_support,4.87028975779,1.07838407838,1.06496806497,1.31004781005,0.477331727332,0.301080801081,0.964232464232,0.880640880641,0.943824543825,0.940304440304,1.16461566462,0.30706980707,0.677365477365,1.11775086775,0.645365895366,8.33507633508,0,1,0,False,False,False,False,False
g554_c02374,stage1,,87,87,0,0,-1,87,0.101119067627,0.108597528062,0,87,37,62,1,True,True,True,False,insufficient_support,1.49013648113,1.25,1.22960351585,1.25,0.75,0.75,1.07255042705,0.694856089857,0.937497427947,1,0.978817401817,0.0176250397499,0.327177426777,0.814802562302,0.973878046878,10.6143616474,0,1,0,False,False,False,False,False
g554_c02675,stage1,,87,87,0,0,-1,87,0.128418831027,0.142107534953,1,85,38,62,1,True,True,True,False,insufficient_support,6.20184141433,1.13750663751,1.04061679062,1.56256256256,0.165518915519,0.161322161322,1.4755994756,0.559709309709,0.990732690733,0.909406809407,0.838793338793,1.25435225435,0.295693095693,0.377102627103,0.657176157176,8.6882966883,0,1,0,False,False,False,False,False
g554_c01974,stage1,,86,86,0,0,-1,86,-0.0427172397756,-0.0357413389345,76,8,35,54,1,True,True,True,False,insufficient_support,2.63863710776,1.25,1.22526703777,1.25,0.75,0.75,1.03638698014,1.05137303575,0.983939009564,1,0.969365619366,1.01856546287,0.317971727972,0.690791800167,1,10.5319027819,0,1,0,False,False,False,False,False
g554_c02028,stage1,,86,86,0,0,-1,86,-0.0405746159869,-0.0326775839378,71,9,36,56,1,True,True,True,False,insufficient_support,2.34016885195,1.25,1.28457644083,1.25,0.75,0.75,1.04736586612,1.01615403178,0.993450537826,1,0.966732854233,0.485471229058,0.663949194506,0.988944116198,1,11.3719817345,1,0,0,False,False,False,False,False
g554_c01620,stage1,,86,86,0,0,-1,86,-0.0382063662815,-0.0295311674728,71,9,36,54,1,True,True,True,False,insufficient_support,1.62853847549,1.25,1.29618564993,1.25,0.75,0.75,0.948493155493,0.600241702742,0.966208946609,1,1.05053324753,0.401471567057,0.586794915235,0.997863324664,1,10.589984127,1,0,0,False,False,False,False,False
g554_c01770,stage1,,86,86,0,0,-1,86,-0.036711343219,-0.0293107354803,69,11,35,60,1,True,True,True,False,insufficient_support,2.79303754323,1.25,1.26924947237,1.25,0.75,0.75,0.931922919423,1.03427990928,0.921236310611,1,1.03557741058,1.46084407831,0.363655833656,0.723051816802,1,11.2763624889,0,1,0,False,False,False,False,False
g554_c02722,stage1,,86,86,0,0,-1,86,-0.0346837184579,-0.0280091284715,74,9,37,57,1,True,True,True,False,insufficient_support,2.41264693589,1.25,1.02570906124,1.25,0.75,0.75,1.04636140886,1.06082402957,0.96251511064,1,0.604616177938,1,0.366867786868,0.800274425274,0.954444579445,11.1776037026,1,0,0,False,False,False,False,False
g554_c01638,stage1,,86,86,0,0,-1,86,-0.0341199039277,-0.0276392302763,73,8,36,56,1,True,True,True,False,insufficient_support,0.961515640232,1.25,1.22512007137,1.25,0.75,0.75,1.0650993331,0.257353018603,0.9175,1,0.96597952498,0.149199525101,0.328988344425,0.917239029925,1,11.2951484342,1,0,0,False,False,False,False,False
g554_c00552,stage1,,86,86,0,0,-1,86,-0.0332188692074,-0.0275201576283,75,6,36,54,1,True,True,True,False,insufficient_support,0.5,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.5,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00078,stage1,,86,86,0,0,-1,86,-0.0318884473883,-0.0260949820646,72,9,36,56,1,True,True,True,False,insufficient_support,2.30148549178,1.25,1.19275534901,1.25,0.75,0.75,0.960226991477,1.05078386328,0.934979808105,1,0.5,0.876718246564,0.322328992329,0.770337864088,1,10.587969838,1,0,0,False,False,False,False,False
g554_c00150,stage1,,86,86,0,0,-1,86,-0.0289018996992,-0.0216128564854,66,15,35,60,1,True,True,True,False,insufficient_support,0.3875,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.5,1,1,11,1,0,0,False,False,False,False,False
g554_c00300,stage1,,86,86,0,0,-1,86,-0.0272350598213,-0.021300619018,67,13,34,54,1,True,True,True,False,insufficient_support,0.1,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.875,1,11,1,0,0,False,False,False,False,False
