context_id,topology_id,candidate_id,fallback_to_g556,predicted_score,predicted_regression_rate,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-2|a50|s108262|it0|g557_label_matrix_maze_32_32_2_a50_s108262_hb500_short250_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a50|s109188|it0|g557_label_matrix_maze_32_32_2_a50_s109188_hb1000_short250_t100_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
random-64-64-10|a2000|s111680|it0|g557_label_matrix_random_64_64_10_a2000_s111680_hb500_short250_t200_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a50|s107663|it0|g557_label_matrix_maze_128_128_2_a50_s107663_hb500_short1000_t050_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a50|s111108|it0|g557_label_matrix_maze_32_32_2_a50_s111108_hb1000_short1000_t100_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a50|s111587|it0|g557_label_matrix_maze_32_32_4_a50_s111587_hb1000_short2000_t050_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a50|s112067|it0|g557_label_matrix_maze_32_32_4_a50_s112067_hb1000_short2000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a50|s112547|it0|g557_label_matrix_maze_32_32_4_a50_s112547_hb1000_short250_t050_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a50|s106824|it0|g557_label_matrix_maze_128_128_10_a50_s106824_hb500_short1000_t200_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a50|s113061|it0|g557_label_matrix_maze_32_32_4_a50_s113061_hb500_short500_t200_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a50|s114468|it0|g557_label_matrix_maze_32_32_2_a50_s114468_hb1000_short1000_t100_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a50|s114502|it0|g557_label_matrix_maze_32_32_2_a50_s114502_hb500_short2000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s100128|it0|g557_label_matrix_maze_32_32_2_a75_s100128_hb1000_short1000_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a75|s101567|it0|g557_label_matrix_maze_32_32_4_a75_s101567_hb1000_short2000_t100_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a75|s102527|it0|g557_label_matrix_maze_32_32_4_a75_s102527_hb1000_short500_t100_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a75|s103487|it0|g557_label_matrix_maze_32_32_4_a75_s103487_hb1000_short1000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00004330,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a75|s101003|it0|g557_label_matrix_maze_128_128_2_a75_s101003_hb500_short2000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s106368|it0|g557_label_matrix_maze_32_32_2_a75_s106368_hb1000_short500_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a75|s106367|it0|g557_label_matrix_maze_32_32_4_a75_s106367_hb1000_short500_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a75|s103523|it0|g557_label_matrix_maze_128_128_2_a75_s103523_hb500_short2000_t200_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a75|s104329|it0|g557_label_matrix_maze_128_128_2_a75_s104329_hb1000_short1000_t050_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s107362|it0|g557_label_matrix_maze_32_32_2_a75_s107362_hb500_short2000_t050_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a75|s102684|it0|g557_label_matrix_maze_128_128_10_a75_s102684_hb500_short2000_t100_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a75|s109761|it0|g557_label_matrix_maze_32_32_4_a75_s109761_hb500_short1000_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s110208|it0|g557_label_matrix_maze_32_32_2_a75_s110208_hb1000_short1000_t100_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s110688|it0|g557_label_matrix_maze_32_32_2_a75_s110688_hb1000_short1000_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a75|s111083|it0|g557_label_matrix_maze_128_128_2_a75_s111083_hb500_short2000_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a75|s115008|it0|g557_label_matrix_maze_32_32_2_a75_s115008_hb1000_short250_t200_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a100|s100187|it0|g557_label_matrix_maze_32_32_4_a100_s100187_hb1000_short1000_t200_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a75|s111889|it0|g557_label_matrix_maze_128_128_2_a75_s111889_hb1000_short1000_t050_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a100|s100222|it0|g557_label_matrix_maze_32_32_2_a100_s100222_hb500_short2000_t200_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00001030,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a100|s101627|it0|g557_label_matrix_maze_32_32_4_a100_s101627_hb1000_short250_t050_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00004390,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a100|s104542|it0|g557_label_matrix_maze_32_32_2_a100_s104542_hb500_short250_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a100|s106908|it0|g557_label_matrix_maze_32_32_2_a100_s106908_hb1000_short1000_t100_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a100|s107388|it0|g557_label_matrix_maze_32_32_2_a100_s107388_hb1000_short2000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a100|s104389|it0|g557_label_matrix_maze_128_128_2_a100_s104389_hb1000_short2000_t050_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a100|s107902|it0|g557_label_matrix_maze_32_32_2_a100_s107902_hb500_short250_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00008590,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a100|s107783|it0|g557_label_matrix_maze_128_128_2_a100_s107783_hb500_short2000_t200_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00011950,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a100|s113627|it0|g557_label_matrix_maze_32_32_4_a100_s113627_hb1000_short1000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a100|s108624|it0|g557_label_matrix_maze_128_128_10_a100_s108624_hb500_short250_t100_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a100|s111983|it0|g557_label_matrix_maze_128_128_2_a100_s111983_hb500_short2000_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00001090,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a150|s103607|it0|g557_label_matrix_maze_32_32_4_a150_s103607_hb1000_short2000_t050_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a150|s103642|it0|g557_label_matrix_maze_32_32_2_a150_s103642_hb500_short250_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00005290,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00005324,g557_topology_044_qd_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a150|s105082|it0|g557_label_matrix_maze_32_32_2_a150_s105082_hb500_short1000_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a150|s105081|it0|g557_label_matrix_maze_32_32_4_a150_s105081_hb500_short500_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00006970,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a150|s107927|it0|g557_label_matrix_maze_32_32_4_a150_s107927_hb1000_short250_t050_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00008650,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00010330,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a150|s102804|it0|g557_label_matrix_maze_128_128_10_a150_s102804_hb500_short250_t200_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00014530,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a150|s114201|it0|g557_label_matrix_maze_32_32_4_a150_s114201_hb500_short250_t100_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00000310,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a150|s112043|it0|g557_label_matrix_maze_128_128_2_a150_s112043_hb500_short250_t200_i8_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a150|s107810|it0|g557_label_matrix_maze_128_128_10_a150_s107810_hb2000_short2000_t200_i2_b2000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s100821|it0|g557_label_matrix_maze_32_32_4_a200_s100821_hb500_short500_t200_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s101267|it0|g557_label_matrix_maze_32_32_4_a200_s101267_hb1000_short500_t100_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s101301|it0|g557_label_matrix_maze_32_32_4_a200_s101301_hb500_short500_t100_i4_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00001989,g557_topology_009_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00001990,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-2|a150|s113689|it0|g557_label_matrix_maze_128_128_2_a150_s113689_hb1000_short2000_t200_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-128-128-10|a150|s111170|it0|g557_label_matrix_maze_128_128_10_a150_s111170_hb2000_short2000_t100_i4_b2000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s102741|it0|g557_label_matrix_maze_32_32_4_a200_s102741_hb500_short2000_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00003669,g557_topology_009_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a200|s103188|it0|g557_label_matrix_maze_32_32_2_a200_s103188_hb1000_short2000_t100_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00003670,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00005349,g557_topology_009_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00005350,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a200|s105588|it0|g557_label_matrix_maze_32_32_2_a200_s105588_hb1000_short1000_t100_i2_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00006190,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s106067|it0|g557_label_matrix_maze_32_32_4_a200_s106067_hb1000_short1000_t200_i4_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00007029,g557_topology_009_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00007030,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
g557_ctx_00007870,g557_topology_010_maze,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-2|a200|s107062|it0|g557_label_matrix_maze_32_32_2_a200_s107062_hb500_short250_t050_i2_b500,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
maze-32-32-4|a200|s107987|it0|g557_label_matrix_maze_32_32_4_a200_s107987_hb1000_short500_t050_i8_b1000,,g556_c063174,True,0,0,1.25,1.15800417416,1.25,0.75,0.75,1.04033966143,0.693265827075,0.979935812493,1,0.684155364534,0.65,0.335511281608,0.859006022148,1,10.7932631603,1,0,0,False,False,False,False,False
