candidate_id,candidate_region,candidate_family,candidate_purpose,source_candidate,candidate_fingerprint,raw_pool_selected,selected_for_execution,include_in_probe,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_flow_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,nearest_g518_candidate,nearest_g518_distance,nearest_old14_candidate,nearest_old14_distance,nearest_g521_candidate,nearest_g521_distance,exact_duplicate_of_retained_g518,exact_duplicate_of_old14,exact_duplicate_of_g521,selection_rank
repair5g522_grid_c1p10_b1p60_f1p00_w0p45_dc0p93_df1p00_beta0p40_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.100000|1.600000|1.000000|0.450000|0.930000|1.000000|0.400000|0.900000|0,False,False,False,1.1,1.6,1.0,0.45,0.93,1.0,0.4,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.260576284416,repair5g59_block_heavy_flow_guard,0.218860686282,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.260576284416,False,False,False,
repair5g522_grid_c1p25_b1p15_f1p00_w0p15_dc0p95_df1p00_beta0p25_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.150000|1.000000|0.150000|0.950000|1.000000|0.250000|0.750000|0,False,False,False,1.25,1.15,1.0,0.15,0.95,1.0,0.25,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.229128784748,repair5g59_wait_conservative,0.377491721764,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.229128784748,False,False,False,
repair5g522_grid_c1p25_b1p15_f1p00_w0p30_dc0p95_df1p00_beta0p25_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.150000|1.000000|0.300000|0.950000|1.000000|0.250000|0.750000|0,True,True,True,1.25,1.15,1.0,0.3,0.95,1.0,0.25,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.244948974278,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.122474487139,False,False,False,9
repair5g522_grid_c1p25_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p40_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.150000|1.000000|0.450000|0.950000|1.000000|0.400000|0.750000|0,True,True,True,1.25,1.15,1.0,0.45,0.95,1.0,0.4,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_wait_conservative,0.122474487139,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,False,False,False,11
repair5g522_grid_c1p25_b1p40_f1p00_w0p15_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.400000|1.000000|0.150000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.25,1.4,1.0,0.15,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.296479341607,repair5g59_wait_conservative,0.421781934179,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.296479341607,False,False,False,
repair5g522_grid_c1p25_b1p40_f1p00_w0p30_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.400000|1.000000|0.300000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.25,1.4,1.0,0.3,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.224499443206,repair5g59_wait_conservative,0.30886890423,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.224499443206,False,False,False,
repair5g522_grid_c1p25_b1p40_f1p00_w0p45_dc0p93_df1p00_beta0p40_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.400000|1.000000|0.450000|0.930000|1.000000|0.400000|0.900000|0,False,False,False,1.25,1.4,1.0,0.45,0.93,1.0,0.4,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.224499443206,repair5g59_wait_conservative,0.224499443206,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.224499443206,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p15_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.600000|1.000000|0.150000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.25,1.6,1.0,0.15,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.433474336034,repair5g59_block_heavy_flow_guard,0.477388730491,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.433474336034,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p30_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.600000|1.000000|0.300000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.25,1.6,1.0,0.3,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.387814388593,repair5g59_block_heavy_flow_guard,0.381313519299,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.387814388593,False,False,False,
repair5g522_grid_c1p25_b1p60_f1p00_w0p45_dc0p93_df1p00_beta0p40_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.250000|1.600000|1.000000|0.450000|0.930000|1.000000|0.400000|0.900000|0,False,False,False,1.25,1.6,1.0,0.45,0.93,1.0,0.4,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.387814388593,repair5g59_block_heavy_flow_guard,0.316859590355,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.387814388593,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p15_dc0p95_df1p00_beta0p25_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.150000|1.000000|0.150000|0.950000|1.000000|0.250000|0.750000|0,False,False,False,1.4,1.15,1.0,0.15,0.95,1.0,0.25,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.273861278753,repair5g59_wait_conservative,0.406201920232,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.273861278753,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p30_dc0p95_df1p00_beta0p25_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.150000|1.000000|0.300000|0.950000|1.000000|0.250000|0.750000|0,False,False,False,1.4,1.15,1.0,0.3,0.95,1.0,0.25,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.19364916731,repair5g59_wait_conservative,0.287228132327,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.19364916731,False,False,False,
repair5g522_grid_c1p40_b1p15_f1p00_w0p45_dc0p95_df1p00_beta0p40_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.150000|1.000000|0.450000|0.950000|1.000000|0.400000|0.750000|0,False,False,False,1.4,1.15,1.0,0.45,0.95,1.0,0.4,0.75,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.19364916731,repair5g59_wait_conservative,0.19364916731,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.19364916731,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p15_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.400000|1.000000|0.150000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.4,1.4,1.0,0.15,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.332264954517,repair5g59_wait_conservative,0.447660585712,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.332264954517,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p30_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.400000|1.000000|0.300000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.4,1.4,1.0,0.3,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.27,repair5g59_wait_conservative,0.343365694268,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.27,False,False,False,
repair5g522_grid_c1p40_b1p40_f1p00_w0p45_dc0p93_df1p00_beta0p40_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.400000|1.000000|0.450000|0.930000|1.000000|0.400000|0.900000|0,False,False,False,1.4,1.4,1.0,0.45,0.93,1.0,0.4,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.27,repair5g59_wait_conservative,0.27,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.27,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p15_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.600000|1.000000|0.150000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.4,1.6,1.0,0.15,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.458693797647,repair5g59_wait_conservative,0.548087584242,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.458693797647,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p30_dc0p93_df1p00_beta0p25_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.600000|1.000000|0.300000|0.930000|1.000000|0.250000|0.900000|0,False,False,False,1.4,1.6,1.0,0.3,0.93,1.0,0.25,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.415812457726,repair5g59_wait_conservative,0.466797600679,repair5g521_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,0.415812457726,False,False,False,
repair5g522_grid_c1p40_b1p60_f1p00_w0p45_dc0p93_df1p00_beta0p40_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df1p00_beta0p30_max0p75_c0,1.400000|1.600000|1.000000|0.450000|0.930000|1.000000|0.400000|0.900000|0,False,False,False,1.4,1.6,1.0,0.45,0.93,1.0,0.4,0.9,False,False,False,False,False,False,repair5g518_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.415812457726,repair5g59_wait_conservative,0.415812457726,repair5g521_grid_c1p25_b1p25_f1p00_w0p50_dc0p95_df1p00_beta0p35_max0p75_c0,0.415812457726,False,False,False,
repair5g522_grid_c0p75_b1p30_f1p00_w0p25_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.300000|1.000000|0.250000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,0.75,1.3,1.0,0.25,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.273861278753,repair5g59_block_heavy_flow_guard,0.409267638594,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.273861278753,False,False,False,
repair5g522_grid_c0p75_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.300000|1.000000|0.400000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,0.75,1.3,1.0,0.4,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.19364916731,repair5g59_block_heavy_flow_guard,0.339116499156,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.19364916731,False,False,False,
repair5g522_grid_c0p75_b1p30_f1p00_w0p55_dc0p95_df1p00_beta0p45_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.300000|1.000000|0.550000|0.950000|1.000000|0.450000|0.750000|0,False,False,False,0.75,1.3,1.0,0.55,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,repair5g59_block_heavy_flow_guard,0.339116499156,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,False,False,False,
repair5g522_grid_c0p75_b1p55_f1p00_w0p25_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.550000|1.000000|0.250000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.75,1.55,1.0,0.25,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.312889756943,repair5g59_block_heavy_flow_guard,0.39102429592,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.312889756943,False,False,False,
repair5g522_grid_c0p75_b1p55_f1p00_w0p40_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.550000|1.000000|0.400000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.75,1.55,1.0,0.4,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.245764114549,repair5g59_block_heavy_flow_guard,0.316859590355,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.245764114549,False,False,False,
repair5g522_grid_c0p75_b1p55_f1p00_w0p55_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.550000|1.000000|0.550000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,0.75,1.55,1.0,0.55,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.24062418831,repair5g59_block_heavy_flow_guard,0.316859590355,repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.24062418831,False,False,False,
repair5g522_grid_c0p75_b1p75_f1p00_w0p25_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.750000|1.000000|0.250000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.75,1.75,1.0,0.25,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.312889756943,repair5g59_block_heavy_flow_guard,0.461410879802,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.312889756943,False,False,False,
repair5g522_grid_c0p75_b1p75_f1p00_w0p40_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.750000|1.000000|0.400000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.75,1.75,1.0,0.4,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.245764114549,repair5g59_block_heavy_flow_guard,0.40049968789,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.245764114549,False,False,False,
repair5g522_grid_c0p75_b1p75_f1p00_w0p55_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.750000|1.750000|1.000000|0.550000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,0.75,1.75,1.0,0.55,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,repair5g59_block_heavy_flow_guard,0.40049968789,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,False,False,False,
repair5g522_grid_c0p90_b1p30_f1p00_w0p25_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.300000|1.000000|0.250000|0.950000|1.000000|0.300000|0.750000|0,False,False,False,0.9,1.3,1.0,0.25,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,repair5g59_block_heavy_flow_guard,0.339116499156,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.229128784748,False,False,False,
repair5g522_grid_c0p90_b1p30_f1p00_w0p40_dc0p95_df1p00_beta0p30_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.300000|1.000000|0.400000|0.950000|1.000000|0.300000|0.750000|0,True,True,True,0.9,1.3,1.0,0.4,0.95,1.0,0.3,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,repair5g59_block_heavy_flow_guard,0.25,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.122474487139,False,False,False,6
repair5g522_grid_c0p90_b1p30_f1p00_w0p55_dc0p95_df1p00_beta0p45_max0p75_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.300000|1.000000|0.550000|0.950000|1.000000|0.450000|0.750000|0,False,False,False,0.9,1.3,1.0,0.55,0.95,1.0,0.45,0.75,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.173205080757,repair5g59_block_heavy_flow_guard,0.25,repair5g521_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.173205080757,False,False,False,
repair5g522_grid_c0p90_b1p55_f1p00_w0p25_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.550000|1.000000|0.250000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.9,1.55,1.0,0.25,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,repair5g59_block_heavy_flow_guard,0.316859590355,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,False,False,False,
repair5g522_grid_c0p90_b1p55_f1p00_w0p40_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.550000|1.000000|0.400000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.9,1.55,1.0,0.4,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.194679223339,repair5g59_block_heavy_flow_guard,0.218860686282,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.194679223339,False,False,False,
repair5g522_grid_c0p90_b1p55_f1p00_w0p55_dc0p93_df1p00_beta0p45_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.550000|1.000000|0.550000|0.930000|1.000000|0.450000|0.900000|0,False,False,False,0.9,1.55,1.0,0.55,0.93,1.0,0.45,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.188148877222,repair5g59_block_heavy_flow_guard,0.218860686282,repair5g521_grid_c0p90_b1p50_f1p00_w0p45_dc0p95_df1p00_beta0p45_max0p75_c0,0.188148877222,False,False,False,
repair5g522_grid_c0p90_b1p75_f1p00_w0p25_dc0p93_df1p00_beta0p30_max0p90_c0,A_g518_winner_neighborhood,winner_neighborhood,local response around recurrent G5.18 winner,repair5g518_grid_c0p90_b1p40_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.900000|1.750000|1.000000|0.250000|0.930000|1.000000|0.300000|0.900000|0,False,False,False,0.9,1.75,1.0,0.25,0.93,1.0,0.3,0.9,False,False,False,False,False,False,repair5g518_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,repair5g59_block_heavy_flow_guard,0.40049968789,repair5g521_grid_c0p90_b1p65_f1p00_w0p45_dc0p95_df1p00_beta0p35_max0p75_c0,0.274590604355,False,False,False,
