split,map_name,agents,seed,iteration,checkpoint_id,target_rule,target_best_rule_id,delta_best_rule_id,second_delta_rule_id,candidate_count,harmful_candidate_count,best_delta_ratio,second_delta_ratio,best_minus_second_margin,best_minus_additive_margin,best_minus_neutral_threshold,label_delta_ratio_best,label_confidence,neutral,within_0_001_count,margin_le_0_001,within_0_0025_count,margin_le_0_0025,within_0_005_count,margin_le_0_005,within_0_01_count,margin_le_0_01,within_0_02_count,margin_le_0_02,within_0_05_count,margin_le_0_05
train,empty-32-32,200,1,3,empty-32-32__a200__i1__phase4_phase4-full__iter3,decay_095,decay_095,decay_095,block_heavy,8,0,0.0460661345496,0.0401368301026,0.005929304446999996,0.0460661345496,0.0410661345496,0.0460661345496,0.0460661345496,0,1,0,1,0,1,0,3,1,3,1,8,1
train,empty-32-32,400,1,0,empty-32-32__a400__i1__phase4_phase4-full__iter0,wait_light,wait_light,wait_light,block_heavy,8,2,0.0653761446621,0.0303697693289,0.0350063753332,0.0653761446621,0.0603761446621,0.0653761446621,0.0653761446621,0,1,0,1,0,1,0,1,0,1,0,2,1
train,empty-32-32,400,1,1,empty-32-32__a400__i1__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,wait_light,8,3,0.0257331633244,0.0170395270662,0.0086936362582,0.0257331633244,0.0207331633244,0.0257331633244,0.0257331633244,0,1,0,1,0,1,0,2,1,4,1,5,1
train,empty-32-32,400,1,2,empty-32-32__a400__i1__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,block_light,8,1,0.0352382056335,0.01054827866,0.024689926973499997,0.0352382056335,0.030238205633499996,0.0352382056335,0.0352382056335,0,1,0,1,0,1,0,1,0,1,0,5,1
train,empty-32-32,400,1,3,empty-32-32__a400__i1__phase4_phase4-full__iter3,block_light,block_light,block_light,additive_ltm,8,3,0.0118233453112,0.0,0.0118233453112,0.0118233453112,0.0068233453112,0.0118233453112,0.0118233453112,0,1,0,1,0,1,0,1,0,2,1,8,1
train,empty-32-32,50,2,0,empty-32-32__a50__i2__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,0,0.0160642570281,0.00602409638554,0.010040160642560001,0.0160642570281,0.011064257028099999,0.0160642570281,0.0160642570281,0,1,0,1,0,1,0,1,0,5,1,8,1
train,empty-32-32,50,2,1,empty-32-32__a50__i2__phase4_phase4-full__iter1,decay_090,decay_090,decay_090,commit_heavy,8,1,0.0180722891566,0.00803212851406,0.010040160642539998,0.0180722891566,0.013072289156599998,0.0180722891566,0.0180722891566,0,1,0,1,0,1,0,1,0,5,1,8,1
train,empty-32-32,50,2,2,empty-32-32__a50__i2__phase4_phase4-full__iter2,commit_heavy,commit_heavy,commit_heavy,decay_090,8,0,0.0773092369478,0.0512048192771,0.026104417670699993,0.0773092369478,0.07230923694779999,0.0773092369478,0.0773092369478,0,1,0,1,0,1,0,1,0,1,0,4,1
train,empty-32-32,50,2,3,empty-32-32__a50__i2__phase4_phase4-full__iter3,block_heavy,block_heavy,block_heavy,commit_heavy,8,2,0.0502008032129,0.0401606425703,0.0100401606426,0.0502008032129,0.0452008032129,0.0502008032129,0.0502008032129,0,1,0,1,0,1,0,1,0,3,1,3,1
train,empty-32-32,100,2,0,empty-32-32__a100__i2__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,0,0.028659160696,0.0281473899693,0.0005117707267000005,0.028659160696,0.023659160696,0.028659160696,0.028659160696,0,2,1,2,1,2,1,2,1,2,1,8,1
train,empty-32-32,100,2,1,empty-32-32__a100__i2__phase4_phase4-full__iter1,decay_090,decay_090,decay_090,wait_heavy,8,0,0.0127942681679,0.00614124872057,0.006653019447330001,0.0127942681679,0.0077942681679,0.0127942681679,0.0127942681679,0,1,0,1,0,1,0,3,1,6,1,8,1
train,empty-32-32,100,2,2,empty-32-32__a100__i2__phase4_phase4-full__iter2,decay_090,decay_090,decay_090,block_heavy,8,1,0.0138178096213,0.00818833162743,0.005629477993869999,0.0138178096213,0.0088178096213,0.0138178096213,0.0138178096213,0,1,0,1,0,1,0,4,1,6,1,7,1
train,empty-32-32,100,2,3,empty-32-32__a100__i2__phase4_phase4-full__iter3,decay_090,decay_090,decay_090,block_light,8,0,0.00767656090072,0.00562947799386,0.00204708290686,0.00767656090072,0.00267656090072,0.00767656090072,0.00767656090072,0,1,0,2,1,2,1,4,1,6,1,8,1
train,empty-32-32,200,2,0,empty-32-32__a200__i2__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_light,8,0,0.0199335548173,0.00587784308715,0.014055711730150001,0.0199335548173,0.0149335548173,0.0199335548173,0.0199335548173,0,1,0,1,0,1,0,1,0,7,1,8,1
train,empty-32-32,200,2,1,empty-32-32__a200__i2__phase4_phase4-full__iter1,block_heavy,block_heavy,block_heavy,decay_090,8,1,0.0268336314848,0.0258113979044,0.0010222335803999998,0.0268336314848,0.021833631484799998,0.0268336314848,0.0268336314848,0,1,0,3,1,3,1,5,1,6,1,7,1
train,empty-32-32,200,2,2,empty-32-32__a200__i2__phase4_phase4-full__iter2,neutral_additive,additive_ltm,additive_ltm,block_heavy,8,3,0.0,-0.0076667518528,0.0076667518528,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,2,1,5,1,8,1
train,empty-32-32,200,2,3,empty-32-32__a200__i2__phase4_phase4-full__iter3,wait_light,wait_light,wait_light,block_light,8,0,0.0490672118579,0.0263225146946,0.0227446971633,0.0490672118579,0.0440672118579,0.0490672118579,0.0490672118579,0,1,0,1,0,1,0,1,0,1,0,7,1
train,empty-32-32,400,2,0,empty-32-32__a400__i2__phase4_phase4-full__iter0,wait_light,wait_light,wait_light,block_heavy,8,2,0.0748919827172,0.0664906385022,0.008401344215000009,0.0748919827172,0.0698919827172,0.0748919827172,0.0748919827172,0,1,0,1,0,1,0,2,1,2,1,2,1
train,empty-32-32,400,2,1,empty-32-32__a400__i2__phase4_phase4-full__iter1,block_light,block_light,block_light,commit_heavy,8,0,0.0325252040326,0.0127220355257,0.0198031685069,0.0325252040326,0.0275252040326,0.0325252040326,0.0325252040326,0,1,0,1,0,1,0,1,0,2,1,8,1
train,empty-32-32,400,2,2,empty-32-32__a400__i2__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,block_heavy,8,2,0.0466874699952,0.0206433029285,0.0260441670667,0.0466874699952,0.041687469995200004,0.0466874699952,0.0466874699952,0,1,0,1,0,1,0,1,0,1,0,5,1
train,empty-32-32,400,2,3,empty-32-32__a400__i2__phase4_phase4-full__iter3,neutral_additive,additive_ltm,additive_ltm,wait_light,8,2,0.0,-0.0021603456553,0.0021603456553,0.0,-0.005,0.0,0.0,1,1,0,2,1,2,1,3,1,6,1,8,1
train,empty-32-32,50,3,0,empty-32-32__a50__i3__phase4_phase4-full__iter0,wait_heavy,wait_heavy,wait_heavy,decay_095,8,0,0.00690250215703,0.0,0.00690250215703,0.00690250215703,0.0019025021570299996,0.00690250215703,0.00690250215703,0,1,0,1,0,1,0,6,1,7,1,8,1
train,empty-32-32,50,3,1,empty-32-32__a50__i3__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,0,0.0181190681622,0.0181190681622,0.0,0.0181190681622,0.013119068162199998,0.0181190681622,0.0181190681622,0,3,1,3,1,4,1,5,1,8,1,8,1
train,empty-32-32,50,3,2,empty-32-32__a50__i3__phase4_phase4-full__iter2,commit_heavy,commit_heavy,commit_heavy,block_light,8,0,0.0146678170837,0.00345125107852,0.01121656600518,0.0146678170837,0.0096678170837,0.0146678170837,0.0146678170837,0,1,0,1,0,1,0,1,0,6,1,8,1
train,empty-32-32,50,3,3,empty-32-32__a50__i3__phase4_phase4-full__iter3,block_heavy,block_heavy,block_heavy,decay_090,8,0,0.0189818809318,0.0155306298533,0.0034512510785000006,0.0189818809318,0.0139818809318,0.0189818809318,0.0189818809318,0,1,0,1,0,2,1,4,1,8,1,8,1
train,empty-32-32,100,3,0,empty-32-32__a100__i3__phase4_phase4-full__iter0,neutral_additive,wait_light,wait_light,block_heavy,8,0,0.00497287522604,0.00271247739602,0.00226039783002,0.00497287522604,-2.7124773960000154e-05,0.00497287522604,0.00497287522604,1,1,0,2,1,5,1,6,1,7,1,8,1
train,empty-32-32,100,3,1,empty-32-32__a100__i3__phase4_phase4-full__iter1,block_heavy,block_heavy,block_heavy,wait_heavy,8,2,0.0375226039783,0.0266726943942,0.010849909584099999,0.0375226039783,0.0325226039783,0.0375226039783,0.0375226039783,0,1,0,1,0,1,0,1,0,2,1,6,1
train,empty-32-32,100,3,2,empty-32-32__a100__i3__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,decay_090,8,0,0.0311934900542,0.0180831826401,0.013110307414099999,0.0311934900542,0.0261934900542,0.0311934900542,0.0311934900542,0,1,0,1,0,1,0,1,0,2,1,8,1
train,empty-32-32,100,3,3,empty-32-32__a100__i3__phase4_phase4-full__iter3,wait_light,wait_light,wait_light,block_light,8,0,0.0515370705244,0.0492766726944,0.0022603978299999966,0.0515370705244,0.0465370705244,0.0515370705244,0.0515370705244,0,1,0,2,1,4,1,4,1,5,1,6,1
train,empty-32-32,200,3,0,empty-32-32__a200__i3__phase4_phase4-full__iter0,neutral_additive,additive_ltm,decay_095,decay_090,8,3,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,3,1,3,1,5,1,5,1,5,1,6,1
train,empty-32-32,200,3,1,empty-32-32__a200__i3__phase4_phase4-full__iter1,block_heavy,block_heavy,block_heavy,decay_095,8,0,0.0565306587645,0.0398905858217,0.016640072942800004,0.0565306587645,0.051530658764500005,0.0565306587645,0.0565306587645,0,1,0,1,0,1,0,1,0,2,1,7,1
train,empty-32-32,200,3,2,empty-32-32__a200__i3__phase4_phase4-full__iter2,wait_heavy,wait_heavy,wait_heavy,wait_light,8,0,0.0412582630499,0.0398905858217,0.0013676772281999983,0.0412582630499,0.0362582630499,0.0412582630499,0.0412582630499,0,1,0,2,1,2,1,3,1,4,1,8,1
train,empty-32-32,200,3,3,empty-32-32__a200__i3__phase4_phase4-full__iter3,decay_090,decay_090,decay_090,wait_light,8,0,0.013448826077,0.00911784818783,0.004330977889170001,0.013448826077,0.008448826077,0.013448826077,0.013448826077,0,1,0,1,0,2,1,3,1,8,1,8,1
train,empty-32-32,400,3,0,empty-32-32__a400__i3__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,decay_095,8,4,0.0419413503069,0.0,0.0419413503069,0.0419413503069,0.0369413503069,0.0419413503069,0.0419413503069,0,1,0,1,0,1,0,1,0,1,0,4,1
train,empty-32-32,400,3,1,empty-32-32__a400__i3__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,0,0.0301204819277,0.0211411684474,0.0089793134803,0.0301204819277,0.0251204819277,0.0301204819277,0.0301204819277,0,1,0,1,0,1,0,3,1,5,1,8,1
train,empty-32-32,400,3,2,empty-32-32__a400__i3__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,decay_095,8,1,0.0102295976358,0.0061377585815,0.004091839054299999,0.0102295976358,0.005229597635799999,0.0102295976358,0.0102295976358,0,1,0,1,0,2,1,2,1,5,1,7,1
train,empty-32-32,400,3,3,empty-32-32__a400__i3__phase4_phase4-full__iter3,block_light,block_light,block_light,wait_light,8,1,0.0192089111162,0.0160263696295,0.0031825414867000003,0.0192089111162,0.014208911116199999,0.0192089111162,0.0192089111162,0,1,0,1,0,3,1,5,1,6,1,7,1
train,empty-32-32,50,4,0,empty-32-32__a50__i4__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,1,0.022450888681,0.0205799812909,0.0018709073901000024,0.022450888681,0.017450888681,0.022450888681,0.022450888681,0,1,0,2,1,2,1,3,1,3,1,8,1
train,empty-32-32,50,4,1,empty-32-32__a50__i4__phase4_phase4-full__iter1,wait_heavy,wait_heavy,wait_heavy,commit_heavy,8,0,0.0561272217025,0.0346117867166,0.0215154349859,0.0561272217025,0.0511272217025,0.0561272217025,0.0561272217025,0,1,0,1,0,1,0,1,0,1,0,4,1
train,empty-32-32,50,4,2,empty-32-32__a50__i4__phase4_phase4-full__iter2,commit_heavy,commit_heavy,commit_heavy,decay_090,8,0,0.0402245088868,0.021515434986,0.0187090739008,0.0402245088868,0.0352245088868,0.0402245088868,0.0402245088868,0,1,0,1,0,1,0,1,0,2,1,7,1
train,empty-32-32,50,4,3,empty-32-32__a50__i4__phase4_phase4-full__iter3,wait_heavy,wait_heavy,wait_heavy,commit_heavy,8,0,0.0112254443405,0.00280636108513,0.00841908325537,0.0112254443405,0.006225444340500001,0.0112254443405,0.0112254443405,0,1,0,1,0,1,0,3,1,6,1,8,1
train,empty-32-32,100,4,0,empty-32-32__a100__i4__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,2,0.0210930009588,0.000958772770853,0.020134228187947,0.0210930009588,0.016093000958799997,0.0210930009588,0.0210930009588,0,1,0,1,0,1,0,1,0,1,0,7,1
train,empty-32-32,100,4,1,empty-32-32__a100__i4__phase4_phase4-full__iter1,neutral_additive,additive_ltm,decay_095,additive_ltm,8,0,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,1,3,1,3,1,3,1,7,1,8,1,8,1
train,empty-32-32,100,4,2,empty-32-32__a100__i4__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,wait_heavy,8,0,0.0167785234899,0.0153403643337,0.0014381591561999987,0.0167785234899,0.011778523489899998,0.0167785234899,0.0167785234899,0,1,0,2,1,2,1,2,1,5,1,8,1
train,empty-32-32,100,4,3,empty-32-32__a100__i4__phase4_phase4-full__iter3,neutral_additive,wait_heavy,wait_heavy,additive_ltm,8,1,0.00239693192713,0.0,0.00239693192713,0.00239693192713,-0.00260306807287,0.00239693192713,0.00239693192713,1,1,0,2,1,2,1,4,1,6,1,8,1
train,empty-32-32,200,4,0,empty-32-32__a200__i4__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_light,8,2,0.0210093628682,0.00548070335693,0.015528659511270002,0.0210093628682,0.0160093628682,0.0210093628682,0.0210093628682,0,1,0,1,0,1,0,1,0,2,1,7,1
train,empty-32-32,200,4,1,empty-32-32__a200__i4__phase4_phase4-full__iter1,wait_light,wait_light,wait_light,commit_heavy,8,0,0.0376798355789,0.0372231102992,0.0004567252796999974,0.0376798355789,0.0326798355789,0.0376798355789,0.0376798355789,0,2,1,2,1,2,1,3,1,4,1,7,1
train,empty-32-32,200,4,2,empty-32-32__a200__i4__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,decay_090,8,0,0.0443023521352,0.0137017583923,0.0306005937429,0.0443023521352,0.0393023521352,0.0443023521352,0.0443023521352,0,1,0,1,0,1,0,1,0,1,0,6,1
train,empty-32-32,200,4,3,empty-32-32__a200__i4__phase4_phase4-full__iter3,block_heavy,block_heavy,block_heavy,block_light,8,0,0.0216944507879,0.0189540991094,0.0027403516784999978,0.0216944507879,0.0166944507879,0.0216944507879,0.0216944507879,0,1,0,1,0,2,1,5,1,7,1,8,1
train,empty-32-32,400,4,0,empty-32-32__a400__i4__phase4_phase4-full__iter0,wait_light,wait_light,wait_light,block_heavy,8,3,0.0810748471918,0.0230653903817,0.0580094568101,0.0810748471918,0.0760748471918,0.0810748471918,0.0810748471918,0,1,0,1,0,1,0,1,0,1,0,1,0
train,empty-32-32,400,4,1,empty-32-32__a400__i4__phase4_phase4-full__iter1,wait_light,wait_light,wait_light,additive_ltm,8,2,0.00542036673971,0.0,0.00542036673971,0.00542036673971,0.00042036673971,0.00542036673971,0.00542036673971,0,1,0,1,0,1,0,2,1,6,1,8,1
train,empty-32-32,400,4,2,empty-32-32__a400__i4__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,block_light,8,0,0.0545496482528,0.0459001268596,0.0086495213932,0.0545496482528,0.049549648252800005,0.0545496482528,0.0545496482528,0,1,0,1,0,1,0,3,1,3,1,7,1
train,empty-32-32,400,4,3,empty-32-32__a400__i4__phase4_phase4-full__iter3,wait_light,wait_light,wait_light,block_light,8,0,0.0296390266405,0.0235266981894,0.006112328451099998,0.0296390266405,0.024639026640499998,0.0296390266405,0.0296390266405,0,1,0,1,0,1,0,2,1,2,1,8,1
train,empty-32-32,50,5,0,empty-32-32__a50__i5__phase4_phase4-full__iter0,block_light,block_light,block_light,wait_heavy,8,0,0.0176405733186,0.013230429989,0.0044101433296,0.0176405733186,0.0126405733186,0.0176405733186,0.0176405733186,0,1,0,1,0,2,1,3,1,8,1,8,1
train,empty-32-32,50,5,1,empty-32-32__a50__i5__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,wait_light,8,0,0.00992282249173,0.00551267916207,0.00441014332966,0.00992282249173,0.00492282249173,0.00992282249173,0.00992282249173,0,1,0,1,0,4,1,7,1,8,1,8,1
train,empty-32-32,50,5,2,empty-32-32__a50__i5__phase4_phase4-full__iter2,wait_heavy,wait_heavy,wait_heavy,commit_heavy,8,0,0.0804851157663,0.0738699007718,0.006615214994500004,0.0804851157663,0.0754851157663,0.0804851157663,0.0804851157663,0,1,0,1,0,1,0,4,1,4,1,4,1
train,empty-32-32,50,5,3,empty-32-32__a50__i5__phase4_phase4-full__iter3,commit_heavy,commit_heavy,commit_heavy,wait_heavy,8,1,0.0121278941566,0.0077177508269,0.004410143329700001,0.0121278941566,0.0071278941566,0.0121278941566,0.0121278941566,0,1,0,1,0,2,1,2,1,6,1,8,1
train,empty-32-32,100,5,0,empty-32-32__a100__i5__phase4_phase4-full__iter0,neutral_additive,block_heavy,block_heavy,block_light,8,1,0.00308166409861,0.00256805341551,0.0005136106831,0.00308166409861,-0.0019183359013900001,0.00308166409861,0.00308166409861,1,2,1,2,1,7,1,7,1,7,1,8,1
train,empty-32-32,100,5,1,empty-32-32__a100__i5__phase4_phase4-full__iter1,block_heavy,block_heavy,block_heavy,wait_heavy,8,2,0.0179763739086,0.00770416024653,0.010272213662070002,0.0179763739086,0.0129763739086,0.0179763739086,0.0179763739086,0,1,0,1,0,1,0,1,0,4,1,6,1
train,empty-32-32,100,5,2,empty-32-32__a100__i5__phase4_phase4-full__iter2,block_heavy,block_heavy,block_heavy,block_light,8,0,0.0338983050847,0.025166923472,0.008731381612700002,0.0338983050847,0.0288983050847,0.0338983050847,0.0338983050847,0,1,0,1,0,1,0,2,1,4,1,8,1
train,empty-32-32,100,5,3,empty-32-32__a100__i5__phase4_phase4-full__iter3,neutral_additive,additive_ltm,additive_ltm,block_heavy,8,3,0.0,-0.000513610683102,0.000513610683102,0.0,-0.005,0.0,0.0,1,2,1,3,1,4,1,5,1,5,1,8,1
train,empty-32-32,200,5,0,empty-32-32__a200__i5__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_heavy,8,1,0.0130489335006,0.00225846925972,0.01079046424088,0.0130489335006,0.0080489335006,0.0130489335006,0.0130489335006,0,1,0,1,0,1,0,1,0,7,1,7,1
train,empty-32-32,200,5,1,empty-32-32__a200__i5__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,1,0.0366373902133,0.0271016311167,0.0095357590966,0.0366373902133,0.031637390213300004,0.0366373902133,0.0366373902133,0,1,0,1,0,1,0,2,1,2,1,7,1
train,empty-32-32,200,5,2,empty-32-32__a200__i5__phase4_phase4-full__iter2,neutral_additive,block_heavy,block_heavy,commit_heavy,8,0,0.00476787954831,0.00250941028858,0.00225846925973,0.00476787954831,-0.00023212045169000023,0.00476787954831,0.00476787954831,1,1,0,2,1,4,1,7,1,8,1,8,1
train,empty-32-32,200,5,3,empty-32-32__a200__i5__phase4_phase4-full__iter3,neutral_additive,decay_095,decay_095,commit_heavy,8,1,0.00225846925972,0.00100376411543,0.0012547051442900001,0.00225846925972,-0.00274153074028,0.00225846925972,0.00225846925972,1,1,0,4,1,4,1,5,1,7,1,8,1
train,empty-32-32,400,5,0,empty-32-32__a400__i5__phase4_phase4-full__iter0,wait_light,wait_light,wait_light,block_heavy,8,0,0.0962257325455,0.0836850355722,0.0125406969733,0.0962257325455,0.0912257325455,0.0962257325455,0.0962257325455,0,1,0,1,0,1,0,1,0,2,1,2,1
train,empty-32-32,400,5,1,empty-32-32__a400__i5__phase4_phase4-full__iter1,neutral_additive,wait_light,wait_light,additive_ltm,8,3,0.00470276136501,0.0,0.00470276136501,0.00470276136501,-0.00029723863498999983,0.00470276136501,0.00470276136501,1,1,0,1,0,2,1,3,1,5,1,8,1
train,empty-32-32,400,5,2,empty-32-32__a400__i5__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,block_heavy,8,2,0.0126612805981,0.00639093211142,0.00627034848668,0.0126612805981,0.0076612805981,0.0126612805981,0.0126612805981,0,1,0,1,0,1,0,2,1,4,1,8,1
train,empty-32-32,400,5,3,empty-32-32__a400__i5__phase4_phase4-full__iter3,neutral_additive,additive_ltm,additive_ltm,block_light,8,3,0.0,-0.00530567948873,0.00530567948873,0.0,-0.005,0.0,0.0,1,1,0,1,0,1,0,3,1,5,1,8,1
train,empty-32-32,50,6,0,empty-32-32__a50__i6__phase4_phase4-full__iter0,wait_heavy,wait_heavy,wait_heavy,block_heavy,8,0,0.0248390064397,0.017479300828,0.007359705611699997,0.0248390064397,0.019839006439699998,0.0248390064397,0.0248390064397,0,1,0,1,0,1,0,2,1,2,1,8,1
train,empty-32-32,50,6,1,empty-32-32__a50__i6__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,wait_heavy,8,1,0.0064397424103,0.00551977920883,0.0009199632014699997,0.0064397424103,0.0014397424102999996,0.0064397424103,0.0064397424103,0,2,1,2,1,2,1,5,1,7,1,8,1
train,empty-32-32,50,6,2,empty-32-32__a50__i6__phase4_phase4-full__iter2,wait_light,wait_light,wait_light,additive_ltm,8,1,0.00827966881325,0.0,0.00827966881325,0.00827966881325,0.0032796688132500007,0.00827966881325,0.00827966881325,0,1,0,1,0,1,0,2,1,4,1,8,1
train,empty-32-32,50,6,3,empty-32-32__a50__i6__phase4_phase4-full__iter3,wait_light,wait_light,wait_light,block_heavy,8,1,0.0128794848206,0.00827966881325,0.004599816007349999,0.0128794848206,0.0078794848206,0.0128794848206,0.0128794848206,0,1,0,1,0,2,1,2,1,6,1,8,1
train,empty-32-32,100,6,0,empty-32-32__a100__i6__phase4_phase4-full__iter0,block_heavy,block_heavy,block_heavy,wait_light,8,1,0.0207862629914,0.00497062810664,0.01581563488476,0.0207862629914,0.0157862629914,0.0207862629914,0.0207862629914,0,1,0,1,0,1,0,1,0,2,1,7,1
train,empty-32-32,100,6,1,empty-32-32__a100__i6__phase4_phase4-full__iter1,block_heavy,block_heavy,block_heavy,commit_heavy,8,1,0.0266606416629,0.0216900135563,0.004970628106600001,0.0266606416629,0.0216606416629,0.0266606416629,0.0266606416629,0,1,0,1,0,2,1,3,1,4,1,7,1
train,empty-32-32,100,6,2,empty-32-32__a100__i6__phase4_phase4-full__iter2,block_heavy,block_heavy,block_heavy,decay_095,8,2,0.0126525079078,0.00271125169453,0.009941256213270001,0.0126525079078,0.0076525079078,0.0126525079078,0.0126525079078,0,1,0,1,0,1,0,2,1,5,1,8,1
train,empty-32-32,100,6,3,empty-32-32__a100__i6__phase4_phase4-full__iter3,wait_heavy,wait_heavy,wait_heavy,decay_095,8,0,0.0149118843199,0.00723000451875,0.0076818798011500005,0.0149118843199,0.009911884319900002,0.0149118843199,0.0149118843199,0,1,0,1,0,1,0,3,1,5,1,8,1
train,empty-32-32,200,6,0,empty-32-32__a200__i6__phase4_phase4-full__iter0,wait_light,wait_light,wait_light,block_heavy,8,1,0.0397792595999,0.0181650954242,0.0216141641757,0.0397792595999,0.034779259599900005,0.0397792595999,0.0397792595999,0,1,0,1,0,1,0,1,0,1,0,6,1
train,empty-32-32,200,6,1,empty-32-32__a200__i6__phase4_phase4-full__iter1,commit_heavy,commit_heavy,commit_heavy,block_heavy,8,1,0.0119567716716,0.00413888250172,0.00781788916988,0.0119567716716,0.006956771671599999,0.0119567716716,0.0119567716716,0,1,0,1,0,1,0,2,1,4,1,8,1
