candidate_id,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,search_stage,stage_code,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,goal_projection_mode,method,vs_best_fixed_pairs,vs_best_fixed_success_regression_count,vs_best_fixed_success_gain_count,vs_best_fixed_both_fail_count,vs_best_fixed_quality_only_pairs,vs_best_fixed_quality_only_mean_delta,vs_best_fixed_quality_only_median_delta,vs_best_fixed_quality_ci_low,vs_best_fixed_quality_ci_high,vs_best_fixed_mean_corrected_delta,vs_best_fixed_better_count,vs_best_fixed_equal_count,vs_best_fixed_worse_count,vs_best_fixed_safe_high_margin_count,vs_best_fixed_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,vs_additive_pairs,vs_additive_success_regression_count,vs_additive_success_gain_count,vs_additive_both_fail_count,vs_additive_quality_only_pairs,vs_additive_quality_only_mean_delta,vs_additive_quality_only_median_delta,vs_additive_quality_ci_low,vs_additive_quality_ci_high,vs_additive_mean_corrected_delta,vs_additive_better_count,vs_additive_equal_count,vs_additive_worse_count,vs_additive_safe_high_margin_count,vs_additive_safe_low_margin_count,global_region_status,global_safe_region,global_useful_safe_region
repair5g539_s3_112,18,0,0,5,13,-0.0107400502562,0,-0.0107400502562,-0.0107400502562,-0.00775670296278,2,11,0,2,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,1.4,1.6,1.25,0.75,1.0,1.0,0.6,1.25,False,flow_shield,repair5g518_grid_c1p4_b1p6_f1p25_w0p75_dc1p00_df1p00_beta0p6_max1p25_c0,18,0,0,5,13,-0.0151576558323,0,-0.0151576558323,-0.0151576558323,-0.0109471958789,2,11,0,2,0,18,0,0,5,13,-0.00802464132308,0,-0.00802464132308,-0.00802464132308,-0.00579557428889,2,11,0,2,0,18,0,0,5,13,-0.0122396044423,0,-0.0122396044423,-0.0122396044423,-0.00883971431944,2,11,0,2,0,useful_safe,True,True
repair5g539_s2_081,18,0,0,5,13,-0.000729512847692,0,-0.000729512847692,-0.000729512847692,-0.00052687039,1,12,0,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,1.1,1.25,1.0,0.65,0.95,0.98,0.3,0.75,False,flow_shield,repair5g518_grid_c1p1_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,18,0,0,5,13,-0.00514711842385,0,-0.00514711842385,-0.00514711842385,-0.00371736330611,1,12,0,1,0,18,0,0,5,13,0.00198589608538,0,0.00198589608538,0.00198589608538,0.00143425828389,0,12,1,0,0,18,0,0,5,13,-0.00222906703385,0,-0.00222906703385,-0.00222906703385,-0.00160988174667,1,12,0,1,0,useful_safe,True,True
repair5g539_s1_002,18,0,0,5,13,-0.000243170949231,0,-0.000243170949231,-0.000243170949231,-0.000175623463333,0,13,0,0,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,1.4,1.25,1.25,0.25,1.0,1.0,0.45,0.4,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,18,0,0,5,13,-0.00466077652538,0,-0.00466077652538,-0.00466077652538,-0.00336611637944,1,12,0,1,0,18,0,0,5,13,0.00247223798385,0,0.00247223798385,0.00247223798385,0.00178550521056,0,12,1,0,0,18,0,0,5,13,-0.00174272513538,0,-0.00174272513538,-0.00174272513538,-0.00125863482,1,12,0,1,0,safe_no_quality_gain,True,False
repair5g539_s1_001,17,0,0,4,13,-0.000162113966154,0,-0.000162113966154,-0.000162113966154,-0.000123969503529,0,13,0,0,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,1.0,1.25,0.5,0.75,0.98,0.98,0.15,0.75,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,17,0,0,4,13,-0.00457971954231,0,-0.00457971954231,-0.00457971954231,-0.00350213847353,1,12,0,1,0,17,0,0,4,13,0.00255329496692,0,0.00255329496692,0.00255329496692,0.00195251968059,0,12,1,0,0,17,0,0,4,13,-0.00166166815231,0,-0.00166166815231,-0.00166166815231,-0.00127068741059,1,12,0,1,0,safe_no_quality_gain,True,False
repair5g539_s3_113,18,0,0,5,13,0,0,0,0,0,0,13,0,0,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,1.0,1.0,0.5,0.25,0.98,0.9,0.15,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p00_f0p5_w0p25_dc0p98_df0p9_beta0p15_max0p4_c0,18,0,0,5,13,-0.00441760557615,0,-0.00441760557615,-0.00441760557615,-0.00319049291611,1,12,0,1,0,18,0,0,5,13,0.00271540893308,0,0.00271540893308,0.00271540893308,0.00196112867389,0,12,1,0,0,18,0,0,5,13,-0.00149955418615,0,-0.00149955418615,-0.00149955418615,-0.00108301135667,1,12,0,1,0,safe_no_quality_gain,True,False
repair5g539_s2_080,18,0,0,5,13,0.000567398880769,0,0.000567398880769,0.000567398880769,0.000409788080556,0,12,1,0,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,1.0,1.25,1.0,0.65,0.95,0.98,0.25,0.75,False,flow_shield,repair5g518_grid_c1p00_b1p25_f1p00_w0p65_dc0p95_df0p98_beta0p25_max0p75_c0,18,0,0,5,13,-0.00385020669538,0,-0.00385020669538,-0.00385020669538,-0.00278070483556,1,12,0,1,0,18,0,0,5,13,0.00328280781385,0,0.00328280781385,0.00328280781385,0.00237091675444,0,12,1,0,0,18,0,0,5,13,-0.000932155305385,0,-0.000932155305385,-0.000932155305385,-0.000673223276111,1,12,0,1,0,safe_no_quality_gain,True,False
repair5g539_s1_003,18,0,0,5,13,0.00137796871154,0,0.00137796871154,0.00137796871154,0.000995199625,0,12,1,0,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,1.25,1.25,1.0,0.35,0.95,0.9,0.3,1.0,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,18,0,0,5,13,-0.00303963686462,0,-0.00303963686462,-0.00303963686462,-0.00219529329111,1,12,0,1,0,18,0,0,5,13,0.00409337764462,0,0.00409337764462,0.00409337764462,0.00295632829889,0,12,1,0,0,18,0,0,5,13,-0.000121585474615,0,-0.000121585474615,-0.000121585474615,-8.78117316667e-05,0,13,0,0,1,safe_no_quality_gain,True,False
repair5g539_s1_000,18,0,0,5,13,0.00158061116923,0,0.00158061116923,0.00158061116923,0.00114155251111,0,12,1,0,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,1.1,1.25,0.75,0.65,0.95,0.95,0.25,1.25,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p25_max1p25_c0,18,0,0,5,13,-0.00283699440692,0,-0.00283699440692,-0.00283699440692,-0.002048940405,1,12,0,1,0,18,0,0,5,13,0.00429602010231,0,0.00429602010231,0.00429602010231,0.003102681185,0,12,1,0,0,18,0,0,5,13,8.10569830769e-05,0,8.10569830769e-05,8.10569830769e-05,5.85411544444e-05,0,13,0,0,0,safe_no_quality_gain,True,False
