row_type,policy,metric,estimate,ci_low,ci_high,samples
bootstrap_ci,candidate_induced_failure_guard_selector,mean_solution_quality_delta_vs_static,-0.0014343297391164733,-0.005165653732222223,0.001142857142857143,300
bootstrap_ci,candidate_induced_failure_guard_selector,avoidable_risk_rate,0.04412698412698403,0.0,0.14285714285714285,300
bootstrap_ci,candidate_induced_failure_guard_selector,total_risk_rate,0.08904761904761882,0.0,0.23809523809523808,300
bootstrap_ci,candidate_induced_failure_guard_selector,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,candidate_induced_failure_guard_selector,avoidable_risk_adjusted_utility,0.0029783686735819384,-0.0048086555800000005,0.015485714285714285,300
bootstrap_ci,conformal_abstention_selector,mean_solution_quality_delta_vs_static,0.0,0.0,0.0,300
bootstrap_ci,conformal_abstention_selector,avoidable_risk_rate,0.0,0.0,0.0,300
bootstrap_ci,conformal_abstention_selector,total_risk_rate,0.04761904761904751,0.0,0.14285714285714285,300
bootstrap_ci,conformal_abstention_selector,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,conformal_abstention_selector,avoidable_risk_adjusted_utility,0.0,0.0,0.0,300
bootstrap_ci,context_gate_then_family_gate_then_candidate_ranker,mean_solution_quality_delta_vs_static,-0.0005087391167931397,-0.0048086555800000005,0.002456281407,300
bootstrap_ci,context_gate_then_family_gate_then_candidate_ranker,avoidable_risk_rate,0.0963492063492061,0.0,0.23809523809523808,300
bootstrap_ci,context_gate_then_family_gate_then_candidate_ranker,total_risk_rate,0.1422222222222222,0.0,0.3333333333333333,300
bootstrap_ci,context_gate_then_family_gate_then_candidate_ranker,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,context_gate_then_family_gate_then_candidate_ranker,avoidable_risk_adjusted_utility,0.009126181518127491,-0.0032057703866666667,0.026366116295714285,300
bootstrap_ci,context_gate_then_new_ranker,mean_solution_quality_delta_vs_static,0.003040129922171815,0.0,0.007562512659500001,300
bootstrap_ci,context_gate_then_new_ranker,avoidable_risk_rate,0.14269841269841266,0.0,0.3333333333333333,300
bootstrap_ci,context_gate_then_new_ranker,total_risk_rate,0.18746031746031777,0.047619047619047616,0.3333333333333333,300
bootstrap_ci,context_gate_then_new_ranker,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,context_gate_then_new_ranker,avoidable_risk_adjusted_utility,0.017309971192013097,0.0,0.037012264430902254,300
bootstrap_ci,g51822_only_ranker_v10,mean_solution_quality_delta_vs_static,-0.0011652982588330623,-0.0048086555800000005,0.001142857142857143,300
bootstrap_ci,g51822_only_ranker_v10,avoidable_risk_rate,0.04698412698412688,0.0,0.14285714285714285,300
bootstrap_ci,g51822_only_ranker_v10,total_risk_rate,0.09238095238095215,0.0,0.23809523809523808,300
bootstrap_ci,g51822_only_ranker_v10,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,g51822_only_ranker_v10,avoidable_risk_adjusted_utility,0.0035331144395796374,-0.0048086555800000005,0.015428571428571429,300
bootstrap_ci,g521_full_candidate_ranker_v10,mean_solution_quality_delta_vs_static,-0.0014656687791780422,-0.005049088359000001,0.0008421052631578948,300
bootstrap_ci,g521_full_candidate_ranker_v10,avoidable_risk_rate,0.049206349206349094,0.0,0.14285714285714285,300
bootstrap_ci,g521_full_candidate_ranker_v10,total_risk_rate,0.0971428571428569,0.0,0.23809523809523808,300
bootstrap_ci,g521_full_candidate_ranker_v10,new_candidate_opportunity_capture_rate,0.0,0.0,0.0,300
bootstrap_ci,g521_full_candidate_ranker_v10,avoidable_risk_adjusted_utility,0.0034549661414568812,-0.005049088359000001,0.013777262229924812,300
bootstrap_ci,label_shuffled_candidate_ranker,mean_solution_quality_delta_vs_static,0.0004787806603504505,-0.005007650577142857,0.006842307201428571,300
bootstrap_ci,label_shuffled_candidate_ranker,avoidable_risk_rate,0.04634920634920625,0.0,0.14285714285714285,300
