map,agents,seed,scen,left_method,right_method,classification,mismatched_fields,left_ratio,right_ratio,left_success,right_success,left_runtime_ms,right_runtime_ms,time_limit_ms
warehouse-10-20-10-2-1,50,26,warehouse-10-20-10-2-1-random-26.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09608884597,1.15137614679,True,True,3099.5036,3115.6749,3000.0
warehouse-10-20-10-2-1,50,26,warehouse-10-20-10-2-1-random-26.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09608884597,1.15137614679,True,True,3099.5036,3114.85,3000.0
warehouse-10-20-10-2-1,50,26,warehouse-10-20-10-2-1-random-26.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.15137614679,1.09608884597,True,True,3199.2093,5501.7393,3000.0
warehouse-10-20-10-2-1,50,26,warehouse-10-20-10-2-1-random-26.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.15137614679,1.09608884597,True,True,3184.6195,5551.2327,3000.0
warehouse-10-20-10-2-1,50,31,warehouse-10-20-10-2-1-random-31.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.13151174668,1.1182328907,True,True,3211.7513,5524.6071,3000.0
warehouse-10-20-10-2-1,50,32,warehouse-10-20-10-2-1-random-32.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09141696293,1.04164550533,True,True,3448.5462,4766.2787,3000.0
warehouse-10-20-10-2-1,50,32,warehouse-10-20-10-2-1-random-32.scen,lacam_star_ltm,repair5g_dual_c_equiv_additive,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09141696293,1.04164550533,True,True,3448.5462,5634.3846,3000.0
warehouse-10-20-10-2-1,50,32,warehouse-10-20-10-2-1-random-32.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09141696293,1.04164550533,True,True,3230.7496,3105.7669,3000.0
warehouse-10-20-10-2-1,50,34,warehouse-10-20-10-2-1-random-34.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.0811965812,1.08344579397,True,True,3079.9183,3121.3953,3000.0
warehouse-10-20-10-2-1,50,34,warehouse-10-20-10-2-1-random-34.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.08344579397,1.0811965812,True,True,3215.1599,5450.7412,3000.0
warehouse-10-20-10-2-1,50,36,warehouse-10-20-10-2-1-random-36.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09292035398,1.10353982301,True,True,4687.1213,3111.6487,3000.0
warehouse-10-20-10-2-1,50,36,warehouse-10-20-10-2-1-random-36.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.09292035398,1.10353982301,True,True,4687.1213,3123.154,3000.0
warehouse-10-20-10-2-1,50,36,warehouse-10-20-10-2-1-random-36.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.10353982301,1.09292035398,True,True,3216.3718,3103.026,3000.0
warehouse-10-20-10-2-1,50,36,warehouse-10-20-10-2-1-random-36.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.10353982301,1.09292035398,True,True,3222.3071,5486.5854,3000.0
warehouse-10-20-10-2-1,50,38,warehouse-10-20-10-2-1-random-38.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.08183678109,1.15412593771,True,True,4800.2434,3112.9302,3000.0
warehouse-10-20-10-2-1,50,38,warehouse-10-20-10-2-1-random-38.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.08183678109,1.15412593771,True,True,4800.2434,3186.3324,3000.0
warehouse-10-20-10-2-1,50,38,warehouse-10-20-10-2-1-random-38.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.15412593771,1.08183678109,True,True,3221.133,5340.6695,3000.0
warehouse-10-20-10-2-1,50,38,warehouse-10-20-10-2-1-random-38.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio",1.15412593771,1.08183678109,True,True,3292.072,3096.049,3000.0
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.08197582764,1.15606936416,True,True,3089.4924,3142.1959,3000.0
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.08197582764,1.15606936416,True,True,3089.4924,3120.207,3000.0
