map,agents,seed,scen,left_method,right_method,classification,mismatched_fields,left_ratio,right_ratio,left_success,right_success,left_runtime_ms,right_runtime_ms,time_limit_ms
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.08197582764,1.15606936416,True,True,3089.4924,3112.6872,3000.0
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.15606936416,1.08197582764,True,True,3192.8565,5538.7381,3000.0
warehouse-10-20-10-2-1,50,45,warehouse-10-20-10-2-1-random-45.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"sum_of_loss,sum_of_loss_ratio,makespan",1.15606936416,1.08197582764,True,True,3194.6572,5600.0832,3000.0
warehouse-10-20-10-2-1,100,27,warehouse-10-20-10-2-1-random-27.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.19629270992,,True,False,6331.2197,3124.0011,3000.0
warehouse-10-20-10-2-1,100,27,warehouse-10-20-10-2-1-random-27.scen,lacam_star_ltm,repair5g_dual_c_equiv_additive,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.19629270992,,True,False,6331.2197,3121.4441,3000.0
warehouse-10-20-10-2-1,100,27,warehouse-10-20-10-2-1-random-27.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.19629270992,,True,False,3065.4968,3120.1401,3000.0
warehouse-10-20-10-2-1,100,28,warehouse-10-20-10-2-1-random-28.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.17033414833,,True,False,6524.566,3120.048,3000.0
warehouse-10-20-10-2-1,100,28,warehouse-10-20-10-2-1-random-28.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.17033414833,,True,False,6485.0815,3118.8333,3000.0
warehouse-10-20-10-2-1,100,32,warehouse-10-20-10-2-1-random-32.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16523279352,,True,False,3089.7092,3131.3099,3000.0
warehouse-10-20-10-2-1,100,32,warehouse-10-20-10-2-1-random-32.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16523279352,,True,False,3089.7092,3129.0215,3000.0
warehouse-10-20-10-2-1,100,32,warehouse-10-20-10-2-1-random-32.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16523279352,,True,False,3089.7092,3125.5692,3000.0
warehouse-10-20-10-2-1,100,32,warehouse-10-20-10-2-1-random-32.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.16523279352,False,True,3259.2011,6483.8215,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,3063.2783,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,3090.9606,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,6321.2079,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,6533.8596,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,3075.0421,3000.0
warehouse-10-20-10-2-1,100,33,warehouse-10-20-10-2-1-random-33.scen,lacam_star_ltm,repair5g_dual_c_equiv_additive,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.12466124661,False,True,3131.3341,6311.4415,3000.0
warehouse-10-20-10-2-1,100,36,warehouse-10-20-10-2-1-random-36.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14618249534,,True,False,6589.2719,3125.7214,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14158653846,,True,False,3117.8505,3122.3117,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14158653846,,True,False,3117.8505,3129.3247,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14158653846,,True,False,3117.8505,3122.1958,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14158653846,,True,False,3117.8505,3125.5219,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.14158653846,,True,False,3172.145,3129.6762,3000.0
warehouse-10-20-10-2-1,100,37,warehouse-10-20-10-2-1-random-37.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14158653846,False,True,3217.6716,3097.2123,3000.0
warehouse-10-20-10-2-1,100,38,warehouse-10-20-10-2-1-random-38.scen,lacam_star_ltm,always_additive_defer,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16456161864,,True,False,6362.943,3140.1352,3000.0
warehouse-10-20-10-2-1,100,38,warehouse-10-20-10-2-1-random-38.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16456161864,,True,False,6362.943,3131.7492,3000.0
warehouse-10-20-10-2-1,100,38,warehouse-10-20-10-2-1-random-38.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.16456161864,,True,False,6362.943,3123.4905,3000.0
warehouse-10-20-10-2-1,100,41,warehouse-10-20-10-2-1-random-41.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.15914713158,,True,False,6392.374,3126.8738,3000.0
warehouse-10-20-10-2-1,100,42,warehouse-10-20-10-2-1-random-42.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.18760426023,,True,False,6778.328,3125.3436,3000.0
warehouse-10-20-10-2-1,100,42,warehouse-10-20-10-2-1-random-42.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",1.18760426023,,True,False,3150.6367,3126.4631,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,lacam_star_ltm,repair5f_candidate_additive_ltm,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3125.5758,6416.6822,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,lacam_star_ltm,laur_disable,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3125.5758,3133.7594,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,lacam_star_ltm,laur_force_additive_direct,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3125.5758,6559.3247,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,lacam_star_ltm,repair5g_dual_additive_parity,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3125.5758,3079.656,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,lacam_star_ltm,repair5g_dual_c_equiv_additive,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3125.5758,6429.804,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,repair5f_static_c100_b100_w075_d090,repair5g_dual_c_equiv_c100_b100_w075_d090,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3194.0587,6397.1028,3000.0
warehouse-10-20-10-2-1,100,43,warehouse-10-20-10-2-1-random-43.scen,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,repair5g_dual_c_equiv_c125_b125_w075_d095,time_budget_sensitivity,"success,sum_of_loss,lower_bound,sum_of_loss_ratio,makespan",,1.14853435291,False,True,3228.4726,6379.9341,3000.0
