candidate_id,generated_theta_uid,registry_role,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,replay_phase,method,variant_id,actor_training_seed
g556_c063174,,g562_g556_baseline,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False,,,,
g562_cycle1_c0_s562_fff896a00daa,7f42fe554ba2e9a2e81d96732588b8c8e3e02c76df777df77bf3907e8bc57db0,g562_actor_generated_theta,1.2054542303085327,1.1533788442611694,1.2532039880752563,0.752766489982605,0.7718153595924377,1.0372079610824585,0.6866194009780884,0.9786168932914734,1.0,0.6827614307403564,0.6500809192657471,0.3583328425884247,0.9153880476951599,0.9556329846382141,10.760660171508789,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_65015f281462,a840a88e6db7e2c8abcf7037e72b1f5d317db82d3fbe46179cfe87b2ca212315,g562_actor_generated_theta,1.2044594287872314,1.1528210639953613,1.252929925918579,0.7525821924209595,0.7724069952964783,1.0367112159729004,0.6866744160652161,0.9785736203193665,1.0,0.6830134987831116,0.6503273844718933,0.3590635359287262,0.9145923852920532,0.9555832147598267,10.761160850524902,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_15b01fe26f63,9de40c6be041f27f9c182bf92093cc33d2595928a773df47c5b81341d4838c65,g562_actor_generated_theta,1.2040094137191772,1.152498722076416,1.2534911632537842,0.7529321312904358,0.7722920775413513,1.0368154048919678,0.686731219291687,0.9785824418067932,1.0,0.6829800605773926,0.6502286791801453,0.3590107858181,0.9141493439674377,0.955906093120575,10.759589195251465,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_52a042c20725,0cefdb3d413337a0252e532c41ea4c057a412d49d1d5dc1ce48bb8ad2836f0df,g562_actor_generated_theta,1.2115328311920166,1.1586302518844604,1.2467933893203735,0.7490825653076172,0.7733509540557861,1.0379564762115479,0.6844893097877502,0.9784610271453857,1.0,0.6837126612663269,0.6507126688957214,0.3582785725593567,0.9208613038063049,0.9528751969337463,10.78154468536377,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_0a6999e4e300,027f83bc22fc9f82529e59e7525222fecdcaf2735f11a766c756b2984ad2e5e4,g562_actor_generated_theta,1.2115486860275269,1.1581928730010986,1.2473418712615967,0.7493303418159485,0.7725852131843567,1.0374982357025146,0.6851140856742859,0.9785224795341492,1.0,0.6831234693527222,0.6507977247238159,0.3582049608230591,0.920829713344574,0.9527999758720398,10.779258728027344,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_a86f02b0391f,c6b472ce34b441835b7a95141ff1e697c9f53bba5f20703cfeffa9b42fe34dea,g562_actor_generated_theta,1.2114964723587036,1.1581792831420898,1.2473224401474,0.7493212819099426,0.7726467847824097,1.0374506711959839,0.6850671768188477,0.9785153865814209,1.0,0.683194637298584,0.6507876515388489,0.35823601484298706,0.9207648038864136,0.952801525592804,10.779380798339844,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_3226a52338ab,2191a1049fba14eda683d83f2716f46fa83786d8d94a521547c8b6ac0ac59ebd,g562_actor_generated_theta,1.2043644189834595,1.152699589729309,1.2529807090759277,0.7525967359542847,0.7723994851112366,1.036585807800293,0.6867266893386841,0.9785758256912231,1.0,0.6830170750617981,0.6503699421882629,0.3591230511665344,0.9144682884216309,0.9555914998054504,10.761001586914062,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_9ef9934eaefa,9769f8252b7750363d86c7c5bc0a4c0a4e007a068540cd85607e9d8c0b695571,g562_actor_generated_theta,1.211533784866333,1.1586288213729858,1.2467896938323975,0.7490783333778381,0.7733537554740906,1.037954330444336,0.6844901442527771,0.9784609079360962,1.0,0.6837139129638672,0.6507124900817871,0.3582782447338104,0.9208598732948303,0.9528734087944031,10.781547546386719,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
g562_cycle1_c0_s562_05ef634d4c59,dad2f09e413bb5973b5a50bb0a83ac9a005b1d75ac4f74982990dc65b83f8b70,g562_actor_generated_theta,1.211533784866333,1.1586288213729858,1.2467896938323975,0.7490783333778381,0.7733537554740906,1.037954330444336,0.6844901442527771,0.9784609079360962,1.0,0.6837139129638672,0.6507124900817871,0.3582782447338104,0.9208598732948303,0.9528734087944031,10.781547546386719,1,0,0,False,False,False,False,False,cycle1,C0_seed562_scalar_context_control,C0,562
