candidate_id,stage,candidate_family,candidate_rows,raw_generated_rows,success_regression_count_vs_static_flow,success_gain_count_vs_static_flow,success_rate_delta_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,bootstrap_ci_upper,better_count_vs_static_flow,worse_count_vs_static_flow,support_strata,support_seed_blocks,fingerprint_match_rate,candidate_recognized_all,cost_finite_all,theta_in_bounds_all,validation_ready,not_ready_reason,distance_from_current_static_flow,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g554_c00804,stage1,,88,88,0,0,-1,88,-0.0268028125715,-0.0210122330885,69,14,36,59,1,True,True,True,False,insufficient_support,4.5728072853,0.275565275565,0.903589153589,1.72481747482,0.785040785041,0.326044576045,0.68640968641,0.742679492679,0.948939148939,0.987476787477,1.06181356181,1.03048453048,0.18074978075,0.810766810767,0.68810993811,8.03775603776,1,0,0,False,False,False,False,False
g554_c02724,stage1,,88,88,0,0,-1,88,-0.0233330702549,-0.0177667921483,66,11,37,59,1,True,True,True,False,insufficient_support,1.6786444889,1.25,1.31676791673,1.25,0.75,0.75,1.04249075699,0.621261212511,0.927015861316,1,0.826081903289,0.65,0.38432958153,0.813059065559,0.971751374752,10.4728914629,1,0,0,False,False,False,False,False
g554_c02416,stage1,,88,88,0,0,-1,88,-0.0228401852947,-0.0174740002996,70,9,39,57,1,True,True,True,False,insufficient_support,2.00914577444,1.25,1.30203777079,1.25,0.75,0.75,1.04912283662,0.953915641416,0.996702426702,1,0.751058090109,0.411884176232,0.360265890266,0.807105853981,1,11.4902472527,1,0,0,False,False,False,False,False
g554_c00896,stage1,,88,88,0,0,-1,88,-0.021476370156,-0.0165306493879,66,12,39,54,1,True,True,True,False,insufficient_support,1.58689907467,1.25,1.38821000023,1.25,0.75,0.75,0.950137241137,0.625857708358,0.929496991147,1,0.816235111832,0.65,0.369726625327,0.767582095082,0.972620763621,11.1801806092,1,0,0,False,False,False,False,False
g554_c01153,stage1,,88,88,0,0,-1,88,-0.0212937453252,-0.0165601947059,68,12,40,57,1,True,True,True,False,insufficient_support,0.798160944112,1.25,1.22807222807,1.25,0.75,0.75,0.931957704458,0.290552094302,0.933525441676,1,0.921201636104,0.00156394562211,0.391161296361,0.812618560118,0.973641940642,11.4861535821,1,0,0,False,False,False,False,False
g554_c01132,stage1,,88,88,0,0,-1,88,-0.0208081373915,-0.0163574140241,69,8,39,57,1,True,True,True,False,insufficient_support,0.910219570496,1.25,1.28077580828,1.25,0.75,0.75,1.0771987832,0.258601312351,0.934621196521,1,0.852264472837,0.199453401093,0.372574751375,0.794878271128,0.97628973129,10.6119009009,1,0,0,False,False,False,False,False
g554_c02391,stage1,,88,88,0,0,-1,88,-0.017898356429,-0.0111992298298,62,20,37,57,1,True,True,True,False,insufficient_support,2.10011530112,1.25,1.21490137865,1.25,0.75,0.75,0.926255294256,0.623368628369,0.9825,1,1.03835673336,0.794259736478,0.374275059475,0.728326557076,1,11.3345302446,0,0,1,False,False,False,False,False
g554_c00822,stage1,,88,88,0,0,-1,88,-0.0178134825397,-0.0131467293805,63,9,36,59,1,True,True,True,False,insufficient_support,0.29,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,0.75,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02390,stage1,,88,88,0,0,-1,88,-0.0175218270119,-0.0125507798809,60,17,37,57,1,True,True,True,False,insufficient_support,1.2375255248,1.25,1.22339367652,1.25,0.75,0.75,0.974414155664,0.425422551779,0.907271367896,1,0.901481091355,0.331026327947,0.368866298866,0.797107547108,1,11.2043473418,1,0,0,False,False,False,False,False
g554_c01141,stage1,,88,88,0,0,-1,88,-0.0174670379619,-0.0125122365636,64,14,40,55,1,True,True,True,False,insufficient_support,0.745898108324,1.25,1.19216723217,1.25,0.75,0.75,1.06646700597,0.18229978355,0.968150702001,1,1.02284883585,0.0332779509442,0.390434575612,0.827319953577,0.976982254982,11.5594002574,1,0,0,False,False,False,False,False
g554_c01151,stage1,,88,88,0,0,-1,88,-0.0164494120651,-0.0119691187694,61,14,40,55,1,True,True,True,False,insufficient_support,1.1774696121,1.25,1.2890557608,1.25,0.75,0.75,0.96034011034,0.326445710821,0.908871751372,1,0.893000883612,0.221380402239,0.333386433386,0.79869468932,1,10.4678509554,1,0,0,False,False,False,False,False
g554_c00810,stage1,,88,88,0,0,-1,88,-0.0161995165657,-0.0114813659011,59,12,36,61,1,True,True,True,False,insufficient_support,1.09306646845,1.25,1.20971817597,1.25,0.75,0.75,0.92813045513,0.601968389546,0.973526328926,1,0.975235131235,0.0623316253368,0.369597831598,0.805186468936,0.971040677041,11.49004719,1,0,0,False,False,False,False,False
g554_c01212,stage1,,88,88,0,0,-1,88,-0.0161282994511,-0.0104285393314,60,19,38,56,1,True,True,True,False,insufficient_support,1.77920501732,1.25,1.22628383253,1.25,0.75,0.75,1.02737943138,0.681923238172,0.9175,1,0.809692489552,0.829268016467,0.311036808237,0.768173579423,1,10.7398206778,1,0,0,False,False,False,False,False
g554_c02645,stage1,,88,88,0,0,-1,88,-0.015157430175,-0.0105117974548,57,16,39,55,1,True,True,True,False,insufficient_support,0.837626423788,1.25,1.29297916423,1.25,0.75,0.75,1.02997209547,0.261071526072,0.928569443469,1,0.981518349519,0.150135185229,0.358623900375,0.8273768162,0.967910689911,11.5042402403,1,0,0,False,False,False,False,False
g554_c01148,stage1,,88,88,0,0,-1,88,-0.0149142166985,-0.0106991117063,60,15,40,55,1,True,True,True,False,insufficient_support,0.0549688299688,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.818711037461,1,11,1,0,0,False,False,False,False,False
g554_c00890,stage1,,88,88,0,0,-1,88,-0.0148067444213,-0.00972162579388,57,19,39,56,1,True,True,True,False,insufficient_support,0.997956914086,1.25,1.25,1.25,0.75,0.75,1,0.506088337823,0.95,1,0.824662200676,0.626622666755,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02671,stage1,,88,88,0,0,-1,88,-0.0134154500132,-0.00796964850249,54,23,39,63,1,True,True,True,False,insufficient_support,1.45757111259,1.25,1.29526256776,1.25,0.75,0.75,1.04311202761,0.614751228501,0.968826383527,1,0.940606716597,0.705863488272,0.377664755665,0.795469121719,0.957668889669,11.2207528957,1,0,0,False,False,False,False,False
g554_c02662,stage1,,88,88,0,0,-1,88,-0.0126954431332,-0.0075839962207,58,21,39,59,1,True,True,True,False,insufficient_support,0.94600136133,1.25,1.30308524434,1.25,0.75,0.75,1.06532783433,0.245408476659,0.936125057525,1,0.889399801245,0.186419383411,0.323313271713,0.791064408564,0.960664404665,10.3145284605,1,0,0,False,False,False,False,False
g554_c02656,stage1,,88,88,0,0,-1,88,-0.00985917798034,-0.0048655270847,54,24,39,57,1,True,True,True,False,insufficient_support,1.02614233971,1.25,1.25,1.25,0.75,0.75,1,0.569206201587,0.95,1,0.868669322661,0.659170051657,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02411,stage1,,88,88,0,0,-1,88,-0.00968911385568,-0.00540959357441,53,21,39,55,1,True,True,True,False,insufficient_support,1.09363571273,1.25,1.02872219256,1.25,0.75,0.75,1,0.5,0.95,1,0.81671986656,0.5,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02669,stage1,,88,88,0,0,-1,88,-0.00786529066045,-0.00239630883269,53,28,39,61,1,True,True,True,False,insufficient_support,0.822107247098,1.25,1.19726154101,1.25,0.75,0.75,0.957424219924,0.0478507041007,1,1,0.945391245391,0,0.323918813919,0.799226580477,1,11.3466422466,1,0,0,False,False,False,False,False
g554_c01129,stage1,,88,88,0,0,-1,88,-0.00763152385489,-0.0030404063544,50,26,39,57,1,True,True,True,False,insufficient_support,0.21759070977,1.25,1.2588599698,1.25,0.75,0.75,0.982578570079,0,0.94248995749,1,0.978189096939,0,0.367278577279,0.776358541984,0.981160956161,11.1366933554,1,0,0,False,False,False,False,False
g554_c00887,stage1,,88,88,0,0,-1,88,-0.00725041133659,-0.00299208573725,48,25,38,58,1,True,True,True,False,insufficient_support,0.14,1.25,1.2,1.25,0.75,0.75,1,0,0.95,1,0.9,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02672,stage1,,88,88,0,0,-1,88,-0.00703645119443,-0.00114437265588,48,29,39,63,1,True,True,True,False,insufficient_support,1.01198268829,1.25,1.27723494599,1.25,0.75,0.75,0.927094828595,0.278753997504,0.9175,1,0.965698652044,0.247052220895,0.317320400921,0.805540979291,0.955873717873,10.7981282711,1,0,0,False,False,False,False,False
g554_c02654,stage1,,88,88,0,0,-1,88,-0.00684294793511,-0.00272319506508,51,23,39,57,1,True,True,True,False,insufficient_support,0.55096556404,1.25,1.27147863773,1.25,0.75,0.75,1.04516520416,0.24100975256,0.936056366756,1,0.961198315198,0.0112182300636,0.321553121953,0.792790842791,1,10.7785735735,1,0,0,False,False,False,False,False
g554_c01123,stage1,,88,88,0,0,-1,88,-0.00645162968386,-0.00209961917579,51,26,39,59,1,True,True,True,False,insufficient_support,0.22,1.25,1.1,1.25,0.75,0.75,1,0,0.95,1,0.9,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01143,stage1,,88,88,0,0,-1,88,-0.00489192338614,-0.000603090866691,41,29,40,55,1,True,True,True,False,insufficient_support,0.05,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.95,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02402,stage1,,88,88,0,0,-1,88,-0.0043863660142,1.68507953532e-05,41,26,38,55,1,True,True,True,False,insufficient_support,0.114239818186,1.25,1.25,1.25,0.75,0.75,1,0.07,0.95,1,1,0.0410536438928,0.354698334603,0.781247255005,1,11,1,0,0,False,False,False,False,False
g554_c02404,stage1,,88,88,0,0,-1,88,-0.0036358770208,-0.000570339912097,33,25,38,55,1,True,True,True,False,insufficient_support,0.010613916864,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.989386083136,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02643,stage1,,88,88,0,0,-1,88,-0.00349411540886,0.00179940057628,45,30,39,55,1,True,True,True,False,insufficient_support,1.02387775512,1.25,1.34155559156,1.25,0.75,0.75,1.14997254997,0,0.9,1,0.953362253362,0,0.297758187758,0.789342883093,0.908401283401,11.3404225654,1,0,0,False,False,False,False,False
g554_c01149,stage1,,88,88,0,0,-1,88,-0.0034747362675,0.000886234146495,40,28,40,55,1,True,True,True,False,insufficient_support,0.062585950086,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,0.981366193866,0,0.35,0.75,0.967035892036,11,1,0,0,False,False,False,False,False
g554_c01130,stage1,,88,88,0,0,-1,88,-0.00324602488841,0.00161013755662,45,33,39,57,1,True,True,True,False,insufficient_support,1.20609133808,1.25,1.26803226803,1.25,0.75,0.75,0.979094666595,0.402844162219,0.987651316401,1,0.955837818338,0.356497912004,0.369432459432,0.730541418041,0.971822884323,11.4787430287,1,0,0,False,False,False,False,False
g554_c01126,stage1,,88,88,0,0,-1,88,-0.00319331433545,0.00119239104134,38,28,39,59,1,True,True,True,False,insufficient_support,0.347778921945,1.25,1.25,1.25,0.75,0.75,1,0.175,0.95,1,0.994720610559,0.247366117768,0.35,0.75,1,10.8496448507,1,0,0,False,False,False,False,False
g554_c02650,stage1,,88,88,0,0,-1,88,-0.00283930143034,0.00126662782826,44,28,39,55,1,True,True,True,False,insufficient_support,0.095956183456,1.25,1.31000526313,1.25,0.75,0.75,1,0,0.95,1,0.952048027048,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02405,stage1,,88,88,0,0,-1,88,-0.00243361912227,0.00122682587565,36,30,38,55,1,True,True,True,False,insufficient_support,0.0614642114621,1.25,1.25,1.25,0.75,0.75,1.04853339228,0,0.95,1,1,0,0.373286893287,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02408,stage1,,88,88,0,0,-1,88,-0.00239030846898,0.0027807185259,37,37,39,55,1,True,True,True,False,insufficient_support,1.42400770487,1.25,1.19183758434,1.25,0.75,0.75,1.06588949339,0.681925090678,0.9175,1,1.03851331851,0.386365597269,0.315247462762,0.798408873086,1,11.33901287,1,0,0,False,False,False,False,False
g554_c02663,stage1,,88,88,0,0,-1,88,-0.00235861326511,0.00218551988702,38,29,39,59,1,True,True,True,False,insufficient_support,1.69181556308,1.25,1.27152246402,1.25,0.75,0.75,1.02995290745,0.418618126339,0.928297755548,1,1.02604334441,0.65,0.371214617215,0.774132882883,0.630991669386,10.578001287,1,0,0,False,False,False,False,False
g554_c00872,stage1,,88,88,0,0,-1,88,-0.002268679415,0.002768877684,38,34,37,62,1,True,True,True,False,insufficient_support,0.257559009117,1.25,1.23039730071,1.25,0.75,0.75,1.03136081261,0.0133640524266,0.960044460982,1,0.985555698056,0,0.334797334797,0.773492929743,1,10.7696327509,1,0,0,False,False,False,False,False
g554_c02385,stage1,,88,88,0,0,-1,88,-0.00203870479591,0.00238784409693,38,30,37,59,1,True,True,True,False,insufficient_support,0.206887888479,1.25,1.21547724154,1.25,0.75,0.75,1,0.1225,0.95,1,0.964213913822,0.0682253932993,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02346,stage1,,88,88,0,0,-1,88,-0.00202456978898,0.00255738538267,42,32,36,56,1,True,True,True,False,insufficient_support,0.333827958831,1.25,1.23481928169,1.25,0.75,0.75,1.02867025992,0.0141997407622,0.928883580759,1,1.01574060324,0,0.34055953056,0.760324111887,1,11.176981652,1,0,0,False,False,False,False,False
g554_c02328,stage1,,88,88,0,0,-1,88,-0.00144181776523,0.00295656222811,33,30,37,58,1,True,True,True,False,insufficient_support,0.0618755493758,1.25,1.25,1.25,0.75,0.75,1,0.0228900697651,0.95,1,1,0,0.384850794851,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02639,stage1,,88,88,0,0,-1,88,-0.00126773681409,0.00255135966519,39,31,39,55,1,True,True,True,False,insufficient_support,0.202656234688,1.25,1.27346980306,1.25,0.75,0.75,1,0.1,0.95,1,0.962786274427,0.1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00883,stage1,,88,88,0,0,-1,88,-0.00109760519091,0.00328882690762,37,35,38,58,1,True,True,True,False,insufficient_support,0.865534278039,1.25,1.33105792481,1.25,0.75,0.75,1.0568962569,0,1,1,0.94258039258,0,0.390930720931,0.710531960532,1,10.5096013596,1,0,0,False,False,False,False,False
g554_c01136,stage1,,88,88,0,0,-1,88,-0.00104013755455,0.00281351068263,39,33,39,55,1,True,True,True,False,insufficient_support,0.180345449312,1.25,1.25,1.25,0.75,0.75,1,0.1,0.95,1,0.992201615597,0.132706234588,0.35,0.75,1,10.9836950326,1,0,0,False,False,False,False,False
g554_c01169,stage1,,87,87,0,0,-1,87,-0.0451651171856,-0.0384478591854,79,4,38,60,1,True,True,True,False,insufficient_support,4.40487629238,1.22305922306,0.992735492735,0.967722967723,0.156223906224,0.173162673163,0.761076761077,0.442149192149,0.923175423175,0.983101183101,0.988576488576,1.02103152103,0.449101249101,1.19900594901,0.990106740107,8.69383269383,0,0,1,False,False,False,False,False
g554_c01183,stage1,,87,87,0,0,-1,87,-0.0432819707726,-0.0358815563023,73,9,38,58,1,True,True,True,False,insufficient_support,2.82479609833,1.25,1.22615550741,1.25,0.75,0.75,0.936613217863,0.955032205032,0.917116453366,1,1.0472031722,1.38197723605,0.389464169464,0.703701797452,1,11.4628452628,0,1,0,False,False,False,False,False
g554_c01162,stage1,,87,87,0,0,-1,87,-0.0401806647207,-0.032479726114,72,11,39,58,1,True,True,True,False,insufficient_support,2.98448521407,1.25,1.20530614281,1.25,0.75,0.75,0.933440714691,0.975113475113,0.916999496374,1,1.0082134433,1.31701536597,0.323844323844,0.775848588349,0.9557995683,9.81707842799,0,0,1,False,False,False,False,False
g554_c02369,stage1,,87,87,0,0,-1,87,-0.039886963807,-0.032030007283,74,5,37,60,1,True,True,True,False,insufficient_support,5.29214687965,0.586485586486,0.547898797899,0.888976388976,0.812480812481,1.22471772472,0.871004371004,0.44848044848,0.971775871776,0.964508264508,0.522834022834,0.571008571009,0.726596726597,0.832993082993,0.496491496491,8.29283629284,1,0,0,False,False,False,False,False
g554_c02381,stage1,,87,87,0,0,-1,87,-0.0353220083343,-0.0278598643474,74,8,36,60,1,True,True,True,False,insufficient_support,3.77110190046,1.25,1.20367292242,1.25,0.75,0.75,0.954317191817,1.02265799141,0.988988252738,1,1.29632392174,1.40891268217,0.325774855775,0.713397479022,0.950783713284,8.46083237377,0,0,1,False,False,False,False,False
g554_c00859,stage1,,87,87,0,0,-1,87,-0.0237237370056,-0.018376202821,72,13,37,58,1,True,True,True,False,insufficient_support,0.0865704865704,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.35,0.858213108213,1,11,1,0,0,False,False,False,False,False
g554_c01174,stage1,,87,87,0,0,-1,87,-0.0205917185033,-0.0162802550418,68,9,38,62,1,True,True,True,False,insufficient_support,1.99247400893,1.25,1.51847073955,1.25,0.75,0.75,1.04946349596,0.687381488632,0.917985100035,1,0.702422030076,0.65,0.385058008658,0.711647995398,1,11.27700858,1,0,0,False,False,False,False,False
g554_c02683,stage1,,87,87,0,0,-1,87,-0.019215828723,-0.0140767420676,63,13,39,58,1,True,True,True,False,insufficient_support,5.2040989916,0.699833199833,1.59429234429,1.1825041825,0.377045377045,0.762271012271,0.779013779014,1.06595231595,0.977647877648,0.920348020348,0.716834216834,1.15124515125,0.483449283449,0.690789190789,0.628995628996,9.45862945863,1,0,0,False,False,False,False,False
g554_c02680,stage1,,87,87,0,0,-1,87,-0.0190325053855,-0.0134096143581,60,14,39,60,1,True,True,True,False,insufficient_support,1.95140959078,1.25,1.30434850435,1.25,0.75,0.75,1.06586907687,0.351241027511,0.9175,1,0.851949273173,0.65,0.37261992902,0.797865186615,0.622892603216,10.5709429429,1,0,0,False,False,False,False,False
g554_c02687,stage1,,87,87,0,0,-1,87,-0.0178486349959,-0.0130053628296,60,14,39,58,1,True,True,True,False,insufficient_support,1.32666162627,1.25,1.47738833483,1.25,0.75,0.75,1.067002367,0.402382396132,0.919020540271,1,0.99528572038,0.35,0.388433578434,0.809784481659,1,10.4621398871,1,0,0,False,False,False,False,False
g554_c00850,stage1,,87,87,0,0,-1,87,-0.0173600487003,-0.012073498904,58,13,38,54,1,True,True,True,False,insufficient_support,1.14969527469,1.25,1.17208223458,1.25,0.75,0.75,0.864179401679,0.0820318007818,1,1,0.90334987835,0,0.384769134769,0.805307305307,1,11.9873246873,1,0,0,False,False,False,False,False
g554_c01163,stage1,,87,87,0,0,-1,87,-0.0156315595118,-0.0106628246049,61,17,39,58,1,True,True,True,False,insufficient_support,0.85879347324,1.25,1.28422253422,1.25,0.75,0.75,1.051000117,0.209286299286,0.975690310441,1,0.97675902822,0.299620995758,0.382030388831,0.810845862096,0.967544167544,11.072423211,1,0,0,False,False,False,False,False
g554_c02709,stage1,,87,87,0,0,-1,87,-0.0153064502324,-0.00593956037357,51,30,39,54,1,True,True,True,False,insufficient_support,4.37472246222,1.24198024198,0.964282964283,0.865722365722,1.1813036813,0.224707224707,1.42279192279,0.493334243334,0.963065563066,0.920093420093,0.790155290155,0.41686991687,0.688964688965,1.03720828721,0.603971103971,11.0019430019,1,0,0,False,False,False,False,False
g554_c02355,stage1,,87,87,0,0,-1,87,-0.0145890738647,-0.00940318886625,55,20,37,56,1,True,True,True,False,insufficient_support,1.05693566318,1.25,1.15357709108,1.25,0.75,0.75,0.8866998992,0.0846704909205,0.9,1,0.93363978364,0,0.403163053163,0.806075118575,0.949000624001,11.3634169884,1,0,0,False,False,False,False,False
g554_c02766,stage1,,87,87,0,0,-1,87,-0.0141857185487,-0.00871394773646,58,19,37,55,1,True,True,True,False,insufficient_support,1.27809820939,1.25,1.28936074249,1.25,0.75,0.75,1.05986479736,0.378396856522,0.987945721696,1,0.854550132187,0.291479417041,0.319031509032,0.786848802474,1,11.4662636538,1,0,0,False,False,False,False,False
g554_c00843,stage1,,87,87,0,0,-1,87,-0.0139877258545,-0.0094871152622,63,13,37,54,1,True,True,True,False,insufficient_support,0.28,1.25,1.35,1.25,0.75,0.75,1,0,0.95,1,0.8,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c02383,stage1,,87,87,0,0,-1,87,-0.0137055883332,-0.00937502469076,60,19,36,58,1,True,True,True,False,insufficient_support,2.08407474114,1.25,0.786685113178,1.25,0.75,0.75,1.02126611677,0.62895031395,0.9825,1,0.729284486021,0.65,0.382705370305,0.731636929137,0.983808899809,10.6404959245,1,0,0,False,False,False,False,False
g554_c01242,stage1,,87,87,0,0,-1,87,-0.0135082521914,-0.00802750013194,47,20,37,59,1,True,True,True,False,insufficient_support,1.70791716188,1.25,1.30848796849,1.25,0.75,0.75,0.961401661402,0.721191549696,0.9825,1,0.894262278682,0.735827908342,0.365506415506,0.782440963691,0.970996606996,10.7874212785,1,0,0,False,False,False,False,False
g554_c02696,stage1,,87,87,0,0,-1,87,-0.0119037492389,-0.00696761124015,56,20,39,54,1,True,True,True,False,insufficient_support,0.800824018872,1.25,1.35191809139,1.25,0.75,0.75,1.06346536797,0.258629294879,0.968936125736,1,1.00802255061,0.228688707872,0.360922787723,0.792454369954,1,10.7095362505,1,0,0,False,False,False,False,False
g554_c01178,stage1,,87,87,0,0,-1,87,-0.0110933789167,-0.00638339298344,58,19,38,60,1,True,True,True,False,insufficient_support,0.768953412096,1.25,1.22451842596,1.25,0.75,0.75,1,0.5,0.95,1,0.854331541337,0.304349541301,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01248,stage1,,87,87,0,0,-1,87,-0.0103503696159,-0.00569564037184,49,18,37,57,1,True,True,True,False,insufficient_support,0.0762394887394,1.25,1.25,1.25,0.75,0.75,1,0,0.95,1,1,0,0.328571848572,0.811817874318,1,11,1,0,0,False,False,False,False,False
g554_c02704,stage1,,87,87,0,0,-1,87,-0.0100907820599,-0.00537102890991,50,24,39,54,1,True,True,True,False,insufficient_support,0.948395748795,1.25,1.22911646349,1.25,0.75,0.75,0.945529301779,0.346287570365,0.937345880471,1,0.983939701108,0.378346373307,0.377366297366,0.770452520453,0.965862515863,11.5097044847,1,0,0,False,False,False,False,False
g554_c02375,stage1,,87,87,0,0,-1,87,-0.00994811645966,-0.00486131484406,49,21,37,62,1,True,True,True,False,insufficient_support,0.843296657717,1.25,1.29198768574,1.25,0.75,0.75,0.939628115128,0.275028323778,0.9175,1,0.969676728677,0.00616876391247,0.337363612963,0.806288658789,0.956459225459,11.2844774775,1,0,0,False,False,False,False,False
g554_c00865,stage1,,87,87,0,0,-1,87,-0.00948241043011,-0.00511839453929,44,21,36,60,1,True,True,True,False,insufficient_support,0.31,1.25,1.05,1.25,0.75,0.75,1,0,0.95,1,0.85,0,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01172,stage1,,87,87,0,0,-1,87,-0.0091547044231,-0.00411041721261,50,24,38,62,1,True,True,True,False,insufficient_support,0.912928944171,1.25,1.1919451607,1.25,0.75,0.75,0.891682191682,0.062067999568,0.9,1,0.962459237459,0,0.325752055752,0.800485831736,1,10.4544822295,1,0,0,False,False,False,False,False
g554_c00831,stage1,,87,87,0,0,-1,87,-0.0090993267369,-0.00492282517808,44,15,37,56,1,True,True,True,False,insufficient_support,1.4303348388,1.25,1.19564311064,1.25,0.75,0.75,0.954288814789,0.685060352561,0.9175,1,0.977066417067,0.460047889904,0.382109868714,0.765336377386,0.985501111501,11.3278258258,1,0,0,False,False,False,False,False
g554_c00861,stage1,,87,87,0,0,-1,87,-0.00839660590241,-0.0039432762916,46,24,37,58,1,True,True,True,False,insufficient_support,0.523317204556,1.25,1.21416299541,1.25,0.75,0.75,1.05370535996,0,0.975544468669,1,0.979346741847,0,0.366558216558,0.78551473864,1,11.5345460845,1,0,0,False,False,False,False,False
g554_c02380,stage1,,87,87,0,0,-1,87,-0.00837611671897,-0.0039426215891,45,24,36,60,1,True,True,True,False,insufficient_support,0.957905101663,1.25,1.16523950899,1.25,0.75,0.75,0.906253093753,0.0471426096426,0.992581322581,1,0.902765777766,0,0.417878067878,0.784657815908,1,10.3829464079,1,0,0,False,False,False,False,False
g554_c01168,stage1,,87,87,0,0,-1,87,-0.00739016708782,-0.00326680059346,48,24,38,60,1,True,True,True,False,insufficient_support,0.100622433922,1.25,1.25,1.25,0.75,0.75,1,0.07,0.95,1,1,0.0220291939416,0.360773132454,0.770587361325,1,11,1,0,0,False,False,False,False,False
g554_c00842,stage1,,87,87,0,0,-1,87,-0.00597003873322,-0.00182152346764,40,25,37,54,1,True,True,True,False,insufficient_support,0.731428433673,1.25,1.31379392379,1.25,0.75,0.75,1.07332058032,0.18405057495,0.975660966811,1,1.01908829609,0.0454909227682,0.326185920986,0.776172487422,1,11.5101664522,1,0,0,False,False,False,False,False
g554_c01191,stage1,,87,87,0,0,-1,87,-0.00571227533943,-0.000945865366664,43,26,39,56,1,True,True,True,False,insufficient_support,0.260172888306,1.25,1.23714569027,1.25,0.75,0.75,1.03467962218,0,0.936387709513,1,0.975141075141,0,0.356755376755,0.760817823318,1,10.8052424677,1,0,0,False,False,False,False,False
g554_c00839,stage1,,87,87,0,0,-1,87,-0.00509186857264,-0.000451683271977,38,31,37,54,1,True,True,True,False,insufficient_support,0.379945640874,1.25,1.26520640583,1.25,0.75,0.75,0.966715519841,0,0.927865702241,1,0.979742554743,0,0.343295323295,0.772626866377,0.989207020457,10.7475301538,1,0,0,False,False,False,False,False
g554_c02674,stage1,,87,87,0,0,-1,87,-0.0049401469023,-0.000834891848534,44,28,38,62,1,True,True,True,False,insufficient_support,0.665375349249,1.25,1.25,1.25,0.75,0.75,1,0.384521830956,0.95,1,0.937433925132,0.442787714424,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c00774,stage1,,87,87,0,0,-1,87,-0.00467023149471,-2.54263743034e-05,41,31,36,55,1,True,True,True,False,insufficient_support,0.3373750405,1.25,1.23437952344,1.25,0.75,0.75,1.02765885578,0,0.930992939118,1,1.01347314472,0,0.369184689185,0.774429141617,1,11.237485975,1,0,0,False,False,False,False,False
g554_c00857,stage1,,87,87,0,0,-1,87,-0.00440280226874,-2.43700157683e-05,41,27,38,56,1,True,True,True,False,insufficient_support,0.473690120122,1.25,1.25,1.25,0.75,0.75,1,0.175,0.95,1,1,0.175,0.35,0.75,0.88273032829,10.7573444353,1,0,0,False,False,False,False,False
g554_c02699,stage1,,87,87,0,0,-1,87,-0.00405054257149,0.000484990519466,35,29,39,54,1,True,True,True,False,insufficient_support,0.328762076776,1.25,1.25,1.25,0.75,0.75,1,0.246425550649,0.95,1,0.97495516659,0.15986520427,0.35,0.75,1,11,1,0,0,False,False,False,False,False
g554_c01175,stage1,,87,87,0,0,-1,87,-0.00390714900299,0.00144096737516,42,25,38,62,1,True,True,True,False,insufficient_support,1.02976000236,1.25,1.29468936874,1.25,0.75,0.75,1.03603457354,0.176122226122,0.925358464959,1,0.844222707601,0.2275,0.3860994657,0.686246636247,0.959693537693,11.5014375804,1,0,0,False,False,False,False,False
