context_id,topology_id,gcst_theta_id,oracle_theta_id,fallback_to_g556,gcst_quality_delta_vs_g556,oracle_quality_delta_vs_g556,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00008650,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010330,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-10|a150|s102804|it0|g557_label_matrix_maze_128_128_10_a150_s102804_hb500_short250_t200_i8_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014530,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a150|s114201|it0|g557_label_matrix_maze_32_32_4_a150_s114201_hb500_short250_t100_i2_b500,,g556_c063174,g557_gcst_00206,True,0,-0.07684247293,False,False,False,False,False
g557_ctx_00000310,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a150|s112043|it0|g557_label_matrix_maze_128_128_2_a150_s112043_hb500_short250_t200_i8_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-10|a150|s107810|it0|g557_label_matrix_maze_128_128_10_a150_s107810_hb2000_short2000_t200_i2_b2000,,g556_c063174,g557_gcst_00036,True,0,-0.03595818365,False,False,False,False,False
maze-32-32-4|a200|s100821|it0|g557_label_matrix_maze_32_32_4_a200_s100821_hb500_short500_t200_i2_b500,,g556_c063174,g557_gcst_00149,True,0,-0.18909766223,False,False,False,False,False
maze-32-32-4|a200|s101267|it0|g557_label_matrix_maze_32_32_4_a200_s101267_hb1000_short500_t100_i4_b1000,,g556_c063174,g557_gcst_00482,True,0,-0.12606496273,False,False,False,False,False
maze-32-32-4|a200|s101301|it0|g557_label_matrix_maze_32_32_4_a200_s101301_hb500_short500_t100_i4_b500,,g556_c063174,g557_gcst_00189,True,0,-0.15542168675,False,False,False,False,False
g557_ctx_00001989,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001990,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a150|s113689|it0|g557_label_matrix_maze_128_128_2_a150_s113689_hb1000_short2000_t200_i2_b1000,,g556_c063174,g557_gcst_00349,True,0,-0.05260711145,False,False,False,False,False
maze-128-128-10|a150|s111170|it0|g557_label_matrix_maze_128_128_10_a150_s111170_hb2000_short2000_t100_i4_b2000,,g556_c063174,g557_gcst_00509,True,0,-0.03037275656,False,False,False,False,False
maze-32-32-4|a200|s102741|it0|g557_label_matrix_maze_32_32_4_a200_s102741_hb500_short2000_t050_i2_b500,,g556_c063174,g557_gcst_00277,True,0,-0.12794775668,False,False,False,False,False
g557_ctx_00003669,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a200|s103188|it0|g557_label_matrix_maze_32_32_2_a200_s103188_hb1000_short2000_t100_i8_b1000,,g556_c063174,g557_gcst_00069,True,0,-0.25687246508,False,False,False,False,False
g557_ctx_00003670,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005349,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005350,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a200|s105588|it0|g557_label_matrix_maze_32_32_2_a200_s105588_hb1000_short1000_t100_i2_b1000,,g556_c063174,g557_gcst_00509,True,0,-0.13814527182,False,False,False,False,False
g557_ctx_00006190,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a200|s106067|it0|g557_label_matrix_maze_32_32_4_a200_s106067_hb1000_short1000_t200_i4_b1000,,g556_c063174,g557_gcst_00059,True,0,-0.22313550103,False,False,False,False,False
g557_ctx_00007029,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007030,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007870,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a200|s107062|it0|g557_label_matrix_maze_32_32_2_a200_s107062_hb500_short250_t050_i2_b500,,g556_c063174,g557_gcst_00059,True,0,-0.17051694755,False,False,False,False,False
maze-32-32-4|a200|s107987|it0|g557_label_matrix_maze_32_32_4_a200_s107987_hb1000_short500_t050_i8_b1000,,g556_c063174,g557_gcst_00302,True,0,-0.17336683417,False,False,False,False,False
maze-32-32-2|a200|s108502|it0|g557_label_matrix_maze_32_32_2_a200_s108502_hb500_short1000_t100_i2_b500,,g556_c063174,g557_gcst_00149,True,0,-0.27213023772,False,False,False,False,False
maze-32-32-2|a200|s108982|it0|g557_label_matrix_maze_32_32_2_a200_s108982_hb500_short2000_t050_i2_b500,,g556_c063174,g557_gcst_00069,True,0,-0.19289145052,False,False,False,False,False
g557_ctx_00009550,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011229,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011230,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011264,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a200|s111861|it0|g557_label_matrix_maze_32_32_4_a200_s111861_hb500_short1000_t100_i2_b500,,g556_c063174,g557_gcst_00059,True,0,-0.11459163914,False,False,False,False,False
maze-128-128-10|a200|s102830|it0|g557_label_matrix_maze_128_128_10_a200_s102830_hb2000_short250_t200_i4_b2000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a200|s112341|it0|g557_label_matrix_maze_32_32_4_a200_s112341_hb500_short2000_t200_i4_b500,,g556_c063174,g557_gcst_00389,True,0,-0.13270558694,False,False,False,False,False
maze-32-32-2|a200|s112342|it0|g557_label_matrix_maze_32_32_2_a200_s112342_hb500_short2000_t050_i4_b500,,g556_c063174,g557_gcst_00149,True,0,-0.05934689088,False,False,False,False,False
g557_ctx_00012910,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a200|s112822|it0|g557_label_matrix_maze_32_32_2_a200_s112822_hb500_short2000_t100_i8_b500,,g556_c063174,g557_gcst_00069,True,0,-0.2103334899,False,False,False,False,False
maze-128-128-10|a200|s104510|it0|g557_label_matrix_maze_128_128_10_a200_s104510_hb2000_short250_t200_i4_b2000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014589,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014590,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000369,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000370,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a200|s114741|it0|g557_label_matrix_maze_32_32_4_a200_s114741_hb500_short500_t200_i8_b500,,g556_c063174,g557_gcst_00475,True,0,-0.37712753555,False,False,False,False,False
g557_ctx_00001210,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a200|s112103|it0|g557_label_matrix_maze_128_128_2_a200_s112103_hb500_short500_t200_i4_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002049,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002050,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002890,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s102321|it0|g557_label_matrix_maze_32_32_4_a300_s102321_hb500_short2000_t100_i4_b500,,g556_c063174,g557_gcst_00454,True,0,-0.84401526361,False,False,False,False,False
g557_ctx_00003729,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003730,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004570,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a300|s104242|it0|g557_label_matrix_maze_32_32_2_a300_s104242_hb500_short1000_t100_i8_b500,,g556_c063174,g557_gcst_00149,True,0,-0.63546423135,False,False,False,False,False
g557_ctx_00006250,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007090,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a300|s101243|it0|g557_label_matrix_maze_128_128_2_a300_s101243_hb500_short500_t200_i8_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s106641|it0|g557_label_matrix_maze_32_32_4_a300_s106641_hb500_short250_t050_i2_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007964,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007930,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007929,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-10|a200|s113750|it0|g557_label_matrix_maze_128_128_10_a200_s113750_hb2000_short250_t200_i4_b2000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s107121|it0|g557_label_matrix_maze_32_32_4_a300_s107121_hb500_short500_t200_i4_b500,,g556_c063174,g557_gcst_00059,True,0,-0.72533817222,False,False,False,False,False
maze-32-32-2|a300|s108082|it0|g557_label_matrix_maze_32_32_2_a300_s108082_hb500_short1000_t200_i2_b500,,g556_c063174,g557_gcst_00290,True,0,-0.69001344579,False,False,False,False,False
maze-32-32-2|a300|s108562|it0|g557_label_matrix_maze_32_32_2_a300_s108562_hb500_short2000_t100_i4_b500,,g556_c063174,g557_gcst_00290,True,0,-0.3938654796,False,False,False,False,False
g557_ctx_00009609,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009610,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s109967|it0|g557_label_matrix_maze_32_32_4_a300_s109967_hb1000_short2000_t050_i4_b1000,,g556_c063174,g557_gcst_00326,True,0,-0.42852480418,False,False,False,False,False
g557_ctx_00011289,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011290,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012130,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012969,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012970,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a300|s108803|it0|g557_label_matrix_maze_128_128_2_a300_s108803_hb500_short500_t200_i8_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013810,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s112847|it0|g557_label_matrix_maze_32_32_4_a300_s112847_hb1000_short2000_t050_i4_b1000,,g556_c063174,g557_gcst_00149,True,0,-0.25690975691,False,False,False,False,False
g557_ctx_00000429,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000430,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a300|s114801|it0|g557_label_matrix_maze_32_32_4_a300_s114801_hb500_short1000_t100_i4_b500,,g556_c063174,g557_gcst_00215,True,0,-0.97298585731,False,False,False,False,False
g557_ctx_00001269,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001270,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002110,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-10|a300|s108770|it0|g557_label_matrix_maze_128_128_10_a300_s108770_hb2000_short250_t200_i8_b2000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a400|s101388|it0|g557_label_matrix_maze_32_32_2_a400_s101388_hb1000_short1000_t050_i4_b1000,,g556_c063174,g557_gcst_00408,True,0,-0.60953960203,False,False,False,False,False
g557_ctx_00002949,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002950,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003790,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a400|s102862|it0|g557_label_matrix_maze_32_32_2_a400_s102862_hb500_short250_t200_i4_b500,,g556_c063174,g557_gcst_00119,True,0,-0.68476066574,False,False,False,False,False
g557_ctx_00004629,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004630,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004664,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005470,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006309,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006310,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a400|s104748|it0|g557_label_matrix_maze_32_32_2_a400_s104748_hb1000_short1000_t200_i8_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-10|a300|s114684|it0|g557_label_matrix_maze_128_128_10_a300_s114684_hb500_short500_t200_i4_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007149,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007150,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a400|s106668|it0|g557_label_matrix_maze_32_32_2_a400_s106668_hb1000_short250_t050_i8_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007989,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007990,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a400|s102983|it0|g557_label_matrix_maze_128_128_2_a400_s102983_hb500_short1000_t100_i4_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008830,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009669,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009670,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a400|s109581|it0|g557_label_matrix_maze_32_32_4_a400_s109581_hb500_short250_t100_i8_b500,,g556_c063174,g557_gcst_00365,True,0,-0.66303735686,False,False,False,False,False
maze-32-32-2|a400|s108588|it0|g557_label_matrix_maze_32_32_2_a400_s108588_hb1000_short1000_t050_i2_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-128-128-2|a400|s105469|it0|g557_label_matrix_maze_128_128_2_a400_s105469_hb1000_short500_t200_i2_b1000,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010510,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012190,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-2|a400|s105262|it0|g557_label_matrix_maze_32_32_2_a400_s105262_hb500_short2000_t100_i8_b500,,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a400|s112427|it0|g557_label_matrix_maze_32_32_4_a400_s112427_hb1000_short2000_t100_i4_b1000,,g556_c063174,g557_gcst_00470,True,0,-1.60684474123,False,False,False,False,False
g557_ctx_00013869,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013870,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013904,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014710,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
maze-32-32-4|a400|s113867|it0|g557_label_matrix_maze_32_32_4_a400_s113867_hb1000_short500_t050_i4_b1000,,g556_c063174,g557_gcst_00138,True,0,-1.05974823827,False,False,False,False,False
g557_ctx_00000490,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001364,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001330,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001329,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002170,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003009,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003010,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003849,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003850,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004689,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004690,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005529,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005530,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006369,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006370,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007209,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007210,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008050,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008889,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008890,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009730,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010569,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010570,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010604,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011410,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012249,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012250,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013089,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013090,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013929,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013930,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014769,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014770,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000549,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000550,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001389,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001390,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002229,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002230,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003069,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003070,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003909,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003910,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004749,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004750,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005589,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006429,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005590,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008950,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008110,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006430,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007304,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007270,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008109,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008949,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007269,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009789,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009823,g557_topology_043_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009790,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010629,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00010630,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011469,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00011470,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012309,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00012310,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013149,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013989,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013150,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00013990,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014829,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00014830,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000609,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00000610,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001449,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00001450,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002289,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00002290,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003129,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003130,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003969,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00003970,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004809,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004004,g557_topology_044_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00004810,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005649,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00005650,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006489,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006523,g557_topology_043_qd_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00006490,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007329,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00007330,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008169,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00008170,g557_topology_010_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
g557_ctx_00009009,g557_topology_009_maze,g556_c063174,g557_gcst_00000,True,0,,False,False,False,False,False
