g550_targeted_probe_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields,counts_as_new_g550_solver_row,g550_stage
g550_targeted_probe_00000004,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000102,repair5g550_theta_550000102,repair5g550_theta_550000102,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,522.8535,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,1557c785a6d18b34,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.81960200670100003|max_edge_cost=10.5562761633|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.819602006701,10.5562761633,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000101,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000005,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000103,repair5g550_theta_550000103,repair5g550_theta_550000103,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,506.2153,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,fc58151d625b44d1,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.72940301005200003|max_edge_cost=10.334414245|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.729403010052,10.334414245,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000102,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000006,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000104,repair5g550_theta_550000104,repair5g550_theta_550000104,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,773.4907,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,4d374f1469abf8b1,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.78405293189400005|max_edge_cost=9.4864330271299995|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.784052931894,9.48643302713,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000103,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000007,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000105,repair5g550_theta_550000105,repair5g550_theta_550000105,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,790.5903,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,1be15b2ff8ad7198,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.935277379445|max_edge_cost=10.097583804799999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.935277379445,10.0975838048,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000104,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000008,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000106,repair5g550_theta_550000106,repair5g550_theta_550000106,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,564.8228,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,df110d40912a658e,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.27825619348800001|max_edge_cost=9.0893938212100007|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.278256193488,9.08939382121,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000105,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000009,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000107,repair5g550_theta_550000107,repair5g550_theta_550000107,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,559.5727,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,bc77660651626eb0,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.94952735094499996|max_edge_cost=11.5668568663|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.949527350945,11.5668568663,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000106,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000010,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000108,repair5g550_theta_550000108,repair5g550_theta_550000108,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.709873417722,1402,1975,934.9779,54,2650,2577,-0.0541772151899,-0.00354430379747,False,-0.0298734177215,True,5b6e281fb99fa4d4,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.30860788278399998|max_edge_cost=9.5685768628499996|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.308607882784,9.56857686285,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000107,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000011,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000109,repair5g550_theta_550000109,repair5g550_theta_550000109,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.701265822785,1385,1975,758.4746,54,2650,2577,-0.0627848101266,-0.0121518987342,False,-0.0298734177215,True,d4ab6572fb3e321d,alpha_commit=1.3125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.1699999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1000000000000001|lambda_flow=1.22|min_edge_cost=0.728692575279|max_edge_cost=8.3934184311000006|goal_projection_mode=flow_shield|flow_shield_beta=0.27300000000000002|max_flow_shield=0.84750000000000003,14650fb0739d0383,1.25,1.3125,1.25,0.75,0.75,1,1.17,0.95,1,1.1,1.22,0.273,0.8475,0.728692575279,8.3934184311,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000108,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000012,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000110,repair5g550_theta_550000110,repair5g550_theta_550000110,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.696202531646,1375,1975,593.1669,54,2650,2577,-0.0678481012658,-0.0172151898734,False,-0.0298734177215,True,8f7506906924c264,alpha_commit=1.5249999999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.5249999999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.83999999999999997|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.90000000000000002|lambda_flow=1.1200000000000001|min_edge_cost=0.73508461541299996|max_edge_cost=12|goal_projection_mode=flow_shield|flow_shield_beta=0.28699999999999998|max_flow_shield=0.60750000000000004,14650fb0739d0383,1.25,1.525,1.25,0.75,0.75,1,0.84,0.95,1,0.9,1.12,0.287,0.6075,0.735084615413,12,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000109,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000013,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000111,repair5g550_theta_550000111,repair5g550_theta_550000111,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.710379746835,1403,1975,398.2989,54,2650,2577,-0.0536708860759,-0.00303797468354,False,-0.0298734177215,True,1d6d79c3823969f9,alpha_commit=1.075|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.075|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.93999999999999995|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1299999999999999|lambda_flow=0.79000000000000004|min_edge_cost=0.54332341139200002|max_edge_cost=8.3934184311000006|goal_projection_mode=flow_shield|flow_shield_beta=0.39200000000000002|max_flow_shield=0.66749999999999998,14650fb0739d0383,1.25,1.075,1.25,0.75,0.75,1,0.94,0.95,1,1.13,0.79,0.392,0.6675,0.543323411392,8.3934184311,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000110,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000014,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000112,repair5g550_theta_550000112,repair5g550_theta_550000112,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.700253164557,1383,1975,417.0841,54,2650,2577,-0.0637974683544,-0.013164556962,False,-0.0298734177215,True,e861207f60e431df,alpha_commit=1.1499999999999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.1499999999999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.94999999999999996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.79000000000000004|lambda_flow=0.85999999999999999|min_edge_cost=0.75426073581499997|max_edge_cost=11.4271841291|goal_projection_mode=flow_shield|flow_shield_beta=0.3115|max_flow_shield=0.63749999999999996,14650fb0739d0383,1.25,1.15,1.25,0.75,0.75,1,0.95,0.95,1,0.79,0.86,0.3115,0.6375,0.754260735815,11.4271841291,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000111,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000015,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000113,repair5g550_theta_550000113,repair5g550_theta_550000113,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.733164556962,1448,1975,476.3102,54,2650,2577,-0.0308860759494,0.019746835443,False,-0.0298734177215,True,4032ce356dd03292,alpha_commit=1.425|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.425|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.1799999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.1399999999999999|lambda_flow=1.1499999999999999|min_edge_cost=0.76704481608300001|max_edge_cost=9.2024226172300008|goal_projection_mode=flow_shield|flow_shield_beta=0.33250000000000002|max_flow_shield=0.59250000000000003,14650fb0739d0383,1.25,1.425,1.25,0.75,0.75,1,1.18,0.95,1,1.14,1.15,0.3325,0.5925,0.767044816083,9.20242261723,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000112,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000016,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000114,repair5g550_theta_550000114,repair5g550_theta_550000114,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.704810126582,1392,1975,529.8914,54,2650,2577,-0.0592405063291,-0.00860759493671,False,-0.0298734177215,True,88b0ce630b0470fc,alpha_commit=1.325|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.325|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.82999999999999996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.05|lambda_flow=0.94999999999999996|min_edge_cost=0.57528361206199996|max_edge_cost=11.629435175599999|goal_projection_mode=flow_shield|flow_shield_beta=0.28699999999999998|max_flow_shield=0.67500000000000004,14650fb0739d0383,1.25,1.325,1.25,0.75,0.75,1,0.83,0.95,1,1.05,0.95,0.287,0.675,0.575283612062,11.6294351756,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000113,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
g550_targeted_probe_00000017,new_g550_generated_theta_targeted_solver_row,True,True,random-32-32-20|50|1825|5000|0|14650fb0739d0383,random-32-32-20|a50|s1825|it0|g550_generated_theta_targeted_random_32_32_20_a50_s1825_hgenerated_theta_targeted_short5000_t100_i2_b2000,generated_theta::repair5g550_theta_550000115,repair5g550_theta_550000115,repair5g550_theta_550000115,safe_expert_mixture_with_abstention,random-32-32-20,random,50,1825,2000,0,True,True,0.683544303797,1350,1975,451.7648,54,2650,2577,-0.0805063291139,-0.0298734177215,True,-0.0298734177215,True,693259596794324,alpha_commit=1.4125000000000001|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.4125000000000001|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.81000000000000005|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.05|lambda_flow=0.82999999999999996|min_edge_cost=0.68394829434000004|max_edge_cost=11.629435175599999|goal_projection_mode=flow_shield|flow_shield_beta=0.32900000000000001|max_flow_shield=0.91500000000000004,14650fb0739d0383,1.25,1.4125,1.25,0.75,0.75,1,0.81,0.95,1,1.05,0.83,0.329,0.915,0.68394829434,11.6294351756,1,0,0,0,1,0,50,5000,0,2577,51.54,0,54,0,2650,1.08,100,0.2,0.2,0.45,False,False,False,False,False,True,True,,generated_theta_targeted,F_targeted_transfer,generated_theta_targeted_short5000_t100_i2,2000,5000,1,2,1820_1839,safe_expert_mixture_with_abstention,safe_expert_mixture,safe_expert_mixture_with_abstention,generated_policy_000114,,,random-32-32-20|50|1825|2000|generated_theta_targeted_short5000_t100_i2,True,,True,g550_generated_theta_targeted
