probe_id,context_id,topology_id,map,map_family,agents,agent_count,seed,nominal_budget_ms,horizon_id,probe_method,probe_budget_ms,main_solver_must_restart_from_scratch,probe_trace_from_candidate_theta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_probe_000257,g557_ctx_00000257,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,150,150,100257,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000258,g557_ctx_00000258,g557_topology_018_bottleneck,connector,bottleneck,150,150,100258,5000,b5000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000259,g557_ctx_00000259,g557_topology_019_bottleneck,corners,bottleneck,150,150,100259,5000,b5000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000260,g557_ctx_00000260,g557_topology_020_bottleneck,tunnel,bottleneck,150,150,100260,500,b500_short500_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000261,g557_ctx_00000261,g557_topology_021_bottleneck,loop-chain,bottleneck,150,150,100261,500,b500_short500_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000262,g557_ctx_00000262,g557_topology_022_bottleneck,string,bottleneck,150,150,100262,500,b500_short500_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000263,g557_ctx_00000263,g557_topology_023_bottleneck,tree,bottleneck,150,150,100263,500,b500_short500_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000264,g557_ctx_00000264,g557_topology_024_irregular,Berlin_1_256,irregular,150,150,100264,500,b500_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000265,g557_ctx_00000265,g557_topology_025_irregular,Boston_0_256,irregular,150,150,100265,1000,b1000_short500_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000266,g557_ctx_00000266,g557_topology_026_irregular,Paris_1_256,irregular,150,150,100266,1000,b1000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000267,g557_ctx_00000267,g557_topology_027_irregular,brc202d,irregular,150,150,100267,1000,b1000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000268,g557_ctx_00000268,g557_topology_028_irregular,den312d,irregular,150,150,100268,1000,b1000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000269,g557_ctx_00000269,g557_topology_029_irregular,den520d,irregular,150,150,100269,1000,b1000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000270,g557_ctx_00000270,g557_topology_030_irregular,lak303d,irregular,150,150,100270,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000271,g557_ctx_00000271,g557_topology_031_irregular,orz900d,irregular,150,150,100271,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000272,g557_ctx_00000272,g557_topology_032_irregular,ost003d,irregular,150,150,100272,2000,b2000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000273,g557_ctx_00000273,g557_topology_033_irregular,w_woundedcoast,irregular,150,150,100273,2000,b2000_short2000_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000274,g557_ctx_00000274,g557_topology_034_qd_empty,empty-32-32,qd_empty,150,150,100274,2000,b2000_short2000_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000275,g557_ctx_00000275,g557_topology_035_qd_empty,empty-48-48,qd_empty,150,150,100275,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000276,g557_ctx_00000276,g557_topology_036_qd_empty,empty-16-16,qd_empty,25,25,100276,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000277,g557_ctx_00000277,g557_topology_037_qd_random,random-32-32-20,qd_random,150,150,100277,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000278,g557_ctx_00000278,g557_topology_038_qd_random,random-64-64-20,qd_random,150,150,100278,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000279,g557_ctx_00000279,g557_topology_039_qd_random,random-32-32-10,qd_random,150,150,100279,5000,b5000_short2000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000280,g557_ctx_00000280,g557_topology_040_qd_random,random-64-64-10,qd_random,150,150,100280,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000281,g557_ctx_00000281,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,150,150,100281,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000282,g557_ctx_00000282,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,150,150,100282,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000283,g557_ctx_00000283,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,150,150,100283,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000284,g557_ctx_00000284,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,150,150,100284,500,b500_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000285,g557_ctx_00000285,g557_topology_045_qd_room,room-32-32-4,qd_room,150,150,100285,1000,b1000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000286,g557_ctx_00000286,g557_topology_046_qd_room,room-64-64-8,qd_room,150,150,100286,1000,b1000_short250_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000287,g557_ctx_00000287,g557_topology_047_qd_room,room-64-64-16,qd_room,150,150,100287,1000,b1000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000288,g557_ctx_00000288,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,150,150,100288,1000,b1000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000289,g557_ctx_00000289,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,150,150,100289,1000,b1000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000290,g557_ctx_00000290,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,150,150,100290,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000291,g557_ctx_00000291,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,150,150,100291,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000292,g557_ctx_00000292,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,150,150,100292,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000293,g557_ctx_00000293,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,150,150,100293,2000,b2000_short500_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000294,g557_ctx_00000294,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,150,150,100294,2000,b2000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000295,g557_ctx_00000295,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,150,150,100295,5000,b5000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000296,g557_ctx_00000296,g557_topology_056_qd_bottleneck,string,qd_bottleneck,150,150,100296,5000,b5000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000297,g557_ctx_00000297,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,150,150,100297,5000,b5000_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000298,g557_ctx_00000298,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,150,150,100298,5000,b5000_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000299,g557_ctx_00000299,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,150,150,100299,5000,b5000_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000300,g557_ctx_00000300,g557_topology_000_empty,empty-32-32,empty,200,200,100300,500,b500_short1000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000301,g557_ctx_00000301,g557_topology_001_empty,empty-48-48,empty,200,200,100301,500,b500_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000302,g557_ctx_00000302,g557_topology_002_empty,empty-16-16,empty,50,50,100302,500,b500_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000303,g557_ctx_00000303,g557_topology_003_random,random-32-32-20,random,200,200,100303,500,b500_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000304,g557_ctx_00000304,g557_topology_004_random,random-64-64-20,random,200,200,100304,500,b500_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000305,g557_ctx_00000305,g557_topology_005_random,random-32-32-10,random,200,200,100305,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000306,g557_ctx_00000306,g557_topology_006_random,random-64-64-10,random,200,200,100306,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000307,g557_ctx_00000307,g557_topology_007_maze,maze-32-32-4,maze,200,200,100307,1000,b1000_short2000_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000308,g557_ctx_00000308,g557_topology_008_maze,maze-32-32-2,maze,200,200,100308,1000,b1000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000309,g557_ctx_00000309,g557_topology_009_maze,maze-128-128-2,maze,200,200,100309,1000,b1000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000310,g557_ctx_00000310,g557_topology_010_maze,maze-128-128-10,maze,200,200,100310,2000,b2000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000311,g557_ctx_00000311,g557_topology_011_room,room-32-32-4,room,200,200,100311,2000,b2000_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000312,g557_ctx_00000312,g557_topology_012_room,room-64-64-8,room,200,200,100312,2000,b2000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000313,g557_ctx_00000313,g557_topology_013_room,room-64-64-16,room,200,200,100313,2000,b2000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000314,g557_ctx_00000314,g557_topology_014_warehouse,warehouse-10-20-10-2-1,warehouse,200,200,100314,2000,b2000_short250_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000315,g557_ctx_00000315,g557_topology_015_warehouse,warehouse-10-20-10-2-2,warehouse,200,200,100315,5000,b5000_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000316,g557_ctx_00000316,g557_topology_016_warehouse,warehouse-20-40-10-2-1,warehouse,200,200,100316,5000,b5000_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000317,g557_ctx_00000317,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,200,200,100317,5000,b5000_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000318,g557_ctx_00000318,g557_topology_018_bottleneck,connector,bottleneck,200,200,100318,5000,b5000_short500_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000319,g557_ctx_00000319,g557_topology_019_bottleneck,corners,bottleneck,200,200,100319,5000,b5000_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000320,g557_ctx_00000320,g557_topology_020_bottleneck,tunnel,bottleneck,200,200,100320,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000321,g557_ctx_00000321,g557_topology_021_bottleneck,loop-chain,bottleneck,200,200,100321,500,b500_short500_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000322,g557_ctx_00000322,g557_topology_022_bottleneck,string,bottleneck,200,200,100322,500,b500_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000323,g557_ctx_00000323,g557_topology_023_bottleneck,tree,bottleneck,200,200,100323,500,b500_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000324,g557_ctx_00000324,g557_topology_024_irregular,Berlin_1_256,irregular,200,200,100324,500,b500_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000325,g557_ctx_00000325,g557_topology_025_irregular,Boston_0_256,irregular,200,200,100325,1000,b1000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000326,g557_ctx_00000326,g557_topology_026_irregular,Paris_1_256,irregular,200,200,100326,1000,b1000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000327,g557_ctx_00000327,g557_topology_027_irregular,brc202d,irregular,200,200,100327,1000,b1000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000328,g557_ctx_00000328,g557_topology_028_irregular,den312d,irregular,200,200,100328,1000,b1000_short1000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000329,g557_ctx_00000329,g557_topology_029_irregular,den520d,irregular,200,200,100329,1000,b1000_short2000_t200_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000330,g557_ctx_00000330,g557_topology_030_irregular,lak303d,irregular,200,200,100330,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000331,g557_ctx_00000331,g557_topology_031_irregular,orz900d,irregular,200,200,100331,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000332,g557_ctx_00000332,g557_topology_032_irregular,ost003d,irregular,200,200,100332,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000333,g557_ctx_00000333,g557_topology_033_irregular,w_woundedcoast,irregular,200,200,100333,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000334,g557_ctx_00000334,g557_topology_034_qd_empty,empty-32-32,qd_empty,200,200,100334,2000,b2000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000335,g557_ctx_00000335,g557_topology_035_qd_empty,empty-48-48,qd_empty,200,200,100335,5000,b5000_short2000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000336,g557_ctx_00000336,g557_topology_036_qd_empty,empty-16-16,qd_empty,50,50,100336,5000,b5000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000337,g557_ctx_00000337,g557_topology_037_qd_random,random-32-32-20,qd_random,200,200,100337,5000,b5000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000338,g557_ctx_00000338,g557_topology_038_qd_random,random-64-64-20,qd_random,200,200,100338,5000,b5000_short250_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000339,g557_ctx_00000339,g557_topology_039_qd_random,random-32-32-10,qd_random,200,200,100339,5000,b5000_short250_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000340,g557_ctx_00000340,g557_topology_040_qd_random,random-64-64-10,qd_random,200,200,100340,500,b500_short250_t050_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000341,g557_ctx_00000341,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,200,200,100341,500,b500_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000342,g557_ctx_00000342,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,200,200,100342,500,b500_short250_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000343,g557_ctx_00000343,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,200,200,100343,500,b500_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000344,g557_ctx_00000344,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,200,200,100344,500,b500_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000345,g557_ctx_00000345,g557_topology_045_qd_room,room-32-32-4,qd_room,200,200,100345,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000346,g557_ctx_00000346,g557_topology_046_qd_room,room-64-64-8,qd_room,200,200,100346,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000347,g557_ctx_00000347,g557_topology_047_qd_room,room-64-64-16,qd_room,200,200,100347,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000348,g557_ctx_00000348,g557_topology_048_qd_warehouse,warehouse-10-20-10-2-1,qd_warehouse,200,200,100348,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000349,g557_ctx_00000349,g557_topology_049_qd_warehouse,warehouse-10-20-10-2-2,qd_warehouse,200,200,100349,1000,b1000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000350,g557_ctx_00000350,g557_topology_050_qd_warehouse,warehouse-20-40-10-2-1,qd_warehouse,200,200,100350,2000,b2000_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000351,g557_ctx_00000351,g557_topology_051_qd_warehouse,warehouse-20-40-10-2-2,qd_warehouse,200,200,100351,2000,b2000_short1000_t100_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000352,g557_ctx_00000352,g557_topology_052_qd_bottleneck,connector,qd_bottleneck,200,200,100352,2000,b2000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000353,g557_ctx_00000353,g557_topology_053_qd_bottleneck,corners,qd_bottleneck,200,200,100353,2000,b2000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000354,g557_ctx_00000354,g557_topology_054_qd_bottleneck,tunnel,qd_bottleneck,200,200,100354,2000,b2000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000355,g557_ctx_00000355,g557_topology_055_qd_bottleneck,loop-chain,qd_bottleneck,200,200,100355,5000,b5000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000356,g557_ctx_00000356,g557_topology_056_qd_bottleneck,string,qd_bottleneck,200,200,100356,5000,b5000_short1000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000357,g557_ctx_00000357,g557_topology_057_qd_bottleneck,tree,qd_bottleneck,200,200,100357,5000,b5000_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000358,g557_ctx_00000358,g557_topology_058_qd_irregular,Berlin_1_256,qd_irregular,200,200,100358,5000,b5000_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000359,g557_ctx_00000359,g557_topology_059_qd_irregular,Boston_0_256,qd_irregular,200,200,100359,5000,b5000_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000360,g557_ctx_00000360,g557_topology_000_empty,empty-32-32,empty,300,300,100360,500,b500_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000361,g557_ctx_00000361,g557_topology_001_empty,empty-48-48,empty,300,300,100361,500,b500_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000362,g557_ctx_00000362,g557_topology_002_empty,empty-16-16,empty,75,75,100362,500,b500_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000363,g557_ctx_00000363,g557_topology_003_random,random-32-32-20,random,300,300,100363,500,b500_short2000_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000364,g557_ctx_00000364,g557_topology_004_random,random-64-64-20,random,300,300,100364,500,b500_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000365,g557_ctx_00000365,g557_topology_005_random,random-32-32-10,random,300,300,100365,1000,b1000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000366,g557_ctx_00000366,g557_topology_006_random,random-64-64-10,random,300,300,100366,1000,b1000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000367,g557_ctx_00000367,g557_topology_007_maze,maze-32-32-4,maze,300,300,100367,1000,b1000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000368,g557_ctx_00000368,g557_topology_008_maze,maze-32-32-2,maze,300,300,100368,1000,b1000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000369,g557_ctx_00000369,g557_topology_009_maze,maze-128-128-2,maze,300,300,100369,1000,b1000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000370,g557_ctx_00000370,g557_topology_010_maze,maze-128-128-10,maze,300,300,100370,2000,b2000_short250_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000371,g557_ctx_00000371,g557_topology_011_room,room-32-32-4,room,300,300,100371,2000,b2000_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000372,g557_ctx_00000372,g557_topology_012_room,room-64-64-8,room,300,300,100372,2000,b2000_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000373,g557_ctx_00000373,g557_topology_013_room,room-64-64-16,room,300,300,100373,2000,b2000_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000374,g557_ctx_00000374,g557_topology_014_warehouse,warehouse-10-20-10-2-1,warehouse,300,300,100374,2000,b2000_short500_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000375,g557_ctx_00000375,g557_topology_015_warehouse,warehouse-10-20-10-2-2,warehouse,300,300,100375,5000,b5000_short500_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000376,g557_ctx_00000376,g557_topology_016_warehouse,warehouse-20-40-10-2-1,warehouse,300,300,100376,5000,b5000_short500_t100_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000377,g557_ctx_00000377,g557_topology_017_warehouse,warehouse-20-40-10-2-2,warehouse,300,300,100377,5000,b5000_short500_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000378,g557_ctx_00000378,g557_topology_018_bottleneck,connector,bottleneck,300,300,100378,5000,b5000_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000379,g557_ctx_00000379,g557_topology_019_bottleneck,corners,bottleneck,300,300,100379,5000,b5000_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000380,g557_ctx_00000380,g557_topology_020_bottleneck,tunnel,bottleneck,300,300,100380,500,b500_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000381,g557_ctx_00000381,g557_topology_021_bottleneck,loop-chain,bottleneck,300,300,100381,500,b500_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000382,g557_ctx_00000382,g557_topology_022_bottleneck,string,bottleneck,300,300,100382,500,b500_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000383,g557_ctx_00000383,g557_topology_023_bottleneck,tree,bottleneck,300,300,100383,500,b500_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000384,g557_ctx_00000384,g557_topology_024_irregular,Berlin_1_256,irregular,300,300,100384,500,b500_short1000_t100_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000385,g557_ctx_00000385,g557_topology_025_irregular,Boston_0_256,irregular,300,300,100385,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000386,g557_ctx_00000386,g557_topology_026_irregular,Paris_1_256,irregular,300,300,100386,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000387,g557_ctx_00000387,g557_topology_027_irregular,brc202d,irregular,300,300,100387,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000388,g557_ctx_00000388,g557_topology_028_irregular,den312d,irregular,300,300,100388,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000389,g557_ctx_00000389,g557_topology_029_irregular,den520d,irregular,300,300,100389,1000,b1000_short2000_t200_i8,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000390,g557_ctx_00000390,g557_topology_030_irregular,lak303d,irregular,300,300,100390,2000,b2000_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000391,g557_ctx_00000391,g557_topology_031_irregular,orz900d,irregular,300,300,100391,2000,b2000_short2000_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000392,g557_ctx_00000392,g557_topology_032_irregular,ost003d,irregular,300,300,100392,2000,b2000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000393,g557_ctx_00000393,g557_topology_033_irregular,w_woundedcoast,irregular,300,300,100393,2000,b2000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000394,g557_ctx_00000394,g557_topology_034_qd_empty,empty-32-32,qd_empty,300,300,100394,2000,b2000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000395,g557_ctx_00000395,g557_topology_035_qd_empty,empty-48-48,qd_empty,300,300,100395,5000,b5000_short250_t200_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000396,g557_ctx_00000396,g557_topology_036_qd_empty,empty-16-16,qd_empty,75,75,100396,5000,b5000_short250_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000397,g557_ctx_00000397,g557_topology_037_qd_random,random-32-32-20,qd_random,300,300,100397,5000,b5000_short250_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000398,g557_ctx_00000398,g557_topology_038_qd_random,random-64-64-20,qd_random,300,300,100398,5000,b5000_short250_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000399,g557_ctx_00000399,g557_topology_039_qd_random,random-32-32-10,qd_random,300,300,100399,5000,b5000_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000400,g557_ctx_00000400,g557_topology_040_qd_random,random-64-64-10,qd_random,300,300,100400,500,b500_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000401,g557_ctx_00000401,g557_topology_041_qd_maze,maze-32-32-4,qd_maze,300,300,100401,500,b500_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000402,g557_ctx_00000402,g557_topology_042_qd_maze,maze-32-32-2,qd_maze,300,300,100402,500,b500_short500_t050_i2,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000403,g557_ctx_00000403,g557_topology_043_qd_maze,maze-128-128-2,qd_maze,300,300,100403,500,b500_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000404,g557_ctx_00000404,g557_topology_044_qd_maze,maze-128-128-10,qd_maze,300,300,100404,500,b500_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000405,g557_ctx_00000405,g557_topology_045_qd_room,room-32-32-4,qd_room,300,300,100405,1000,b1000_short500_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
g557_probe_000406,g557_ctx_00000406,g557_topology_046_qd_room,room-64-64-8,qd_room,300,300,100406,1000,b1000_short1000_t050_i4,g556_c063174,250,True,False,False,False,False,False,False
