agents,better,bootstrap,equal,map,mean_delta_ratio_vs_ltm,median_delta_ratio_vs_ltm,method,ratio_worse_than_ltm_groups,rows,success_worse_than_ltm_groups,worse
100,3,"{'mean': 0.006474711210000028, 'ci_low': -0.010525408826999972, 'ci_high': 0.027254338190000026, 'prob_mean_lt_0': 0.2845, 'samples': 2000}",5,warehouse-10-20-10-2-1,0.006474711210000028,0.0,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,1,10,0,2
100,3,"{'mean': 0.006778785936000009, 'ci_low': -0.005495129059000003, 'ci_high': 0.02155275963800003, 'prob_mean_lt_0': 0.1755, 'samples': 2000}",5,warehouse-10-20-10-2-1,0.006778785936000009,0.0,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g2_best_frozen_static_candidate,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g2_c_equiv_best_frozen_baseline,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g2_frozen_static_or_selector,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g2_g1_top_diagnostic_candidate,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g53_runtime_always_map_agent_minimal_hook,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_runtime_always_static_minimal_hook,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_runtime_static_shadow_noop_minimal,1,10,0,2
100,0,"{'mean': 0.013212611653000006, 'ci_low': 0.0, 'ci_high': 0.032795807830000044, 'prob_mean_lt_0': 0.0, 'samples': 2000}",7,warehouse-10-20-10-2-1,0.013212611653000006,0.0,repair5g53_shadow_static_deferred_log,1,10,0,3
100,0,"{'mean': 0.013212611653000006, 'ci_low': 0.0, 'ci_high': 0.032795807830000044, 'prob_mean_lt_0': 0.0, 'samples': 2000}",7,warehouse-10-20-10-2-1,0.013212611653000006,0.0,repair5g53_shadow_static_full_log,1,10,0,3
100,1,"{'mean': 0.011894275900000006, 'ci_low': -0.0013863757960000055, 'ci_high': 0.030710898983000057, 'prob_mean_lt_0': 0.062, 'samples': 2000}",6,warehouse-10-20-10-2-1,0.011894275900000006,0.0,repair5g53_static_hook_cost_audit_only,1,10,0,3
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_features_no_cost_audit,1,10,0,2
100,0,"{'mean': 0.013212611653000006, 'ci_low': 0.0, 'ci_high': 0.032795807830000044, 'prob_mean_lt_0': 0.0, 'samples': 2000}",7,warehouse-10-20-10-2-1,0.013212611653000006,0.0,repair5g53_static_hook_full_features_jsonl,1,10,0,3
100,1,"{'mean': 0.011894275900000006, 'ci_low': -0.0013863757960000055, 'ci_high': 0.030710898983000057, 'prob_mean_lt_0': 0.062, 'samples': 2000}",6,warehouse-10-20-10-2-1,0.011894275900000006,0.0,repair5g53_static_hook_full_features_no_jsonl,1,10,0,3
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_jsonl_log_only,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_memory_counter,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_minimal,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_params_hash_only,1,10,0,2
100,5,"{'mean': 0.0004064730079999856, 'ci_low': -0.013136694033999974, 'ci_high': 0.01554335206499997, 'prob_mean_lt_0': 0.487, 'samples': 2000}",3,warehouse-10-20-10-2-1,0.0004064730079999856,-0.002375296915000047,repair5g53_static_hook_traffic_hash_only,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g_dual_c_equiv_additive,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g_dual_c_equiv_c100_b100_w075_d095,1,10,0,2
100,0,"{'mean': 0.012446038559000016, 'ci_low': 0.0, 'ci_high': 0.032029234736000056, 'prob_mean_lt_0': 0.0, 'samples': 2000}",8,warehouse-10-20-10-2-1,0.012446038559000016,0.0,repair5g_dual_c_equiv_c100_b100_w075_d100,1,10,0,2
