context_id,context_uid,topology_id,physical_map_sha256,start_goal_assignment_hash,graph_tensor_joined,traffic_tensor_joined,context_uid_nonempty,topology_id_nonempty,physical_map_hash_nonempty,start_goal_assignment_hash_nonempty,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g557_ctx_00000079,4af2bfbde79bcc72939e9bf1b36462b79b89903ad7ee4cce0e5a7f224e2b70f8,g557_topology_019_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,ef19f046299d289e5088be24d11864d54aac3bf1454c1f25e789413bb96013bd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000080,ea6a3c84a62ceb1282fa9eda8952c83ee4c1e63cefb436a7d4b44bfe091ee713,g557_topology_020_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,fd70c8f27fd5bf47f845f6dec8a5d36307aa3fa63ca6a2eec894b1d40242dca0,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000081,989731892d1282d67df531572d16acc19c8e40d2a91af7dd4cf652ae24652da7,g557_topology_021_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,70a33c422f6bd7327d0c776af1c07ae8f1680dda00ec833a733e634813bf579c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000082,da265cf7d6cb3953b273d5921e69307533b1b68703296d2678cb404bf1b1f771,g557_topology_022_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,04ef1d3738c48626a96247b929de85d4ec9e185519ccf1674b789a805bd35a81,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000083,8e9407d26953c149011d2042f413d352115d258b79e1ad27d2e609fa400d31a6,g557_topology_023_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,d857b9125f9be8bd8386e6c547fb0b212510ce4eb2fff7152a1e7c771ec91536,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000084,1ec3fb8d3216a4bfcccb044d6ab5e841632794823d9e3989131a73bea33744ce,g557_topology_024_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,7b4bf2f2693f76a2daa7c33a41de98ff389689ba8d0955e4bc88f74fe34f1fed,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000085,a8193cec930b86493f1dac18387ab2b48a0d86165d0ed6406073bc6bdc760206,g557_topology_025_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,b9bf495a9016423241c063cf1bc1ddb3c061c6a4615b727a7d4220eb4da5fe1f,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000086,6ba4402cd529606fcdd53f5bc0cdb6169eed038e06c2e137cbc8ad7a6aced8a1,g557_topology_026_irregular,46114055942b0fca48b7d256c4cf5f64f5727379a249dee574961cbd09e2fe2c,81a6da73a4dd5c36a81b5c705f254ac52b384e4e6e49f92c72a5866fb356a87e,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000087,08052ac69868fc7d0a7aa4e17a15ac5d1c3804d858dfe47bfa44af3507630ee3,g557_topology_027_irregular,d830e969e77bc68e5c5618f31757879757de9fd357028a8d36640d76326d3640,4031559d87811c5a91cb877b21a42539656473d20b6ac8ff265f9924606a511c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000088,e152a2995058325e3c8bb40b37aa2edf48ae8ec0772cfc061679936b45e21b6c,g557_topology_028_irregular,8a1b7e51c1be410fff2703d9675f253b971b6a20d0bdbba664639f2f7bb8f19b,3b383ca519227f2551f386d729620348e44971589d2cafe3d801c905e2d6d760,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000089,6e162c4f6a094bb25f4f37043dab9d8f7800bdd106fbd6069283b3e2611173b4,g557_topology_029_irregular,71f28fdffcef071b5af8a50137a1e9ec5d487b10d95cefe73dbd93ea3bed10a6,066c5792cc52deff19ae06f9d2ddc946916c2f946a97be084176ed46f146fbc9,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000090,30c3f55e883623d8ef2bd099a98eaf099498c9edc523b49604540c522516f79f,g557_topology_030_irregular,060f08bc7854b8485eef3eb72cb72a7b50057172594c9323a68c67875490ace9,be34f84391bc88daab2aeefceb2cacf5caa4b6df8d46bab6162976cdcfdcb75a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000091,e22f00c369a61cdf6872746a8669e37f2f1f16376b14f9069eeeb0af169548ae,g557_topology_031_irregular,42bbf37e21c279eae6e02173c547c8be0f6f2f68220656443455e07ac85ff8a5,86ef1a971c9c1e7c86aa0dcd7d0f6dde375d5f8daddd0c41afdf5527518142a5,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000092,f74a750dd644716d0a2736a8b9ac7a182270bb390be79b5bf2be498ca8755362,g557_topology_032_irregular,a933dc59a9b1786d933677af8bf7f2dbe85c2bcc7c4c26d39adb57b3be95f06e,384a1f3a3fac4a7a7cc35c927bb7f8710199c15a22beef701213048503c6735a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000093,318414f393842368cbaec44eb4620b801cde0df71ff11185feac9f65ca68b139,g557_topology_033_irregular,99d965fc2e45bd577304965baf8554f36395ca28beed094bceaeed0d54e71595,fb52fc6743c87c10bc828980540d8b0d90f44374214a53c9a0e435d3fadbae23,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000094,ab62d6cfccb0ee68231144b1ce4e9895c46b75c8a56fb13f0d106048c9ab04b0,g557_topology_034_qd_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,ba15f89648f5d9b375bbb83cc47d61f98c503c48611ec230d5c47d68550add07,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000095,e7ef396fb3edd7d91bc588367214dca885cabc7486d20b0077b3d5b2bc42e8f5,g557_topology_035_qd_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,9a7f21e023ba0450cf4e01c6a7f0b7eba39ef2ffe8accaa8dc6054af3329ce08,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000096,357440066bd70585a6a9b34e6371224d9ce1e1d414bd3bdb1a386c9c10c528bd,g557_topology_036_qd_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,683ec980fbebfb58ae832aec192f8694b188ab2408cd6969abf7c902a42ee597,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000097,991a5294d7d525fd87cad9b4e69040a93476edfa6e903fdcc4c80a0bb9b91710,g557_topology_037_qd_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,6bce84cda112b6822d22bad2093f2a51472ac4c1d44123a1d48b35da8f322d6c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000098,fffb82d4c2aad1ebd770c39f8b3aa3fdbd7b8d2c6f6495ea92cda3dd84a64ac7,g557_topology_038_qd_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,70ca08a7f64708d336a71010e95af8ca394af028a3d4263cca726e634eedaf14,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000099,7d882c086f25f876eb41aacb151e866045e27dede974c448a2630269782f1f07,g557_topology_039_qd_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,db9f0911bd1bef636a224998ff0242b4117f8371e0b336e1cc492bf2cf85f7e2,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000100,2eecb79b54620d0dc0811706b317a18e5858cf227e6a37b105ff54bb63149e16,g557_topology_040_qd_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,431db61aeaa2c5005eabf497bfc7bc219057d3bff63b4ce6312e677909c25374,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000101,c37889632ca045b19b8e907597d0672d53bc0f8b6d7bf3ad6140052dd4f68730,g557_topology_041_qd_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,5c528c3ae490d61474aa91fe6dbc8716525f36af9c26ca103b064018477a3a83,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000102,a47de069dd2a22fe6da82c8d9266e743d651be25820d1f953901f8104cb01642,g557_topology_042_qd_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,67fc94689a6f15813428c2974193f9616ebbb1e0d567d77043ee55fb348910f4,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000103,44928a1d1b929296f8317e4b3802eb9b7b825970109bb9968078b9451b6a0401,g557_topology_043_qd_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,0ebd9daa43cc04a8543798df792c5c0617f5e0cf7f899110ee87406f2e690157,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000104,7a435d8fd05d1d3dde21941b4a51994f2ebbaddd5e3a50a6c03d81725b70faf2,g557_topology_044_qd_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,dfaa4ceace711e3035cc3a32527ad317f3c4f31360e935808ab36aeffc088abd,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000105,89a205e376df9c0d1ab926ae6c4e8ae262f78bd3c67ed6af310a317343176cee,g557_topology_045_qd_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,8ab83c10aece8731bc1dbe392fcec87e8142603422195d969f0ccef75c9ddaee,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000106,be9823147eb637ffa59f69023f31e39a744ac9996bf50b919367f8cefd7037d7,g557_topology_046_qd_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,f78fc92b5ae11cefe82da70f961d5d63c7c96bcca8677fc08004f6eaa1a14727,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000107,b1b90ff5924e2c6bf4d8980263247ed9aeee6ccac3e470d6b993ef7831ceb9ea,g557_topology_047_qd_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,c3d0ce0bf3eacd3b2104cf33c562942a1980a526b2bb78ec56fa47a4fa6b6a4d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000108,e54dd6f63688f3d388be773260ed704c6479b868f8ba3cd0538851d18cf2df1a,g557_topology_048_qd_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,a25e996f9122640fdc503063354220b162a2a7fdc1bc9f0c9b585f7d41f905af,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000109,79e7eca2aa6a5973c52ca11f6004b17dd13a73dab592625b1cc3ed2f5d675ebb,g557_topology_049_qd_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,90e99b57f1b47d579afec85c2a86db8649935dc53157fd3dbe7a16722145de7b,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000110,35d45558c0deb1ea35b4144d27136aee9c167f5632f49f371f4b3feef4289051,g557_topology_050_qd_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,db4531fc794bebfeeaa322698f94222e0d15e9e9ae2e66fdbbce0c2f7fd7d843,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000111,075e849fb120162c132d1c459aa80c23f12fc22221bb9623e1767eaca005016a,g557_topology_051_qd_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,4089d4b3053e0aac91941bebe1e81210535f009f9c5a745f5a3778de109f3459,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000112,eea2d9081c67383059846f19d5ed06a487394cd7cea9cb3730eaedd5869eeb9d,g557_topology_052_qd_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,8307491627f73961dade35fbc8d8133eef16bff60f84dbcf99dc69d11c30d199,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000113,37e5c67a3e9bc83afd85cbb93b3e94bc69afb2d1ec2cd80237582f82638eefb9,g557_topology_053_qd_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,54cf4a3895129e53fd4ffe8ea2353334bba4311efa4606694c98e3fc028e52ca,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000114,8b9bd9cdd515e18e9c839073fa6c913a186b668f60db89e501dcd3fc5b87f6e9,g557_topology_054_qd_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,21256410eebc1298c27e55d281c0716df6ee0c4d239652aece0a8716206d3e67,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000115,4a45fb405735d5f3a4d93c0e55b555995d3ca0cc9a6611ce0ec9b3855f9f8de1,g557_topology_055_qd_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,d2785c2f171a3fadf594edd3dac6ca2d0db94d381c4427b0ba9dde9bcf2efc03,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000116,a32f9b6d9e14e07c7957fcb84e38d8c0d81a0de73774743d3278db0531f79d4d,g557_topology_056_qd_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,b7abd3fdcec59758a4454c3be487c4d71b7155eed995569df8db1adfb3be47f7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000117,ffb78a79e040d9fc19ca0f79e50c311d54cba22a8609522fc73d8d77cc8f5782,g557_topology_057_qd_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,d857b9125f9be8bd8386e6c547fb0b212510ce4eb2fff7152a1e7c771ec91536,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000118,b0b741345f18fb992e03b9c076e328cf2671efe587d78dd9ad56fe4d3d702fb0,g557_topology_058_qd_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,e4e14b4354dc0acc79cd0be62fcc6b9382b4c0d2cb34fe144462220d9d66d635,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000119,6bab041a43deca6a82434acfcc0195aa7e3d7acf7b9ef9f33975a7e012fb9cde,g557_topology_059_qd_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,fcd6759ea59e405d9dd8036cb5800e7114a90740cb91077db3e2c2f2997b4c7c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000120,7746d368b08e130f4c9a9ac495533321207ac73f3c091ca4bd3a25432f23b0a1,g557_topology_000_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,26aa876cd65e71711b40ce19db4661bc7efb7d6099d5e10635a4421853ef9655,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000121,8378faa7a430cd5ff580a8b35f4a0af2cd989fa3403158072da6188ca93cbaf3,g557_topology_001_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,5739451ea454f8d6c3f07cc55650f387685b6bb38a482ba9502cb39bbe4ed7cb,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000122,0611ca3788a6a0a03a155ab3aea3c6e49824e84ffe9a91ce5bd5af7ba2f59245,g557_topology_002_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,2999dc818284c0a965d5a393945017d9504e988782c70ab86ca31f023eed05f7,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000123,7208cc11e50914319c757102c1d7cb1e7d37980186854a56e8fde96ea2da7b21,g557_topology_003_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,d098657f79be72f496d87d72ac1b783dd63093aa95688e809809f80548b98499,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000124,5c45d3181df81418f0eb8f90dc94e20e0d1ebaf1171b60378c9290cee78469ad,g557_topology_004_random,24f21d0389f624ec31dd9ef53368ae973761ef05e609f6a40e8ea5aa95b9e67f,69739d4e43ef1a581a2d93955dc54f23da71e34a3674f0d57190b4ebec40693d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000125,80a54ca3fed01c65c9412b20f4e1f8c5d41fbf93b3fceac0171efe3687c2f005,g557_topology_005_random,ca04eec63ebd66dedb752ec7d22c6f986727dbf0a1457348190cd5a29d3a9467,73a522f34281149a70ae9ad85560d59b0cb94a4e3ab7822a04ac8448d4a9ef2a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000126,719868d59a4555ae2b587feea10c5603c1cde9408fa6f14ef1e6ec5cc0fbe5ac,g557_topology_006_random,29cc1ce264afc04426dbad1e37bf23674297e20693aa2ea30396658a14067f98,ceb2a55f882c4878b7f130255433342bb34844067a4cf501a26f58a6a35dd0ed,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000127,656b2f29c783cb46756e9831f71a3b13d98e3dc688619d414e1fef453d79c456,g557_topology_007_maze,b7b2938c1cbf9259ee71ce9277d43204a416c6c5663035c81e28ea5549f91b0d,b5a9291135afeb0e8c89d7bc750469fc4f2adbd90b53b634ccea85c044c2277e,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000128,dd69adc20517985f1bbcb5854eed33b7f9c808ddb785de9daf9c1ac7c2e82fa4,g557_topology_008_maze,95157c1cd3f060c3a74f66fab832df1901ea1c5665e66f613a73c59b96ef202a,a8cd0d44985f2167992607826c9e37e4dbb86a09f3fb86fa0dfef07b44835c39,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000129,fd018129debe8cee0040561ae2094e2a3b1737b2d482f90fb06031e4a8512035,g557_topology_009_maze,cd4a5fc548fdf69df51f3be761b9b29f6186609588906f1d758acd0b72c42ea5,48ec0eb66fe0095f4323cb1bf481616fe6d8244542e94e54d5093f54c29ff24d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000130,c1e29d7d250096668c5faf2e50c4b9a31f9e9fb62e0f988c852b89f570c29413,g557_topology_010_maze,73b22e1e9617d5c7c68120f9cf663d36be216fefb90096dba43b84a4528305ea,58bd51491d7ecb95bbd0fd1546d79d1b3909d41730f0314437906e2aeeedb794,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000131,a96296389fff92015d6e4a6fa2d3df741a596b86339777dd0888f1780e1a373a,g557_topology_011_room,2c9202efdef6c68352f7f3e59a389533c1973e14bb365f2d56d57322549a4632,600f317a13c64f2164506fdf10cbc198a26f2674f460159e6330e3f53271e25c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000132,a20ddd83617de326698b958c240755fb948531f59beff7f82c0e61e40c2d6657,g557_topology_012_room,d4858cfc7e4326f4e4b3841694b690fb726deb81663ea3c624a36453ff6b0641,55245b71db3d245ca5b1d7435bf91383630d74cf3f362cebd2d72e94e59c3e5b,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000133,ff5f33ab912aac87de62b0e5cd4ab4b01ee4d63b6e09b569e2c07fde9761b635,g557_topology_013_room,c1d6c194bf4d74de50b169dbdafac14362eab3584872431a04db19583a4c63fa,3b23e8faa5321aaec8e9fd8e493cc5e65df60d886af0f75c59c27a427f6a0841,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000134,ef43b7bf21f5a7f9636cdcf02b07f712c274fb3849c4f6d109f4cac2375d15f2,g557_topology_014_warehouse,c8661672d957bb925863696929878838dc0bad0443d70fedd7939e0669b542d9,9118cf6aafb6d5f70bb0ce1b7919f323c9d6c2e0ea17d477fb9dc9ee91fe0c58,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000135,085bdc963e1db71f9ddaf40654e79c7b6d4595dbdb177f644f248e53e59e880b,g557_topology_015_warehouse,0527fc357b637dd293bf4aa6ebe18781fce82a455712ba1b933a268ac892cafa,86984bd53d3f58c814f5ea9cb456a1ef433b8c417eb1894bf7a2b2b519f9d341,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000136,0bf1c742bca37a9c0c74c94acf00aba343dfd933b655d8552b0ef75c29aa8719,g557_topology_016_warehouse,164231cab219c34dec29adb7969a845232cf583a14c878d2a047520ea16f8c6a,8dbd847a42bce0a5ad059b1981840c620c67d51673590dfa36921130736c819a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000137,50f83ff382e23cf407a34077e6c66edd6ad62e120da2eb269b908c3f48368905,g557_topology_017_warehouse,c6867b1e9881cf9e4d638a2e4d56f73d5acb3852c7a0f47c11a6344daff64956,d0ae1d8de337b9d81540b5c7535494e2ce42a1f6eebf347d63ea02e77ec58742,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000138,fc7f1e6e4c406ec862b0fc3f2c6bfe34a47286d8a91917cc588d4e592f1c6087,g557_topology_018_bottleneck,7ac50f8f28bf8efa3fda455c8bf6220756d4f763f17efbeffd89687b84bd8bc3,3875130db436a16efdaf83c8f11ab3aa9d0b4f0430381188f7fbe1c71a50c1f9,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000139,9d6a37a81232b5968b1e144a68c6aa4a69847ac7411a37d490d604664cf1a439,g557_topology_019_bottleneck,ce6ed3070d7f997fe69685e8599bd8a8880ce8b3a701efca3a9f885eb5c51560,6a7ba05323df2bcceacb891d18ba84fd4a785f20f6c51354da0ea222f810ef5d,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000140,2edd56bc58af5cc774c21596380a0ff7bd42c51c203dfc54f80c032687b6bf60,g557_topology_020_bottleneck,20f5371ffb085c2c6be948b305e94e92e043af1c68fdb9ebc5566ed2351f7058,2c6cce10d424a6eeeae802b4e92c7b919f9da2da1012a57aa46c9059117a1085,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000141,221c68d1f6145186bda1906b2b215164ea6bca7b8de66a65689899e507d99452,g557_topology_021_bottleneck,cb0c6e3b314126bda15d81a3023764f35acaad4528f1594a4eaa6d97272bfee0,105139a6b6590cfb973c9d0195d79ff34c500e42a529e103b4ffe769aada6d7f,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000142,5b0966189733e8fafbf5be61c219d6f548ad9188da6076c5cc5d452d6de2e368,g557_topology_022_bottleneck,4b85be5cb15e5b81379d36a0e6553a1a1daf1a51dd2a5c1fe6ad0b4181a55426,138a99e2fa35658a3c8a01731f7a2409c28444b3cde0f921a3c51876548a0bb9,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000143,4a45539098171c190a96206e14482dae1edc52422fe9bd3eeca3e4a64488af40,g557_topology_023_bottleneck,8745484bddbbc76575b098955d0399d7e015645f1f9573343bda6998937a5da4,e6dd62d2955ddd34ec02311964b6a9118f6725b62a8aeb0bd6ad2b6e6d130b54,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000144,da8013ced3f84511d17c7ca44c8e14c325fc321cdd4f59235cc810417b6f26a0,g557_topology_024_irregular,61e11253512a213494343b9d8507ba10e5698dfda8c81d6ec8102d922d7a4ad5,3de4a91efb54272cccd531dcc1e4e9ebe53c12d7cb4f26e073824624d46e6f31,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000145,dac95556b25996509ee425b350b5747b8bc3a3e7085ff6d3e79308f4310e48fb,g557_topology_025_irregular,9911a18605361f142862714ed25799d79e10b11982698754dbed585a8710867e,e838d5f6b3fb07c50bcdce7abb879db366afdbc672cbe0ba39ed9194eacbf0ac,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000146,75df54bc9027a19753b76fb07e1ddaf6cdc12a1acaa40c58c9a896259bac8019,g557_topology_026_irregular,46114055942b0fca48b7d256c4cf5f64f5727379a249dee574961cbd09e2fe2c,1c28546ea670aef08b80204ddb1c8918a933471de65cf944a16ab83ab572aa76,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000147,dfd95adf4b4fc8f4902f51d0888ea49b4a3c00c5706197a97fba9412a543f9f4,g557_topology_027_irregular,d830e969e77bc68e5c5618f31757879757de9fd357028a8d36640d76326d3640,677cf1b019578896d1781890f14600001da7ef656bd359fee03d2f4d6d36583a,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000148,0c998ec4c85bfb270c5eed1a9f8846dccacfe047461775907ccf1e20a9c3f585,g557_topology_028_irregular,8a1b7e51c1be410fff2703d9675f253b971b6a20d0bdbba664639f2f7bb8f19b,7ef1745e000681ceac919b5b7b7e529369316083585effc180ebe1e664b8ec4c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000149,2708a6b9bade347d71226e33e2bb1c4bd9c3b6ba92ec5ad5ee811f4bdf1eda3b,g557_topology_029_irregular,71f28fdffcef071b5af8a50137a1e9ec5d487b10d95cefe73dbd93ea3bed10a6,1361b1fbee120d58973ccb4720ae92f7dbcdafbe9f676e6328d8a06d7c00d0a3,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000150,e82944e3357ff943a084214e42f01dec7a3248b4dc289fa3bcc33b75ed775b47,g557_topology_030_irregular,060f08bc7854b8485eef3eb72cb72a7b50057172594c9323a68c67875490ace9,5b6c02f73c148bbe48573cdcb9505d42eb851e4295723378eb404e8e246824db,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000151,58bfd855cbf521ce554e3a292ea5f2af2f2ad53baf01662c3c6e5bc41f95c134,g557_topology_031_irregular,42bbf37e21c279eae6e02173c547c8be0f6f2f68220656443455e07ac85ff8a5,e15dc05f986ad6489908103d7cd85a6a7122fdbeb87104cd3a6793c484d3f824,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000152,a2edb781dbd46d1eafb5daf0d5f10b914a60719f09cd93ad02cd9516af46646e,g557_topology_032_irregular,a933dc59a9b1786d933677af8bf7f2dbe85c2bcc7c4c26d39adb57b3be95f06e,b0ad41af917ee0f08dffd311ac17b7e5b2fa7437523e0cf872147e1ec6d970fb,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000153,511735d26aaaf1cb5a90aa6263a09fa15e84b9299a09e322362d41bbb42b34fa,g557_topology_033_irregular,99d965fc2e45bd577304965baf8554f36395ca28beed094bceaeed0d54e71595,93631a26ee5dfeca926f054d3358b618d6be70e73fce870e2be3c95baddd74b8,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000154,d0dac147315987516c1f358f294fcad285384867a011fb9e0762837b8ed905c0,g557_topology_034_qd_empty,3ad85daf37d87c531bc2a1574856ef380f50fdebf885d06a4b59a1a11b3938ab,f2e46c5e9b29bbaccf5cd2d7334ea8b9f09e9ab73d637f9c9a677604bba0c44c,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000155,9bde57f4ffb6e843c7753f9ccac47e7a2a1243a3c1fedf7ef95fb49f6a0561d5,g557_topology_035_qd_empty,ef39f3104cdd66232f1f5a52d3f7cc79f3f832881ef4b3f93d48ac5b3991d529,7d7161e6b7bc5259e41391c9d55dd39466c6205bf1cebc05f3708da1581f75ff,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000156,2e208dbf8a8fb5ce4dd5871f968deceede822b9ad8cbe5b254569fb43e65835e,g557_topology_036_qd_empty,1c1b857d15592c2c961bfed474b7064f6987b3b7a20765061cd9d2210a727c6c,da6f9aa96e3016289fd22da7e7e7e34abf98dd7169e7d900d51f1e8ffd897021,True,True,True,True,True,True,False,False,False,False,False
g557_ctx_00000157,a07ccac4079d574e4d0555b52f07a7f34fe0297fbdeb29e6116d5463795dfdfc,g557_topology_037_qd_random,8ea906635f8f6fd7e707b4a850091799283ce888daf530521087bd0d22649206,a0008db922c6438ba4340547c7c49b3e32d70dc933f44877c8782aeb4b9f6579,True,True,True,True,True,True,False,False,False,False,False
