candidate_id,generated_theta_uid,registry_role,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,replay_phase,method,variant_id,actor_training_seed
g556_c063174,,g562_g556_baseline,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False,,,,
g562_g565_expanded_solver_panel_e0_s565_54dd4f259e97,cbc84231ddb2e30dd1b074789dbf4a085f925c0a277be67c825e68fd8b97afe6,g562_actor_generated_theta,1.2459936141967773,1.1677931547164917,1.286283254623413,0.7239101529121399,0.7562205791473389,1.034460186958313,0.7037606835365295,0.981227695941925,1.0,0.6738735437393188,0.6331822276115417,0.355220228433609,0.9387432336807251,1.0,10.851637840270996,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_3c362486368e,3032dac59fed8346893992d2ae47068fcfea309bd92e36b933cd1736691c442d,g562_actor_generated_theta,1.2542065382003784,1.170838475227356,1.25818932056427,0.7281687259674072,0.7568127512931824,1.0256767272949219,0.7107908725738525,0.9812005758285522,1.0,0.6790093183517456,0.6374240517616272,0.34558025002479553,0.922735333442688,1.0,10.848468780517578,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_863529f56eb3,794719762613a064121637fb5f3aa7f75fe74922706f03041cd0aafd2217ef6a,g562_actor_generated_theta,1.2467195987701416,1.1664607524871826,1.267723798751831,0.7253316044807434,0.759015679359436,1.0356523990631104,0.7016031742095947,0.9812473058700562,1.0,0.6706604957580566,0.6375739574432373,0.35556286573410034,0.9310668706893921,1.0,10.844330787658691,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_224a2cbd2cca,711a7361820a972e42461ab817756d8f127a662659a99ccebda30b55638b6118,g562_actor_generated_theta,1.2394802570343018,1.164246916770935,1.276763916015625,0.7330060005187988,0.7568544149398804,1.0442795753479004,0.6984038949012756,0.9809893369674683,1.0,0.6671645641326904,0.6405810713768005,0.3606855869293213,0.9121915102005005,1.0,10.842679977416992,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_7c625c0eba33,1012ff2578d5aa3e0ec2b499b0f9689a4931e5e9bc87039115e9445846345190,g562_actor_generated_theta,1.2507888078689575,1.167831301689148,1.2582149505615234,0.7354059815406799,0.7646997570991516,1.0282819271087646,0.7051486968994141,0.981283962726593,1.0,0.6837497353553772,0.6474714875221252,0.3401578962802887,0.8940897583961487,1.0,10.826973915100098,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_87adbe59f73e,fb2b3bc3f9687913ed25383ce826b5925a5440151497804fdc03c88413ac8a1b,g562_actor_generated_theta,1.2354018688201904,1.160292148590088,1.2698010206222534,0.7379016876220703,0.7560911178588867,1.0392775535583496,0.7014602422714233,0.9810002446174622,1.0,0.679297685623169,0.6460276246070862,0.3458268642425537,0.8679365515708923,1.0,10.820699691772461,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_fe42368dbfa0,7ba35642faadefc86dc6695afdc270eaf5068c70b2c576153ddc258282d4cba9,g562_actor_generated_theta,1.2411551475524902,1.1652010679244995,1.2503023147583008,0.7411790490150452,0.7741695642471313,1.032442569732666,0.6889143586158752,0.981208086013794,1.0,0.6824055910110474,0.6573983430862427,0.3398892283439636,0.8959559798240662,1.0,10.796529769897461,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_a8239c65b22d,19a2cb10b2d1adfec80b2089f6e40e3553f2857eb2d16e6906e867b1b2c3e9f8,g562_actor_generated_theta,1.236325979232788,1.1593066453933716,1.2637025117874146,0.7431053519248962,0.7536367177963257,1.0382752418518066,0.7023471593856812,0.9808167219161987,1.0,0.6822038888931274,0.6495248079299927,0.34074151515960693,0.8486192226409912,1.0,10.812772750854492,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
g562_g565_expanded_solver_panel_e0_s565_fef2cab81e83,e7f64f286d767dd0723b5e95abdf396188235840003c9943a820aec0d7c00534,g562_actor_generated_theta,1.2438905239105225,1.166380524635315,1.2808332443237305,0.7246882915496826,0.7582868933677673,1.0361241102218628,0.7022613286972046,0.9812732338905334,1.0,0.6721855998039246,0.6356701254844666,0.3561848998069763,0.9331456422805786,1.0,10.84760856628418,1,0,0,False,False,False,False,False,g565_expanded_solver_panel,g565_E0_phase5p5_repair5g565_expanded_e0_seed565,E0,565
