replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g566_dataset_row_id,g566_evaluation_uid,g566_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,additive_success,static_flow_success,g556_success,actor_ratio,additive_ratio,static_flow_ratio,g556_ratio,delta_vs_additive,delta_vs_static_flow,delta_vs_g556,relative_improvement_vs_additive,relative_improvement_vs_static_flow,relative_improvement_vs_g556,success_gain_vs_additive,success_regression_vs_additive,success_gain_vs_static_flow,success_regression_vs_static_flow,success_gain_vs_g556,success_regression_vs_g556,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,actor_runtime_ms,additive_runtime_ms,static_flow_runtime_ms,g556_runtime_ms,actor_expanded_nodes,g556_expanded_nodes,actor_low_level_pibt_calls,g556_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repeatability_single_worker,g566-empty-16x16-v0,16,566000084,5000,budget5000_ltm6,CALIBRATION,other,g566_valid_000082,426aef338d09d25a02555f762003bfe35f2b87330aa48ee169a0dd744f912651,61f2732c519ba3fb81e2a697acee54ff6ea0701a9a234fa71e67da7a3a925b07,g566_repeatability_single_worker_e1_s565_05ccc2b53796,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09722222222,1.45833333333,1.27777777778,1.14814814815,-0.3611111111099998,-0.1805555555599998,-0.05092592592999989,0.2476190476188516,0.14130434782931933,0.044354838713154175,False,False,False,False,False,False,True,True,True,True,True,True,0.551777,0.475629,0.538522,0.512077,21,24,320,368,1.2538851499557495,1.1664478778839111,1.2522610425949097,0.7190624475479126,0.7612688541412354,1.0324246883392334,0.7037504315376282,0.9810020923614502,1.0,0.6691139936447144,0.6335071325302124,0.35109642148017883,0.94788658618927,1.0,10.85816764831543,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v0,16,566000344,1000,budget1000_ltm3,CALIBRATION,other,g566_valid_000338,80ffe92ff8b6dfdd679c1989fb8da39685d5abb9d876c32e2d65356ee4d1e1a9,6e4c4f2bf2369b32e67c788b7ef12ab80327c0dfc4248ec570f2752e4db6e214,g566_repeatability_single_worker_e1_s565_dbaa830b195f,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09523809524,1.39880952381,1.23214285714,1.22619047619,-0.30357142856999997,-0.1369047618999999,-0.13095238094999995,0.2170212765946495,0.11111111110750395,0.10679611650295405,False,False,False,False,False,False,True,True,True,True,True,True,0.500292,0.479517,0.526156,0.504934,21,23,320,352,1.2457901239395142,1.1718649864196777,1.2838362455368042,0.7173812389373779,0.7580200433731079,1.0397127866744995,0.7036499381065369,0.9816647171974182,1.0,0.6667442321777344,0.6367422342300415,0.36046072840690613,0.9515942335128784,1.0,10.850228309631348,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v0,80,566000236,1500,budget1500_ltm3,CALIBRATION,other,g566_valid_000231,149d491a0ea7a336d52d60c20c6026928863249322b0a28df03132b881b6913c,22c75ccfdb3bc9ae0c23604990708d0808897722e303e4b63f56a9a1c34a9547,g566_repeatability_single_worker_e1_s565_688677d28337,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,2.86477272727,2.94886363636,2.83863636364,2.91590909091,-0.08409090908999994,0.026136363630000048,-0.05113636363999996,0.028516377649052488,-0.0092073658904606,0.017537022604515173,False,False,False,False,False,False,True,True,True,True,True,True,3.291638,5.766042,3.422588,3.579883,53,69,4146,5820,1.2443578243255615,1.1652270555496216,1.2545241117477417,0.7454193830490112,0.7605620622634888,1.0452264547348022,0.7014243006706238,0.980717658996582,1.0,0.6795827150344849,0.6500430703163147,0.340265691280365,0.8546665906906128,1.0,10.821712493896484,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v1,16,566000149,8000,budget8000_ltm8,CALIBRATION,other,g566_valid_000146,111cd5c724243a18b02c63366aa29ac59525cc3f92152645e1dacc238ed5bd51,2c434747b023cc785fd40295e89d64be5e88c646b2af6c36899218ca37c0111b,g566_repeatability_single_worker_e1_s565_343cd19b0509,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.09523809524,1.38095238095,1.16326530612,1.14285714286,-0.2857142857099999,-0.06802721087999997,-0.04761904762000002,0.20689655172139115,0.05847953216012308,0.04166666666739585,False,False,False,False,False,False,True,True,True,True,True,True,0.482693,0.471908,0.498488,0.480494,20,21,304,320,1.2485637664794922,1.1709612607955933,1.2802506685256958,0.7132399678230286,0.7583695650100708,1.038530945777893,0.7035378813743591,0.9816806316375732,1.0,0.6644006967544556,0.6326221227645874,0.36297062039375305,0.9597283005714417,1.0,10.855443954467773,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v1,16,566000409,1500,budget1500_ltm3,CALIBRATION,other,g566_valid_000402,250d4bf5f6e9869a550c2a9d52f2e7550a7cb827da7bbac43633e6bd5ef903ee,2a2ef9730b9a79085f7f910db3920217b5d6c335f741da5ed681216bc6d08f62,g566_repeatability_single_worker_e1_s565_7f3825855ca5,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.23870967742,1.47741935484,1.43225806452,1.16129032258,-0.23870967742000015,-0.1935483871000001,0.07741935483999995,0.1615720524020424,0.13513513513702222,-0.06666666666781478,False,False,False,False,False,False,True,True,True,True,True,True,0.501701,0.457256,0.569122,0.492185,24,24,367,368,1.253033995628357,1.166820764541626,1.2540963888168335,0.7201849222183228,0.7614868879318237,1.0343559980392456,0.70333331823349,0.9810672402381897,1.0,0.6703713536262512,0.6355124711990356,0.35155951976776123,0.947537362575531,1.0,10.855460166931152,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v1,80,566000041,500,budget500_ltm2,CALIBRATION,other,g566_valid_000039,323462d5f17adc491e44e108081f9d853c61594786f41c913e0674ffe3870072,742df6e8f515e05158cc9fe6dc63d56aba42b426071c56fb624f48f204576aca,g566_repeatability_single_worker_e1_s565_3eb7d67a855f,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,3.79934210526,2.90131578947,2.84320175439,3.24671052632,0.8980263157900001,0.9561403508700002,0.5526315789400003,-0.309523809524384,-0.33629001156660343,-0.17021276595495666,False,False,False,False,False,False,True,True,True,True,True,True,4.104136,3.579402,3.359269,3.542294,80,59,6314,4630,1.2405986785888672,1.165959358215332,1.2590852975845337,0.7473939657211304,0.759549617767334,1.0457271337509155,0.6998584270477295,0.9807873368263245,1.0,0.6805485486984253,0.6523842215538025,0.34001991152763367,0.8516674041748047,1.0,10.819598197937012,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v1,80,566000301,2000,budget2000_ltm4,CALIBRATION,other,g566_valid_000295,99207bb7d5d5b7e2b37a0c9fcc0b5441287deabbbcabf746dba3f6cb815b6fc7,6f9d5adad94bb57d6e7e42a36cfe48d1fd49c06897f75fbba04a8d5e4a36f256,g566_repeatability_single_worker_e1_s565_4372623e4e74,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,2.85038363171,3.06777493606,2.59718670077,2.63554987212,-0.21739130434999998,0.2531969309400002,0.21483375959000028,0.07086285952554253,-0.09748892171091655,-0.08151382823850378,False,False,False,False,False,False,True,True,True,True,True,True,3.153511,2.916901,3.027461,2.991961,58,48,4557,3744,1.2239190340042114,1.1726402044296265,1.296687126159668,0.7402380704879761,0.757023274898529,1.0433796644210815,0.7117358446121216,0.9813323616981506,1.0,0.6793237328529358,0.6516166925430298,0.34407538175582886,0.8622971773147583,1.0,10.830973625183105,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v2,16,566000214,500,budget500_ltm2,CALIBRATION,other,g566_valid_000210,658c8c7e286b306b9973e54347c53bd48eb947bb0d23fb878e7d99a047631a55,2ebd85141d438d19433524f9744767f5cd9d57aa84a0f31ce64a285f2e47823e,g566_repeatability_single_worker_e1_s565_b2029294531b,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,1.16872427984,1.37860082305,1.21399176955,1.16872427984,-0.20987654321000004,-0.04526748971000005,0.0,0.15223880596971623,0.037288135591545,0.0,False,False,False,False,False,False,True,True,True,True,True,True,0.511948,0.488867,0.541016,0.520235,42,42,656,656,1.252708077430725,1.1663252115249634,1.254869818687439,0.7236871123313904,0.7617806196212769,1.0370663404464722,0.7027506828308105,0.9810592532157898,1.0,0.6708807349205017,0.6368331909179688,0.3516289293766022,0.9351445436477661,1.0,10.848989486694336,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v2,80,566000106,750,budget750_ltm2,CALIBRATION,other,g566_valid_000103,50b3e57d68dd85fb3d2d1aebc26dd78ff4f94229e0ec4e1a561af1350b8bc18a,4f614277e83862ff4414a097522d8aedd2142bbefd31398c8a367187bed52708,g566_repeatability_single_worker_e1_s565_f15c36382948,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,2.58167330677,2.57848605578,2.60398406375,2.6015936255,0.0031872509899999457,-0.022310756980000068,-0.01992031873000011,-0.0012360939408050406,0.008567931459561364,0.007656967842612861,False,False,False,False,False,False,True,True,True,True,True,True,3.520324,4.711515,3.9805,3.880482,85,85,6711,8283,1.2272053956985474,1.1705360412597656,1.283179759979248,0.7475669384002686,0.7557058334350586,1.04509699344635,0.7082852125167847,0.9809632301330566,1.0,0.6818345785140991,0.653659999370575,0.34021133184432983,0.8422656059265137,1.0,10.824281692504883,False,False,False,False,False
repeatability_single_worker,g566-empty-16x16-v2,80,566000366,3000,budget3000_ltm4,CALIBRATION,other,g566_valid_000359,32dbf1c9364bddc6348c9b045b8e71d9bb2f643fd0022c82ced4c2784388f61b,41ad61143bcea0052f42b211c04a16573b775b4ae93a0e9a9e0c3b36c2d87308,g566_repeatability_single_worker_e1_s565_e9c30e6ce97b,g566_E1_phase5p5_repair5g565_expanded_e1_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_expanded_e1_seed565.pt,True,True,True,True,3.11561181435,3.66751054852,2.9029535865,3.23375527426,-0.5518987341700003,0.21265822785,-0.11814345991000019,0.15048320294340134,-0.0732558139540892,0.03653444676237465,False,False,False,False,False,False,True,True,True,True,True,True,3.767018,7.239516,4.04237,3.780087,80,84,6305,7239,1.2440532445907593,1.1676162481307983,1.2624455690383911,0.7399750351905823,0.7596860527992249,1.0435329675674438,0.702597975730896,0.9809114336967468,1.0,0.6784788966178894,0.6479813456535339,0.34404101967811584,0.8719347715377808,1.0,10.829474449157715,False,False,False,False,False
