policy_name,stratum,map_family,budget_ms,agents,candidate_id,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
static_relative_selector,random|2000|50,random,2000,50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,False,False,False,False,False
static_relative_selector_with_margin,random|2000|50,random,2000,50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,False,False,False,False,False
static_relative_selector_with_safety,random|2000|50,random,2000,50,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc0p95_df1p00_beta0p6_max1p00_c0,False,False,False,False,False
