model_kind,hidden_dim,size,seed,checkpoint_path,checkpoint_sha256,mean_train_risk,epochs,epochs_run,best_epoch,early_stop_patience,min_epochs,stopped_early,amp_bf16,initial_validation_risk,best_validation_risk,final_validation_risk,final_train_risk,loss_config_sha256,weight_decay,output_parameterization,anchor,residual_scale,theta_bounds_low,theta_bounds_high,theta_columns,step_zero_outputs_g556,topology_grad_norm,c0_grad_norm,f0_grad_norm,od_grad_norm,scalar_grad_norm,fusion_grad_norm,theta_head_grad_norm,trust_head_grad_norm
E2,64,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e2_n8_seed565_h64.pt,6cf1621f9bde16e02fe08a71acea28ee35bd2712384f1343a8bbfa40d027dc30,0.008041528922892841,100,100,100,10,30,False,True,0.03909865029579623,0.008041536396421448,0.008041536396421448,0.00838665571063757,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.01895372367289383,0.029684518103749724,0.013665024353031185,0.06629829076700844,0.000782892589995754,0.020991996687371284,0.04444297030568123,0.009622899466194212
B1,96,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_b1_n8_seed565_h96.pt,479f06d4c81494f2fe03e64e2f6dd781aedec3df715fe535f5136c2f1a2a9a7a,0.03790831465919625,100,100,100,10,30,False,True,0.03909865029579623,0.03790831465919625,0.03790831465919625,0.03791828826069832,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018545521015767008
B2,96,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_b2_n8_seed565_h96.pt,6d9c519f5083b48bab85b249c1ba703af41d36295d07b4db5f33045216fa73a0,0.02908571249729648,100,100,100,10,30,False,True,0.03909865029579623,0.02908571249729648,0.02908571249729648,0.029190203174948692,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.007465759350452572,0.0,0.038120171055197716,0.003465221496298909
E0,96,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e0_n8_seed565_h96.pt,7317dde214c18c71df1597e00264adb7bd0966af005ae152a28e7c3347b88f4c,0.006185854923705202,100,100,100,10,30,False,True,0.03909865029579623,0.006185852589149594,0.006185879311472627,0.00629039341583848,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.008956671956184437,0.022261839141719975,0.047335989358543884,0.04844197622151114,0.0007948859697535227,0.02167459379415959,0.05074969120323658,0.011455032567027956
E1,96,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e1_n8_seed565_h96.pt,8397c9b3f44f4f888866826fe11b7185303bf62e59e2e370f167e17672604a75,0.0075070757594348225,100,100,100,10,30,False,True,0.03909865029579623,0.0075070757594348225,0.0075070757594348225,0.007751276716589928,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0460047938831849,0.0,0.0,0.1267044191772584,0.0020859828327957075,0.019464133016299456,0.04879964608699083,0.00883308716583997
E2,96,8,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e2_n8_seed565_h96.pt,81e1bc3dfdbc3f128b15df3d44e83e19eeef7fab4c1e2d32161bb1686da9ca04,0.006022174797133373,100,100,100,10,30,False,True,0.03909865029579623,0.006022237714466647,0.0060222350273234655,0.006276281550526619,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.011046227765746153,0.023312831286602886,0.05605227415617264,0.028693553991615772,0.0013912966342104482,0.02286171371815726,0.05019499408081174,0.010995453340001404
B1,64,16,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_b1_n16_seed565_h64.pt,5c502eb41f42545df8a38f53d829216170314f15c88bc8c555803e790b7bd5d3,0.0222315718277826,100,100,100,10,30,False,True,0.023113856400273084,0.0222315718277826,0.0222315718277826,0.022238457575440407,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012715581397060305
B1,64,16,566,artifacts/models/gcst/phase5p5_repair5g565_memorization_b1_n16_seed566_h64.pt,cb337c8e31b46b8314c623b0a2acdfd723e5f058fe65562765e698ea92271e6b,0.0222315718277826,100,100,100,10,30,False,True,0.023113856400273084,0.0222315718277826,0.0222315718277826,0.022238457575440407,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001271558430744335
B1,64,16,567,artifacts/models/gcst/phase5p5_repair5g565_memorization_b1_n16_seed567_h64.pt,9bf2f3b72abd7c53592d6633742a0a6221ae9c18a084eae79ab753416d8cde7e,0.0222315718277826,100,100,100,10,30,False,True,0.023113856400273084,0.0222315718277826,0.0222315718277826,0.022238455712795258,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012715582852251828
B2,64,16,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_b2_n16_seed565_h64.pt,c97c4ec9ef6bf447df6b254fcbf9a90d8d46de6675ae5d77a43c69bdfdc6de27,0.019851227667402924,100,100,100,10,30,False,True,0.023113856400273084,0.019851227667402924,0.019851227667402924,0.01987224817276001,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0016398745647165924,0.0,0.006853201659396291,0.0004387710432638414
B2,64,16,566,artifacts/models/gcst/phase5p5_repair5g565_memorization_b2_n16_seed566_h64.pt,9d7cde125f6a0de8f451244c06b06034a460153123a16f77ac32fc19083abda8,0.019888733326897536,100,100,100,10,30,False,True,0.023113856400273084,0.019888733326897536,0.019888733326897536,0.01989866979420185,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.00199307021102868,0.0,0.006432589143514633,0.0004971727757947519
B2,64,16,567,artifacts/models/gcst/phase5p5_repair5g565_memorization_b2_n16_seed567_h64.pt,9c557b9b38f53c1cbe6eafed08f1454fb9b97e7efdab8c5321b072874cd659bd,0.019853713321105,100,100,100,10,30,False,True,0.023113856400273084,0.019853713321105,0.019853713321105,0.019862735643982887,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0025483130593784153,0.0,0.006956626195460558,0.0006917683058418334
E0,64,16,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e0_n16_seed565_h64.pt,d814deab42c0a82d09617d30beb6603b2fc0004245446684e65e53e892664632,0.007703942463795782,100,100,100,10,30,False,True,0.023113856400273084,0.007703869160668858,0.007703947247440962,0.00792701542377472,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.013512029152479954,0.022354964450642,0.015410086161864456,0.10742379054136109,0.0008467696211482689,0.01487466087564826,0.021038074512034655,0.00442914612358436
E0,64,16,566,artifacts/models/gcst/phase5p5_repair5g565_memorization_e0_n16_seed566_h64.pt,43a00a28d810ba71b76d68ee0ee37f8bda593359b6583ddc6af18b970fa917b2,0.007868242774980019,100,100,100,10,30,False,True,0.023113856400273084,0.007868243680392465,0.007868199571221814,0.008028987795114517,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0024104133476612333,0.006573538203156204,0.003907757805336587,0.01463247493666131,0.00030002156518094125,0.01088859178707935,0.023401998914778233,0.004816103843040764
E0,64,16,567,artifacts/models/gcst/phase5p5_repair5g565_memorization_e0_n16_seed567_h64.pt,6cac8ec1459cca187b13941982f7a29d2fb007d297353b4d2345bc1e1cca2072,0.008067448119972622,100,100,100,10,30,False,True,0.023113856400273084,0.008067440251223017,0.008067439596945614,0.008251634426414967,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.01908507928965264,0.019095088686299277,0.019972679620877898,0.03159370447974652,0.0007191840104496805,0.016560026444494724,0.02525178832001984,0.00488066062098369
E1,64,16,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e1_n16_seed565_h64.pt,305ee9d29954e60e299fb755ddbc32e270cb3bc38f4aca95b12824d2f927a43a,0.007847439066655228,100,100,99,10,30,False,True,0.023113856400273084,0.007847432886806286,0.007847412118274506,0.007844433188438416,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.05661688688269351,0.0,0.0,0.06301307133981027,0.0031316054810304195,0.02039447647985071,0.02668438176624477,0.004168223240412772
E1,64,16,566,artifacts/models/gcst/phase5p5_repair5g565_memorization_e1_n16_seed566_h64.pt,803b59c6c12e682d3c91d47c7c5314fa753248f300b5eb28671e89180c9587b7,0.008958690809568246,100,100,100,10,30,False,True,0.023113856400273084,0.008958692822144503,0.00895869077777929,0.00969909131526947,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.12497106597584207,0.0,0.0,0.3125068166991696,0.00854881529812701,0.05231946555431932,0.03249248908832669,0.0037959032924845815
E1,64,16,567,artifacts/models/gcst/phase5p5_repair5g565_memorization_e1_n16_seed567_h64.pt,7bebfb7f58594f8cf7787b72dfa8c7c98a18b5035ef25bc51f504e73b57bb11b,0.007413571256004318,100,100,100,10,30,False,True,0.023113856400273084,0.007413495951026675,0.007413496284537062,0.007460029795765877,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.035379221342736855,0.0,0.0,0.04059409820183646,0.0013731187718803994,0.013952237146440893,0.025417495984584093,0.004137674695812166
E2,64,16,565,artifacts/models/gcst/phase5p5_repair5g565_memorization_e2_n16_seed565_h64.pt,8b097042dc3270c518bcd51bc3fe6e5565f98f72a825fe180bb7055bb43fa326,0.008229203401258805,100,100,100,10,30,False,True,0.023113856400273084,0.00822918230997747,0.008229205978289637,0.008459215052425861,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.02592036839996581,0.013643066224176437,0.010012415118580975,0.022946441786189098,0.0007842218301448156,0.01487696438562125,0.021986535051837564,0.004849370801821351
E2,64,16,566,artifacts/models/gcst/phase5p5_repair5g565_memorization_e2_n16_seed566_h64.pt,191abef374fbafbc18970e7075a5b484fe9acff089ff5e45327c0c1323207766,0.007485459880125232,100,100,100,10,30,False,True,0.023113856400273084,0.007485412254014479,0.0074853945847136675,0.007638628128916025,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0.0,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0036514703887178257,0.013930194875911184,0.010041659358876132,0.021729361498728395,0.00037575241731246933,0.008427784952800721,0.022711728001013398,0.00403018924407661
