split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,defer_reason,selection_stage,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,safety_threshold_by_rule,safety_mask,best_safe_nonadditive_rule,best_safe_nonadditive_score,margin_vs_additive,margin_vs_defer,top3_rules,harmful_labels
train,maze-32-32-2__a100__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i4__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,100,4,2,defer_ltm,defer_ltm,decay_090,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.00553540752052,False,False,0.00553540752052,0.01,"[0.937959741827508, 1.0377967590093613, 1.0305115723609923, 1.0417531681060792, 1.021560115814209, 0.18850868821144104, 0.6198389780521393, 0.4773063766956329]","[0.00015143172640819103, 0.4731047451496124, 0.5300782918930054, 0.4504086971282959, 0.5256571769714355, 0.5976081490516663, 0.611238420009613, 0.6178343892097473]",0.2506762742996216,0.5138146877288818,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.26313841342926025,"[""block_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,maze-32-32-2__a100__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i4__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,100,4,3,use_nonadditive,defer_ltm,decay_090,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0769230769231,True,True,0.0769230769231,0.01,"[0.9569216080283514, 1.0438738411664963, 1.034920191168785, 1.0477150171995162, 1.0283183813095094, 1.0408403158187867, 1.0427088260650634, 1.0468174260854721]","[0.00046636772458441556, 0.4670473635196686, 0.460143119096756, 0.39174214005470276, 0.5429279804229736, 0.4687225818634033, 0.5299890041351318, 0.47759392857551575]",0.4714727997779846,0.3988001346588135,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, true, false, false, false, false]",block_light,1.0477150171995162,0.09079340917116485,0.07267266511917114,"[""block_light"", ""decay_090"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,200,4,0,use_nonadditive,use_nonadditive,block_heavy,decay_095,selected,,select_safe_nonadditive,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0774836269717,True,True,0.0774836269717,0.01,"[-0.3793403364955157, 1.066287997364998, 1.0293245422840118, -0.9259680223464966, 1.0493797385692596, -0.25323271155357363, -0.26850905058789065, -0.3257072093617171]","[0.00010062127694254741, 0.45672640204429626, 0.5363995432853699, 0.6995455026626587, 0.48791009187698364, 0.6284919381141663, 0.0006954064010642469, 0.0005340701900422573]",0.653056263923645,0.16433614492416382,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, true, true]",decay_095,-0.26850905058789065,0.11083128590762503,0.4887201189994812,"[""commit_heavy"", ""wait_light"", ""block_heavy""]","[0, 0, 0, 0, 1, 1, 0, 0]"
train,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,200,4,1,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0978692002583,True,True,0.0978692002583,0.01,"[0.9667042123740248, 1.0498402118682861, 0.9947598516941071, 1.0536507618427278, 0.9965442347526551, 0.9390910840034485, 1.0410613822937012, 1.030162705183029]","[9.423759911442176e-05, 0.6522476673126221, 0.7150444388389587, 0.6281244158744812, 0.7228914499282837, 0.6755770444869995, 0.6363043785095215, 0.6637924313545227]",0.8257331252098083,0.13285845518112183,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.6928746700286865,"[""block_light"", ""commit_heavy"", ""decay_095""]","[0, 1, 1, 0, 0, 1, 0, 0]"
train,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,200,4,2,use_nonadditive,defer_ltm,decay_095,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.056913568859,True,True,0.056913568859,0.01,"[0.7813586169593327, 1.055795361995697, 1.034014844894409, 1.0493252980709076, 1.047547640800476, 1.0411892223358155, 1.049319326877594, 1.0542149436473847]","[0.0001004630685201846, 0.5557154417037964, 0.5721557140350342, 0.5830550789833069, 0.5477278232574463, 0.5828366279602051, 0.5523175001144409, 0.5528455376625061]",0.9224241971969604,0.0777389332652092,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.8446852639317513,"[""commit_heavy"", ""decay_090"", ""block_light""]","[0, 0, 1, 0, 1, 0, 0, 0]"
train,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i4__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,200,4,3,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.100544230237,True,True,0.1,0.01,"[0.6542528712061904, 1.0554502499103546, 1.0461294561624528, 1.0588622462749482, 1.0501574283838273, 1.0497397702932358, 1.0558355098962784, 1.059563639163971]","[5.442247856990434e-05, 0.4967486262321472, 0.4950110614299774, 0.49947911500930786, 0.4835486114025116, 0.496778279542923, 0.49727436900138855, 0.522386908531189]",0.9331057667732239,0.07833918184041977,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.8547665849328041,"[""decay_090"", ""block_light"", ""decay_095""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,maze-32-32-2__a400__i4__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a400__i4__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,400,4,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,-0.1,-0.1,0.0,False,1.0,True,True,0.2,0.01,"[-0.03864264460804406, 1.0553754091262817, 1.0633844172954559, 1.0194458895921708, 1.0388572239875793, 1.0503390538692474, 0.8784086263179779, 0.8600143712759017]","[0.00017581999418325722, 0.45016050338745117, 0.36085230112075806, 0.47871503233909607, 0.37666547298431396, 0.3426278233528137, 0.2786211371421814, 0.35645702481269836]",0.34953099489212036,0.42608100175857544,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, false, false, true, true, true]",block_heavy,1.0633844172954559,1.1020270619035,-0.07655000686645508,"[""block_heavy"", ""commit_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,50,5,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0571315996848,True,True,0.0571315996848,0.01,"[-0.7825435234543693, 0.6800133430957794, 1.0582910215854644, 0.20341746211051942, 1.1070151299238205, -0.9850877928733826, -0.6906827613734641, -0.6951503029711603]","[4.9836620746646076e-05, 0.5063422322273254, 0.33718031644821167, 0.5221077799797058, 0.26745811104774475, 0.576763391494751, 9.797525126487017e-05, 0.00011260930477874354]",0.4828072488307953,0.36788734793663025,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, false, true, false, true, true]",wait_light,1.1070151299238205,1.8895586533781898,0.11491990089416504,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,50,5,1,defer_ltm,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.00748620961387,False,False,0.00748620961387,0.01,"[0.904292057301136, 0.9604888463020325, 1.0973789688944817, 1.0414832091331483, 1.1226812869310379, -1.4774483275413512, -0.7148908102512359, -1.1453852140903473]","[4.418961543706246e-05, 0.44028806686401367, 0.20778776705265045, 0.3849602937698364, 0.08277758955955505, 0.7525972127914429, 0.5741433501243591, 0.7184956669807434]",0.19208282232284546,0.6372833847999573,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, true, false, false, false]",wait_light,1.1226812869310379,0.21838922962990182,-0.4452005624771118,"[""wait_light"", ""block_heavy"", ""block_light""]","[0, 1, 1, 0, 0, 1, 0, 1]"
train,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,50,5,2,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0122143420016,True,False,0.0122143420016,0.01,"[1.0336715989670484, 0.912485990524292, 1.0417932093143463, 1.0593985652923583, 1.0673595237731934, 1.051135808825493, 1.0652076935768127, 1.0658837288618088]","[0.00023338515893556178, 0.6100757122039795, 0.4109570384025574, 0.2394123077392578, 0.221343994140625, 0.34761276841163635, 0.34779441356658936, 0.3283931314945221]",0.24526762962341309,0.5583549737930298,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, true, true, true, true, true]",wait_light,1.0673595237731934,0.03368792480614502,-0.3130873441696167,"[""wait_light"", ""decay_090"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i5__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,50,5,3,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0189125295508,True,False,0.0189125295508,0.01,"[1.0348911631904776, 1.03831503033638, 1.08274640455842, 1.0790791347622872, 1.0891592255234719, 1.0660590079426766, 1.0835481825470925, 1.0852035936713218]","[0.0002068837347906083, 0.4154934287071228, 0.11811762303113937, 0.16132675111293793, 0.156159445643425, 0.2003304809331894, 0.2086821049451828, 0.20054848492145538]",0.13620859384536743,0.712010383605957,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, true, true, true, true]",wait_light,1.0891592255234719,0.054268062332994305,-0.5758017897605896,"[""wait_light"", ""decay_090"", ""decay_095""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,100,5,0,defer_ltm,use_nonadditive,decay_095,commit_heavy,selected,,select_safe_nonadditive,False,False,False,-0.00341051875785,0.0,-0.00341051875785,-0.00341051875785,0.0,-0.00341051875785,False,0.0,False,False,0.0,0.01,"[-0.5693190389376832, 1.0716020441055298, 0.9769856321811676, -1.2812768888473511, 1.0923827236890793, -0.23785051822662354, -0.6014018198089616, -0.622281196246331]","[3.424039459787309e-05, 0.3594369888305664, 0.5196512341499329, 0.6579253673553467, 0.32635655999183655, 0.5735353231430054, 6.924190529389307e-05, 6.867099727969617e-05]",0.6753425598144531,0.1215459555387497,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, true, false, false, false, false, true, true]",commit_heavy,1.0716020441055298,1.640921083043213,0.5537966042757034,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 1, 1, 0, 1, 0, 0]"
train,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,100,5,1,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0140010770059,True,False,0.0140010770059,0.01,"[0.9553130667385994, 1.0618359810113907, 0.710739084482193, 1.0685001078248024, 1.1001960933208466, -0.6610125291347504, -0.19057741522789, -0.42223159432411195]","[8.145482570398599e-05, 0.4447471797466278, 0.5476112961769104, 0.24327902495861053, 0.2155199646949768, 0.6505101323127747, 0.684122622013092, 0.738017737865448]",0.255569726228714,0.5246559381484985,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, true, true, false, false, false]",wait_light,1.1001960933208466,0.14488302658224717,-0.26908621191978455,"[""wait_light"", ""block_light"", ""commit_heavy""]","[0, 0, 1, 0, 0, 1, 0, 0]"
train,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,100,5,2,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0393107162089,True,True,0.0393107162089,0.01,"[0.9368663412053138, 0.9985726833343506, 1.0346692723035813, 1.0379964643716812, 0.9973551464080811, 1.0164070773124694, 1.0126140320301056, 1.0134102141857146]","[8.055707439780235e-05, 0.6125044822692871, 0.49530306458473206, 0.4266473948955536, 0.6416597366333008, 0.505193829536438, 0.5656411051750183, 0.5475936532020569]",0.16324009001255035,0.6164740920066833,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.453234001994133,"[""block_light"", ""block_heavy"", ""wait_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i5__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,100,5,3,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0165140908275,True,False,0.0165140908275,0.01,"[0.9799143935742904, 1.0172750759124756, 1.0224655055999756, 1.0414224475622178, 1.0207530844211579, 1.0295831096172332, 0.9952596938610077, 1.013922266960144]","[0.00018941609596367925, 0.5695650577545166, 0.5206387042999268, 0.4999120533466339, 0.587835967540741, 0.5313330292701721, 0.6346438527107239, 0.5932960510253906]",0.22382000088691711,0.5899407267570496,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,-0.36612072587013245,"[""block_light"", ""wait_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,200,5,0,use_nonadditive,use_nonadditive,wait_light,decay_095,selected,,select_safe_nonadditive,False,True,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.165668142746,True,True,0.1,0.01,"[-0.4162936427455861, 1.0635981059074402, 1.0264138901233673, -1.182797054052353, 1.057432057261467, -0.3757867777347565, -0.3899994545985828, -0.47010430131107567]","[5.7708530221134424e-05, 0.4575158357620239, 0.5377723574638367, 0.717871367931366, 0.4767536222934723, 0.6403295397758484, 0.0002267649251734838, 0.00021578557789325714]",0.6011081337928772,0.18962699174880981,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, true, true]",decay_095,-0.3899994545985828,0.026294188147003295,0.4114811420440674,"[""commit_heavy"", ""wait_light"", ""block_heavy""]","[0, 0, 0, 1, 0, 0, 0, 0]"
train,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,200,5,1,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0273508726231,True,True,0.0273508726231,0.01,"[0.923070817435655, 1.0439548885822296, 0.9921930611133576, 1.0171160352230073, 0.990335865020752, 0.619130802154541, 0.9666853904724121, 0.980804226398468]","[3.1329946068581194e-05, 0.6691257357597351, 0.6996831297874451, 0.6836550831794739, 0.6980278491973877, 0.7151180505752563, 0.6857019662857056, 0.6834853887557983]",0.7438814043998718,0.18520598113536835,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.5586754232645035,"[""commit_heavy"", ""block_light"", ""block_heavy""]","[0, 1, 1, 0, 1, 1, 1, 1]"
train,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,200,5,2,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,unsafe,defer_unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.112181991838,True,True,0.1,0.01,"[0.7541624405546463, 1.0483431947231292, 1.0350318837165833, 1.0421768021583557, 1.0424674952030182, 0.9905277383327484, 1.028873860836029, 1.0338625240325927]","[7.699646812397987e-05, 0.5754643082618713, 0.560285210609436, 0.5738934278488159, 0.5727996230125427, 0.5802934765815735, 0.5700081586837769, 0.5726907253265381]",0.8921480774879456,0.05692503601312637,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.8352230414748192,"[""commit_heavy"", ""wait_light"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a200__i5__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,200,5,3,defer_ltm,defer_ltm,block_light,additive_ltm,unsafe,unsafe,defer_unsafe,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.00208387600938,False,False,0.00208387600938,0.01,"[0.8897780169542239, 1.048050400018692, 1.0259725868701934, 1.0408302748203277, 1.0551511502265931, 1.0411819112300873, 1.0450815653800964, 1.0446039175987243]","[4.475565947359428e-05, 0.5678178668022156, 0.5981096625328064, 0.6135751605033875, 0.514975905418396, 0.5940383076667786, 0.5817438364028931, 0.5888594388961792]",0.7968703508377075,0.12387718260288239,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, false, false, false, false]",,,,0.6729931682348251,"[""wait_light"", ""commit_heavy"", ""decay_095""]","[0, 0, 1, 0, 1, 1, 1, 0]"
train,maze-32-32-2__a400__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a400__i5__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,400,5,0,use_nonadditive,use_nonadditive,block_heavy,wait_light,selected,,select_safe_nonadditive,False,True,True,1.0,0.0,1.0,0.1,-0.1,0.2,False,1.0,True,True,0.2,0.01,"[-0.11141072592872661, 1.0559315395355224, 1.0437704777717591, 1.0370517182350159, 1.0684445118904113, 0.04177187204360962, 0.24191649071872234, 0.2566498674452305]","[9.779221727512777e-05, 0.5088999271392822, 0.5021668672561646, 0.4493931531906128, 0.2709914445877075, 0.5761005878448486, 0.03845030441880226, 0.03764253109693527]",0.7401589155197144,0.15643984079360962,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, false, false, true, false, true, true]",wait_light,1.0684445118904113,1.179855237819138,0.5837190747261047,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a400__i5__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a400__i5__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,400,5,1,use_nonadditive,use_nonadditive,block_light,wait_light,selected,,select_safe_nonadditive,False,False,True,0.0,0.0,0.0,-0.1,-0.1,0.0,False,1.0,True,True,0.2,0.01,"[0.49983991223271007, 1.0639281314611435, 1.0454889518022537, 1.0480687499046326, 1.0672355562448501, 1.0428841346502304, 1.0424055457115173, 1.0499503445625304]","[9.187177056446671e-05, 0.3622649013996124, 0.46360501646995544, 0.4705256223678589, 0.28529927134513855, 0.462131530046463, 0.47424137592315674, 0.47484123706817627]",0.9267899990081787,0.03847895562648773,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, true, false, false, true, false, false, false]",wait_light,1.0672355562448501,0.56739564401214,0.888311043381691,"[""wait_light"", ""commit_heavy"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,50,6,0,defer_ltm,use_nonadditive,block_heavy,wait_light,selected,,select_safe_nonadditive,False,False,False,0.00384078212291,0.0,0.00384078212291,0.00384078212291,0.0,0.00384078212291,False,0.00418994413408,False,False,0.00418994413408,0.01,"[-0.542857173483535, 0.9266526621580123, 1.021227803826332, -0.8635874664783478, 1.1025114977359771, -0.8491786921024322, -0.5276907968054002, -0.5227269484716817]","[2.699101787584368e-05, 0.4798565208911896, 0.352884978055954, 0.5735411047935486, 0.26710766553878784, 0.5804280638694763, 4.017119499621913e-05, 4.1495353798381984e-05]",0.5123261213302612,0.3414093852043152,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, false, true, false, true, true]",wait_light,1.1025114977359771,1.6453686712195121,0.17091673612594604,"[""wait_light"", ""block_heavy"", ""commit_heavy""]","[0, 0, 0, 1, 0, 1, 0, 0]"
train,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000__iter1,maze-32-32-2,50,6,1,use_nonadditive,defer_ltm,wait_light,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0136173184358,True,False,0.0136173184358,0.01,"[1.0719579698954476, 0.1708451521396637, 1.1484374564141036, 1.1168931777775288, 1.183408347070217, -0.9576530623435974, 0.5227651774883271, 0.12683829605579378]","[0.0001060847716871649, 0.715187132358551, 0.05924323573708534, 0.11352869123220444, 0.029404595494270325, 0.6812849044799805, 0.25712162256240845, 0.3678545653820038]",0.16190098226070404,0.6740617156028748,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, true, false, true, true]",wait_light,1.183408347070217,0.11145037717476947,-0.5121607333421707,"[""wait_light"", ""block_heavy"", ""block_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000__iter2,maze-32-32-2,50,6,2,defer_ltm,defer_ltm,wait_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.00244413407821,False,False,0.00244413407821,0.01,"[0.9422232971047925, 1.0327796673774718, 1.0561112517118454, 1.078246464431286, 1.0761268427968025, 1.0677030545473098, 1.0714691519737243, 1.073524212539196]","[9.603572107153013e-05, 0.5756093263626099, 0.3086072504520416, 0.195861354470253, 0.18972013890743256, 0.21922358870506287, 0.25755345821380615, 0.2255273014307022]",0.4803408980369568,0.2984824478626251,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, true, true, true, true]",block_light,1.078246464431286,0.13602316732649344,0.18185845017433167,"[""block_light"", ""wait_light"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a50__i6__phase4_phase4-full-repair5-expand5000__iter3,maze-32-32-2,50,6,3,use_nonadditive,defer_ltm,block_heavy,additive_ltm,low_opportunity,low_opportunity,defer_low_opportunity,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0171089385475,True,False,0.0171089385475,0.01,"[1.0829174228920602, 0.8839277100563049, 1.0641226702928543, 1.091731278449297, 1.1020330449938773, 1.074418990314007, 1.0851265072822571, 1.08845554292202]","[0.0011160551803186536, 0.6069865226745605, 0.21923813223838806, 0.09434380382299423, 0.09969939291477203, 0.15492595732212067, 0.25003015995025635, 0.22449567914009094]",0.10710793733596802,0.7221243977546692,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, false, true, true, true, true, true, true]",wait_light,1.1020330449938773,0.019115622101817165,-0.6150164604187012,"[""wait_light"", ""block_light"", ""decay_090""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,maze-32-32-2__a100__i6__phase4_phase4-full-repair5-expand5000,maze-32-32-2__a100__i6__phase4_phase4-full-repair5-expand5000__iter0,maze-32-32-2,100,6,0,use_nonadditive,use_nonadditive,wait_light,wait_light,selected,,select_safe_nonadditive,True,True,True,0.0491743119266,0.0,0.0491743119266,0.0491743119266,0.0,0.0491743119266,False,0.0491743119266,True,True,0.0491743119266,0.01,"[-0.7757955432154995, 1.0753500801324845, 0.922504306435585, -1.5410004734992981, 1.1011042457818985, -1.1929731595516204, -0.7840120886648947, -0.8242367376311449]","[4.8876892833504826e-05, 0.32420584559440613, 0.475978821516037, 0.6698065996170044, 0.25119253993034363, 0.648690402507782, 0.00011670035746647045, 0.0001334618718829006]",0.6860682964324951,0.1361684650182724,"[1.01, 0.4, 0.4, 0.4, 0.3, 0.4, 0.4, 0.4]","[true, true, false, false, true, false, true, true]",wait_light,1.1011042457818985,1.876899788997398,0.5498998314142227,"[""wait_light"", ""commit_heavy"", ""block_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
