candidate_id,source_round,map_family,agents,seed,nominal_budget_ms,horizon_id,static_flow_success,candidate_success,candidate_minus_static_ratio_delta,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549001279,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001281,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001283,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001288,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001294,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001295,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001297,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001298,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001301,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001302,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001309,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001312,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001313,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001315,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001318,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001319,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001320,g549_fulltheta,random,100,1411,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001621,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001622,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001623,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001624,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001628,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001631,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001632,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001634,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001637,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001642,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001644,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001645,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001647,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001648,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001650,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001651,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001652,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001653,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001654,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001655,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001656,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001657,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001658,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001659,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001660,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001661,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001664,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001666,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001668,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001670,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001671,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001672,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001673,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001674,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001675,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001676,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001684,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001686,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001688,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001691,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001694,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001696,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001697,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001698,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001701,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001704,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001705,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001706,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001707,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001712,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001714,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001717,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001718,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549001720,g549_fulltheta,random,100,1415,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002022,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002025,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002026,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002029,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002032,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002033,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002034,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549002038,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000002,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000003,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000004,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000011,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000016,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000017,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000018,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000019,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000026,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000034,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000036,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000037,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000044,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000046,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000047,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000049,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000051,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000053,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000054,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000059,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000061,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000063,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000067,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000072,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000074,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000078,g549_fulltheta,random,100,1419,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000235,g549_fulltheta,random,100,1423,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000237,g549_fulltheta,random,100,1423,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000381,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000382,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000385,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000389,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000394,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000395,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000396,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000397,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000403,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000406,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000408,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000410,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000411,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000413,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000415,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000419,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000421,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000423,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000428,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000434,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000436,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000437,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000442,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000445,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000446,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000448,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000449,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000451,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000452,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000457,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000462,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000463,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000466,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000468,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000469,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000470,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000471,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000472,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000473,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000474,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000475,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000476,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000477,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000478,g549_fulltheta,random,100,1423,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000483,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000487,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000488,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000493,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000495,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000497,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000500,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000501,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000505,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000510,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000511,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000512,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000513,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000518,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000519,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000520,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000521,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000526,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000533,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000537,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000544,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000545,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000547,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000548,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000551,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000554,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000556,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000557,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000558,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000559,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000560,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000561,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000564,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000565,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000566,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000568,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000569,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000570,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000571,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000572,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000574,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000575,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000579,g549_fulltheta,random,100,1424,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000587,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000589,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000599,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000602,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000606,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000607,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000609,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000615,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000616,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000624,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000625,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000626,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000627,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000628,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000636,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000637,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000638,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000639,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000640,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000641,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000643,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000649,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000651,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000653,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000656,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000657,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000660,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000663,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000667,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000668,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000669,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000670,g549_fulltheta,random,100,1425,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000392,g549_fulltheta,random,100,1425,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000565,g549_fulltheta,random,100,1427,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000653,g549_fulltheta,random,100,1428,2000,c0_short2000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000883,g549_fulltheta,random,100,1428,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
repair5g549_theta_549000884,g549_fulltheta,random,100,1428,2000,c0_short1000_t050_i2,True,False,,False,False,False,False,False
