comparator,target_rule,map_name,agents,opportunity_bucket,decision_target,sample_count,use_nonadditive_target_count,matched_oracle_count,rule_top1,rule_top3,safe_utility_top1,safe_utility_top3,utility_regret_to_oracle,selected_delta,additive_delta,selected_vs_additive_delta,selected_vs_additive_utility,high_margin_nonadditive_capture,avoidable_additive_or_defer,harmful_false_negative_selected_count,harmful_false_negative_selected_rate,harmful_false_positive_proxy_count,harmful_false_positive_proxy_rate,decision_accuracy
phase4f_repair5_expand5000_ex5000_mlp_target_global,,maze-32-32-4,400,,,62,43,62,0.0,0.5348837209302325,0.0967741935483871,0.3709677419354839,0.08298129226078288,0.0740336598333871,0.0,0.0740336598333871,0.0032258064516129032,0.046511627906976744,0.6744186046511628,0,0.0,29,0.46774193548387094,0.3387096774193548
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,empty-48-48,50,,,100,49,100,0.40816326530612246,0.8775510204081632,0.33,0.64,0.009837254416693248,0.006161974387087831,0.0,0.006161974387087831,0.004161974387087829,0.7777777777777778,0.18518518518518517,4,0.04,0,0.0,0.6
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,empty-48-48,100,,,100,57,100,0.3157894736842105,0.8596491228070176,0.27,0.71,0.00885887119516559,0.007106155597452309,0.0,0.007106155597452309,0.00660615559745231,0.6785714285714286,0.25,1,0.01,0,0.0,0.62
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,empty-48-48,200,,,100,47,100,0.1276595744680851,0.7659574468085106,0.12,0.56,0.009575421174594301,0.00167799314728791,0.0,0.00167799314728791,0.00167799314728791,0.42857142857142855,0.42857142857142855,0,0.0,0,0.0,0.62
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,empty-48-48,400,,,100,59,100,0.423728813559322,0.7627118644067796,0.32,0.62,0.006819769777427269,0.0072855150247787374,0.0,0.0072855150247787374,0.0072855150247787374,0.8823529411764706,0.0,0,0.0,0,0.0,0.7
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,maze-32-32-4,50,,,100,76,100,0.11842105263157894,0.47368421052631576,0.13,0.47,0.022123266012682857,0.0035406271272638407,0.0,0.0035406271272638407,0.00035751870474083944,0.4791666666666667,0.08333333333333333,7,0.07,2,0.02,0.72
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,maze-32-32-4,100,,,100,70,100,0.15714285714285714,0.5285714285714286,0.17,0.47,0.03054999768985591,-0.011161127992641127,0.0,-0.011161127992641127,-0.0037328855361561195,0.4074074074074074,0.3148148148148148,14,0.14,7,0.07,0.57
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,maze-32-32-4,200,,,100,82,100,0.0,0.5975609756097561,0.08,0.52,0.07591865724601898,0.0,0.0,0.0,0.0,0.0,0.7468354430379747,0,0.0,62,0.62,0.33
phase4f_repair5_expand5000_followup_ex5000_follow_global_rank3_anti3,,maze-32-32-4,400,,,62,43,62,0.0,0.6046511627906976,0.0967741935483871,0.41935483870967744,0.08620709871239578,0.0,0.0,0.0,0.0,0.0,0.6976744186046512,0,0.0,30,0.4838709677419355,0.3225806451612903
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,empty-48-48,50,,,100,49,100,0.1836734693877551,0.8979591836734694,0.26,0.71,0.01064363619421598,0.0033555926095651,0.0,0.0033555926095651,0.0033555926095651,0.3333333333333333,0.6296296296296297,0,0.0,0,0.0,0.62
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,empty-48-48,100,,,100,57,100,0.2982456140350877,0.7894736842105263,0.25,0.7,0.0094226506637631,0.0060423761288548,0.0,0.0060423761288548,0.0060423761288548,0.5,0.39285714285714285,0,0.0,0,0.0,0.62
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,empty-48-48,200,,,100,47,100,0.10638297872340426,0.7659574468085106,0.1,0.6,0.010394590390194467,0.0013588239316877403,0.0,0.0013588239316877403,0.0008588239316877403,0.42857142857142855,0.42857142857142855,1,0.01,0,0.0,0.61
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,empty-48-48,400,,,100,59,100,0.2542372881355932,0.711864406779661,0.21,0.67,0.010946826187962054,0.0036584586142439607,0.0,0.0036584586142439607,0.0031584586142439607,0.47058823529411764,0.4117647058823529,1,0.01,0,0.0,0.61
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,maze-32-32-4,50,,,100,76,100,0.14473684210526316,0.5657894736842105,0.17,0.5,0.023546666740784393,0.00127606862293732,0.0,0.00127606862293732,-0.0010658820233606797,0.22916666666666666,0.4791666666666667,5,0.05,6,0.06,0.59
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,maze-32-32-4,100,,,100,70,100,0.07142857142857142,0.5428571428571428,0.16,0.42,0.025015126033865586,0.00025266429492419985,0.0,0.00025266429492419985,0.0018019861198341996,0.14814814814814814,0.5925925925925926,3,0.03,24,0.24,0.48
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,maze-32-32-4,200,,,100,82,100,0.0,0.6341463414634146,0.11,0.55,0.07591865724601898,0.0,0.0,0.0,0.0,0.0,0.8227848101265823,0,0.0,61,0.61,0.3
phase4f_repair5_expand5000_followup_ex5000_follow_pair_focal_m035_lh4,,maze-32-32-4,400,,,62,43,62,0.0,0.6976744186046512,0.11290322580645161,0.4838709677419355,0.08620709871239578,0.0,0.0,0.0,0.0,0.0,0.6976744186046512,0,0.0,19,0.3064516129032258,0.3387096774193548
phase4f_repair5_expand5000_followup_ex5000_follow_target_ce2_margin1_hm3,,empty-48-48,50,,,100,49,100,0.40816326530612246,0.8775510204081632,0.32,0.64,0.010034204861420249,0.005965023942360831,0.0,0.005965023942360831,0.00396502394236083,0.7777777777777778,0.18518518518518517,4,0.04,0,0.0,0.59
phase4f_repair5_expand5000_followup_ex5000_follow_target_ce2_margin1_hm3,,empty-48-48,100,,,100,57,100,0.3157894736842105,0.8596491228070176,0.27,0.73,0.00885887119516559,0.007106155597452309,0.0,0.007106155597452309,0.00660615559745231,0.6785714285714286,0.25,1,0.01,0,0.0,0.62
phase4f_repair5_expand5000_followup_ex5000_follow_target_ce2_margin1_hm3,,empty-48-48,200,,,100,47,100,0.1276595744680851,0.7659574468085106,0.12,0.56,0.009484369369256802,0.0017690449526254104,0.0,0.0017690449526254104,0.0017690449526254104,0.42857142857142855,0.5,0,0.0,0,0.0,0.61
phase4f_repair5_expand5000_followup_ex5000_follow_target_ce2_margin1_hm3,,empty-48-48,400,,,100,59,100,0.3389830508474576,0.7796610169491526,0.27,0.68,0.008320103427738089,0.005785181374467918,0.0,0.005785181374467918,0.005785181374467918,0.7058823529411765,0.17647058823529413,0,0.0,0,0.0,0.64
phase4f_repair5_expand5000_followup_ex5000_follow_target_ce2_margin1_hm3,,maze-32-32-4,50,,,100,76,100,0.10526315789473684,0.4868421052631579,0.17,0.48,0.0229329139308616,0.00225608457135411,0.0,0.00225608457135411,-0.00045212921343789047,0.4375,0.3333333333333333,7,0.07,9,0.09,0.61
