replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g562_dataset_row_id,g562_evaluation_uid,g562_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,candidate_success,baseline_success,additive_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,quality_delta_vs_additive,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,candidate_runtime_ms,baseline_runtime_ms,candidate_expanded_nodes,baseline_expanded_nodes,candidate_low_level_pibt_calls,baseline_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,9ce77d3ae233c66f249f3fbc8b56f6174a4a7559b92571a35699f290e3b4ca92,g562_cycle3_a1_s562_3ace1bae34c5,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed562.pt,True,True,True,False,False,True,False,-0.08382066277,-0.35087719297999986,True,True,True,True,True,True,1.337294,1.466083,24,25,736,768,1.2088044881820679,1.1484806537628174,1.261000633239746,0.7475152015686035,0.7605442404747009,1.0528738498687744,0.6880905628204346,0.9785409569740295,0.9931421875953674,0.6854206323623657,0.6541284322738647,0.3767489194869995,0.9175148010253906,0.9607741832733154,10.75119400024414,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,5bdb103b1fc8ea741d09479c1333002802224461dc4b630098a83fc57bdb29e6,g562_cycle3_a1_s563_7dfc46fa6f8e,A1_seed563_dual_stream_c0_f0_graph_actor,A1,563,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed563.pt,True,True,True,False,False,True,False,-0.0545808966900001,-0.32163742689999997,True,True,True,True,True,True,1.367165,1.466083,25,25,768,768,1.201909065246582,1.1600854396820068,1.2521698474884033,0.7393859028816223,0.7707352042198181,1.0365922451019287,0.6865714192390442,0.9787111878395081,0.9925211668014526,0.6828763484954834,0.6451253890991211,0.3627486526966095,0.9047061204910278,0.9436615109443665,10.769888877868652,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,323595b9fe3663fa0cb74d893b22ab06bcd1ec593c9541d5fcb96b04c74bfa61,g562_cycle3_a1_s564_80fbd80dc9e7,A1_seed564_dual_stream_c0_f0_graph_actor,A1,564,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed564.pt,True,True,True,False,False,True,False,-0.03898635478000001,-0.3060428849899999,True,True,True,True,True,True,1.363938,1.466083,25,25,768,768,1.1997474431991577,1.146598219871521,1.2577693462371826,0.7463806867599487,0.7784895896911621,1.0417578220367432,0.6989707946777344,0.9785308837890625,1.0,0.6775139570236206,0.6661075949668884,0.36692771315574646,0.9289961457252502,0.9440554976463318,10.755291938781738,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,965badc1424480fdadc5ea92f63282bc296f9b1375fed5b6a93a0c664ff664a1,g562_cycle3_a2_s562_8c0866db3ed6,A2_seed562_od_graph_cross_attention_actor,A2,562,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed562.pt,True,True,True,False,False,True,False,-0.07602339181999995,-0.3430799220299998,True,True,True,True,True,True,1.367768,1.466083,27,25,832,768,1.1990509033203125,1.1520183086395264,1.248515009880066,0.7521765232086182,0.7605319619178772,1.0576313734054565,0.6828334927558899,0.9781020283699036,0.9936381578445435,0.6905179619789124,0.6552843451499939,0.3654131591320038,0.9130526781082153,0.9542916417121887,10.752649307250977,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,2803763e28d1cca0da3adb1afab9044157e5aee4e3babb1824f46e407b880cac,g562_cycle3_a2_s563_3bb142e1f1f8,A2_seed563_od_graph_cross_attention_actor,A2,563,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed563.pt,True,True,True,False,False,True,False,-0.05068226120999997,-0.31773879141999983,True,True,True,True,True,True,1.359052,1.466083,23,25,704,768,1.1848483085632324,1.1593223810195923,1.2342067956924438,0.7445582151412964,0.7645832896232605,1.0456382036209106,0.6892256736755371,0.9783661961555481,0.9924489259719849,0.6792088747024536,0.6526654958724976,0.3716858923435211,0.9217126965522766,0.9447293877601624,10.737068176269531,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,7fe22b1a744a335806fffa3e1b3be0bc7fae81755bbd934942143d80fc25f3ff,g562_cycle3_a2_s564_872eaf7181f5,A2_seed564_od_graph_cross_attention_actor,A2,564,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed564.pt,True,True,True,False,False,True,False,-0.09746588694000002,-0.3645224171499999,True,True,True,True,True,True,1.341014,1.466083,23,25,704,768,1.2005352973937988,1.1476973295211792,1.2664074897766113,0.7458179593086243,0.7665798664093018,1.0420535802841187,0.6965492367744446,0.9786538481712341,1.0,0.6748871803283691,0.6597257256507874,0.36697202920913696,0.9197961688041687,0.9443588256835938,10.729135513305664,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,5ebd4b19915b71ced8db43015b33d4ebc0a5dd2cb60b9242e06c2865f1ec200c,g562_cycle3_a4_s562_7aef024ffd43,A4_seed562_field_group_trust_safe_subspace_actor,A4,562,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed562.pt,True,True,True,False,False,True,False,-0.0350877193000001,-0.30214424950999996,True,True,True,True,True,True,1.407603,1.466083,28,25,864,768,1.2438300848007202,1.152862548828125,1.2428017854690552,0.7476434111595154,0.7467007637023926,1.040856122970581,0.6936962604522705,0.9761609435081482,0.996225118637085,0.6879935264587402,0.6557572484016418,0.3421424627304077,0.8693673014640808,1.0,10.826419830322266,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,7e9ae844a1fd128ed077dc6dfc8febbec0ca9593b2b5167387dc23952bc6ac24,g562_cycle3_a4_s563_42a556344b31,A4_seed563_field_group_trust_safe_subspace_actor,A4,563,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed563.pt,True,True,True,False,False,True,False,-0.013645224180000026,-0.2807017543899999,True,True,True,True,True,True,1.38616,1.466083,26,25,800,768,1.2325242757797241,1.143441081047058,1.2296116352081299,0.7499762773513794,0.7499668002128601,1.0410854816436768,0.6938872933387756,0.9756773710250854,0.9957415461540222,0.6823027729988098,0.6472211480140686,0.35014399886131287,0.8818696737289429,1.0,10.866427421569824,False,False,False,False,False
cycle3,empty-16-16,32,7097,1000,g559_b1000_i3,validation,other,g562_real_graph_000738,6048f5246d3e2695f5115ac9aa1749bead43b3b96c13c602af863032c4af5131,6be1570b9d9abc4a226b780e2db5df1933825aae9d9ef0af8de4add48da0be78,g562_cycle3_a4_s564_a307d938f6d4,A4_seed564_field_group_trust_safe_subspace_actor,A4,564,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed564.pt,True,True,True,False,False,True,False,-0.013645224180000026,-0.2807017543899999,True,True,True,True,True,True,1.386636,1.466083,26,25,800,768,1.229416847229004,1.1408514976501465,1.225986361503601,0.7488481998443604,0.7483875155448914,1.044319987297058,0.6965827345848083,0.9756138920783997,0.9956780672073364,0.6826746463775635,0.6477789282798767,0.3501019775867462,0.8818039894104004,1.0,10.866216659545898,False,False,False,False,False
cycle3,empty-16-16,32,7121,1000,g559_b1000_i3,validation,other,g562_real_graph_000449,3877dad01311afab16b2581b8a6ae90424181803d39d696b5bdfadf5037dfc33,790414ef02e3e32f87982a6920dbe4667fd4e5c98501a97af658b0a14a85fc4c,g562_cycle3_a1_s562_dd6a80f5b8d0,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed562.pt,True,True,True,False,False,True,False,-0.0019493177300000664,-0.19883040934999996,True,True,True,True,True,True,1.414205,1.359333,27,27,832,832,1.2125803232192993,1.1491601467132568,1.262879490852356,0.7445277571678162,0.757960855960846,1.0554765462875366,0.6931825280189514,0.9785621762275696,0.9934009313583374,0.6850747466087341,0.6526651382446289,0.37664368748664856,0.9193508625030518,0.9616859555244446,10.74696159362793,False,False,False,False,False
cycle3,empty-16-16,32,7121,1000,g559_b1000_i3,validation,other,g562_real_graph_000449,3877dad01311afab16b2581b8a6ae90424181803d39d696b5bdfadf5037dfc33,f1cc607353a6373b67944dcf43e17e1e4d7ea478b9216ef6422496ba0bea3fd2,g562_cycle3_a1_s563_c6294cfb4404,A1_seed563_dual_stream_c0_f0_graph_actor,A1,563,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed563.pt,True,True,True,False,False,True,False,-0.0350877192900001,-0.23196881091,True,True,True,True,True,True,1.545817,1.359333,32,27,1209,832,1.199746012687683,1.1609737873077393,1.2564231157302856,0.7442911863327026,0.7645370960235596,1.0324143171310425,0.690599799156189,0.9794059991836548,0.9922829270362854,0.680170476436615,0.6542388796806335,0.3624403476715088,0.902326762676239,0.9436715245246887,10.764739990234375,False,False,False,False,False
