replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g562_dataset_row_id,g562_evaluation_uid,g562_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,candidate_success,baseline_success,additive_success,success_regression,success_gain,both_success,both_fail,quality_delta_vs_g556,quality_delta_vs_additive,candidate_recognized,fingerprint_match,scenario_hash_match,identity_retained,force_additive_false,dual_channel_enabled,candidate_runtime_ms,baseline_runtime_ms,candidate_expanded_nodes,baseline_expanded_nodes,candidate_low_level_pibt_calls,baseline_low_level_pibt_calls,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
cycle3,g559-synth-loop-chain-36,64,7206,2000,g559_b2000_i4,train,other,g562_real_graph_000744,611cbc66c3d48a633c96fa4d82fc557379502585e4f74f8cefc5a29b789290c7,479d90ea20c78f42f5519d1f278fe96245eb4bd286c8c857d8bc198c73a5a424,g562_cycle3_a4_s562_03dc64d0ba50,A4_seed562_field_group_trust_safe_subspace_actor,A4,562,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed562.pt,False,True,False,True,False,False,False,nan,nan,True,True,True,True,True,True,2923.403612,121.717916,1382,1365,1966304,297907,1.2453619241714478,1.1541390419006348,1.244588851928711,0.7473756670951843,0.7463259100914001,1.040413737297058,0.6933276057243347,0.9761404991149902,0.996204674243927,0.6873406767845154,0.654778003692627,0.3422335982322693,0.8695096969604492,1.0,10.826874732971191,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7206,2000,g559_b2000_i4,train,other,g562_real_graph_000744,611cbc66c3d48a633c96fa4d82fc557379502585e4f74f8cefc5a29b789290c7,20c520a56f13ad35b9428de7d308f55920d9f7d871c54378259a7e3372079734,g562_cycle3_a4_s563_c1f13b612846,A4_seed563_field_group_trust_safe_subspace_actor,A4,563,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed563.pt,False,True,False,True,False,False,False,nan,nan,True,True,True,True,True,True,2896.955047,121.717916,3098,1365,3076048,297907,1.232544183731079,1.1434576511383057,1.2296348810195923,0.7496195435523987,0.7494673728942871,1.0397734642028809,0.6927939653396606,0.9758162498474121,0.9958804249763489,0.6787212491035461,0.6418488621711731,0.35093095898628235,0.8830993175506592,1.0,10.870362281799316,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7302,2000,g559_b2000_i4,train,other,g562_real_graph_000183,153d76d44d9086a1ef9ac37395e3276e49f3e2d0eb52765ff0a2d2abb3fb8c9e,e32f6cafc307239471601811c57aab660db0001ad212f34032fb6a3657219031,g562_cycle3_a2_s562_b1652d965a4f,A2_seed562_od_graph_cross_attention_actor,A2,562,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed562.pt,False,True,True,True,False,False,False,nan,nan,True,True,True,True,True,True,2796.50239,6.00491,7195,83,1341038,5215,1.202691674232483,1.1506121158599854,1.2500672340393066,0.751509964466095,0.7559040784835815,1.0546088218688965,0.6823757290840149,0.9779995679855347,0.9938075542449951,0.6930645704269409,0.6544422507286072,0.3628559708595276,0.9111350774765015,0.9542220234870911,10.758162498474121,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7302,2000,g559_b2000_i4,train,other,g562_real_graph_000183,153d76d44d9086a1ef9ac37395e3276e49f3e2d0eb52765ff0a2d2abb3fb8c9e,64132c5da89e0ad3abc84077c709fdc982c9fcd4b4fb51571fb1adc2ddeee712,g562_cycle3_a2_s564_26b65046a267,A2_seed564_od_graph_cross_attention_actor,A2,564,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed564.pt,False,True,True,True,False,False,False,nan,nan,True,True,True,True,True,True,3072.69528,6.00491,5015,83,1045163,5215,1.2062315940856934,1.1493364572525024,1.2630363702774048,0.744694709777832,0.7622920870780945,1.0383391380310059,0.700236976146698,0.9784945845603943,1.0,0.675958514213562,0.6557922959327698,0.364062637090683,0.915536642074585,0.9459893703460693,10.735952377319336,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7326,2000,g559_b2000_i4,train,other,g562_real_graph_000238,1bc7b4462bdfb761339f1ceeae336d0b4eb79309c296cee04e2f55bcce40502b,23e7f3eb43a6f0fda71c5abe029fcfbd7cca35d72b314187ff3eeb0e906885dd,g562_cycle3_a1_s564_a873e981b40c,A1_seed564_dual_stream_c0_f0_graph_actor,A1,564,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed564.pt,False,True,True,True,False,False,False,nan,nan,True,True,True,True,True,True,2434.085329,6.226194,2934,133,4325555,8355,1.2007280588150024,1.1494452953338623,1.256231427192688,0.7481104135513306,0.7728354334831238,1.0312187671661377,0.7014805674552917,0.9788710474967957,1.0,0.6783373355865479,0.6565459966659546,0.3684841990470886,0.9252496957778931,0.9486669898033142,10.746553421020508,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7326,2000,g559_b2000_i4,train,other,g562_real_graph_000238,1bc7b4462bdfb761339f1ceeae336d0b4eb79309c296cee04e2f55bcce40502b,5c2827099db8bdc2405abaf8fa5b548b66a086f0d4dee454bfe52d1c85fea016,g562_cycle3_a4_s563_781b16250f5d,A4_seed563_field_group_trust_safe_subspace_actor,A4,563,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed563.pt,False,True,True,True,False,False,False,nan,nan,True,True,True,True,True,True,2752.800192,6.226194,2995,133,2523183,8355,1.2325459718704224,1.1434590816497803,1.2296369075775146,0.7496460676193237,0.7495044469833374,1.039741039276123,0.6927669048309326,0.9758167266845703,0.9958809018135071,0.6787206530570984,0.6418479681015015,0.35091522336006165,0.8830747008323669,1.0,10.870283126831055,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7326,2000,g559_b2000_i4,train,other,g562_real_graph_000238,1bc7b4462bdfb761339f1ceeae336d0b4eb79309c296cee04e2f55bcce40502b,331414dfe0977c3cac0c74d84497c94ed1d2df9ae398c577b9e3ebc0619c8028,g562_cycle3_a4_s564_ec3fb79f3151,A4_seed564_field_group_trust_safe_subspace_actor,A4,564,artifacts/models/gcst/g562_a4_field_group_trust_safe_subspace_actor_seed564.pt,False,True,True,True,False,False,False,nan,nan,True,True,True,True,True,True,2876.66104,6.226194,332,133,802155,8355,1.230147123336792,1.1414601802825928,1.2268383502960205,0.7485305666923523,0.7479428052902222,1.0412230491638184,0.6940020322799683,0.9757826328277588,0.9958468079566956,0.6790719032287598,0.6423748135566711,0.3487865626811981,0.8797487020492554,1.0,10.859640121459961,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7398,2000,g559_b2000_i4,train,other,g562_real_graph_000348,29de62718714a063cf3a42a9633fd30fd743f7d9b6de264f201d681889346f5f,b6f6b5dd1d7d12ddea224d87553e0b0848b20f0859e77d8d5df415077d14d19f,g562_cycle3_a1_s563_486ae12c6cd9,A1_seed563_dual_stream_c0_f0_graph_actor,A1,563,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed563.pt,False,True,False,True,False,False,False,nan,nan,True,True,True,True,True,True,2419.965864,6.137124,6996,109,2485786,6850,1.2042666673660278,1.1603513956069946,1.2536981105804443,0.7409260869026184,0.7714714407920837,1.0335150957107544,0.6889702081680298,0.9789798259735107,0.9925263524055481,0.6836317181587219,0.6460888385772705,0.361039400100708,0.904770016670227,0.9447394609451294,10.768200874328613,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7398,2000,g559_b2000_i4,train,other,g562_real_graph_000348,29de62718714a063cf3a42a9633fd30fd743f7d9b6de264f201d681889346f5f,2e9a4c6cb786017735080ce5903f94463cec95fa16f5b2a1f0de33c84a596968,g562_cycle3_a1_s564_10446159ebfe,A1_seed564_dual_stream_c0_f0_graph_actor,A1,564,artifacts/models/gcst/g562_a1_dual_stream_c0_f0_graph_actor_seed564.pt,False,True,False,True,False,False,False,nan,nan,True,True,True,True,True,True,2759.285077,6.137124,4282,109,1540754,6850,1.2039220333099365,1.1473337411880493,1.2565058469772339,0.7459120154380798,0.7743806838989258,1.038787603378296,0.703021228313446,0.978367269039154,1.0,0.6786197423934937,0.663345456123352,0.3657699227333069,0.9267183542251587,0.9448883533477783,10.761942863464355,False,False,False,False,False
cycle3,g559-synth-loop-chain-36,64,7398,2000,g559_b2000_i4,train,other,g562_real_graph_000348,29de62718714a063cf3a42a9633fd30fd743f7d9b6de264f201d681889346f5f,371c336c9f250f2c753c695deaa2725fe74c3533e938be0d8ceb24f3d31c9d45,g562_cycle3_a2_s563_84131f084298,A2_seed563_od_graph_cross_attention_actor,A2,563,artifacts/models/gcst/g562_a2_od_graph_cross_attention_actor_seed563.pt,False,True,False,True,False,False,False,nan,nan,True,True,True,True,True,True,3068.885852,6.137124,1351,109,1132427,6850,1.187016248703003,1.1600804328918457,1.236992359161377,0.7462223172187805,0.7651984095573425,1.0423839092254639,0.6915052533149719,0.9786064028739929,0.9924578666687012,0.6799936294555664,0.6536431908607483,0.3698676824569702,0.921768307685852,0.945549726486206,10.735782623291016,False,False,False,False,False
