evaluation_uid,label_state,positive_rows,safe_rows,harmful_rows,censored_rows,softmin_tau,positive_softmin_floor,baseline_positive_softmin_loss,baseline_floor_corrected_positive_loss,baseline_wta_positive_loss,baseline_nearest_harmful_distance,requested_harmful_margin,adaptive_harmful_margin,nearest_positive_harmful_distance,adaptive_margin_feasible,conflicting_theta_pair_count,has_conflicting_near_duplicate,censored_rows_are_negative
1e3ad66760e4f2e438fda438b1c72190c1f99bef9c564be84eed74a7f1aa6861,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
1e473b77d8da17a4bb8a5a192129cf9d1b299010bc5da9bbbc7c2f6953c70565,MIXED_FRONTIER,12,13,52,0,0.05,0.0740141970759536,0.07418348601305254,0.00016928893709894366,0.03533465787768364,0.02462431974709034,0.12,0.023869836702942848,0.047739673405885696,True,0,False,False
1e5c665ad6cca2b1d7d470a36c68710dcd2b2564fb300b0cf6929ab5be4f4b03,MIXED_FRONTIER,12,13,52,0,0.05,0.09316818909172471,0.10951993980465347,0.016351750712928756,0.06216783449053764,0.01965135522186756,0.12,0.026561249047517776,0.05312249809503555,True,0,False,False
1e84f9db487e125c92245cdf57f258a282a570cfb7fe6bd8a946ca81f42b7fb8,MIXED_FRONTIER,9,10,55,0,0.05,0.05824487841303758,0.06527856152493765,0.0070336831119000645,0.03215451538562775,0.03711789846420288,0.12,0.02348056621849537,0.04696113243699074,True,0,False,False
1e8d7dc54e2f2a76f4ba311e64bc3a60c0fcd9d71e2782947b52d9a64b80217a,MIXED_FRONTIER,11,12,53,0,0.05,0.0824855271471177,0.09366507876802217,0.011179551620904477,0.032546523958444595,0.024084972217679024,0.12,0.01750626415014267,0.03501252830028534,True,0,False,False
1ece143411a7297abbb42383cb2625a0d03fcc86ea9681118106c5f7a77551b7,MIXED_FRONTIER,25,26,39,0,0.05,0.11320336411296038,0.12122037056007434,0.008017006447113964,0.041547294706106186,0.03020586632192135,0.12,0.025741184130311012,0.051482368260622025,True,0,False,False
1ee6eb0dc33092725250de2944e51278c07b057a171b18e165015257be194877,MIXED_FRONTIER,32,35,30,0,0.05,0.09140022108016374,0.09280546161638337,0.0014052405362196263,0.029323957860469818,0.03389947861433029,0.12,0.021661067381501198,0.043322134763002396,True,0,False,False
1ee7f39b37b6081ba5877a8e00da01d76fcf035c2d11f8967a2fa84ff18e235b,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
1efefa7aec92ad8813203ea7289707c6e4571c4786627fa264fe8cc8a439b397,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
1f1ce57d4942c8dec118cfc8c554da473bad91d4498e8b25376ad5983095bc8b,MIXED_FRONTIER,12,13,52,0,0.05,0.08021287554510967,0.0892769172267816,0.009064041681671936,0.03502655774354935,0.01931232586503029,0.12,0.019234001636505127,0.038468003273010254,True,0,False,False
1f783db9b95c7ecb90b5f57a5c63561c5200a19cb163ccfd115d95091503726a,MIXED_FRONTIER,1,3,62,0,0.05,-0.0,0.22510573267936707,0.22510573267936707,0.22510573267936707,0.0270512904971838,0.12,0.08055374026298523,0.16110748052597046,True,0,False,False
1fb684150ada82a4c84eb6df1d2bfebaac9a9f0a68e169199b806bb65b8d7e6b,MIXED_FRONTIER,29,30,35,0,0.05,0.10031319868040506,0.09989067962903776,-0.0004225190513672955,0.03057197853922844,0.01931232586503029,0.12,0.01908850483596325,0.0381770096719265,True,0,False,False
1fc1cc64370768a26c400c5e13b084f60bcb23e8be1909fc3c148f7f08d093ae,MIXED_FRONTIER,25,28,37,0,0.05,0.09019028817761429,0.08994612041349365,-0.0002441677641206452,0.03215451538562775,0.03057197853922844,0.12,0.022927353158593178,0.045854706317186356,True,0,False,False
1fd543a0dbe6fc8026638029a0a023efac50a65fb18aec784464605f28103314,MIXED_FRONTIER,30,31,34,0,0.05,0.09076851450928942,0.09106465863961047,0.0002961441303210438,0.03215451538562775,0.0459442175924778,0.12,0.022927353158593178,0.045854706317186356,True,0,False,False
1fd58b47706133c47212872307992f7a63268fb35928c2cc887597b9b5ffd919,MIXED_FRONTIER,21,25,40,0,0.05,0.08416780028576541,0.08637963163130999,0.0022118313455445765,0.032010599970817566,0.03784060850739479,0.12,0.021242791786789894,0.04248558357357979,True,0,False,False
1ff9f845331b67b4b24d7ab487c44616750d34e9134e4381a58325282be6e34c,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
201e28194c5602eb04c829cf9ae77906e2a80c14cb7c05e307b28d946c6492bc,MIXED_FRONTIER,18,21,44,0,0.05,0.10322563549970848,0.11104983117557782,0.007824195675869339,0.05068916827440262,0.030592428520321846,0.12,0.02695627696812153,0.05391255393624306,True,0,False,False
202e067fb898515e09c877b6de28a649fe127b99fd37159609816ca8b380ab39,MIXED_FRONTIER,18,19,46,0,0.05,0.09565447346388686,0.10445125615422009,0.008796782690333224,0.041547294706106186,0.03020586632192135,0.12,0.025630341842770576,0.05126068368554115,True,0,False,False
2032fa3615ecde18575bab8e06822f57b483b236195beb30c0db1463d9280c15,MIXED_FRONTIER,24,25,40,0,0.05,0.09500302616550299,0.09448383184936021,-0.0005191943161427792,0.034298740327358246,0.05223725736141205,0.12,0.025022489950060844,0.05004497990012169,True,0,False,False
203911e2a1c4d5fadcc7d148581c457defdad1f3a3847f5a589dc2e12309af06,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2070e8c73198cfd6e6d5abfb63934aafe6feed2fa60b07d5cf00fa85d30c1be4,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
20aae1513b7f1dd5a03a949e667565edc7b27262e225cbb44bed5a3f5a17a64a,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
20b3859980b82fa5f3a39f51f8e8f626d5ff7a318dda8d64a67757d350e6675a,HARMFUL_SUPPORTED,0,1,64,0,0.05,0.0,0.0,0.0,0.0,0.017419569194316864,0.12,0.12,,True,0,False,False
20bc014cac4bb327a5e405559df369280903e5069dd48bd52db833af905b73c4,MIXED_FRONTIER,18,19,46,0,0.05,0.08796603812120901,0.09004329236464802,0.0020772542434390057,0.03152505308389664,0.047824859619140625,0.12,0.026286544278264046,0.05257308855652809,True,0,False,False
20d7eb541aea043f7e87c9f0795787eb04855f91f8e6c89c1680e792aae7a06b,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
20e770e8dbc1c0b807a63d0d4b871319850512e309150fc2ec9a20d365b87729,MIXED_FRONTIER,9,12,53,0,0.05,0.07048373480582136,0.08046998853770633,0.00998625373188497,0.035187993198633194,0.032010599970817566,0.12,0.022478755563497543,0.04495751112699509,True,0,False,False
211e8ac7b9d86b8109e1712daab8cfa79bd1fb557e37028372e4e66144352faf,MIXED_FRONTIER,16,17,48,0,0.05,0.09356554359100232,0.09874697112301119,0.00518142753200887,0.017419569194316864,0.034298740327358246,0.12,0.018390242010354996,0.03678048402070999,True,0,False,False
21259bcb335ba957010e02d00c241308a390b884890919686d3effb6bbb01aa2,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
21335be0f14b4c201191ba624b38781cd7abf751f0e12307daa2d67ea457608e,MIXED_FRONTIER,16,17,48,0,0.05,0.08114434714549913,0.08656190956607653,0.005417562420577393,0.029323957860469818,0.030002839863300323,0.12,0.02272326871752739,0.04544653743505478,True,0,False,False
213b196c603552403629b16a47707afcd8491d26945e5abfc5dddc90af43bd67,MIXED_FRONTIER,27,28,37,0,0.05,0.09668931151690098,0.09854064173872162,0.0018513302218206434,0.029323957860469818,0.01965135522186756,0.12,0.017704255878925323,0.03540851175785065,True,0,False,False
218342a4a2b0ac2e3b834ce08708d2b3d0c0ef788cd74001c37a7692c9bac547,MIXED_FRONTIER,21,22,43,0,0.05,0.08851235481257759,0.09252302025964665,0.004010665447069059,0.030592428520321846,0.03483496978878975,0.12,0.015529543161392212,0.031059086322784424,True,0,False,False
21bfcecf55da3d7ded56aa9e2886f148916b5eb591a8231e81cced282541ae93,MIXED_FRONTIER,34,36,29,0,0.05,0.09426296471255202,0.09509457025504313,0.0008316055424911067,0.017419569194316864,0.03784060850739479,0.12,0.013533839024603367,0.027067678049206734,True,0,False,False
21c1e0ec79aa4ab09728acfaea9c61e96d5c896ab08e727290409e5ea2c4686f,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
21d752f6bfae9de060f38c38cfb31d236748424d5806a13a4333813519366402,MIXED_FRONTIER,13,15,50,0,0.05,0.09705979635254383,0.11493419985536109,0.017874403502817257,0.039774611592292786,0.03152505308389664,0.12,0.027401478961110115,0.05480295792222023,True,0,False,False
220a34e42e32ad2a1bcc4300ab130939dd9ab3ea24b9a00caf21389ab95be946,MIXED_FRONTIER,53,54,11,0,0.05,0.1107868068038934,0.11004226888477629,-0.0007445379191171053,0.02462431974709034,0.08478983491659164,0.12,0.03304920345544815,0.0660984069108963,True,0,False,False
220e1a00a5b0f3efc8ae7da9dcfc635be16666d295c421574d3ae81eea426a83,MIXED_FRONTIER,4,5,60,0,0.05,0.05141797943304958,0.07330023211523022,0.021882252682180643,0.032546523958444595,0.024084972217679024,0.12,0.023328781127929688,0.046657562255859375,True,0,False,False
22209c5955b8e9bb432aa91a9b93c5dde1f3de7969892c72fb94f48752102098,MIXED_FRONTIER,28,35,30,0,0.05,0.09580640881624214,0.0963576505502088,0.0005512417339666592,0.01931232586503029,0.06722400337457657,0.12,0.030543705448508263,0.061087410897016525,True,0,False,False
224be37bf0e8c2e96f4f81effe61f2ce394dd7b6b6e11864d9aee33208f02094,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2257d52b4d57cdd96ed9ab8034230ba2e91811241c38a8a90e050facc108d34a,MIXED_FRONTIER,40,41,24,0,0.05,0.0981969406944095,0.09573128581563564,-0.002465654878773857,0.035187993198633194,0.032599058002233505,0.12,0.022279419004917145,0.04455883800983429,True,0,False,False
22778298524d28a4c67c07dc508cd4a0e5406e8bfcc35962e5821d3284c77e90,MIXED_FRONTIER,5,6,59,0,0.05,0.06680538737711424,0.09618589529781015,0.02938050792069591,0.045939210802316666,0.03389947861433029,0.12,0.02615155465900898,0.05230310931801796,True,0,False,False
228c8a3c78701524d38b5fe7de4fdb02514699d2ddd7b8faa8b00684e6ce4982,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
229a6944f40e2e84dcdf2b1614fdd146cff63b43ab3d6dc715ff1a67689893c6,MIXED_FRONTIER,8,11,54,0,0.05,0.09676315031770073,0.1549461138659556,0.058182963548254876,0.09302367269992828,0.046972792595624924,0.12,0.043339408934116364,0.08667881786823273,True,0,False,False
22d1624ca26957ff9f79986d7aae4d3d410e7a1b75d0d2f2fa0d29019b73d7e9,MIXED_FRONTIER,32,33,32,0,0.05,0.09933460872204175,0.10024746903880727,0.000912860316765518,0.03152505308389664,0.029715538024902344,0.12,0.020998496562242508,0.041996993124485016,True,0,False,False
22e8292cc4f32be036cff1cfe320122dfb24908f0b7324f50285931ca3699c01,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
22ff9db2cf87bd6d1bd637c8fca094ae46936a58887607a1f4c0a3cc7474fcdf,POSITIVE_SUPPORTED,10,11,0,54,0.05,0.1077235861810679,0.1682954578107183,0.0605718716296504,0.11570830643177032,,0.12,0.12,,True,0,False,False
2305c36508712a8612c6cde2749706e5ae9d18121fa771093e7774b9b45ac162,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2344c3fb7efea163679f6527a421168b0bd17ae23f0df43e4c1d76726492f986,MIXED_FRONTIER,13,14,51,0,0.05,0.08126596487285088,0.09197436445259022,0.010708399579739333,0.03020586632192135,0.04313373938202858,0.12,0.02847086638212204,0.05694173276424408,True,0,False,False
2372cf781f3a493cdb19e833f1a7379dc38c3c86935912177e64911bf40abc22,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
23ce16533899a47805b043c3e5c930c88abc2c26ab91b08f97c00769fd1352e4,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
23fff63ed9e89a0a961a91528a4d070a08150a1e3678a2974c7e88cb85284b3f,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
249ac7a3915e44af10cc200753d63ad9296434046198496f18a8046cadd48cb5,MIXED_FRONTIER,24,25,40,0,0.05,0.09689433859428145,0.10109587155925392,0.004201532964972471,0.01965135522186756,0.04577658697962761,0.12,0.02422318607568741,0.04844637215137482,True,0,False,False
24ca1fe3821a979f1017c5263d0d80f51d840a47e9c2c01c0e0f977a80740662,MIXED_FRONTIER,47,50,15,0,0.05,0.10570964011899456,0.10501920659497184,-0.0006904335240227183,0.02462431974709034,0.10583829134702682,0.12,0.05437895283102989,0.10875790566205978,True,0,False,False
250bfe469671327f2d2bae31983ae1f7bfb896c6fa67335ccfbd7ec5daf10e52,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
25240bf8d5626de196e92246476f3c1973c0c79aa8bfded94eb18930bcff91a7,MIXED_FRONTIER,9,10,55,0,0.05,0.07261603565196217,0.08328556545233035,0.010669529800368172,0.033506426960229874,0.03750823438167572,0.12,0.024940049275755882,0.049880098551511765,True,0,False,False
2572401a74b8ab7bb60fb91f6fdcb4013ce5f906240bad5f648a4657410fbdaf,MIXED_FRONTIER,9,10,55,0,0.05,0.07606902468067515,0.08201518007654382,0.005946155395868666,0.039774611592292786,0.029715538024902344,0.12,0.022286701947450638,0.044573403894901276,True,0,False,False
2578c55866529c290278643cdcd5addb9dc22f967221f5221512efbcaf31cdf2,MIXED_FRONTIER,10,12,53,0,0.05,0.07718968346073246,0.08285432650709541,0.005664643046362952,0.03125963732600212,0.030592428520321846,0.12,0.019717205315828323,0.03943441063165665,True,0,False,False
25935e42973fb8e282d37e45bc9c1fcd7b95fd9a1c63e2239fcd9e7286f4797b,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
25aaf3b91764f464e6758e2909376409414a3f6b5cd8def3bed5406cfeafd763,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
262415f08e1452a419ce443c6e0ead531407fd87f1c142568bf0c919b9ed0024,MIXED_FRONTIER,10,11,54,0,0.05,0.09706459652909469,0.12529226978107008,0.028227673251975394,0.06791640818119049,0.029715538024902344,0.12,0.035130467265844345,0.07026093453168869,True,0,False,False
26564b448c2f9855d3cf3433e6d8c7b63b080189fb7a85be9df1d6faa7b721ce,MIXED_FRONTIER,3,4,61,0,0.05,0.0429327788314471,0.08069563240783495,0.037762853576387846,0.05297381058335304,0.029610270634293556,0.12,0.025347812101244926,0.05069562420248985,True,0,False,False
26b8dfd9467be9d8177025c552e8cb91c66777ac10475a1c567d3584efc12a20,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
26c500433576353ea1897895b6c0efa9ddd80fff0c0a23a27283ed430d2fcf77,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
26cc6a15bc6f8ebdfebbf1f2eb9a97f5b10758856ce225ae6af4500c832d0d62,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2718c5f7280097d48ee418039c78e4fe1b22d95b107f46a51b2069fc6c794f8f,MIXED_FRONTIER,47,49,16,0,0.05,0.10669684556999681,0.10581017188506321,-0.0008866736849336004,0.0270512904971838,0.035635463893413544,0.12,0.017424987629055977,0.034849975258111954,True,0,False,False
272b109295354401c20527af9c3b723f9dfb7a1d60e065646995bc6a89fe7ba3,MIXED_FRONTIER,11,19,46,0,0.05,0.07619214564398773,0.08245137769827476,0.006259232054287037,0.03845622017979622,0.029715538024902344,0.12,0.020998496562242508,0.041996993124485016,True,0,False,False
273223c60fe54e54a8148001d3072dd3e1cf27fa7e6efad8a0bc3718ea40bfc0,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
275018efa3a04710192f99af9b9b1042b07781c5be89da891db155609e38658d,MIXED_FRONTIER,21,24,41,0,0.05,0.09905103357938227,0.106290668337185,0.007239634757802718,0.03533465787768364,0.02462431974709034,0.12,0.02734965644776821,0.05469931289553642,True,0,False,False
2757519178522689bfee5808df279576065e549bd4e1e713105d74aa8e947375,MIXED_FRONTIER,21,22,43,0,0.05,0.08718844123020156,0.09012447676871245,0.002936035538510892,0.01931232586503029,0.04004483297467232,0.12,0.019464530050754547,0.038929060101509094,True,0,False,False
2764371bb6d219a80b21bcde5eb8dd59a62129702028015285569949cd6d91c3,MIXED_FRONTIER,14,20,45,0,0.05,0.07184088011024958,0.07804223458497961,0.006201354474730025,0.03378749638795853,0.04101331904530525,0.12,0.021688036620616913,0.043376073241233826,True,0,False,False
2773892813798b5ad8732c27632406aff5b27151c7f9f9118ee67c1e222209eb,MIXED_FRONTIER,21,23,42,0,0.05,0.09701623868408887,0.09808060145676936,0.0010643627726804883,0.017419569194316864,0.032010599970817566,0.12,0.016262516379356384,0.03252503275871277,True,0,False,False
27b2ef91e15f652fb5904c27d99bd51511c431b6855d1d21aed39bf5a8c404e3,MIXED_FRONTIER,34,37,28,0,0.05,0.10008493934574117,0.10547227273092206,0.005387333385180895,0.03378749638795853,0.036757972091436386,0.12,0.021688036620616913,0.043376073241233826,True,0,False,False
27b472d41e733d01ddc90cf85c980f430241f6f9e7867ab11b17a28361be94dc,MIXED_FRONTIER,27,30,35,0,0.05,0.0828625771602306,0.08126968896997887,-0.0015928881902517317,0.024084972217679024,0.06429202854633331,0.12,0.03202635794878006,0.06405271589756012,True,0,False,False
27cb317ad2a02b26d8003e34153ae6817a1b212adcd2171bf64051d1e1ad400a,MIXED_FRONTIER,7,8,57,0,0.05,0.08031557200750321,0.10847540384513837,0.028159831837635166,0.03020586632192135,0.03483496978878975,0.12,0.01990903541445732,0.03981807082891464,True,0,False,False
27dea93e8e6d38765a24f631cbc979485ada17f74a9c948718fb0ce75416f3a4,MIXED_FRONTIER,12,14,51,0,0.05,0.0861661661611143,0.09134853568666088,0.005182369525546571,0.04990227520465851,0.03711789846420288,0.12,0.02126375585794449,0.04252751171588898,True,0,False,False
27f2d3688ee3255f32f299220060fddd45bcc7012cdcfa8d5b0dcfe42ba24d75,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2830f2b33524a1258665140faf35c39010fa1b92bcae7dd3ecf29b820d9d5732,MIXED_FRONTIER,4,6,59,0,0.05,0.042742563093884994,0.05479248729092955,0.012049924197044558,0.029323957860469818,0.030002839863300323,0.12,0.02272326871752739,0.04544653743505478,True,0,False,False
28619c48965d9e98df05ed2d98bfa849b110ae47703ba38c8f594b9693742a26,MIXED_FRONTIER,16,17,48,0,0.05,0.10625409189605123,0.11508032751617546,0.008826235620124231,0.01965135522186756,0.04577658697962761,0.12,0.02434723451733589,0.04869446903467178,True,0,False,False
2875740e0453dd6568c813948528ca6b765afdb2350449df7d4e5846c002d041,MIXED_FRONTIER,13,16,49,0,0.05,0.08298672588105058,0.08708654663567428,0.004099820754623701,0.032546523958444595,0.03595155104994774,0.12,0.02552465908229351,0.05104931816458702,True,0,False,False
289a65e9a156a0877f47f5e6541025ed021b7d9ac03fcfab7bb09fda213b5ea4,MIXED_FRONTIER,8,9,56,0,0.05,0.08664277816020577,0.10732905247288714,0.02068627431268137,0.039952293038368225,0.032599058002233505,0.12,0.026360783725976944,0.05272156745195389,True,0,False,False
28c504c737e5de77e8478a681e06eae32e9433d4945963f323db8195ff8398af,MIXED_FRONTIER,33,36,29,0,0.05,0.08504655853569341,0.0891247796750157,0.004078221139322283,0.03064984455704689,0.0270512904971838,0.12,0.018853753805160522,0.037707507610321045,True,0,False,False
2923e247f63ac092e6711b049dabfbd3526f16293c4a98a85caef13f512cdd8b,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
29467f87f0d01af5ac69a46829b84f0a40dddfa0093f1126fa60af318a342216,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
294f0062464bbdb09a7ac1adba5e4fb36256f8f09352dc805fcf476159307f22,MIXED_FRONTIER,7,8,57,0,0.05,0.07328938183674127,0.09826497519459837,0.024975593357857095,0.0644516795873642,0.03057197853922844,0.12,0.027722319588065147,0.055444639176130295,True,0,False,False
2989004e4a3e989d1f2b2169e5f2d08e1edc9feff089046f4fec36299d4b6a5e,MIXED_FRONTIER,26,27,38,0,0.05,0.10501857447900549,0.10855103427297369,0.0035324597939681984,0.03491254523396492,0.032546523958444595,0.12,0.02552465908229351,0.05104931816458702,True,0,False,False
299316f9c4aea1fbdb3c1375f68f0a7f00844139150724994448370ac67de398,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
29de62718714a063cf3a42a9633fd30fd743f7d9b6de264f201d681889346f5f,MIXED_FRONTIER,5,6,59,0,0.05,0.06275190959886934,0.10655472854377164,0.0438028189449023,0.07206544280052185,0.03389947861433029,0.12,0.034790437668561935,0.06958087533712387,True,0,False,False
2a5698ba97aecbe10d55d27cbad003e7c5ca064d0b5368a3ce2a6c358c6d4a40,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2a5a46b676b9721f73c7eb45604c44a1df02a0c9d74ffdaa3e1351e488237213,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2ad9170ea95e8f795c746d0e71fc311be799b29f9a5e2fd0645918f538de0d15,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2adde0ab56934e6c0fe383204de473b87c9f6af4c60602d3556c9bd0fbb779ca,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2afaf9560f7a80d1508a2b9c7b7451d42f449b996d795350fa0dc2f1b08eaf81,MIXED_FRONTIER,1,5,60,0,0.05,-0.0,0.17172612249851227,0.17172612249851227,0.17172612249851227,0.02462431974709034,0.12,0.07429862767457962,0.14859725534915924,True,0,False,False
2b0215e096285dc7db87e2f457576dcf7efe36edddc13c44b5a23c301363b69d,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2b0b88191a4c560f7626fd00d48cf352d70e30598db5febbe65692ce663b7111,MIXED_FRONTIER,50,53,12,0,0.05,0.10695426670356228,0.10693217999885117,-2.2086704711113403e-05,0.01931232586503029,0.05751984938979149,0.12,0.029060371220111847,0.058120742440223694,True,0,False,False
2b5c75d8e32174c1b34c44f8b973921698ba050cc5b5cb040e26b52dcef4fd60,MIXED_FRONTIER,27,28,37,0,0.05,0.0919949551538062,0.09605670181678357,0.004061746662977372,0.032010599970817566,0.03892374411225319,0.12,0.022478755563497543,0.04495751112699509,True,0,False,False
2b640c7bf214251e3f06068c196ef1dbd2c479618bb4fc7191e37257ab15afe5,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2b6df1091b8e92fda69704fe3592411c580bb900c9232a5e7931d3608a074682,MIXED_FRONTIER,1,2,63,0,0.05,-0.0,0.03215451538562775,0.03215451538562775,0.03215451538562775,0.03057197853922844,0.12,0.02489355392754078,0.04978710785508156,True,0,False,False
2b7c2e138167cd5ec39d475e85fa6416e94e2e75e1181779b06429628f047570,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2ba83f713590dbc9021b32d333931d7fa96cd391bb9a6d472650e5ff0c052e11,MIXED_FRONTIER,27,31,34,0,0.05,0.09950678313538043,0.10233783264338814,0.0028310495080077075,0.033506426960229874,0.03750823438167572,0.12,0.025872619822621346,0.05174523964524269,True,0,False,False
2bb20c057fce4e53358b4b7cb1c762e7bd80a68dd3882bf0d4a134eb84b7bc03,MIXED_FRONTIER,23,26,39,0,0.05,0.10211432537378343,0.10454674440717447,0.002432419033391045,0.024084972217679024,0.032546523958444595,0.12,0.023328781127929688,0.046657562255859375,True,0,False,False
2bfbd452e59c8dc0096c85457196300d3a6a73e9c5e730c143254fb61b33dac4,MIXED_FRONTIER,25,27,38,0,0.05,0.09064426392040931,0.09483895339627912,0.004194689475869817,0.03020586632192135,0.041547294706106186,0.12,0.025630341842770576,0.05126068368554115,True,0,False,False
2c0b75e5d5f9fd8d240ed2d4ff3bc6d4d4242c8a116f32f9d484cfcb3d24eb31,MIXED_FRONTIER,47,48,17,0,0.05,0.09445703231856549,0.0934653576006487,-0.0009916747179167934,0.0270512904971838,0.0803256407380104,0.12,0.02683764509856701,0.05367529019713402,True,0,False,False
2c1be1a1c4c07924e10cc4f895f4793152f5e1cdab8016dc6781522a9244b002,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2c379dc9776a029bbb189cbb089761b67e18a415e7efb5708ace6f9a2e6ed0ac,MIXED_FRONTIER,24,26,39,0,0.05,0.09607421674568967,0.10262054961566008,0.006546332869970417,0.03378749638795853,0.03064984455704689,0.12,0.02004622481763363,0.04009244963526726,True,0,False,False
2c4932c16cccb82c54924f00e5131cc519c3611fed427b1ecf400718558d9f9a,MIXED_FRONTIER,32,33,32,0,0.05,0.11136061048702209,0.1139199727244052,0.0025593622373831088,0.03057197853922844,0.03215451538562775,0.12,0.02489355392754078,0.04978710785508156,True,0,False,False
2c50218cbc4e5ccec5075e0ff61727982ffb96e5bd147f9b30fc7b3f1259c9c6,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2c60d535db0b1c4ce09db86b67734478ed495cbdc467063ac5295bb0aa2f7ffb,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2c86e998f5bc4d779d34187674579f566afa5323d5fcf7c09d1de6dcc4f9c918,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
2cdcd48e010278503931449a5df5ee83f9d2b721788052337af853cddec7276f,MIXED_FRONTIER,26,27,38,0,0.05,0.0927034580730025,0.09477489809571288,0.002071440022710383,0.03389947861433029,0.03533465787768364,0.12,0.02442939393222332,0.04885878786444664,True,0,False,False
