evaluation_uid,label_state,positive_rows,safe_rows,harmful_rows,censored_rows,softmin_tau,positive_softmin_floor,baseline_positive_softmin_loss,baseline_floor_corrected_positive_loss,baseline_wta_positive_loss,baseline_nearest_harmful_distance,requested_harmful_margin,adaptive_harmful_margin,nearest_positive_harmful_distance,adaptive_margin_feasible,conflicting_theta_pair_count,has_conflicting_near_duplicate,censored_rows_are_negative
0317414a6c403897a7b3718349753ff42ff00ae3e0cfcd47028ac6f05a6691bd,MIXED_FRONTIER,30,31,34,0,0.05,0.11671521767312001,0.11952835326645264,0.0028131355933326274,0.05832453817129135,0.017419569194316864,0.12,0.025022489950060844,0.05004497990012169,True,0,False,False
0334f551e3ad9fa8614a9c127b190870c9eb2799d898c66f56aea13a9add753f,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
035fb4174b57632c35df3a7b516bc9c2c392b50fb806d8060a2c2f2709a2ccc5,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
037135fbddc3b1474459a08fa686b4f96c4471323cbbde32068a78783b07121d,MIXED_FRONTIER,30,31,34,0,0.05,0.09310964043289362,0.09453633597546678,0.0014266955425731587,0.024084972217679024,0.03750823438167572,0.12,0.01750626415014267,0.03501252830028534,True,0,False,False
03850c6033fbe3b8fc08f60ab04c55210eb9dbc1a3743974fd92307a5e7a3d77,MIXED_FRONTIER,10,12,53,0,0.05,0.08744338202940184,0.11023977249696706,0.022796390467565222,0.06445200741291046,0.04577658697962761,0.12,0.027900628745555878,0.055801257491111755,True,0,False,False
03b2cd257e67a3b8b12790a7d07365e34484d5387466512cd4ecc5396e8e2bec,MIXED_FRONTIER,22,23,42,0,0.05,0.08058564238987298,0.08651228308723677,0.005926640697363789,0.03057197853922844,0.03215451538562775,0.12,0.02489355392754078,0.04978710785508156,True,0,False,False
03c2f2073fb203e0510396958f690dd45fb66286067d61d8663a54c7f8389757,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
03d43c1e7346df28866a893a89f24bdc4b8eb745323349faf6de48ed3bbce213,MIXED_FRONTIER,20,24,41,0,0.05,0.09600681464435451,0.10564703880502385,0.009640224160669342,0.030002839863300323,0.03389947861433029,0.12,0.021661067381501198,0.043322134763002396,True,0,False,False
03e5b60f62e58c7ff259866734d1d074e6d8eab9a6784be5abda1258ec9831b5,MIXED_FRONTIER,30,31,34,0,0.05,0.09653754076433546,0.0988598503611988,0.002322309596863345,0.03020586632192135,0.030592428520321846,0.12,0.01990903541445732,0.03981807082891464,True,0,False,False
042cd12c8d8fc297ccdcbbf7605c4b396b6a158feb72546183d2a47c500fe7c5,MIXED_FRONTIER,22,25,40,0,0.05,0.09112331288140833,0.09383184283701956,0.0027085299556112302,0.035187993198633194,0.032599058002233505,0.12,0.022279419004917145,0.04455883800983429,True,0,False,False
0446a37a68b99abfdd7b991b5c0c8243d7bf54f5681715edb74447a8071b0f03,MIXED_FRONTIER,20,23,42,0,0.05,0.08621849065098673,0.08892398894721656,0.002705498296229833,0.029323957860469818,0.01965135522186756,0.12,0.017704255878925323,0.03540851175785065,True,0,False,False
047b6f5248feb73cea7d83ae48ca9fa0fe3e7831a7a9e37ab128ad1da0a0db03,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
04e01663ac1b96402c8db69a75990cb450c91692bb6d413a57177adcd605eed8,MIXED_FRONTIER,43,44,21,0,0.05,0.10386504205697032,0.10397937305956223,0.00011433100259190809,0.035187993198633194,0.032599058002233505,0.12,0.022279419004917145,0.04455883800983429,True,0,False,False
04e378c4729deb5a05913fbeca5793471c96df474d4c35f2770677faa03895f2,MIXED_FRONTIER,1,3,62,0,0.05,-0.0,0.16253139078617096,0.16253139078617096,0.16253139078617096,0.033506426960229874,0.12,0.06474506109952927,0.12949012219905853,True,0,False,False
04f2d1f6dd359269d3bf16a0a52bfbb165fd897cfbb32d05a5037e8d3265f791,MIXED_FRONTIER,5,7,58,0,0.05,0.060544709057196035,0.07368028193433147,0.013135572877135439,0.03933513164520264,0.03125963732600212,0.12,0.025313833728432655,0.05062766745686531,True,0,False,False
04fa4051d6ea0697bc07352737e85dfc2524bdda86462d9ed0da3f91925d4a13,MIXED_FRONTIER,8,9,56,0,0.05,0.06467691903089333,0.07569968561215676,0.01102276658126343,0.03215451538562775,0.03711789846420288,0.12,0.02608010545372963,0.05216021090745926,True,0,False,False
04fa62e4e0e31ee4a57ebd9ae17d00d8aea47f0afd3f2d6ca28f5c6a2e34fe32,HARMFUL_SUPPORTED,0,1,64,0,0.05,0.0,0.0,0.0,0.0,0.032010599970817566,0.12,0.12,,True,0,False,False
050bbaee48a8873755735e85be3162d84f9ca57d66a9b707ef5a9f15ee1672de,MIXED_FRONTIER,30,31,34,0,0.05,0.07858464930191922,0.08023167748902622,0.0016470281871070053,0.017419569194316864,0.04821533337235451,0.12,0.02828860469162464,0.05657720938324928,True,0,False,False
0514e52b25125dbb172571ccd112ab11e60f29b7316a6a8604ee57a0d6ec9768,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
052ca4dd171e5097bed0466d5d874973eddbb81a990d4ddce2e0d69a1ed62016,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0533a8460587ec4931ffab49d9a89bf9f1cbd9209ac28c717c93f9d21642de15,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
056c005cdaaa5fcc2c010306bd6764f0d1badf06be3d118c96476240bd954dc6,MIXED_FRONTIER,35,36,29,0,0.05,0.10260321205085424,0.10398474140161998,0.0013815293507657422,0.04101331904530525,0.036757972091436386,0.12,0.021688036620616913,0.043376073241233826,True,0,False,False
056d656a245583c4d084119a1a50554602fa4eee80dfc3bb5ad9a82e5decc251,POSITIVE_SUPPORTED,29,30,0,35,0.05,0.11306260752229975,0.11680489381356139,0.0037422862912616373,0.03502655774354935,,0.12,0.12,,True,0,False,False
056d7557c03055e16cd37f0dd20f3bed84ba2127bd2d5e3005b1653f36cf5e68,MIXED_FRONTIER,8,9,56,0,0.05,0.08051542935193133,0.09240094641469826,0.011885517062766929,0.03502655774354935,0.03057197853922844,0.12,0.02470405027270317,0.04940810054540634,True,0,False,False
05839627fd0e8eaa6de9baf30c6047eb54d7384e4877a4db63457a6003fe0b8e,MIXED_FRONTIER,16,17,48,0,0.05,0.0868577166342329,0.09278196190707769,0.005924245272844783,0.03152505308389664,0.047824859619140625,0.12,0.027102423831820488,0.054204847663640976,True,0,False,False
05aa2eb79caf1762a294632b69cf489411594e854ad1f5fa7d24325e8aff4119,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
05c404a618e848184d49702b943b6a4a1d4e36b8370c7b69a57633bbc78d8fd4,MIXED_FRONTIER,6,7,58,0,0.05,0.0741866346110308,0.09278676298256366,0.018600128371532867,0.029323957860469818,0.01965135522186756,0.12,0.017704255878925323,0.03540851175785065,True,0,False,False
05eceb39ddcf744b5ab811843b02b6eb7675d79295da21c0be45385561d633fc,MIXED_FRONTIER,9,10,55,0,0.05,0.09018353699515709,0.10878986743121982,0.018606330436062732,0.035635463893413544,0.03378749638795853,0.12,0.022141138091683388,0.044282276183366776,True,0,False,False
060d9e5f41d17a4e552f5545a9f639e7ea8a092a5249e026dd1fca78d085145e,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
065c0b8d52ec0ff9551809c8d979d898d48bf895f91adf10de2252fda95c8258,MIXED_FRONTIER,23,24,41,0,0.05,0.10172814993366897,0.10521057893494966,0.003482429001280693,0.046972792595624924,0.04450396075844765,0.12,0.02422318607568741,0.04844637215137482,True,0,False,False
068171e441cff4934effb54b2794afd2baaa9a3d3e176144c74c260be28b6507,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
06ad4d686b13f9bf3c283e14138b16fad39ad82e88f0f9a2312f0d2002c6ede8,MIXED_FRONTIER,30,31,34,0,0.05,0.0918721388493256,0.09265204817224962,0.0007799093229240162,0.030592428520321846,0.057644475251436234,0.12,0.022292485460639,0.044584970921278,True,0,False,False
06d281b99339bf390b6f0ff8bdd5a764f5f80ee8aec25b993c175f61ed911a66,MIXED_FRONTIER,8,9,56,0,0.05,0.08711676248086409,0.1170645539966732,0.02994779151580912,0.08089758455753326,0.03389947861433029,0.12,0.03731769695878029,0.07463539391756058,True,0,False,False
06d72a5ab93252cb3acc4efcef42a234f0f9a186f73030e02569d46b8feef4cb,MIXED_FRONTIER,26,29,36,0,0.05,0.08650969975529323,0.08642226086949062,-8.743888580260706e-05,0.024084972217679024,0.04943148046731949,0.12,0.02406231500208378,0.04812463000416756,True,0,False,False
06ddc996f4da0a0c98714acffddba28924359c0aeaf764925d07f9e4c0b42322,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
06e9d758feccf197a6c916e4639395c0e8df12a158f05d3916ae73e8c7b2a5e0,MIXED_FRONTIER,12,13,52,0,0.05,0.08713505961528692,0.09250257712261845,0.005367517507331526,0.03152505308389664,0.029715538024902344,0.12,0.019267598167061806,0.03853519633412361,True,0,False,False
072416c87794ee03d643ed6f4acdd8d71657a4bbd7eb7910ba8cb72cc0b86ce4,MIXED_FRONTIER,2,3,62,0,0.05,0.03400714987222152,0.13154011092491635,0.09753296105269484,0.11210339516401291,0.03020586632192135,0.12,0.03983961418271065,0.0796792283654213,True,0,False,False
073906f4e30cdc84fd9b4934a651a4307e3ea28787378e3d78f0c12e78756f9a,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0754bdf9f89c734c263f6f29df516698bd88c834a1c6112be07d7502f1e97a4f,MIXED_FRONTIER,2,3,62,0,0.05,0.02768285488263411,0.04696141376501563,0.019278558882381516,0.01965135522186756,0.04577658697962761,0.12,0.02434723451733589,0.04869446903467178,True,0,False,False
075ce09cc2785aefd69ee45b8a4b782437633ae1d376fc92d7d641d0cf719647,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
078f53b1cf2ba5bf46dbd3629e12e06fa34ee3c0b3d3808d50095b5f504c09fa,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0795c0a4f56e18d976527c123ae9daa2006533a1819491d7b4155401bbb2d617,MIXED_FRONTIER,28,29,36,0,0.05,0.11081770413867864,0.11791154195703035,0.0070938378183517115,0.04450396075844765,0.046972792595624924,0.12,0.026945587247610092,0.053891174495220184,True,0,False,False
07a8eae54c3628c1be97f5301548831dcfe91ceb9fd4946191e7289be11aefa9,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
07d6ae7b72dd752a2514ac3a0d067de82f3e54df9d9ead1a281a514a4a106f21,MIXED_FRONTIER,25,26,39,0,0.05,0.08685384166562649,0.0850034189819639,-0.0018504226836625892,0.024084972217679024,0.05400905758142471,0.12,0.01750626415014267,0.03501252830028534,True,0,False,False
07efb7c8cf5e430eb580eeef70608c992caa74993b1f11d161bdfab475b364a8,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
07f241588084b1449b8d5435469af3d23749fcd10505a49c22b82b705a594058,MIXED_FRONTIER,9,10,55,0,0.05,0.08002322410592616,0.08822823948019898,0.008205015374272817,0.04943148046731949,0.024084972217679024,0.12,0.024940049275755882,0.049880098551511765,True,0,False,False
08027e13c57b810bfd24e6a2534a0e2cbaaf214e055db2b523cde97ac06f7a8e,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0859c6bd34c46b0020882a1b947164845da0f4356ef4b00860fc338346920f54,MIXED_FRONTIER,30,32,33,0,0.05,0.11122404000862202,0.11535984585707092,0.004135805848448901,0.03933513164520264,0.046737100929021835,0.12,0.030084379017353058,0.060168758034706116,True,0,False,False
0860eb27b283e5af6ab7eb8fabc85e976d2232d9be7f0b6c7ddd3e1f9ca5ad97,MIXED_FRONTIER,25,26,39,0,0.05,0.09791439366564725,0.09798816174800351,7.376808235626253e-05,0.03784060850739479,0.032599058002233505,0.12,0.02304074913263321,0.04608149826526642,True,0,False,False
08804b248fc9e724c003d7376d54fc8ef48f925df42b3dcdf6f839299a8ae282,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0893ed621fbe8dc78a0e2b7140a9a6505eac6764f5835d804bd07f346fa4f91f,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
08cd2dbc23409db10317306f644c48b5785f9d1797606f95e7be45a0632b340d,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
09251c3f907dcc289b4c2ad9a97d66ba0ab47ea1e3ec6905ead2aae37ede0d75,MIXED_FRONTIER,14,21,44,0,0.05,0.08068142584054369,0.08442436180447506,0.003742935963931368,0.032010599970817566,0.04821533337235451,0.12,0.02399582974612713,0.04799165949225426,True,0,False,False
097a2a397964968a12128e012c750635575308f088674ef9f034e8b97dc617aa,MIXED_FRONTIER,18,20,45,0,0.05,0.07584868729127278,0.07597035846865191,0.00012167117737912903,0.03491254523396492,0.032546523958444595,0.12,0.02552465908229351,0.05104931816458702,True,0,False,False
09c6cc3920c7b7fa80634ff7e0055f263f1cb0dad8dfa843a4aede7acca72e3b,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
09ec48c9532d0d4e1de239e64e029f2477c4f3cfeccf3bae771701921623e263,MIXED_FRONTIER,19,20,45,0,0.05,0.08460200004317373,0.08788940658158333,0.0032874065384096013,0.03378749638795853,0.042899180203676224,0.12,0.02004622481763363,0.04009244963526726,True,0,False,False
0a4e07556508e861b81d4d51c47894b56785c70066a19718090de3d0b1cf880c,MIXED_FRONTIER,56,57,8,0,0.05,0.10688892387263034,0.1038366475921026,-0.0030522762805277465,0.029715538024902344,0.054093990474939346,0.12,0.019267598167061806,0.03853519633412361,True,0,False,False
0a52a11349f7bab5acba96b3e04d268b5525619b0f0e4ffc0ed7ed0fe2134801,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0a631d1342595f9f0f510fd6a9ace4db7ea0a5f53d69c8a808d349f5c58378ca,MIXED_FRONTIER,32,33,32,0,0.05,0.09753830920073835,0.09747427190076466,-6.403729997368768e-05,0.03020586632192135,0.03483496978878975,0.12,0.01990903541445732,0.03981807082891464,True,0,False,False
0a6ca1128dd872e130b4d8eae1c04ea8dc251d3ab75b5d856e8d52228b934b2c,MIXED_FRONTIER,27,28,37,0,0.05,0.10860453375078212,0.11055617050365257,0.0019516367528704531,0.046972792595624924,0.01965135522186756,0.12,0.020595349371433258,0.041190698742866516,True,0,False,False
0a71c347ec5d7c26b46a97f27ee75c18af38faf7d68460644b253167c9a2742c,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0a77a1c8668041d195c8fe0ab423d9cbccd8d85fe5f302eefa0ce4459b7faddd,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0a807e81d6f8ed434490b7caeb3c708e83a30478781e8e3d7beaaddad996be55,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0a866f34f365a76bb35e487bddb9dedf394e09cd99e9964cc8ed8d0770c5cb89,MIXED_FRONTIER,12,14,51,0,0.05,0.08988684284086705,0.0987791849857461,0.00889234214487905,0.034826088696718216,0.029610270634293556,0.12,0.021770352497696877,0.04354070499539375,True,0,False,False
0a9417cd04cd911a797e2aa588aef03597dfaf43b78ab040647613162c2b1a94,MIXED_FRONTIER,24,25,40,0,0.05,0.10171972238265106,0.10468342801382127,0.0029637056311702104,0.029610270634293556,0.034826088696718216,0.12,0.023104572668671608,0.046209145337343216,True,0,False,False
0a94c6364de6ee6603d18e9d4591b1ecaf2d92f23c6e2ecec85a3a51c2f039d8,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0a974f62f77f5bd15d3e69943afecaa4cfe98c42b4ed028f844c8c2fb20224c3,MIXED_FRONTIER,8,10,55,0,0.05,0.09890376238346034,0.1734430668177629,0.07453930443430255,0.10208001732826233,0.036757972091436386,0.12,0.047461967915296555,0.09492393583059311,True,0,False,False
0ab3beb999f27843f1f5d56a87078394492dc647d97a1705e630dae481382036,MIXED_FRONTIER,16,20,45,0,0.05,0.10087828584197096,0.12068020545482559,0.01980191961285463,0.039774611592292786,0.03595155104994774,0.12,0.027748538181185722,0.055497076362371445,True,0,False,False
0b1e30057891b78d88f1568265ea89940544e11f2a9423b6a2585d2afe5d285c,MIXED_FRONTIER,46,47,18,0,0.05,0.09651647720418366,0.09382353306724729,-0.0026929441369363677,0.03711789846420288,0.08242201060056686,0.12,0.03324412554502487,0.06648825109004974,True,0,False,False
0b2abb4e5682350d3bdc76727f4e921b2b4edfe39471a55dc8c2ed71ed1918e0,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0b5351a9f1e8cc0b6b0c2d1f4db07da5e3df47714ab6a10c14f17a4467b22443,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0b643b9bef7cdae468697f120edcfc0422cafbb9c93fb6ee06f29287770dba3c,MIXED_FRONTIER,14,15,50,0,0.05,0.09376956386299726,0.10448519847582514,0.010715634612827887,0.06087386608123779,0.030592428520321846,0.12,0.03323302045464516,0.06646604090929031,True,0,False,False
0b7deed6299d4d5e9f720ca2f0b1a80f507c5e9817e83e456ee85edc2fd8f1ce,MIXED_FRONTIER,40,41,24,0,0.05,0.11342282135234077,0.1136582749727759,0.0002354536204351304,0.03784060850739479,0.017419569194316864,0.12,0.013533839024603367,0.027067678049206734,True,0,False,False
0b86d35a0401df0eb7ecd2d542774595de7b323d82c2471e40267fb4e73eb121,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0b8bef2b9ba6c7d0a3bf4c88b651504fb6fe61a7a3a426724b3ffa63d4aa96d8,MIXED_FRONTIER,45,47,18,0,0.05,0.11079116255279693,0.10736080173375484,-0.0034303608190420914,0.034298740327358246,0.04004483297467232,0.12,0.029060371220111847,0.058120742440223694,True,0,False,False
0bc0db4562dfd04cbe8fc0c58d3ba8f35420a1bf9e88cff0a77d45248fd13036,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0be47375e004251a49f20fdc1affbbd117985a81bdfbbe7ef821a9e499b014c7,MIXED_FRONTIER,6,7,58,0,0.05,0.06975430504218352,0.09318012761517691,0.023425822572993388,0.04648749902844429,0.0270512904971838,0.12,0.028373459354043007,0.056746918708086014,True,0,False,False
0beab542262f58efbb63dc9f8d9dd151618d7bc8c4f2d5e32bbdcf2f4090a8f7,MIXED_FRONTIER,18,19,46,0,0.05,0.10093124322848666,0.1122635668676944,0.011332323639207734,0.042899180203676224,0.0270512904971838,0.12,0.023495730012655258,0.046991460025310516,True,0,False,False
0bf4c5bba9427c52fe6dae6d0610bd86a41610e6360399d9b268fc7c344f2811,HARMFUL_SUPPORTED,0,1,64,0,0.05,0.0,0.0,0.0,0.0,0.03378749638795853,0.12,0.12,,True,0,False,False
0c17fe7433fdf66c2ccb979c92cbfdaebeae6f26ea75a6ba5a8560a0e476a21e,HARMFUL_SUPPORTED,0,1,64,0,0.05,0.0,0.0,0.0,0.0,0.01965135522186756,0.12,0.12,,True,0,False,False
0c1b2056bacc3a27f0b6f0bd8b012167110c4c781f282c09c02e70cc141ade53,MIXED_FRONTIER,33,35,30,0,0.05,0.10933916308171487,0.11200471411722045,0.002665551035505573,0.046972792595624924,0.07302600890398026,0.12,0.0320839062333107,0.0641678124666214,True,0,False,False
0c1bed8aa19244b7f347aa248fdc11fd8d144ba7d3668bc86a02ed6429cfdc0a,MIXED_FRONTIER,25,26,39,0,0.05,0.11187003724725984,0.11963715228792877,0.0077671150406689315,0.05563024431467056,0.017419569194316864,0.12,0.025022489950060844,0.05004497990012169,True,0,False,False
0c3465dca96918a425610dcbc85150fb5e7c4cdc85020733c1aa1d860728ccc5,MIXED_FRONTIER,2,3,62,0,0.05,0.02798158735831549,0.0680318148802064,0.04005022752189091,0.054093990474939346,0.03152505308389664,0.12,0.031782399863004684,0.06356479972600937,True,0,False,False
0c3eeea552c493d49115b7567e436292060ba50c82f7c564a70bac5e8d770cfa,MIXED_FRONTIER,35,36,29,0,0.05,0.10069023445660122,0.09843329104749332,-0.0022569434091078977,0.035187993198633194,0.032599058002233505,0.12,0.022279419004917145,0.04455883800983429,True,0,False,False
0cb63048081aa964ede3b72fc9888022207865c9654f8eb8d5e26d0c5a9fe318,MIXED_FRONTIER,16,17,48,0,0.05,0.07334636230282254,0.07444485391599444,0.0010984916131718953,0.017419569194316864,0.05223725736141205,0.12,0.025820819661021233,0.051641639322042465,True,0,False,False
0cc6fe548a05f06cc269c132fc2d4f1fa8ecd7226cb5cc4e2b2eeb17af592e07,HARMFUL_SUPPORTED,0,1,64,0,0.05,0.0,0.0,0.0,0.0,0.029610270634293556,0.12,0.12,,True,0,False,False
0ce33ef3b0e18313abd1e6f8cec6fbe56a897c75458f4fd6a2edda8f82c7b364,MIXED_FRONTIER,3,4,61,0,0.05,0.044339279446682325,0.08520435119064708,0.040865071743964754,0.0803256407380104,0.0270512904971838,0.12,0.02683764509856701,0.05367529019713402,True,0,False,False
0d14c557361923dc8db9f1ea1f50b63dddd99db5c6e7dabb940e656842c9566d,MIXED_FRONTIER,23,26,39,0,0.05,0.0984349753579553,0.09983285709048866,0.001397881732533357,0.03020586632192135,0.033506426960229874,0.12,0.021745966747403145,0.04349193349480629,True,0,False,False
0d626c3a47f3ae3a92aa5592a106f0f9ef82dd5e405cf27c7a7364ff627911d0,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0d6ee15f2abafdaeb10f03a22bb87cf3f14acfe267acc5e89044280f587ad0c1,CENSORED_UNKNOWN,0,1,0,64,0.05,0.0,0.0,0.0,0.0,,0.12,0.12,,True,0,False,False
0d7166480761843dc0f11377d2c15b292e6c617eb153a8cd95379ace9b57e021,MIXED_FRONTIER,51,53,12,0,0.05,0.10949935323104212,0.11037028987270958,0.000870936641667458,0.029610270634293556,0.052292823791503906,0.12,0.02510373666882515,0.0502074733376503,True,0,False,False
