generated_row_id,context_id,context_budget_iteration_key,map,map_family,agents,budget_ms,seed,sample_index,candidate_id,generation_policy,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,risk_any_regression,utility_lcb_proxy,risk_gate_passed,theta_distance_from_static_flow,generator_action
g545_generated_00000265,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,1,repair5g545_generated_theta_00000265,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.48822568667,1.25,1,0.9,1.34950285538,0.188204768959,0,1.3304227433,0.781941122474,8,1,0,0,False,False,False,False,False,2.53644985856e-12,0.0087500541482,False,0.466846201491,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000264,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,0,repair5g545_generated_theta_00000264,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.40803759122,1.25,1,0.9,1.2886468335,0.274298810565,0,1.37906314733,0.718376723862,8,1,0,0,False,False,False,False,False,2.55691444023e-12,0.0087500541482,False,0.464729643775,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000268,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,4,repair5g545_generated_theta_00000268,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.40322552967,1.25,1,0.9,1.33481751068,0.245449841277,0,1.43011659723,0.745999364247,8,1,0,0,False,False,False,False,False,2.57382474314e-12,0.0087500541482,False,0.468450714003,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000271,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,7,repair5g545_generated_theta_00000271,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.44930060457,1.25,1,0.9,1.26734314252,0.173743630549,0,1.34590525581,0.746710437644,8,1,0,0,False,False,False,False,False,2.62430693114e-12,0.0087500541482,False,0.465941301453,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000266,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,2,repair5g545_generated_theta_00000266,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.4536931727,1.25,1,0.9,1.32132418335,0.129138277489,0,1.38398055262,0.716278833962,8,1,0,0,False,False,False,False,False,2.7639557525e-12,0.0087500541482,False,0.473405539135,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000267,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,3,repair5g545_generated_theta_00000267,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.43636357469,1.25,1,0.9,1.31300831395,0.138543464056,0,1.43474824224,0.706588553309,8,1,0,0,False,False,False,False,False,2.79785647935e-12,0.0087500541482,False,0.475362350964,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000270,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,6,repair5g545_generated_theta_00000270,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.49967195162,1.25,1,0.9,1.32673291145,0.204824897858,0.0495276827491,1.36617293087,0.711757303242,8,1,0,0,False,False,False,False,False,2.87591745453e-12,0.0087500541482,False,0.467914186745,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00000269,000000d752da8699,maze-32-32-4|50|566|1000|0,maze-32-32-4,maze,50,1000,566,5,repair5g545_generated_theta_00000269,sklearn_mlp_context_to_theta_plus_latent_jitter,1,0,0,50,1000,0,0.25,1,0.3,5188,103.76,1,96,96,4750,1.92,20,1.5,0.5,0.5,1.25,1.75,1.5,1.25,1,0.9,1.35699772851,0.138733235534,0.0640607724116,1.49249894383,0.706207505122,8,1,0,0,False,False,False,False,False,3.13855364459e-12,0.0087500541482,False,0.478002478214,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00001108,000000e8eeaf1388,warehouse-10-20-10-2-1|50|670|2000|final,warehouse-10-20-10-2-1,warehouse,50,2000,670,4,repair5g545_generated_theta_00001108,sklearn_mlp_context_to_theta_plus_latent_jitter,0,0,1,50,2000,1,0.1,0.35,0.8,8419,168.38,0,166,166,8249,3.32,40,0,1.75,0.5,0.189780528061,1.75,1.18429547101,1.25,1,1,0.5,1.5,0.0680666784556,1.5,0.25,10.9818043953,1,0,0,False,False,False,False,False,0.0129841593297,0.0130019575278,False,0.45435758375,ABSTAIN_TO_FIXED_STATIC_FLOW
g545_generated_00001105,000000e8eeaf1388,warehouse-10-20-10-2-1|50|670|2000|final,warehouse-10-20-10-2-1,warehouse,50,2000,670,1,repair5g545_generated_theta_00001105,sklearn_mlp_context_to_theta_plus_latent_jitter,0,0,1,50,2000,1,0.1,0.35,0.8,8419,168.38,0,166,166,8249,3.32,40,0,1.75,0.5,0.190155259683,1.75,1.13289995535,1.25,1,1,0.5,1.5,0.0784939092764,1.5,0.25,10.8591563409,1,0,0,False,False,False,False,False,0.013184448055,0.0130019575278,False,0.453420499218,ABSTAIN_TO_FIXED_STATIC_FLOW
