abstain_to_static,agents,candidate_regret,context_id,delta_vs_additive,delta_vs_static,harmful_candidate_ids,harmful_vs_static,iteration,map,no_solution_context,normalized_context_key,oracle_candidate_id,raw_best_candidate_id,seed,stable_label,traffic_before_hash_full,train_weight,training_eligible
False,100,"{""additive_ltm"":0.11542364281999995,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.05859969558999989,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.005834601729999944,""repair5g2_best_frozen_static_candidate"":0.005834601729999944,""repair5g2_c_equiv_best_frozen_baseline"":0.11542364281999995,""repair5g2_frozen_static_or_selector"":0.05859969558999989}",maze-32-32-4|a100|s146|it0|repair5g55_counterfactual_static_context,-0.11542364281999995,-0.005834601729999944,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s146|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,146,False,14650fb0739d0383,0.0,False
True,100,"{""additive_ltm"":null,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.025136884019999917,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.050024888000000045,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.0,""repair5g2_best_frozen_static_candidate"":0.0,""repair5g2_c_equiv_best_frozen_baseline"":null,""repair5g2_frozen_static_or_selector"":0.050024888000000045}",maze-32-32-4|a100|s147|it0|repair5g55_counterfactual_static_context,,0.0,"repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s147|it0|14650fb0739d0383,repair5g2_best_frozen_static_candidate,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,147,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.14539504442000006,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.0628798504000001,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.009350163630000186,""repair5g2_best_frozen_static_candidate"":0.009350163630000186,""repair5g2_c_equiv_best_frozen_baseline"":0.14539504442000006,""repair5g2_frozen_static_or_selector"":0.0628798504000001}",maze-32-32-4|a100|s148|it0|repair5g55_counterfactual_static_context,-0.14539504442000006,-0.009350163630000186,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s148|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,148,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.1149198520300001,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.09223181257000013,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.009124537609999983,""repair5g2_best_frozen_static_candidate"":0.009124537609999983,""repair5g2_c_equiv_best_frozen_baseline"":0.1149198520300001,""repair5g2_frozen_static_or_selector"":0.09223181257000013}",maze-32-32-4|a100|s149|it0|repair5g55_counterfactual_static_context,-0.1149198520300001,-0.009124537609999983,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s149|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,149,False,14650fb0739d0383,0.0,False
True,100,"{""additive_ltm"":0.14756988163999996,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.00856207503999995,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.05766809368000003,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.0,""repair5g2_best_frozen_static_candidate"":0.0,""repair5g2_c_equiv_best_frozen_baseline"":0.14756988163999996,""repair5g2_frozen_static_or_selector"":0.05766809368000003}",maze-32-32-4|a100|s150|it0|repair5g55_counterfactual_static_context,-0.14756988163999996,0.0,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s150|it0|14650fb0739d0383,repair5g2_best_frozen_static_candidate,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,150,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.09556574923999994,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.04485219163999998,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.027013251790000137,""repair5g2_best_frozen_static_candidate"":0.027013251790000137,""repair5g2_c_equiv_best_frozen_baseline"":0.09556574923999994,""repair5g2_frozen_static_or_selector"":0.04485219163999998}",maze-32-32-4|a100|s151|it0|repair5g55_counterfactual_static_context,-0.09556574923999994,-0.027013251790000137,"additive_ltm,repair5g2_c_equiv_best_frozen_baseline",True,0,maze-32-32-4,False,maze-32-32-4|a100|s151|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,151,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.14385330579,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.09607438016999992,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.04287190082999981,""repair5g2_best_frozen_static_candidate"":0.04287190082999981,""repair5g2_c_equiv_best_frozen_baseline"":0.14385330579,""repair5g2_frozen_static_or_selector"":0.09607438016999992}",maze-32-32-4|a100|s152|it0|repair5g55_counterfactual_static_context,-0.14385330579,-0.04287190082999981,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s152|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,152,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.19396350022999997,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.10669162376999997,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.16635470284999987,""repair5g2_best_frozen_static_candidate"":0.16635470284999987,""repair5g2_c_equiv_best_frozen_baseline"":0.19396350022999997,""repair5g2_frozen_static_or_selector"":0.10669162376999997}",maze-32-32-4|a100|s153|it0|repair5g55_counterfactual_static_context,-0.19396350022999997,-0.16635470284999987,"additive_ltm,repair5g2_c_equiv_best_frozen_baseline",True,0,maze-32-32-4,False,maze-32-32-4|a100|s153|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,153,False,14650fb0739d0383,0.0,False
False,100,"{""additive_ltm"":0.1070496083500001,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.0,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.04804177544999999,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.0075718015600001465,""repair5g2_best_frozen_static_candidate"":0.0075718015600001465,""repair5g2_c_equiv_best_frozen_baseline"":0.1070496083500001,""repair5g2_frozen_static_or_selector"":0.04804177544999999}",maze-32-32-4|a100|s154|it0|repair5g55_counterfactual_static_context,-0.1070496083500001,-0.0075718015600001465,"additive_ltm,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s154|it0|14650fb0739d0383,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,154,False,14650fb0739d0383,0.0,False
True,100,"{""additive_ltm"":0.11983681795000001,""repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75"":0.022947475769999892,""repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5"":0.07521672615999986,""repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75"":0.0,""repair5g2_best_frozen_static_candidate"":0.0,""repair5g2_c_equiv_best_frozen_baseline"":0.11983681795000001,""repair5g2_frozen_static_or_selector"":0.07521672615999986}",maze-32-32-4|a100|s155|it0|repair5g55_counterfactual_static_context,-0.11983681795000001,0.0,"additive_ltm,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,repair5g2_c_equiv_best_frozen_baseline,repair5g2_frozen_static_or_selector",True,0,maze-32-32-4,False,maze-32-32-4|a100|s155|it0|14650fb0739d0383,repair5g2_best_frozen_static_candidate,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,155,False,14650fb0739d0383,0.0,False
