case_id,map,map_family,agents,seed,scen,split_bucket,source_update_method,source_update_iteration,source_feature_available,map_width,map_height,obstacle_ratio,free_cells,density,iteration,time_remaining_sec,max_iterations,has_solution_before,best_ratio_before,improved_last_iteration,returned_solutions_count_so_far,committed_count,blocked_count,wait_event_count,goal_wait_ignored_count,blocked_per_committed,wait_per_committed,blocked_per_agent,committed_per_agent,nonzero_edges_before,max_raw_before,mean_topk_raw_before,max_weight_before,topk_raw_delta_mean,topk_raw_delta_max,new_nonzero_edges_count,topk_blocked_edge_concentration,entropy_edge_usage,local_degree_mean_topk,current_additive_max_normalized_weight,weight_entropy,saturated_edge_count
maze-32-32-4|a50|s1,maze-32-32-4,maze,50.0,1,maze-32-32-4-random-1.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.542,4.0,1.0,1.18122270742,0.0,1.0,6500.0,381.0,164.0,3734.0,0.0586153846154,0.0252307692308,7.62,130.0,1028.0,32.0,23.75,10.0,3.70582010582,26.0,484.0,0.0183727034121,6.34748650923,3.125,10.0,6.39892144967,1.0
maze-32-32-4|a50|s2,maze-32-32-4,maze,50.0,2,maze-32-32-4-random-2.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.532,4.0,1.0,1.13998970664,0.0,1.0,5000.0,244.0,83.0,2614.0,0.0488,0.0166,4.88,100.0,988.0,26.0,18.3125,10.0,3.24913892078,19.0,460.0,0.0327868852459,6.39193503848,3.4375,10.0,6.49050751442,2.0
maze-32-32-4|a50|s3,maze-32-32-4,maze,50.0,3,maze-32-32-4-random-3.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.54,4.0,1.0,1.15522107244,0.0,1.0,5200.0,255.0,105.0,2709.0,0.0490384615385,0.0201923076923,5.1,104.0,1039.0,27.0,19.75,10.0,3.26213592233,26.0,479.0,0.0352941176471,6.37137395804,2.96875,10.0,6.48251811892,1.0
maze-32-32-4|a50|s4,maze-32-32-4,maze,50.0,4,maze-32-32-4-random-4.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.555,4.0,1.0,1.24986087924,1.0,1.0,4350.0,288.0,116.0,2145.0,0.0662068965517,0.0266666666667,5.76,87.0,950.0,39.0,26.625,10.0,3.16949152542,28.0,416.0,0.0277777777778,6.35333778116,3.625,10.0,6.30581759957,1.0
maze-32-32-4|a50|s5,maze-32-32-4,maze,50.0,5,maze-32-32-4-random-5.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.516,4.0,1.0,1.19880418535,1.0,1.0,5500.0,213.0,95.0,3114.0,0.0387272727273,0.0172727272727,4.26,110.0,995.0,22.0,18.875,10.0,3.13876651982,20.0,488.0,0.0281690140845,6.45460081801,3.09375,10.0,6.4548393279,2.0
maze-32-32-4|a50|s6,maze-32-32-4,maze,50.0,6,maze-32-32-4-random-6.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.521,4.0,1.0,1.24223602484,0.0,1.0,5400.0,513.0,235.0,2459.0,0.095,0.0435185185185,10.26,108.0,1001.0,42.0,30.3125,10.0,4.22280334728,29.0,411.0,0.0194931773879,6.34691158815,3.46875,10.0,6.3216086145,1.0
maze-32-32-4|a50|s7,maze-32-32-4,maze,50.0,7,maze-32-32-4-random-7.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.473,4.0,1.0,1.16055500496,0.0,1.0,5800.0,293.0,99.0,3350.0,0.0505172413793,0.0170689655172,5.86,116.0,1061.0,25.0,18.5,10.0,3.17172774869,45.0,461.0,0.0750853242321,6.44232906133,3.40625,10.0,6.54433116479,2.0
maze-32-32-4|a50|s8,maze-32-32-4,maze,50.0,8,maze-32-32-4-random-8.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.48,4.0,1.0,1.18922783603,0.0,1.0,5250.0,343.0,142.0,2691.0,0.0653333333333,0.0270476190476,6.86,105.0,993.0,34.0,22.8125,10.0,3.39406779661,31.0,508.0,0.0262390670554,6.39899203511,2.9375,10.0,6.39691821202,1.0
maze-32-32-4|a50|s9,maze-32-32-4,maze,50.0,9,maze-32-32-4-random-9.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.589,4.0,1.0,1.15666831929,0.0,1.0,4450.0,200.0,77.0,2122.0,0.0449438202247,0.0173033707865,4.0,89.0,1008.0,28.0,18.75,10.0,3.12471655329,20.0,422.0,0.035,6.3833976701,3.59375,10.0,6.49508582523,1.0
maze-32-32-4|a50|s10,maze-32-32-4,maze,50.0,10,maze-32-32-4-random-10.scen,support_train,repair5f_candidate_additive_ltm,1,True,32.0,32.0,0.228515625,790.0,0.0632911392405,1.0,2.583,4.0,1.0,1.20835356969,0.0,1.0,5150.0,394.0,171.0,2573.0,0.0765048543689,0.0332038834951,7.88,103.0,1036.0,35.0,25.25,10.0,3.54136125654,25.0,473.0,0.0177664974619,6.3977616162,2.96875,10.0,6.42131616235,1.0
