normalized_context_key,normalized_trace_context_key,map,map_family,map_agent_group,agents,seed,iteration,traffic_before_hash_full,short_budget_ms,feature_blocked_reason_vertex_conflict_rate,feature_blocked_reason_edge_swap_rate,feature_blocked_reason_reserved_block_rate,feature_blocked_reason_backtrack_rate,feature_blocked_reason_unknown_rate,feature_blocked_progress_event_rate,feature_blocked_nonprogress_event_rate,feature_competing_neighbor_count_mean,feature_competing_neighbor_count_max,feature_committed_local_position_mean,feature_blocked_local_position_mean,feature_wait_local_position_mean,feature_goal_progress_local_position_mean,feature_local_margin_top1_top2_mean,feature_local_margin_blocked_vs_committed_mean,feature_goal_aware_congestion_on_goal_progress_edges,feature_goal_aware_flow_on_goal_progress_edges,feature_goal_aware_congestion_on_blocked_edges,feature_goal_aware_flow_on_blocked_edges,feature_goal_aware_c_minus_f_alignment,feature_goal_aware_update_balance,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,1000,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s146|it0|14650fb0739d0383,maze-32-32-4|a50|s146|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,146,0,14650fb0739d0383,2000,0.7936046511627907,0.19476744186046513,0.0,0.011627906976744186,0.0,0.047670875054418804,0.0,4.35524597301,0.0,1.30169786678,1.46220930233,1.71506312582,1.0,1.68915977362,-2.33139534884,0.4823683064867218,0.0,0.047670875054418804,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s147|it0|14650fb0739d0383,maze-32-32-4|a50|s147|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,147,0,14650fb0739d0383,1000,0.7106017191977078,0.28939828080229224,0.0,0.0,0.0,0.041408281656331265,0.0,4.44328865773,0.0,1.29405881176,1.53581661891,1.71214242849,1.0,1.67913582717,-2.24068767908,0.49329865973194637,0.0,0.041408281656331265,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s147|it0|14650fb0739d0383,maze-32-32-4|a50|s147|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,147,0,14650fb0739d0383,2000,0.7106017191977078,0.28939828080229224,0.0,0.0,0.0,0.041408281656331265,0.0,4.44328865773,0.0,1.29405881176,1.53581661891,1.71214242849,1.0,1.67913582717,-2.24068767908,0.49329865973194637,0.0,0.041408281656331265,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s148|it0|14650fb0739d0383,maze-32-32-4|a50|s148|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,148,0,14650fb0739d0383,1000,0.7740585774058577,0.22594142259414227,0.0,0.0,0.0,0.05655226209048362,0.0,4.36875975039,0.0,1.3763650546,1.50836820084,1.69110764431,1.0,1.69266770671,-2.33472803347,0.45105304212168484,0.0,0.05655226209048362,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s148|it0|14650fb0739d0383,maze-32-32-4|a50|s148|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,148,0,14650fb0739d0383,2000,0.7740585774058577,0.22594142259414227,0.0,0.0,0.0,0.05655226209048362,0.0,4.36875975039,0.0,1.3763650546,1.50836820084,1.69110764431,1.0,1.69266770671,-2.33472803347,0.45105304212168484,0.0,0.05655226209048362,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s149|it0|14650fb0739d0383,maze-32-32-4|a50|s149|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,149,0,14650fb0739d0383,1000,0.7280701754385965,0.2719298245614035,0.0,0.0,0.0,0.038447782546494995,0.0,4.43633762518,0.0,1.26108726753,1.46783625731,1.5765379113,1.0,1.73426323319,-2.2514619883,0.3850143061516452,0.0,0.038447782546494995,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s149|it0|14650fb0739d0383,maze-32-32-4|a50|s149|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,149,0,14650fb0739d0383,2000,0.7280701754385965,0.2719298245614035,0.0,0.0,0.0,0.038447782546494995,0.0,4.43633762518,0.0,1.26108726753,1.46783625731,1.5765379113,1.0,1.73426323319,-2.2514619883,0.3850143061516452,0.0,0.038447782546494995,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s150|it0|14650fb0739d0383,maze-32-32-4|a50|s150|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,150,0,14650fb0739d0383,1000,0.7765042979942693,0.22349570200573066,0.0,0.0,0.0,0.037438062029730226,0.0,4.43402459167,0.0,1.26408515324,1.4670487106,1.55459717379,1.0,1.76619563223,-2.43553008596,0.3780510185355111,0.0,0.037438062029730226,0.0,1.0,0.8499999999999999,False,False,False,False,False
maze-32-32-4|a50|s150|it0|14650fb0739d0383,maze-32-32-4|a50|s150|it0,maze-32-32-4,maze,maze-32-32-4|a50,50,150,0,14650fb0739d0383,2000,0.7765042979942693,0.22349570200573066,0.0,0.0,0.0,0.037438062029730226,0.0,4.43402459167,0.0,1.26408515324,1.4670487106,1.55459717379,1.0,1.76619563223,-2.43553008596,0.3780510185355111,0.0,0.037438062029730226,0.0,1.0,0.8499999999999999,False,False,False,False,False
