candidate_id,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,search_stage,stage_code,source_candidate_id,alpha_cong_committed,alpha_cong_blocked,alpha_flow_progress,alpha_wait_or_nonprogress,rho_cong,rho_flow,flow_shield_beta,max_flow_shield,c_only,goal_projection_mode,method,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count
repair5g539_s3_123,24,0,1,6,17,0.00695876781129,0,0.00695876781129,0.00695876781129,-0.005487539467,1,13,3,2,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.25,1.25,1.0,0.5,1.0,0.98,0.25,0.75,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p5_dc1p00_df0p98_beta0p25_max0p75_c0,24,0,0,6,18,0.00153980915433,0,0.00153980915433,0.00153980915433,0.00115485686575,2,15,1,2,0
repair5g539_s1_020,24,0,1,6,17,0.00698029021324,0,0.00698029021324,0.00698029021324,-0.00547229443229,3,11,3,4,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.65,1.0,0.95,0.35,1.25,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc1p00_df0p95_beta0p35_max1p25_c0,24,0,0,6,18,0.00156013586728,0,0.00156013586728,0.00156013586728,0.00117010190046,3,13,2,3,0
repair5g539_s1_029,24,0,1,6,17,0.00699350251824,0,0.00699350251824,0.00699350251824,-0.00546293571625,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.5,1.0,0.98,0.15,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p5_dc1p00_df0p98_beta0p15_max0p5_c0,24,0,0,6,18,0.00157261415533,0,0.00157261415533,0.00157261415533,0.0011794606165,1,15,2,1,0
repair5g539_s1_037,24,0,1,6,17,0.00701628582529,0,0.00701628582529,0.00701628582529,-0.00544679754042,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.25,0.98,0.98,0.45,0.4,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p25_dc0p98_df0p98_beta0p45_max0p4_c0,24,0,0,6,18,0.00159413172311,0,0.00159413172311,0.00159413172311,0.00119559879233,1,15,2,1,0
repair5g539_s1_069,24,0,1,6,17,0.00708373215882,0,0.00708373215882,0.00708373215882,-0.00539902305417,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.5,0.95,0.98,0.35,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p5_dc0p95_df0p98_beta0p35_max0p5_c0,24,0,0,6,18,0.00165783103811,0,0.00165783103811,0.00165783103811,0.00124337327858,1,16,1,1,0
repair5g539_s1_009,24,0,1,6,17,0.00712326410059,0,0.00712326410059,0.00712326410059,-0.00537102126208,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.5,0.95,0.98,0.45,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p5_dc0p95_df0p98_beta0p45_max0p5_c0,24,0,0,6,18,0.00169516676089,0,0.00169516676089,0.00169516676089,0.00127137507067,1,16,1,1,0
repair5g539_s1_048,24,0,1,6,17,0.00716655328594,0,0.00716655328594,0.00716655328594,-0.00534035808912,2,12,3,3,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.35,0.95,0.95,0.35,1.0,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p35_dc0p95_df0p95_beta0p35_max1p00_c0,24,0,0,6,18,0.0017360509915,0,0.0017360509915,0.0017360509915,0.00130203824362,3,13,2,3,0
repair5g539_s1_060,24,0,1,6,17,0.00727279165324,0,0.00727279165324,0.00727279165324,-0.00526510591229,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.65,0.95,0.95,0.2,1.25,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p65_dc0p95_df0p95_beta0p2_max1p25_c0,24,0,0,6,18,0.00183638722728,0,0.00183638722728,0.00183638722728,0.00137729042046,1,16,1,1,1
repair5g539_s1_038,24,0,1,6,17,0.00731507924059,0,0.00731507924059,0.00731507924059,-0.00523515220458,2,12,3,3,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.35,1.0,1.0,0.3,1.0,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p35_dc1p00_df1p00_beta0p3_max1p00_c0,24,0,0,6,18,0.00187632550422,0,0.00187632550422,0.00187632550422,0.00140724412817,3,13,2,3,0
repair5g539_s1_005,24,0,1,6,17,0.00748141270118,0,0.00748141270118,0.00748141270118,-0.00511733267,1,13,3,2,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.65,1.0,0.98,0.6,1.25,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p65_dc1p00_df0p98_beta0p6_max1p25_c0,24,0,0,6,18,0.002033418217,0,0.002033418217,0.002033418217,0.00152506366275,2,14,2,2,1
repair5g539_s2_086,24,0,1,6,17,0.00753834948959,0,0.00753834948959,0.00753834948959,-0.00507700244488,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.25,1.0,1.0,0.65,0.95,0.98,0.3,0.75,False,flow_shield,repair5g518_grid_c1p25_b1p00_f1p00_w0p65_dc0p95_df0p98_beta0p3_max0p75_c0,24,0,0,6,18,0.0020871918505,0,0.0020871918505,0.0020871918505,0.00156539388787,1,16,1,1,0
repair5g539_s1_012,24,0,1,6,17,0.00759764740229,0,0.00759764740229,0.00759764740229,-0.00503499975671,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.25,0.95,0.95,0.6,0.4,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p25_dc0p95_df0p95_beta0p6_max0p4_c0,24,0,0,6,18,0.00214319543472,0,0.00214319543472,0.00214319543472,0.00160739657604,1,16,1,1,0
repair5g539_s1_072,24,0,1,6,17,0.00759764740229,0,0.00759764740229,0.00759764740229,-0.00503499975671,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.25,0.95,0.95,0.45,0.4,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p25_dc0p95_df0p95_beta0p45_max0p4_c0,24,0,0,6,18,0.00214319543472,0,0.00214319543472,0.00214319543472,0.00160739657604,1,16,1,1,0
repair5g539_s1_052,24,0,1,6,17,0.00767671128594,0,0.00767671128594,0.00767671128594,-0.00497899617246,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.25,0.98,0.95,0.3,0.4,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p25_dc0p98_df0p95_beta0p3_max0p4_c0,24,0,0,6,18,0.00221786688039,0,0.00221786688039,0.00221786688039,0.00166340016029,1,16,1,1,0
repair5g539_s1_028,24,0,1,6,17,0.007759018402,0,0.007759018402,0.007759018402,-0.00492069529858,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.35,0.98,0.95,0.25,1.0,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p35_dc0p98_df0p95_beta0p25_max1p00_c0,24,0,0,6,18,0.00229560137889,0,0.00229560137889,0.00229560137889,0.00172170103417,1,15,2,1,0
repair5g539_s3_121,24,0,1,6,17,0.00781377408112,0,0.00781377408112,0.00781377408112,-0.00488191002587,2,12,3,3,1,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.1,1.1,1.25,0.65,1.0,0.98,0.35,1.0,False,flow_shield,repair5g518_grid_c1p1_b1p1_f1p25_w0p65_dc1p00_df0p98_beta0p35_max1p00_c0,24,0,0,6,18,0.00234731507583,0,0.00234731507583,0.00234731507583,0.00176048630687,2,14,2,2,1
repair5g539_s1_036,24,0,1,6,17,0.00800156703441,0,0.00800156703441,0.00800156703441,-0.00474889001729,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.75,0.95,0.95,0.15,0.75,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p75_dc0p95_df0p95_beta0p15_max0p75_c0,24,0,0,6,18,0.00252467508728,0,0.00252467508728,0.00252467508728,0.00189350631546,1,15,2,1,0
repair5g539_s1_014,24,0,1,6,17,0.00800413257671,0,0.00800413257671,0.00800413257671,-0.00474707275817,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.5,1.0,1.0,0.25,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p5_dc1p00_df1p00_beta0p25_max0p5_c0,24,0,0,6,18,0.00252709809944,0,0.00252709809944,0.00252709809944,0.00189532357458,0,17,1,0,1
repair5g539_s1_001,24,0,1,6,17,0.00800490069694,0,0.00800490069694,0.00800490069694,-0.004746528673,1,13,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.75,0.98,0.98,0.15,0.75,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p75_dc0p98_df0p98_beta0p15_max0p75_c0,24,0,0,6,18,0.00252782354633,0,0.00252782354633,0.00252782354633,0.00189586765975,2,14,2,2,0
repair5g539_s3_125,24,0,1,6,17,0.00802078807818,0,0.00802078807818,0.00802078807818,-0.00473527511129,0,14,3,1,1,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.25,1.25,0.5,0.75,0.95,1.0,0.45,1.25,False,flow_shield,repair5g518_grid_c1p25_b1p25_f0p5_w0p75_dc0p95_df1p00_beta0p45_max1p25_c0,24,0,0,6,18,0.00254282829528,0,0.00254282829528,0.00254282829528,0.00190712122146,1,15,2,1,1
repair5g539_s1_004,24,0,1,6,17,0.00803574199465,0,0.00803574199465,0.00803574199465,-0.00472468275379,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.5,0.98,0.95,0.2,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p5_dc0p98_df0p95_beta0p2_max0p5_c0,24,0,0,6,18,0.00255695143861,0,0.00255695143861,0.00255695143861,0.00191771357896,1,15,2,1,0
repair5g539_s2_108,24,0,1,6,17,0.00808342235724,0,0.00808342235724,0.00808342235724,-0.00469090916362,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.0,1.1,0.75,0.25,0.98,0.95,0.45,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p1_f0p75_w0p25_dc0p98_df0p95_beta0p45_max0p5_c0,24,0,0,6,18,0.00260198289217,0,0.00260198289217,0.00260198289217,0.00195148716912,1,15,2,1,0
repair5g539_s1_003,24,0,1,6,17,0.00809335886588,0,0.00809335886588,0.00809335886588,-0.00468387080333,1,13,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.35,0.95,0.9,0.3,1.0,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p35_dc0p95_df0p9_beta0p3_max1p00_c0,24,0,0,6,18,0.00261136737256,0,0.00261136737256,0.00261136737256,0.00195852552942,2,14,2,2,0
repair5g539_s2_083,24,0,1,6,17,0.008165503577,0,0.008165503577,0.008165503577,-0.00463276829962,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.0,1.1,0.75,0.35,0.98,0.98,0.2,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p1_f0p75_w0p35_dc0p98_df0p98_beta0p2_max0p5_c0,24,0,0,6,18,0.00267950404417,0,0.00267950404417,0.00267950404417,0.00200962803312,1,15,2,1,0
repair5g539_s1_055,24,0,1,6,17,0.00818741308106,0,0.00818741308106,0.00818741308106,-0.00461724906758,1,13,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.65,0.98,0.9,0.35,1.25,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc0p98_df0p9_beta0p35_max1p25_c0,24,0,0,6,18,0.00270019635356,0,0.00270019635356,0.00270019635356,0.00202514726517,2,14,2,2,0
repair5g539_s1_049,24,0,1,6,17,0.00823340170371,0,0.00823340170371,0.00823340170371,-0.00458467379321,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.5,0.98,0.98,0.25,0.5,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p5_dc0p98_df0p98_beta0p25_max0p5_c0,24,0,0,6,18,0.00274363005272,0,0.00274363005272,0.00274363005272,0.00205772253954,1,15,2,1,0
repair5g539_s2_098,24,0,1,6,17,0.00827561213659,0,0.00827561213659,0.00827561213659,-0.00455477473658,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.25,1.4,0.75,0.65,0.98,0.98,0.3,0.5,False,flow_shield,repair5g518_grid_c1p25_b1p4_f0p75_w0p65_dc0p98_df0p98_beta0p3_max0p5_c0,24,0,0,6,18,0.00278349546156,0,0.00278349546156,0.00278349546156,0.00208762159617,1,15,2,1,0
repair5g539_s1_024,24,0,1,6,17,0.00829526515871,0,0.00829526515871,0.00829526515871,-0.00454085384592,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.5,0.95,0.95,0.3,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p5_dc0p95_df0p95_beta0p3_max0p5_c0,24,0,0,6,18,0.00280205664911,0,0.00280205664911,0.00280205664911,0.00210154248683,1,15,2,1,0
repair5g539_s1_047,24,0,1,6,17,0.00829828249488,0,0.00829828249488,0.00829828249488,-0.00453871656613,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.25,1.0,0.9,0.6,0.4,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p25_dc1p00_df0p9_beta0p6_max0p4_c0,24,0,0,6,18,0.0028049063555,0,0.0028049063555,0.0028049063555,0.00210367976662,1,15,2,1,0
repair5g539_s1_070,24,0,1,6,17,0.0083717635,0,0.0083717635,0.0083717635,-0.00448666752083,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.65,0.98,1.0,0.25,1.25,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p65_dc0p98_df1p00_beta0p25_max1p25_c0,24,0,0,6,18,0.00287430508256,0,0.00287430508256,0.00287430508256,0.00215572881192,1,15,2,1,0
repair5g539_s1_071,24,0,1,6,17,0.00841129544182,0,0.00841129544182,0.00841129544182,-0.00445866572871,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.75,1.0,0.9,0.15,0.75,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p75_dc1p00_df0p9_beta0p15_max0p75_c0,24,0,0,6,18,0.00291164080539,0,0.00291164080539,0.00291164080539,0.00218373060404,1,15,2,1,0
repair5g539_s1_035,24,0,1,6,17,0.00842530892012,0,0.00842530892012,0.00842530892012,-0.00444873951492,2,12,3,3,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.65,1.0,0.9,0.25,1.25,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p65_dc1p00_df0p9_beta0p25_max1p25_c0,24,0,0,6,18,0.00292487575711,0,0.00292487575711,0.00292487575711,0.00219365681783,2,14,2,2,1
repair5g539_s1_064,24,0,1,6,17,0.00844222716965,0,0.00844222716965,0.00844222716965,-0.00443675575483,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.5,0.98,0.95,0.15,0.5,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p5_dc0p98_df0p95_beta0p15_max0p5_c0,24,0,0,6,18,0.00294085410389,0,0.00294085410389,0.00294085410389,0.00220564057792,1,15,2,1,0
repair5g539_s1_013,24,0,1,6,17,0.00857526702776,0,0.00857526702776,0.00857526702776,-0.00434251918867,1,13,3,2,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.35,0.98,0.98,0.35,1.0,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p35_dc0p98_df0p98_beta0p35_max1p00_c0,24,0,0,6,18,0.00306650285878,0,0.00306650285878,0.00306650285878,0.00229987714408,1,15,2,1,1
repair5g539_s1_027,24,0,1,6,17,0.00859477205841,0,0.00859477205841,0.00859477205841,-0.00432870312529,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.25,0.95,0.9,0.35,0.4,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p25_dc0p95_df0p9_beta0p35_max0p4_c0,24,0,0,6,18,0.00308492427661,0,0.00308492427661,0.00308492427661,0.00231369320746,1,15,2,1,0
repair5g539_s1_046,24,0,1,6,17,0.00860553617159,0,0.00860553617159,0.00860553617159,-0.00432107854512,1,13,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.75,0.98,1.0,0.2,0.75,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p75_dc0p98_df1p00_beta0p2_max0p75_c0,24,0,0,6,18,0.0030950903835,0,0.0030950903835,0.0030950903835,0.00232131778762,2,14,2,2,0
repair5g539_s1_019,24,0,1,6,17,0.00862000795906,0,0.00862000795906,0.00862000795906,-0.00431082769567,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.5,0.98,0.9,0.6,0.5,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p5_dc0p98_df0p9_beta0p6_max0p5_c0,24,0,0,6,18,0.00310875818278,0,0.00310875818278,0.00310875818278,0.00233156863708,1,15,2,1,0
repair5g539_s1_079,24,0,1,6,17,0.00862000795906,0,0.00862000795906,0.00862000795906,-0.00431082769567,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.5,0.98,0.9,0.45,0.5,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p5_dc0p98_df0p9_beta0p45_max0p5_c0,24,0,0,6,18,0.00310875818278,0,0.00310875818278,0.00310875818278,0.00233156863708,1,15,2,1,0
repair5g539_s1_059,24,0,1,6,17,0.00863419105206,0,0.00863419105206,0.00863419105206,-0.00430078133813,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.5,1.0,0.9,0.3,0.5,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p5_dc1p00_df0p9_beta0p3_max0p5_c0,24,0,0,6,18,0.00312215332617,0,0.00312215332617,0.00312215332617,0.00234161499463,1,15,2,1,0
repair5g539_s1_074,24,0,1,6,17,0.00870778500541,0,0.00870778500541,0.00870778500541,-0.00424865228783,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.5,1.0,1.0,0.2,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p5_dc1p00_df1p00_beta0p2_max0p5_c0,24,0,0,6,18,0.00319165872656,0,0.00319165872656,0.00319165872656,0.00239374404492,1,15,2,1,0
repair5g539_s1_073,24,0,1,6,17,0.00879534612471,0,0.00879534612471,0.00879534612471,-0.00418662982833,1,13,3,2,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.0,1.25,0.5,0.35,0.98,0.98,0.3,1.0,False,flow_shield,repair5g518_grid_c1p00_b1p25_f0p5_w0p35_dc0p98_df0p98_beta0p3_max1p00_c0,24,0,0,6,18,0.00327435533922,0,0.00327435533922,0.00327435533922,0.00245576650442,1,15,2,1,1
repair5g539_s3_114,24,0,1,6,17,0.00880661485994,0,0.00880661485994,0.00880661485994,-0.00417864780754,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.4,1.6,0.75,0.35,0.95,0.9,0.25,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p6_f0p75_w0p35_dc0p95_df0p9_beta0p25_max0p5_c0,24,0,0,6,18,0.00328499803361,0,0.00328499803361,0.00328499803361,0.00246374852521,1,15,2,1,0
repair5g539_s1_054,24,0,1,6,17,0.00900427456894,0,0.00900427456894,0.00900427456894,-0.004038638847,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.5,0.95,1.0,0.6,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p5_dc0p95_df1p00_beta0p6_max0p5_c0,24,0,0,6,18,0.00347167664767,0,0.00347167664767,0.00347167664767,0.00260375748575,1,15,2,1,0
repair5g539_s1_062,24,0,1,6,17,0.00906357248165,0,0.00906357248165,0.00906357248165,-0.00399663615883,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.25,1.0,1.0,0.35,0.4,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p35_max0p4_c0,24,0,0,6,18,0.00352768023189,0,0.00352768023189,0.00352768023189,0.00264576017392,1,15,2,1,0
repair5g539_s3_124,24,0,1,6,17,0.00908311255571,0,0.00908311255571,0.00908311255571,-0.00398279527304,0,14,3,1,0,False,False,False,False,False,Stage 3 safety-boundary stress,s3,,1.4,1.4,1.25,0.65,0.98,1.0,0.3,1.0,False,flow_shield,repair5g518_grid_c1p4_b1p4_f1p25_w0p65_dc0p98_df1p00_beta0p3_max1p00_c0,24,0,0,6,18,0.00354613474628,0,0.00354613474628,0.00354613474628,0.00265960105971,0,16,2,0,0
repair5g539_s1_022,24,0,1,6,17,0.00912287039441,0,0.00912287039441,0.00912287039441,-0.00395463347062,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.25,0.98,1.0,0.15,0.4,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc0p98_df1p00_beta0p15_max0p4_c0,24,0,0,6,18,0.00358368381617,0,0.00358368381617,0.00358368381617,0.00268776286213,1,15,2,1,0
repair5g539_s1_042,24,0,1,6,17,0.00919891694188,0,0.00919891694188,0.00919891694188,-0.00390076716617,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.25,0.95,1.0,0.25,0.4,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc0p95_df1p00_beta0p25_max0p4_c0,24,0,0,6,18,0.00365550555544,0,0.00365550555544,0.00365550555544,0.00274162916658,0,16,2,0,0
repair5g539_s1_034,24,0,1,6,17,0.009201934278,0,0.009201934278,0.009201934278,-0.00389862988642,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.5,0.98,1.0,0.35,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p5_dc0p98_df1p00_beta0p35_max0p5_c0,24,0,0,6,18,0.00365835526178,0,0.00365835526178,0.00365835526178,0.00274376644633,1,15,2,1,0
repair5g539_s1_010,24,0,1,6,17,0.00921636869835,0,0.00921636869835,0.00921636869835,-0.00388840550533,0,14,3,1,2,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.65,0.98,1.0,0.3,1.25,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p65_dc0p98_df1p00_beta0p3_max1p25_c0,24,0,0,6,18,0.00367198776989,0,0.00367198776989,0.00367198776989,0.00275399082742,0,16,2,0,3
repair5g539_s1_067,24,0,1,6,17,0.00925542341594,0,0.00925542341594,0.00925542341594,-0.00386074174704,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.25,1.25,1.0,0.25,0.98,0.9,0.2,0.4,False,flow_shield,repair5g518_grid_c1p25_b1p25_f1p00_w0p25_dc0p98_df0p9_beta0p2_max0p4_c0,24,0,0,6,18,0.00370887278094,0,0.00370887278094,0.00370887278094,0.00278165458571,0,16,2,0,0
repair5g539_s1_002,24,0,1,6,17,0.00926123219071,0,0.00926123219071,0.00926123219071,-0.00385662719825,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.25,1.0,1.0,0.45,0.4,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p25_dc1p00_df1p00_beta0p45_max0p4_c0,24,0,0,6,18,0.003714358846,0,0.003714358846,0.003714358846,0.0027857691345,1,15,2,1,0
repair5g539_s2_109,24,0,1,6,17,0.00929495535776,0,0.00929495535776,0.00929495535776,-0.00383273995492,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.25,1.0,1.25,0.5,0.95,1.0,0.15,0.75,False,flow_shield,repair5g518_grid_c1p25_b1p00_f1p25_w0p5_dc0p95_df1p00_beta0p15_max0p75_c0,24,0,0,6,18,0.00374620850378,0,0.00374620850378,0.00374620850378,0.00280965637783,0,16,2,0,0
repair5g539_s1_032,24,0,1,6,17,0.00943901298071,0,0.00943901298071,0.00943901298071,-0.00373069913867,0,14,3,1,0,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.1,1.25,0.75,0.25,1.0,0.95,0.2,0.4,False,flow_shield,repair5g518_grid_c1p1_b1p25_f0p75_w0p25_dc1p00_df0p95_beta0p2_max0p4_c0,24,0,0,6,18,0.00388226292544,0,0.00388226292544,0.00388226292544,0.00291169719408,0,16,2,0,0
repair5g539_s2_100,24,0,1,6,17,0.00955772175429,0,0.00955772175429,0.00955772175429,-0.00364661375737,0,14,3,1,0,False,False,False,False,False,Stage 2 local safe-winner refinement,s2,,1.4,1.0,0.75,0.75,0.98,0.95,0.35,0.5,False,flow_shield,repair5g518_grid_c1p4_b1p00_f0p75_w0p75_dc0p98_df0p95_beta0p35_max0p5_c0,24,0,0,6,18,0.00399437676717,0,0.00399437676717,0.00399437676717,0.00299578257538,0,16,2,0,1
repair5g539_s1_058,24,0,1,6,17,0.00959839190724,0,0.00959839190724,0.00959839190724,-0.00361780573237,0,14,3,1,1,False,False,False,False,False,Stage 1 stratified coarse search,s1,,1.4,1.25,1.25,0.35,0.98,1.0,0.45,1.0,False,flow_shield,repair5g518_grid_c1p4_b1p25_f1p25_w0p35_dc0p98_df1p00_beta0p45_max1p00_c0,24,0,0,6,18,0.00403278746717,0,0.00403278746717,0.00403278746717,0.00302459060037,0,16,2,0,1
