row_type,g567_evaluation_uid,context_id,map,map_family,agents,target_candidate_count,mean_L1_target_distance_to_g556,mean_L1_target_distance_to_static_flow,mean_L1_actor_prediction_distance_to_g556,mean_L1_actor_prediction_distance_to_static_flow
label_train_target_set,000488448d989f12bfe9c8df1fd177475bfc04dc9ae257bcddc4c604366a3382,g567_gate3b_label_train_01074,g567-room-48x48-a-v1,room,8,21.0,0.01092989406280239,0.08570740424789272,,
label_train_target_set,000ef82bbad5999647c5a3f8335e2f7ad7a6e411e640f3b06df7695ccb61c847,g567_gate3b_label_train_00802,g567-large-empty-128x128-a-v3,large_empty,64,1.0,0.0009665651170034174,0.09041640451030127,,
label_train_target_set,0059c3068107eef726df8c2a82662b8a2d420bf8f2f8ccb002da38dc00b6d314,g567_gate3b_label_train_01232,room_64_64_16,room,24,1.0,0.001422127087910908,0.09151634514331813,,
label_train_target_set,007d7646c646288edd714e58367d765ddadd21ffc14443c944c34dbb52f220fc,g567_gate3b_label_train_00807,g567-large-empty-128x128-a-v2,large_empty,64,21.0,0.01086689901032055,0.08562824471534788,,
label_train_target_set,008b4c123bdd0847ca3ea5daa29ee82e97e89628486ff33855d21121ab017cc9,g567_gate3b_label_train_01613,sortation_medium,public_other,3000,1.0,0.04506650239702255,0.0458261073676367,,
label_train_target_set,00a1991fa36a95b682135d11e06b02944e1b92aa1cf87bc76163368fb106c036,g567_gate3b_calibration_00389,g567-large-lanes-192x128-a-v3,large_lanes,2500,2.0,0.007274479435549854,0.0915790269441075,,
label_train_target_set,00d338a424ddf556b9bbfb4c42a8b2a719c9fbcadb222abc4ba3719b297bd315,g567_gate3b_calibration_00465,g567-spiral-40x40-a-v3,spiral,128,1.0,0.0676598022570685,0.022980860093283394,,
label_train_target_set,00d72461f4a0371afade332dca0dea58b0eeff47cfbf63f2200cba3177dcba90,g567_gate3b_label_train_01437,maze_128_128_2,maze,512,1.0,0.04516740287107135,0.04576944124130978,,
label_train_target_set,00dcf1f075cfa5075c0562151a7a6ec9ee71354a7952d5b2ee24aec23d13b4df,g567_gate3b_label_train_00697,g567-large-room-128x128-a-v1,large_room,3000,1.0,0.0677031531598833,0.02295005857944493,,
label_train_target_set,00ed696652dca368a312212c5d69f70e6b79d0e060a41cd1fb3741c3900a6e9f,g567_gate3b_label_train_01443,maze_128_128_2,maze,1500,1.0,0.005453124490995295,0.09118566736342429,,
label_train_target_set,00eea862ecc93b24493459a9b2bb75c99b90c49809907dc46b83242704799788,g567_gate3b_calibration_00286,warehouse_small,warehouse,512,1.0,0.0013056646074567607,0.09052944504079367,,
label_train_target_set,00f4342190ba3743ce1b003c6a56d89d733dab09b66c13ab6dc2b3b047e87761,g567_gate3b_label_train_01430,maze_128_128_2,maze,512,1.0,0.06763082788104106,0.022884699891483954,,
label_train_target_set,00fabb9370096e3a3d03c4b98773d4c380a42e3115e45f754c9f30ba88c51d18,g567_gate3b_label_train_01993,g567-large-maze-128x128-a-v3,large_maze,3000,21.0,0.010958293922589043,0.08575802235714165,,
label_train_target_set,010f0bce56b4ab12ee46528b4e1ea5afad537cc4e63fb8e75ea4c35b79d89040,g567_gate3b_label_train_01628,warehouse_10_20_10_2_1,warehouse,48,1.0,0.0037420069840219286,0.09088643388615718,,
label_train_target_set,012ecebd2232831c362704e48d9ce30f1e302248c5eccd5ec9df2f02b9bf0779,g567_gate3b_calibration_00106,empty_16_16,empty,12,8.0,0.0021454674567258697,0.09118591716542607,,
label_train_target_set,0144edd951c3bfd828aa218be68bf7dff1e5e54133505eddd09fd2e5c2763a06,g567_gate3b_label_train_00208,random_32_32_10,random,12,21.0,0.010875742864806966,0.08565980511097321,,
label_train_target_set,014e6579ff52157ef06802dad88d322076b79c3bf29429d8744fdfe8cac43a93,g567_gate3b_label_train_01693,g567-room-64x48-b-v1,room,256,1.0,0.045170337501026364,0.045767665249960766,,
label_train_target_set,0159472a186e7f48e4a80edaf71338c5f5b1525933e4be49e8d8d0184cb38a46,g567_gate3b_calibration_00212,empty_32_32,empty,64,1.0,0.005514273501577826,0.09121099239303955,,
label_train_target_set,0176470792e055100a028b86364ae99b368bf6f73aefa16913de2269bdaa9227,g567_gate3b_calibration_00191,empty_32_32,empty,32,1.0,0.02275230238835022,0.0687513914042049,,
label_train_target_set,0190fc6c5d55279921e8f866f2c7d0e703aac2a06ed7c88631e7ecf489b3a227,g567_gate3b_label_train_00184,den312d,game,1000,1.0,0.0054388524994017536,0.09116256236083926,,
label_train_target_set,01b3e358eb2d264dfadbc51e4b01d688dc731ad40228079878e8d66cea557a35,g567_gate3b_label_train_01636,warehouse_10_20_10_2_1,warehouse,80,1.0,0.01119228033792396,0.0937306675172987,,
label_train_target_set,01bdfbb5f2db6b8a5708a57eb6187c56993104442feea1c7727f09ad135bc212,g567_gate3b_label_train_00286,g567-tunnel-64x32-a-v0,tunnel,256,21.0,0.010850987822290445,0.08564363987672899,,
label_train_target_set,01cf26253283b0a6a41504c0e3bcd8f2696b2f42ee6f3f5ac37570de696acab2,g567_gate3b_label_train_01550,g567-large-maze-192x128-a-v0,large_maze,3000,1.0,0.06764338955519691,0.022885061951856803,,
label_train_target_set,01d3532a122ea2697734f20ffd5ee7d40ea5efd6a3fab2d9edb872bc4bf85360,g567_gate3b_label_train_01258,room_64_64_16,room,48,1.0,0.0009544210585336837,0.0904123603256922,,
label_train_target_set,020cbe192649b0b316f0a852688eae5eab3a1cbb41f54c29119a46a264ed8521,g567_gate3b_label_train_00492,room_64_64_8,room,64,2.0,0.0018042092521985467,0.08949281464020414,,
label_train_target_set,020cdaa0bd2b820a9fbb541c95c38a8e1bac7c8940aefad6163dee2ed006fdb8,g567_gate3b_label_train_01855,room_32_32_4,room,48,1.0,0.04511536454397527,0.04588796014823622,,
label_train_target_set,021dc365aacd833fb7e90a2d4c8ce1bee2a3d6495c7bd93a6833022b829f3a6b,g567_gate3b_calibration_00121,empty_16_16,empty,24,1.0,0.001852031075765302,0.0904740612942076,,
label_train_target_set,025c27e202643ec38b223a58b249ba0a7283d428257d78b41f146f126b54abb5,g567_gate3b_label_train_01481,g567-large-maze-192x128-a-v3,large_maze,2000,1.0,0.005457894452034369,0.0911587117588709,,
label_train_target_set,02b92f3c6bf50d769250a64e8c7fd8af6889b367eeb685f9fcf7e0c2dedc3f2a,g567_gate3b_calibration_00211,empty_32_32,empty,64,1.0,0.01103146090867026,0.09354456936083144,,
label_train_target_set,02f15f2c1bc5e91787b2fa031fee009b5e6560bc9dfc9c67182de2d6484ec8c3,g567_gate3b_label_train_01721,g567-room-64x48-b-v3,room,512,1.0,0.003615152239799511,0.0888891724745433,,
label_train_target_set,02f65ea981f2c9e9636067244afc6dcb53e703961a9fdcb9462f34aaf0e57113,g567_gate3b_calibration_00187,empty_32_32,empty,32,2.0,0.001193841298421199,0.09128805935382843,,
label_train_target_set,030387c0a5d4f56a25ad9d757dce6b2128930984b1efbd0546ec3138b3a058bd,g567_gate3b_label_train_00332,warehouse_10_20_10_2_2,warehouse,16,1.0,0.028345851690050102,0.11468991437601657,,
label_train_target_set,0338041e59130bcfce7025b6f615d0c584f9b57537b7bd0c233d5a407e11cddc,g567_gate3b_calibration_00001,ht_chantry,game,12,21.0,0.010847290777970892,0.08567899054478091,,
label_train_target_set,0382a37f3524a7c733ede762b3bf4b0eb5f1133d36ff30130ec60f5db0a9e6f9,g567_gate3b_label_train_00355,warehouse_10_20_10_2_2,warehouse,48,1.0,0.0036625862121582153,0.08890029132366184,,
label_train_target_set,03a387053fe9f47540466f76eba38a379bd0fe23988de4f26cbeb48ad39b43d7,g567_gate3b_label_train_00756,sortation_small,public_other,256,1.0,0.0018297623878433592,0.09047005050239113,,
label_train_target_set,03b61ff69464a1e3d74fa831da08754d4e26c08c5f82b5a3f0ed1fe0da13fd07,g567_gate3b_label_train_01214,room_64_64_16,room,12,1.0,0.027828533739324614,0.1144641535386207,,
label_train_target_set,03ea6cb69de81b330b47de71db94e7217e7cc17849303e438a35c387430b1efb,g567_gate3b_label_train_01436,maze_128_128_2,maze,512,1.0,0.06763082788104106,0.022884699891483954,,
label_train_target_set,03ee13382eecbf7d980ac3bffb2e92ed066ed1b57e023209e6c8b1994576893a,g567_gate3b_label_train_01145,g567-room-48x48-a-v0,room,512,1.0,0.0013720989227295783,0.09146631697813681,,
label_train_target_set,0414db28b7764fb8d5c21eb912468113bdcb6f044488ec9e79ab7dd01932706d,g567_gate3b_calibration_00388,g567-large-lanes-192x128-a-v3,large_lanes,2500,1.0,0.005481505644699884,0.09117449586826662,,
label_train_target_set,04194a8c355dc88eeccd70e7d30bf9beb4e06491bd048e8a416608beee7c5f5e,g567_gate3b_label_train_00270,g567-tunnel-64x32-a-v1,tunnel,256,21.0,0.010923609201284592,0.08571993706470538,,
label_train_target_set,0423c99c3933c0d4562aaf83c0b15711b08e1d7c7633b5bda5dadd15a5b7c54e,g567_gate3b_label_train_01561,g567-large-maze-192x128-a-v0,large_maze,3000,21.0,0.010960167936772368,0.08576031057945459,,
label_train_target_set,04965f21bfdeffc7d35d82407e7e44c07231a4fd48988ec79ab21f7131572af7,g567_gate3b_label_train_01583,sortation_medium,public_other,128,1.0,0.001196601201617537,0.09049308976483728,,
label_train_target_set,04d716179885440503ffccadd924bc2bdc1827c6432cba4120a1342be60b3f78,g567_gate3b_calibration_00082,warehouse_small,warehouse,16,21.0,0.010932391122580484,0.0857166554505683,,
label_train_target_set,04ee1992e600440ab5d7a0e4311e8f3084b9da80803743dd966640fff07b5742,g567_gate3b_label_train_01629,warehouse_10_20_10_2_1,warehouse,48,1.0,0.0009539127349852895,0.09104813079039252,,
label_train_target_set,05593a2a8e5dfa3f90b354c8899378fe6a066a041bee600d531a8adf315e3b06,g567_gate3b_label_train_01120,g567-room-48x48-a-v3,room,64,3.0,0.012461964199467275,0.08392745216529841,,
label_train_target_set,057c0f85379825a6a5a50d9f110461cea610ef8d001760760fa71b5e311b7d57,g567_gate3b_label_train_01304,room_64_64_16,room,256,1.0,0.009073507596576021,0.09245936156265323,,
label_train_target_set,059f09954977352f3e18a968f425db9301265b1cf76a174913d886121aea32d4,g567_gate3b_label_train_00178,den312d,game,256,1.0,0.06763236472057908,0.022892422898421316,,
label_train_target_set,05e5595909727119485a611790672e5e555c773e05ab48401cd61a09a384baab,g567_gate3b_label_train_01066,g567-large-empty-128x128-a-v3,large_empty,3000,21.0,0.010824629727269525,0.085582494871101,,
label_train_target_set,05f4e1d6328a94b40707ad12e42363a4c5718f0d2f48b2b5377e7e19bf49cf23,g567_gate3b_label_train_00022,random_64_64_20,random,16,1.0,0.005559674700101224,0.08953264872233077,,
label_train_target_set,060dac2031b04de0524199e49e0e119f0aaebaab26082422d7eb9f51cb447852,g567_gate3b_label_train_01700,g567-room-64x48-b-v3,room,384,1.0,0.0013410504659016828,0.09054124335447948,,
label_train_target_set,060f01c633b96c7f9293f79710a74f60b7a516a6a2ec92f217a15f5dc8dfb6ee,g567_gate3b_calibration_00065,ht_chantry,game,1000,1.0,0.027943533280539116,0.1143983910670357,,
label_train_target_set,063b6b4f3e7b97f2994777fc0ee8dc75ca7f31b1eed3d58ebffd1b9e647706cf,g567_gate3b_label_train_00334,warehouse_10_20_10_2_2,warehouse,16,1.0,0.00912361815808312,0.0924438529733628,,
label_train_target_set,063c71bd1fad72a9127ed391e0ca1a1a89a0479ee95425fa206d7e2ee39f9c6e,g567_gate3b_label_train_00443,room_64_64_8,room,8,10.0,0.003970962795473263,0.09117327518548284,,
label_train_target_set,0642468eba7ef32f8e59e87e43c240dd75ccf5b5e6f5e118addb6988228b94c0,g567_gate3b_label_train_01633,warehouse_10_20_10_2_1,warehouse,80,1.0,0.01119228487923023,0.09373067205860496,,
label_train_target_set,06604555c04e4327134a81ccdcd8d5514df8e33e8260e1fa98fd10bbc83af491,g567_gate3b_label_train_00223,random_32_32_10,random,16,5.0,0.014498337387092521,0.08282863995669383,,
label_train_target_set,0662a1020cdd873749e473d281f39981488a73dc6ab5e18ce2c49b7160ec0bfb,g567_gate3b_label_train_00454,room_64_64_8,room,12,1.0,0.02863191269692917,0.1148840729679381,,
label_train_target_set,06826de289ac90f2128a4ed05b0e39a1ae3cc8ea1f54ff06acffd7e3957e4c97,g567_gate3b_calibration_00102,empty_16_16,empty,12,20.0,0.011315779215996214,0.08532061045392167,,
label_train_target_set,06ac8d5a59d52664dbd52cc66bf68c8bacdbdc6cd41b5bd7057c4ce2bc35b04c,g567_gate3b_calibration_00354,maze_128_128_1,maze,768,21.0,0.010905723271050957,0.0857243071335424,,
label_train_target_set,06b1bf7f5ebf38d380d8c074c6bebfd6a2ec90eafebc0f35d7bda6b73c98b41b,g567_gate3b_label_train_01992,g567-large-maze-128x128-a-v3,large_maze,3000,1.0,0.0037300141983562887,0.09087399088674132,,
label_train_target_set,06d6ed460837a9b56ec43ddc076404919677ea3cab481e9abc00c376e5ae1def,g567_gate3b_label_train_00793,g567-large-empty-128x128-a-v1,large_empty,24,1.0,0.011083659042441569,0.0935834923481184,,
label_train_target_set,06dc2d6591bcfe0cdbbc3b917655e851e0c89cf1651f700b52c3dacda32bbe2e,g567_gate3b_label_train_00856,g567-large-empty-128x128-a-v1,large_empty,1000,1.0,0.0007981061935424925,0.09089232424894972,,
label_train_target_set,06e2124b53b20bbabdeb4a2ad981ef2d090de91a3bcea78d9bf23d768eda5a95,g567_gate3b_calibration_00475,g567-connector-48x48-a-v1,connector,256,21.0,0.010843044791992926,0.08563485059608411,,
label_train_target_set,06ecdd5a6570aae469cc7a0319a88373bfff0aab003e2ae945f9a4ec5dfaa5fd,g567_gate3b_label_train_01239,room_64_64_16,room,24,1.0,0.028030640955955255,0.11451035586614461,,
label_train_target_set,071d71e7a48f79875a092073bc4734faf3527ca3b7a07bdabbde7d8d305b640d,g567_gate3b_label_train_00553,room_64_64_8,room,1500,21.0,0.010828156095738669,0.08560933877844212,,
label_train_target_set,073932194d8fff0a317e79626928178ee684b4534a3f2d1e0584ebb5b4636711,g567_gate3b_label_train_00915,g567-large-empty-128x128-a-v1,large_empty,2000,1.0,0.001756249533759235,0.09185046758916647,,
label_train_target_set,07546dba16385c28be405c2686b97f1d7c9ef2f880ff3e0ac35b8f2f802d1159,g567_gate3b_label_train_00432,warehouse_10_20_10_2_2,warehouse,384,1.0,0.06766024633059417,0.02288626098443603,,
label_train_target_set,076b3ea14556cc11938567de05759579e88b45c19098c3ff78d33518aa2d05f7,g567_gate3b_label_train_00905,g567-large-empty-128x128-a-v2,large_empty,2000,1.0,0.045234147026425295,0.04574234026765071,,
label_train_target_set,078b952a25dbefcf69bf624e9fc04450818f9f22c40c2b5687426dbd99db82e4,g567_gate3b_label_train_01269,room_64_64_16,room,64,1.0,1.1842378929335004e-17,0.09009421805540724,,
label_train_target_set,07a4325e32b8c2a50ff5ff3bdeae2e98fd870560c4342868c08900f23dcac3b5,g567_gate3b_calibration_00202,empty_32_32,empty,32,1.0,0.04519963193507413,0.045834250469056474,,
label_train_target_set,07a95db5dbb3f99d10a5967420e1ffb9098a2e1b103d236391ff44fda54da78c,g567_gate3b_label_train_00042,random_64_64_20,random,24,1.0,0.028393807292930725,0.11470585831100988,,
label_train_target_set,07b304b3ff47ce9e58a5b9d5d9387b551ec1d63ad74695819012f10752ccb2d9,g567_gate3b_label_train_00676,g567-large-room-128x128-a-v2,large_room,3000,1.0,1.1842378929335004e-17,0.09009421805540724,,
label_train_target_set,07c674c36226925f1576464e7973c193641f50fdafc2efdfbfcbfd01e3a44e89,g567_gate3b_label_train_00469,room_64_64_8,room,32,1.0,0.009262637373000938,0.09259069231767515,,
label_train_target_set,07da117445237d81892506a642627da50e8e76fb2a5a4be512bf1112266240ae,g567_gate3b_calibration_00248,g567-islands-48x48-a-v2,islands,16,2.0,0.015519637697272798,0.10363361958000394,,
label_train_target_set,07eafaec5c66065677801462e6ae2e837953dcece528157554bf71f786d916a8,g567_gate3b_label_train_01228,room_64_64_16,room,16,2.0,0.005411889042173129,0.09033988027345567,,
label_train_target_set,082503cbb5f7dfe22d392729075d090d3e07e7f67ab6d5cb99175b0662ca39fb,g567_gate3b_label_train_00572,maze_32_32_2,maze,12,21.0,0.010882541561388036,0.0856629580973408,,
label_train_target_set,082612cb6ff9102aaac0448702ffcc998d3768ce83387cc892c3780ae5877dad,g567_gate3b_label_train_00937,g567-large-empty-128x128-a-v3,large_empty,2500,1.0,0.02280170502170693,0.06861411096557732,,
label_train_target_set,082f7d0c2ffcd9196dcdfeea338c4f039f82241a6d669079f852ed857ddbeb17,g567_gate3b_label_train_01905,g567-large-maze-128x128-a-v2,large_maze,1000,1.0,0.0676368792615239,0.022882069656773314,,
label_train_target_set,0839aed9c685a39cde46bb3822b10251e25869c7964d51b7b85bacee0cc12250,g567_gate3b_label_train_01661,g567-room-64x48-b-v1,room,12,4.0,0.010309476753075888,0.08561604433589512,,
label_train_target_set,0840313036e0ee2a2712e401d0ea71cf883d996425a553805a63f71b74eb9945,g567_gate3b_label_train_01680,g567-room-64x48-b-v3,room,32,1.0,0.0014615104311988467,0.0905813912266777,,
label_train_target_set,084440cf0aafc29f9be288136bc815e79b870d1e87ed2aa8057d7322214ba308,g567_gate3b_label_train_01251,room_64_64_16,room,32,1.0,0.022706801356777315,0.06869972281512764,,
label_train_target_set,086351dabd9264b0975657a8552cb6b34b779433e8a1e45775f9c22354aa8ed3,g567_gate3b_calibration_00441,g567-large-lanes-192x128-a-v2,large_lanes,2500,1.0,0.028731021682421278,0.1148555485407511,,
label_train_target_set,086f7961aae2260c19b6ec4ffc4abdc615b9feba4ed7f1bb5c5f8e4fcb58592c,g567_gate3b_label_train_01408,maze_128_128_2,maze,256,1.0,0.06762725441228772,0.022885005757922326,,
label_train_target_set,0896c730208bc1aba1694b311b7dbb8d389d89d48000b2d74f3f9b1a11c753f6,g567_gate3b_label_train_00990,g567-large-empty-128x128-a-v0,large_empty,3000,1.0,0.000796953837076761,0.090891171892484,,
label_train_target_set,08dc84e38fa57be4f03af180d78bc27ddcb79a824f7ce523f6578bf0d8249a6c,g567_gate3b_label_train_00641,g567-large-room-128x128-a-v3,large_room,2000,1.0,0.027942299308284953,0.11434541728288418,,
label_train_target_set,08e2ea3fc4c532c97b2d6ee7ee3591b8b9a43ec44c9422316af499d001385ae1,g567_gate3b_label_train_00904,g567-large-empty-128x128-a-v1,large_empty,2000,1.0,0.045235387626148364,0.04574766299081233,,
label_train_target_set,093cb9add8543238d2f4738f69d7b4e3be9cd66139fa9eda478676c97fcf1d52,g567_gate3b_label_train_00156,den312d,game,64,1.0,0.0018130307396253022,0.08948987414439523,,
label_train_target_set,09639c5d02428c6b33a5eb5275262d34e87225ff467a614e9a994d9672ec3c1f,g567_gate3b_label_train_00919,g567-large-empty-128x128-a-v1,large_empty,2500,1.0,0.0452350761824185,0.045739196770720934,,
label_train_target_set,0979a092a126ac2ea59a921ffcfea712725832addd39ba53afdb25d9145d898c,g567_gate3b_label_train_00801,g567-large-empty-128x128-a-v2,large_empty,64,21.0,0.010985852560353664,0.08575433501648527,,
label_train_target_set,099b359fdb569270f39fbed24b42fd38461a6305320ad897db16bab52f666899,g567_gate3b_label_train_01998,g567-large-maze-128x128-a-v0,large_maze,3000,1.0,0.0226662661442681,0.06867549801629691,,
label_train_target_set,09b4530fce3715d00ff52e4542e851eeff03f65482df16e7b688e808fb7f3d71,g567_gate3b_label_train_00508,room_64_64_8,room,192,1.0,0.04520088739811421,0.04579421660256775,,
label_train_target_set,09cf1f7d7c2c2948a4377bb63954dd3a307e5f7a2b1c3cd983121a2b4c6b7988,g567_gate3b_label_train_00692,g567-large-room-128x128-a-v0,large_room,3000,1.0,0.06770295698491356,0.02295017446790424,,
label_train_target_set,0a054b68ecdc7c2282dfd522335e95b57272b6add514d36f1a7982d5fd7ae264,g567_gate3b_label_train_01289,room_64_64_16,room,192,1.0,0.005415933430194866,0.08948475172122324,,
label_train_target_set,0a59f917061e22396c179a97ac8e2d0a542decb9cd9c0562f8d66334b1539084,g567_gate3b_label_train_00771,g567-large-empty-128x128-a-v2,large_empty,16,21.0,0.011013166885076833,0.08579242788880323,,
label_train_target_set,0a957d8c4c81add0a504f6ced7124194e38edcbba96412aebfc27c067fa58ed4,g567_gate3b_label_train_01623,warehouse_10_20_10_2_1,warehouse,48,1.0,0.0012866179148356238,0.09138083597024285,,
label_train_target_set,0ab5973301fc26c32a25af1f6714b3cfcb85b3e5bff942487d009860f928745a,g567_gate3b_label_train_01535,g567-large-maze-192x128-a-v1,large_maze,2500,1.0,0.0054549262589878465,0.09115579661395819,,
label_train_target_set,0aef05ffa62ea0a841f2615571f30099b25281c2dce5347d76976944055b1ebb,g567_gate3b_label_train_01426,maze_128_128_2,maze,512,1.0,0.06763082788104106,0.022884699891483954,,
label_train_target_set,0afe006e9a9a5ccfb622057de4217eebff6c5394f2e78252d9367b8b449154fc,g567_gate3b_label_train_01088,g567-room-48x48-a-v2,room,32,1.0,0.022698848597587026,0.06866197429006073,,
label_train_target_set,0b45075f8a163af6c6f1918cd223538cdec54937f45d3ff43bbed47f696b3f78,g567_gate3b_calibration_00129,empty_16_16,empty,32,2.0,0.0011840462684631098,0.09127826432387035,,
label_train_target_set,0b508f9e5597015a407f557084972802bd4d7840fb880849ff5f09ee30a31681,g567_gate3b_calibration_00446,g567-large-lanes-192x128-a-v2,large_lanes,2500,1.0,0.028731857632833875,0.11485584407571772,,
label_train_target_set,0b7aea4fd47d6c08b6e4599181f2f948581c5da7de898c0f6dfa5748e0ab44e6,g567_gate3b_label_train_00967,g567-large-empty-128x128-a-v0,large_empty,2500,1.0,0.022802140958725427,0.06861068200497407,,
label_train_target_set,0b86786921ecdff89ff80b670dd8a2830f9b2f6b003bffa139111ef90babdcf7,g567_gate3b_label_train_01666,g567-room-64x48-b-v1,room,12,3.0,0.017889578105911384,0.09201881135582297,,
label_train_target_set,0b9f5028f6ee421ceaeb2f6f13a70f254dcbdf7a4546aff337d1d75be1ef4d8e,g567_gate3b_label_train_00312,g567-string-64x32-a-v0,irregular_bottleneck,384,21.0,0.010874316055533208,0.08566845341987535,,
label_train_target_set,0ba3f9a7a37683b9eb7671aa4083e848f7c706692a5cbdddc0aab1800bc751e5,g567_gate3b_label_train_01309,room_64_64_16,room,256,1.0,0.0018170074621836414,0.08948855499426528,,
label_train_target_set,0bbe155e6cfdbd6c4c84820be1923af056894eab08c3860df69084455474ea3a,g567_gate3b_label_train_00980,g567-large-empty-128x128-a-v0,large_empty,2500,1.0,0.0013857285181681435,0.09147994657357537,,
label_train_target_set,0bd9186ca5e8f085242ccab8c46f2597edde0900eda1ea7140a15b38f336b9d7,g567_gate3b_label_train_00374,warehouse_10_20_10_2_2,warehouse,64,3.0,0.003670899011786022,0.09027063820570237,,
label_train_target_set,0bef713e00ba275d98c56b5576bce09132ea8d738217a26ad0b1962d53006817,g567_gate3b_label_train_00818,g567-large-empty-128x128-a-v1,large_empty,256,1.0,0.0018075881401697867,0.08949168642361964,,
label_train_target_set,0c098469d877825ce470889a196e6502e77792e553e7540ebe40e491adf8768c,g567_gate3b_label_train_01011,g567-large-empty-128x128-a-v0,large_empty,3000,1.0,0.06770636862232579,0.022950580971581536,,
label_train_target_set,0c0d9c662e601ae3e64f9832af8641db50c7ece7fd973e2ef90d19f4d1199d93,g567_gate3b_calibration_00053,ht_chantry,game,192,1.0,0.0036154864137135155,0.09081954756426433,,
label_train_target_set,0c13c87dc49185c9979d7972d2c14f1b4c18270bfbc144de7cc21e94d1eac4ad,g567_gate3b_label_train_00717,g567-large-room-128x128-a-v2,large_room,3000,1.0,0.005413596298959619,0.09113156146473363,,
label_train_target_set,0c1cebd2caa36392e3888e2c0388aa4ba80fe4f4ba2f5924eeea6e57bd0d2516,g567_gate3b_label_train_00110,den312d,game,12,21.0,0.010903478964701441,0.0856820164626508,,
label_train_target_set,0c37b940b836fd187d06f86a02e66a67ac143557d6730f3250cefe9e4bccb5cd,g567_gate3b_label_train_00869,g567-large-empty-128x128-a-v2,large_empty,1000,1.0,0.0013578109135703434,0.09054681402350231,,
label_train_target_set,0c5b2071daaf5bcd20a0fa38b60a7f095ec7761cbfaa18028cd378260b33fc1e,g567_gate3b_label_train_01044,g567-large-empty-128x128-a-v3,large_empty,3000,1.0,0.04531865783154019,0.04590128892943976,,
label_train_target_set,0c637704fcd8aa09e31d53c240ad5c3c9c1a08f524cdafeb0aa79ece75b92c15,g567_gate3b_label_train_01914,g567-large-maze-128x128-a-v3,large_maze,1000,1.0,0.04518951647811458,0.045780140426423935,,
label_train_target_set,0c72f374afe1dcd944d390079466ea41830ccdb23201a831815d298d869c718b,g567_gate3b_label_train_00696,g567-large-room-128x128-a-v0,large_room,3000,1.0,0.06770339938383255,0.02295003035711867,,
label_train_target_set,0c803262cb7fb5029dbaedfe1dac7d37995a50192b87808f492522917d84354c,g567_gate3b_label_train_01337,room_64_64_16,room,2000,1.0,0.000917355219523198,0.09101157327493042,,
label_train_target_set,0c870f9f30f9697d578f2eca861b8a8fab3c977e5fe8fc00eae94e1b6d59974c,g567_gate3b_calibration_00144,empty_16_16,empty,64,1.0,0.022770198753901887,0.06872684767321939,,
label_train_target_set,0c8fe46fde204493a5adc735b341add859394a2217de885391d4e36404102f0c,g567_gate3b_label_train_01202,g567-warehouse-20x10-a-v1,warehouse,16,1.0,0.011255514054071247,0.09377391221977409,,
label_train_target_set,0c9c519fcdac0b716b94908ee624de0134d5718917ec5345bd6a0884b9187fb4,g567_gate3b_label_train_01094,g567-room-48x48-a-v3,room,32,1.0,0.011073111413963237,0.0936472613802032,,
label_train_target_set,0ca8048f7cd7647dcded2a408b05e0020ae7a52285221ece50c6049b8a1c3533,g567_gate3b_label_train_01991,g567-large-maze-128x128-a-v0,large_maze,3000,1.0,0.0036406844239385513,0.09080282582650104,,
label_train_target_set,0cae79e57082f0e6beb8d65a02ea9ccf4e69fdc0132859bed1ac75f4551583fc,g567_gate3b_label_train_00866,g567-large-empty-128x128-a-v0,large_empty,1000,1.0,0.000904062513321165,0.0903955711164172,,
label_train_target_set,0cbe4e351056586d428ed075d485c71d863a243f00e3ed183e7f2ac431e5a096,g567_gate3b_label_train_01497,g567-large-maze-192x128-a-v3,large_maze,2000,1.0,0.000922579992385146,0.09040174169199812,,
label_train_target_set,0cc1a3ee9da2b514c86de3245df4238c707a909b375afff8ff2d2793287d324e,g567_gate3b_label_train_00306,g567-string-64x32-a-v0,irregular_bottleneck,384,21.0,0.010877962738883732,0.0856717870558471,,
label_train_target_set,0cc227013dc7be1777d86937604561af39e9eeed157bee4dc9e2efe19b1169cf,g567_gate3b_calibration_00023,ht_chantry,game,64,1.0,0.0017377177874247352,0.09183193584283196,,
label_train_target_set,0ce62aa21b8ed3e656074ff3d14e71c40fbe34436ac12ade9f693638ba7585a4,g567_gate3b_label_train_00203,random_32_32_10,random,8,21.0,0.010885938072826331,0.08566988024243967,,
label_train_target_set,0ce954f6a31a9c96f315549f0b6801c82a832af0678088aa14b1e9ce6243b3f2,g567_gate3b_label_train_00890,g567-large-empty-128x128-a-v3,large_empty,2000,1.0,0.0012961228688558061,0.09139034092426304,,
label_train_target_set,0d221875ef5fe9e11053fc4638b7b55dfe9d312c439d4ee1fdc7efed322e3c7c,g567_gate3b_label_train_01819,room_32_32_4,room,16,1.0,0.02256666223681169,0.06878558960698894,,
label_train_target_set,0d37b986260afdf3b0d1887a0dc4933ee213b43d6e0dcf125f50332f188534f2,g567_gate3b_label_train_01790,room_32_32_4,room,12,1.0,0.009309118777986522,0.09256914495475714,,
label_train_target_set,0da2de28685e9a2091d055353c1b8efffb49ac85a57483c3df0b4e14e3eb895d,g567_gate3b_label_train_01752,g567-room-64x48-b-v0,room,1500,1.0,0.005428201357523612,0.08948881804943089,,
