candidate_id,generated_theta_uid,registry_role,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,replay_phase,method,variant_id,actor_training_seed
g556_c063174,,g562_g556_baseline,1.25,1.1580041646957397,1.25,0.75,0.75,1.040339708328247,0.6932658553123474,0.9799358248710632,1.0,0.6841553449630737,0.6499999761581421,0.3355112671852112,0.8590060472488403,1.0,10.79326343536377,1,0,0,False,False,False,False,False,,,,
g562_cycle2_a1_s562_ef97e1730b32,0128e67937c5ecc367cdbda7e7ff907af2104c4be277f7df2734e483d6cf8029,g562_actor_generated_theta,1.2085002660751343,1.1489075422286987,1.260799527168274,0.7475081086158752,0.7599312663078308,1.0525941848754883,0.688411295413971,0.978539764881134,0.993239164352417,0.6855934262275696,0.6550876498222351,0.3761368989944458,0.9174391031265259,0.9602271914482117,10.751867294311523,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_3b37070b9cee,0df1c68d0358ca3aa43bb2b8696f4f923d3346adae288331a96d90d566487e2d,g562_actor_generated_theta,1.2085857391357422,1.1482281684875488,1.260898232460022,0.7479274272918701,0.7602539658546448,1.052631139755249,0.687667965888977,0.9785330295562744,0.9931005239486694,0.6854023933410645,0.6538935899734497,0.37672659754753113,0.9171293377876282,0.9609104990959167,10.751544952392578,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_b84173a01e3a,25e675f7d42be7ec8dae5ef572e71c007d33a900e3278ff1c3e8e26d0ace3129,g562_actor_generated_theta,1.213022232055664,1.1497763395309448,1.2604892253875732,0.7465687990188599,0.7493957877159119,1.0512667894363403,0.6896134614944458,0.9785031676292419,0.9934881329536438,0.6863617300987244,0.6548276543617249,0.37326791882514954,0.9153034090995789,0.95919269323349,10.761292457580566,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_4f7c88c538b9,a309da57f08d17c98718f1e9624b2bf9684861cdcde86e76c188a048d19495d8,g562_actor_generated_theta,1.2128350734710693,1.1484638452529907,1.259789228439331,0.7472711801528931,0.7510801553726196,1.0504428148269653,0.6897128224372864,0.9783316850662231,0.9933812022209167,0.686711311340332,0.6522094011306763,0.37290072441101074,0.9154247641563416,0.9597140550613403,10.759117126464844,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_9a1b45402443,9f57cd3b7f03e20b7cb39c2937e9686ca997e58fa48b6e63abfba0e0e4dbf2e9,g562_actor_generated_theta,1.2109785079956055,1.1498003005981445,1.261480450630188,0.7471587061882019,0.7539032697677612,1.0508185625076294,0.688368558883667,0.978610098361969,0.9934680461883545,0.6863428354263306,0.6582974791526794,0.37410396337509155,0.9159802198410034,0.959239661693573,10.758881568908691,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_0031814ab166,3aed729a325858ddd9f6902635561b5bca572e040a5531199f8e43f9fa03fed7,g562_actor_generated_theta,1.2098113298416138,1.1489691734313965,1.260986089706421,0.7480273246765137,0.75432950258255,1.0503723621368408,0.6873499155044556,0.9785076975822449,0.99325031042099,0.6866253018379211,0.6563210487365723,0.3745303750038147,0.915463924407959,0.9593918323516846,10.758148193359375,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_c02bc1806c39,e21f3b59c5fca0edd484348b812c88e402088eaf112b78e98fc007ddfa4ec27a,g562_actor_generated_theta,1.2114166021347046,1.1498457193374634,1.260903239250183,0.7462725043296814,0.7529656887054443,1.0526423454284668,0.6889543533325195,0.9785473942756653,0.993294358253479,0.6862912774085999,0.6540615558624268,0.37517499923706055,0.916889488697052,0.9595540165901184,10.75613784790039,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_ec665e047b93,dc05eb9367efb8c34dd3d661269e06194a59b6c3be0d5593d99d7b7d0ae36f34,g562_actor_generated_theta,1.2101571559906006,1.149301290512085,1.260328769683838,0.7480233311653137,0.7524411082267761,1.0515697002410889,0.6881117224693298,0.9784336686134338,0.9932095408439636,0.6863272190093994,0.6533560752868652,0.37431034445762634,0.9159449934959412,0.9594392776489258,10.75678825378418,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
g562_cycle2_a1_s562_8331007e68fd,37e525fb6301ff05bc8d895fae05ceeb1e530242cbafa3c5203d423dff8eb93b,g562_actor_generated_theta,1.2128921747207642,1.1486107110977173,1.260279893875122,0.7473559379577637,0.7507463693618774,1.050246238708496,0.6892843246459961,0.978351891040802,0.9933274984359741,0.6870042681694031,0.6524736285209656,0.37315064668655396,0.915433406829834,0.9597473740577698,10.759303092956543,1,0,0,False,False,False,False,False,cycle2,A1_seed562_dual_stream_c0_f0_graph_actor,A1,562
