g551_targeted_row_id,execution_mode,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,counts_as_new_g549_solver_row,probe_materialized,no_probe_reason,panel,route,horizon_id,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,fresh_seed_block,theta_cluster,registry_label,candidate_group,fulltheta_registry_row_id,counts_as_g549_calibration_topup,counts_as_g549_fulltheta_replay,context_horizon_key,fulltheta_fingerprint_match,fulltheta_fingerprint_mismatched_fields,counts_as_new_g550_solver_row,g550_stage,counts_as_new_g551_solver_row,g551_stage,counts_as_new_g546_solver_row,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy
g551_targeted_00000010,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000270,repair5g551_theta_551000270,repair5g551_theta_551000270,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.19468186135,1258,1053,584.3178,56,2748,2797,True,9c957a2a346349dd,alpha_commit=1.5|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.5|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.57389747042899997|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.097|lambda_flow=0.58701993496000004|min_edge_cost=0.94399999999999995|max_edge_cost=11.965|goal_projection_mode=flow_shield|flow_shield_beta=0.29649999999999999|max_flow_shield=0.8075,14650fb0739d0383,1.25,1.5,1.25,0.75,0.75,1,0.573897470429,0.95,1,1.097,0.58701993496,0.2965,0.8075,0.944,11.965,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000008,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0674264007597,0.0218423551757,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,56,0,2748,1.12,100,0.2,0.2,0.45
g551_targeted_00000011,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000113,repair5g551_theta_551000113,repair5g551_theta_551000113,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.18993352327,1253,1053,559.1651,57,2799,2797,True,8c7967a146c0db77,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.89844435074100004|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0.94224710774700005|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.898444350741,0.95,1,1,0.942247107747,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000009,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0721747388414,0.017094017094,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,57,0,2799,1.14,100,0.2,0.2,0.45
g551_targeted_00000012,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000506,repair5g551_theta_551000506,repair5g551_theta_551000506,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.21272554606,1277,1053,860.8596,53,2596,2797,True,6e7be99a3ec354e0,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.77100000000000002|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.95899999999999996|lambda_flow=0.68999999999999995|min_edge_cost=0.92800000000000005|max_edge_cost=11.045999999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.34300000000000003|max_flow_shield=0.77300000000000002,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.771,0.95,1,0.959,0.69,0.343,0.773,0.928,11.046,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000010,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0493827160494,0.039886039886,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,53,0,2596,1.06,100,0.2,0.2,0.45
g551_targeted_00000013,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000382,repair5g551_theta_551000382,repair5g551_theta_551000382,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.1861348528,1249,1053,790.0641,57,2800,2797,True,b711173eafa61f7c,alpha_commit=1.203125|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.203125|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.81527103708500004|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.90049999999999997|lambda_flow=0.82672015727500003|min_edge_cost=1|max_edge_cost=10.884499999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.25637500000000002|max_flow_shield=0.6845,14650fb0739d0383,1.25,1.203125,1.25,0.75,0.75,1,0.815271037085,0.95,1,0.9005,0.826720157275,0.256375,0.6845,1,10.8845,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000011,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0759734093067,0.0132953466287,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,57,0,2800,1.14,100,0.2,0.2,0.45
g551_targeted_00000014,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000114,repair5g551_theta_551000114,repair5g551_theta_551000114,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.19658119658,1260,1053,833.827,58,2849,2797,True,e9d8e3f3c300eec5,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.79688870148099999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0.88449421549399998|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,0.796888701481,0.95,1,1,0.884494215494,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000012,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0655270655271,0.0237416904084,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,58,0,2849,1.16,100,0.2,0.2,0.45
g551_targeted_00000015,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000096,repair5g551_theta_551000096,repair5g551_theta_551000096,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.18328584995,1246,1053,506.5027,54,2650,2797,True,4085571a33326d1c,alpha_commit=1.3838608433999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3838608433999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.94999999999999996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.14160480662|lambda_flow=1.1299999999999999|min_edge_cost=1|max_edge_cost=12|goal_projection_mode=flow_shield|flow_shield_beta=0.29749999999999999|max_flow_shield=0.91500000000000004,14650fb0739d0383,1.25,1.3838608434,1.25,0.75,0.75,1,0.95,0.95,1,1.14160480662,1.13,0.2975,0.915,1,12,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000013,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0788224121557,0.0104463437797,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,54,0,2650,1.08,100,0.2,0.2,0.45
g551_targeted_00000016,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000419,repair5g551_theta_551000419,repair5g551_theta_551000419,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.1861348528,1249,1053,441.031,56,2750,2797,True,df809005bfa1aa28,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.0349999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.95399999999999996|lambda_flow=1.014|min_edge_cost=0.90400000000000003|max_edge_cost=10.920999999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.253|max_flow_shield=0.83199999999999996,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1.035,0.95,1,0.954,1.014,0.253,0.832,0.904,10.921,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000014,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0759734093067,0.0132953466287,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,56,0,2750,1.12,100,0.2,0.2,0.45
g551_targeted_00000017,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3005|5000|0|14650fb0739d0383,random-32-32-20|a50|s3005|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3005_hgenerated_theta_targeted_short5000_t050_i2_b2000,generated_theta::repair5g551_theta_551000053,repair5g551_theta_551000053,repair5g551_theta_551000053,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3005,2000,0,True,True,1.17663817664,1239,1053,457.7164,56,2749,2797,True,50e82208b9c5a76b,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=1|min_edge_cost=0.90962680165200005|max_edge_cost=10.779011652299999|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.909626801652,10.7790116523,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t050_i2,2000,5000,0.5,2,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000015,,,random-32-32-20|50|3005|2000|generated_theta_targeted_short5000_t050_i2,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0854700854701,0.00379867046534,False,-0.0218423551757,0,1,0,50,5000,0,2797,55.94,0,56,0,2749,1.12,100,0.2,0.2,0.45
g551_targeted_00000000,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3007|5000|0|14650fb0739d0383,random-32-32-20|a50|s3007|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3007_hgenerated_theta_targeted_short5000_t100_i4_b2000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,random-32-32-20,random,50,3007,2000,0,True,True,1.28105906314,1258,982,321.9392,45,2199,2304,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,additive_ltm,additive_ltm,additive_ltm,,,,random-32-32-20|50|3007|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,0,0.134419551935,False,-0.0020366598778,0,1,0,50,5000,0,2304,46.08,0,45,0,2199,0.9,100,0.2,0.2,0.45
g551_targeted_00000001,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3007|5000|0|14650fb0739d0383,random-32-32-20|a50|s3007|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3007_hgenerated_theta_targeted_short5000_t100_i4_b2000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,random-32-32-20,random,50,3007,2000,0,True,True,1.1466395112,1126,982,522.035,44,2150,2304,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,static_flow_shield,static_flow_shield,static_flow_shield,,,,random-32-32-20|50|3007|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.134419551935,0,False,-0.0020366598778,0,1,0,50,5000,0,2304,46.08,0,44,0,2150,0.88,100,0.2,0.2,0.45
g551_targeted_00000002,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3007|5000|0|14650fb0739d0383,random-32-32-20|a50|s3007|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3007_hgenerated_theta_targeted_short5000_t100_i4_b2000,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,random-32-32-20,random,50,3007,2000,0,True,True,1.19857433809,1177,982,462.2034,44,2147,2304,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,frozen_family_static_goal_aware,frozen_family_static_goal_aware,frozen_family_static_goal_aware,,,,random-32-32-20|50|3007|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.0824847250509,0.0519348268839,False,-0.0020366598778,0,1,0,50,5000,0,2304,46.08,0,44,0,2147,0.88,100,0.2,0.2,0.45
g551_targeted_00000003,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3007|5000|0|14650fb0739d0383,random-32-32-20|a50|s3007|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3007_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000096,repair5g551_theta_551000096,repair5g551_theta_551000096,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3007,2000,0,True,True,1.14460285132,1124,982,446.1186,44,2150,2304,True,4085571a33326d1c,alpha_commit=1.3838608433999999|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.3838608433999999|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0.94999999999999996|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1.14160480662|lambda_flow=1.1299999999999999|min_edge_cost=1|max_edge_cost=12|goal_projection_mode=flow_shield|flow_shield_beta=0.29749999999999999|max_flow_shield=0.91500000000000004,14650fb0739d0383,1.25,1.3838608434,1.25,0.75,0.75,1,0.95,0.95,1,1.14160480662,1.13,0.2975,0.915,1,12,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000013,,,random-32-32-20|50|3007|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.136456211813,-0.0020366598778,True,-0.0020366598778,0,1,0,50,5000,0,2304,46.08,0,44,0,2150,0.88,100,0.2,0.2,0.45
g551_targeted_00000004,new_g551_generated_theta_targeted_solver_row,True,random-32-32-20|50|3007|5000|0|14650fb0739d0383,random-32-32-20|a50|s3007|it0|g551_generated_theta_targeted_random_32_32_20_a50_s3007_hgenerated_theta_targeted_short5000_t100_i4_b2000,generated_theta::repair5g551_theta_551000419,repair5g551_theta_551000419,repair5g551_theta_551000419,checkpoint_risk_classifier_utility_ranker_abstention,random-32-32-20,random,50,3007,2000,0,True,True,1.14765784114,1127,982,521.0861,44,2150,2304,True,df809005bfa1aa28,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=1.0349999999999999|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=0.95399999999999996|lambda_flow=1.014|min_edge_cost=0.90400000000000003|max_edge_cost=10.920999999999999|goal_projection_mode=flow_shield|flow_shield_beta=0.253|max_flow_shield=0.83199999999999996,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1.035,0.95,1,0.954,1.014,0.253,0.832,0.904,10.921,1,0,0,False,False,False,False,False,True,True,,generated_theta_targeted,E_targeted_transfer,generated_theta_targeted_short5000_t100_i4,2000,5000,1,4,3000_3019,checkpoint_risk_classifier_utility_ranker_abstention,g551_iteration_checkpoint_policy,checkpoint_risk_classifier_utility_ranker_abstention,g551_policy_generated_000014,,,random-32-32-20|50|3007|2000|generated_theta_targeted_short5000_t100_i4,True,,True,g551_generated_theta_targeted,True,g551_generated_theta_targeted,True,-0.133401221996,0.0010183299389,False,-0.0020366598778,0,1,0,50,5000,0,2304,46.08,0,44,0,2150,0.88,100,0.2,0.2,0.45
