context_id,g567_evaluation_uid,split,map,map_family,ltm_target_map,ltm_target_match_type,agent_count,official_scenario,map_source_type,scenario_source_type,complete_triple,ltm_30s_present,ltm_30s_success,ltm_30s_ratio,ltm_30s_solver_wall_ms,ltm_30s_actor_inference_ms,ltm_30s_total_method_ms,ltm_30s_hard_timeout,ltm_30s_infrastructure_failure,static_flow_30s_present,static_flow_30s_success,static_flow_30s_ratio,static_flow_30s_solver_wall_ms,static_flow_30s_actor_inference_ms,static_flow_30s_total_method_ms,static_flow_30s_hard_timeout,static_flow_30s_infrastructure_failure,gate3b_actor_30s_present,gate3b_actor_30s_success,gate3b_actor_30s_ratio,gate3b_actor_30s_solver_wall_ms,gate3b_actor_30s_actor_inference_ms,gate3b_actor_30s_total_method_ms,gate3b_actor_30s_hard_timeout,gate3b_actor_30s_infrastructure_failure,actor_vs_ltm_both_success,actor_vs_ltm_success_gain,actor_vs_ltm_success_regression,actor_vs_ltm_relative_quality_improvement,actor_vs_ltm_harmful_quality_delta,actor_vs_ltm_runtime_change_ms,actor_vs_static_flow_both_success,actor_vs_static_flow_success_gain,actor_vs_static_flow_success_regression,actor_vs_static_flow_relative_quality_improvement,actor_vs_static_flow_harmful_quality_delta,actor_vs_static_flow_runtime_change_ms,static_flow_vs_ltm_both_success,static_flow_vs_ltm_success_gain,static_flow_vs_ltm_success_regression,static_flow_vs_ltm_relative_quality_improvement,static_flow_vs_ltm_harmful_quality_delta,static_flow_vs_ltm_runtime_change_ms
g567_gate3b_calibration_00094,6a0ee6b1062fcc3511c1b065f3809247bd0e5f90c325f9f8a36b27aa1369230a,CALIBRATION,warehouse_small,warehouse,warehouse-10-20-10-2-2,fallback_same_family,768,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,2.92074722809,2660.49824655056,0.0,2660.49824655056,False,False,True,True,3.16553777126,2760.7199447229505,0.0,2760.7199447229505,False,False,True,True,3.42340049182,2800.0943595543504,15.325724667705158,2815.4200842220557,False,False,True,False,False,-0.1720974889219379,0.1720974889219379,154.92183767149572,True,False,False,-0.0814593725278347,0.0814593725278347,54.70013949910526,True,False,False,-0.08381093057822692,0.08381093057822692,100.22169817239046
g567_gate3b_calibration_00095,8fe9862d70b05fea30ab75033d2c2441f85f0b250a43494bf00e574d8d25ca0a,CALIBRATION,warehouse_small,warehouse,warehouse-10-20-10-2-2,fallback_same_family,768,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,2.90353585874,2632.282081991434,0.0,2632.282081991434,False,False,True,True,3.17000826338,2727.532336488366,0.0,2727.532336488366,False,False,True,True,3.42673857261,2809.5590667799115,15.325724667705158,2824.884791447617,False,False,True,False,False,-0.18019502404115156,0.18019502404115156,192.60270945618277,True,False,False,-0.08098726813925178,0.08098726813925178,97.35245495925074,True,False,False,-0.09177513817777909,0.09177513817777909,95.25025449693203
g567_gate3b_calibration_00096,121b80347a4b89054d0a56305c6afcf37183c2fc7dcffec2526cbe44ab32e959,CALIBRATION,warehouse_small,warehouse,warehouse-10-20-10-2-2,fallback_same_family,768,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,3.13405938027,3079.861427657306,0.0,3079.861427657306,False,False,True,True,3.27300229051,2784.2306634411216,0.0,2784.2306634411216,False,False,True,True,3.43411556247,2871.0569282993674,15.325724667705158,2886.3826529670728,False,False,True,False,False,-0.09574042664569749,0.09574042664569749,-193.47877469023342,True,False,False,-0.04922491879310461,0.04922491879310461,102.1519895259512,True,False,False,-0.044333209228483085,0.044333209228483085,-295.6307642161846
g567_gate3b_calibration_00172,b74e4c3ef4e4e8883ec2275125b5314405a164296ac7da35a4b61b36bec3d9c4,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,16,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,1.0524691358,43.82931999862194,0.0,43.82931999862194,False,False,True,True,1.01234567901,52.435630932450294,0.0,52.435630932450294,False,False,True,True,1.0,52.34744772315025,15.325724667705158,67.67317239085541,False,False,True,False,False,0.04985337243178852,0.0,23.843852392233472,True,False,False,0.01219512194893075,0.0,15.237541458405119,True,False,False,0.03812316715539731,0.0,8.606310933828354
g567_gate3b_calibration_00173,420cf897b27c80702f10247a5f882cfc020e6141c3afa7124ab670d8b3b3fcd3,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,16,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,1.01960784314,42.61133633553982,0.0,42.61133633553982,False,False,True,True,1.01960784314,50.73727387934923,0.0,50.73727387934923,False,False,True,True,1.00980392157,52.954441867768764,15.325724667705158,68.28016653547392,False,False,True,False,False,0.009615384616704758,0.0,25.668830199934106,True,False,False,0.009615384616704758,0.0,17.542892656124693,True,False,False,0.0,0.0,8.125937543809414
g567_gate3b_calibration_00174,19ee9fa7c5751d2209f28f334f769efb1af27ccd047ffc0caad3775a261b7755,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,16,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,1.0,49.07862935215235,0.0,49.07862935215235,False,False,True,True,1.0,65.46893436461687,0.0,65.46893436461687,False,False,True,True,1.0,53.023893386125565,15.325724667705158,68.34961805383072,False,False,True,False,False,0.0,0.0,19.270988701678377,True,False,False,0.0,0.0,2.8806836892138534,True,False,False,0.0,0.0,16.390305012464523
g567_gate3b_calibration_00175,598862a2ea6b63331ff9c8a37a01fa345f70de8e819242122f4106bbf8d76ea7,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,16,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,1.0,44.354951940476894,0.0,44.354951940476894,False,False,True,True,1.0,57.661923579871655,0.0,57.661923579871655,False,False,True,True,1.0,50.72777532041073,15.325724667705158,66.05349998811589,False,False,True,False,False,0.0,0.0,21.698548047638994,True,False,False,0.0,0.0,8.391576408244234,True,False,False,0.0,0.0,13.30697163939476
g567_gate3b_calibration_00176,b9bd06b446452d3ea90dc83f08a6a781f1fa66472dd4d54aa0841f1f35b2022d,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,16,False,canonical_public_benchmark_map,czr004_derived_on_public_parent_map,True,True,True,1.02538071066,46.98844160884619,0.0,46.98844160884619,False,False,True,True,1.0076142132,55.013530887663364,0.0,55.013530887663364,False,False,True,True,1.0076142132,54.10182196646929,15.325724667705158,69.42754663417445,False,False,True,False,False,0.017326732671384237,0.0,22.43910502532826,True,False,False,0.0,0.0,14.414015746511083,True,False,False,0.017326732671384237,0.0,8.025089278817177
g567_gate3b_calibration_00205,e3a846bea3d70889cd5ba8cea796de226fe80fcb37f09558e9792c36803948b2,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.0498245614,128.00250574946404,0.0,128.00250574946404,False,False,True,True,1.0449122807,164.08396791666746,0.0,164.08396791666746,False,False,True,True,1.03649122807,154.11188919097185,15.325724667705158,169.437613858677,False,False,True,False,False,0.012700534756225474,0.0,41.43510810921296,True,False,False,0.008059100065661545,0.0,5.3536459420095355,True,False,False,0.0046791443833711956,0.0,36.081462167203426
g567_gate3b_calibration_00206,133fc6f54b3f92e98def7680ff114eb96646ac41ef25132a85c8639524765814,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.0519005848,124.01741649955511,0.0,124.01741649955511,False,False,True,True,1.04459064327,154.986634850502,0.0,154.986634850502,False,False,True,True,1.03801169591,152.44633983820677,15.325724667705158,167.7720645059119,False,False,True,False,False,0.013203613621567358,0.0,43.7546480063568,True,False,False,0.006298110558797611,0.0,12.7854296554099,True,False,False,0.006949270335646623,0.0,30.969218350946903
g567_gate3b_calibration_00207,6f9aa6977fd66aec400c4e698483c51d5a71d18af034883a4b238b20bbe2c0c3,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.07585247042,124.18902479112148,0.0,124.18902479112148,False,False,True,True,1.05010438413,153.59045565128326,0.0,153.59045565128326,False,False,True,True,1.04592901879,153.58376409858465,15.325724667705158,168.9094887662898,False,False,True,False,False,0.02781371280238658,0.0,44.720463975168315,True,False,False,0.003976143136912139,0.0,15.319033115006533,True,False,False,0.02393272962411695,0.0,29.40143086016178
g567_gate3b_calibration_00208,f703b4250dfdffc0facd9ec286cbc2e9f3a5f72f729bd57ba95a8c9570d1bf1e,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.06730769231,127.77306884527206,0.0,127.77306884527206,False,False,True,True,1.04258241758,159.62730813771486,0.0,159.62730813771486,False,False,True,True,1.03777472527,160.08974704891443,15.325724667705158,175.41547171661958,False,False,True,False,False,0.02767052767705726,0.0,47.642402871347514,True,False,False,0.0046113307005113515,0.0,15.788163578904715,True,False,False,0.023166023170400334,0.0,31.8542392924428
g567_gate3b_calibration_00209,aab6ec7e6df409d8838e1062fa4954395d9afceae1ccda2b0603da6acd4bcdd4,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.05765124555,122.98347149044275,0.0,122.98347149044275,False,False,True,True,1.05053380783,157.22938440740108,0.0,157.22938440740108,False,False,True,True,1.04483985765,153.37024442851543,15.325724667705158,168.69596909622058,False,False,True,False,False,0.01211305518137772,0.0,45.71249760577783,True,False,False,0.005420054202502517,0.0,11.466584688819495,True,False,False,0.006729475098664355,0.0,34.24591291695833
g567_gate3b_calibration_00210,15f476960e5111d990f10111a374d9a7f96475ed86339f8a018b5ce898e917b2,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.07363420428,128.14301438629627,0.0,128.14301438629627,False,False,True,True,1.03879651623,156.0296518728137,0.0,156.0296518728137,False,False,True,True,1.0253365004,152.94380951672792,15.325724667705158,168.26953418443307,False,False,True,False,False,0.044985250737600596,0.0,40.1265197981368,True,False,False,0.01295731706807132,0.0,12.239882311619368,True,False,False,0.03244837758625893,0.0,27.88663748651743
g567_gate3b_calibration_00211,02b92f3c6bf50d769250a64e8c7fd8af6889b367eeb685f9fcf7e0c2dedc3f2a,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.06016140866,136.60709280520678,0.0,136.60709280520678,False,False,True,True,1.04695524578,158.3978133276105,0.0,158.3978133276105,False,False,True,True,1.03228173147,153.0511360615492,15.325724667705158,168.37686072925433,False,False,True,False,False,0.02629757786150584,0.0,31.769767924047557,True,False,False,0.014015416961847356,0.0,9.97904740164384,True,False,False,0.01245674740857812,0.0,21.790720522403717
g567_gate3b_calibration_00212,0159472a186e7f48e4a80edaf71338c5f5b1525933e4be49e8d8d0184cb38a46,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.06377325066,128.79689875990152,0.0,128.79689875990152,False,False,True,True,1.03454384411,158.34440663456917,0.0,158.34440663456917,False,False,True,True,1.03631532329,154.1350306943059,15.325724667705158,169.46075536201104,False,False,True,False,False,0.025811823481145222,0.0,40.66385660210952,True,False,False,-0.0017123287621742518,0.0017123287621742518,11.116348727441874,True,False,False,0.02747710241056066,0.0,29.547507874667645
g567_gate3b_calibration_00213,91ad697954e79647f180331b8cc2a579fb70921f621e5a590cde3c81d7409228,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.03734129948,131.65545742958784,0.0,131.65545742958784,False,False,True,True,1.04630321135,157.5990617275238,0.0,157.5990617275238,False,False,True,True,1.03659447349,155.99227137863636,15.325724667705158,171.3179960463415,False,False,True,False,False,0.0007199424050449534,0.0,39.662538616753665,True,False,False,0.009279086362999185,0.0,13.718934318817702,True,False,False,-0.008639308850898341,0.008639308850898341,25.943604297935963
g567_gate3b_calibration_00214,a0518683c18bb2aca144583a367cc9b2aec4986e5dbd16e95d31687439b44b76,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,64,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.07523939808,130.00843487679958,0.0,130.00843487679958,False,False,True,True,1.04377564979,157.77823235839605,0.0,157.77823235839605,False,False,True,True,1.04103967168,153.1957983970642,15.325724667705158,168.52152306476935,False,False,True,False,False,0.031806615774188265,0.0,38.51308818796977,True,False,False,0.0026212319769583587,0.0,10.743290706373301,True,False,False,0.02926208651411322,0.0,27.76979748159647
g567_gate3b_calibration_00221,7888a8fff077c7ad4854383c6fc8b63bbe45c01b55580d45f279db0b9dbc05da,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.23415929204,435.3321045637131,0.0,435.3321045637131,False,False,True,True,1.22530973451,606.7959358915687,0.0,606.7959358915687,False,False,True,True,1.24761061947,555.2526619285345,15.325724667705158,570.5783865962396,False,False,True,False,False,-0.010899182558327437,0.010899182558327437,135.24628203252655,True,False,False,-0.01820020222798463,0.01820020222798463,-36.217549295329036,True,False,False,0.007170514849320788,0.0,171.4638313278556
g567_gate3b_calibration_00222,ee8f7daf3006acb8bc8e49c016397e2468e29be4f85e1d94be82918b192499fe,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.23785962983,404.38343212008476,0.0,404.38343212008476,False,False,True,True,1.2312625985,535.1817216724157,0.0,535.1817216724157,False,False,True,True,1.25032068902,552.6331877335906,15.325724667705158,567.9589124012957,False,False,True,False,False,-0.010066617320504581,0.010066617320504581,163.57548028121096,True,False,False,-0.015478493818636007,0.015478493818636007,32.77719072887999,True,False,False,0.00532938563551498,0.0,130.79828955233097
g567_gate3b_calibration_00223,cfcc27b2ca401aad4627557b3a62da0244160b3675a234946edfef516ad87938,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.22655322517,401.92344319075346,0.0,401.92344319075346,False,False,True,True,1.21903442818,530.3275510668755,0.0,530.3275510668755,False,False,True,True,1.22378314207,540.1174761354923,15.325724667705158,555.4432008031974,False,False,True,False,False,0.00225842877679931,0.0,153.51975761244398,True,False,False,-0.0038954715143605387,0.0038954715143605387,25.115649736321984,True,False,False,0.006130020969092317,0.0,128.404107876122
g567_gate3b_calibration_00224,8f714f3826befda9677cffdfab802fa2d751fb09b09d39d685c2bc312d10bd27,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.23880335899,421.1748717352748,0.0,421.1748717352748,False,False,True,True,1.23477956613,551.6032157465816,0.0,551.6032157465816,False,False,True,True,1.24352694192,541.7450517416,15.325724667705158,557.0707764093052,False,False,True,False,False,-0.0038130207637239615,0.0038130207637239615,135.89590467403036,True,False,False,-0.007084159820862231,0.007084159820862231,5.467560662723599,True,False,False,0.003248128793645342,0.0,130.42834401130676
g567_gate3b_calibration_00225,ccf50846ccd855b9d828cf62d5c51df7cfe531a15a1e1ff8b29fd55a1e6099e4,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.23338048091,393.30551493912935,0.0,393.30551493912935,False,False,True,True,1.22736916549,533.4362089633942,0.0,533.4362089633942,False,False,True,True,1.21110325318,642.2908371314406,15.325724667705158,657.6165617991458,False,False,True,False,False,0.018061926611294934,0.0,264.3110468600164,True,False,False,0.013252664941689633,0.0,124.18035283575159,True,False,False,0.004873853213215016,0.0,140.1306940242648
g567_gate3b_calibration_00226,246c4410e380f344dac754d787ccea9205142033a3ade86b5b2ee14c9a26d05a,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.23373052246,407.78195951133966,0.0,407.78195951133966,False,False,True,True,1.22603116407,585.4888176545501,0.0,585.4888176545501,False,False,True,True,1.24527956004,549.1640521213412,15.325724667705158,564.4897767890463,False,False,True,False,False,-0.009361069836362482,0.009361069836362482,156.70781727770668,True,False,False,-0.01569976076799062,0.01569976076799062,-20.99904086550373,True,False,False,0.0062407132269434885,0.0,177.7068581432104
g567_gate3b_calibration_00227,3df54d9c7b1f2b4bafde3ea6517d2b1f0363876599460c0c5dac408bdc48ebbe,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.25991766467,411.58193442970514,0.0,411.58193442970514,False,False,True,True,1.24550898204,532.7503588050604,0.0,532.7503588050604,False,False,True,True,1.26833832335,549.5483968406916,15.325724667705158,564.8741215083967,False,False,True,False,False,-0.006683499181040155,0.006683499181040155,153.29218707869154,True,False,False,-0.01832932691710356,0.01832932691710356,32.1237627033363,True,False,False,0.011436209709603528,0.0,121.16842437535524
g567_gate3b_calibration_00228,9880af3d2a5db90e423a6222c2c736f0bbf7c7bac5c6c464b55f5c85b67b47d7,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.23857220907,413.05630560964346,0.0,413.05630560964346,False,False,True,True,1.23875432526,531.8575138226151,0.0,531.8575138226151,False,False,True,True,1.24185030049,539.2575962468982,15.325724667705158,554.5833209146033,False,False,True,False,False,-0.002646669605530153,0.002646669605530153,141.52701530495983,True,False,False,-0.002499264920306234,0.002499264920306234,22.725807091988145,True,False,False,-0.0001470372003072108,0.0001470372003072108,118.80120821297169
g567_gate3b_calibration_00229,2935285371381da1dd8e4b3159d351ef2e7197e716796055a10fc86ce97d425d,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.25473606768,414.6070349961519,0.0,414.6070349961519,False,False,True,True,1.24406842008,536.3010121509433,0.0,536.3010121509433,False,False,True,True,1.25013794372,540.7159775495529,15.325724667705158,556.041702217258,False,False,True,False,False,0.0036646144782478663,0.0,141.4346672211061,True,False,False,-0.00487876996315814,0.00487876996315814,19.740690066314755,True,False,False,0.008501905599736407,0.0,121.69397715479136
g567_gate3b_calibration_00230,328c017ac495ee697399fb4f5acc8a82830e13229d7524dede8bed54ea648c48,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_random,True,True,True,1.24005065123,402.2779380902648,0.0,402.2779380902648,False,False,True,True,1.23625180897,538.4294576942921,0.0,538.4294576942921,False,False,True,True,1.23715629522,541.521186940372,15.325724667705158,556.8469116080771,False,False,True,False,False,0.0023340627313321446,0.0,154.5689735178123,True,False,False,-0.0007316359364953498,0.0007316359364953498,18.41745391378504,True,False,False,0.0030634573323532247,0.0,136.15151960402727
g567_gate3b_calibration_00231,49d7d6860fc00752abe264ebad7656b4179835c0ea9d591ec78a44c4bd13c92c,CALIBRATION,empty_32_32,empty,empty-32-32,normalized,256,True,canonical_public_benchmark_map,movingai_official_even,True,True,True,1.22063492063,414.16442207992077,0.0,414.16442207992077,False,False,True,True,1.20881834215,560.3609131649137,0.0,560.3609131649137,False,False,True,True,1.24938271605,542.3284517601132,15.325724667705158,557.6541764278184,False,False,True,False,False,-0.02355150990204548,0.02355150990204548,143.4897543478976,True,False,False,-0.0335570469818089,0.0335570469818089,-2.706736737095298,True,False,False,0.009680681979752899,0.0,146.19649108499289
