fold,size_label,size,seed,model_kind,stage_label,hidden_dim,train_contexts,validation_contexts,validation_manifest_sha256,epochs,min_epochs,early_stop_patience,amp_bf16,validation_risk,checkpoint_path,checkpoint_sha256,loss_config_sha256,epochs_run,best_epoch,stopped_early,initial_validation_risk,best_validation_risk,final_validation_risk,final_train_risk,output_parameterization,anchor,residual_scale,theta_bounds_low,theta_bounds_high,theta_columns,step_zero_outputs_g556,weight_decay,topology_grad_norm,c0_grad_norm,f0_grad_norm,od_grad_norm,scalar_grad_norm,fusion_grad_norm,theta_head_grad_norm,trust_head_grad_norm
0,64,64,565,B0_always_g556,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,0,30,10,True,0.012838442149542838,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b0_fold0_64_seed565.pt,e6376ea4145ffa5fe7d8cec58345ab0f68183bdd73201cfd4b164c6f2f12dccf,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0,0,False,0.012838442149542838,0.012838442149542838,0.012838442149542838,0.012838442149542838,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,,,,,,,,,
0,64,64,565,B1,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.01272767834319711,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b1_fold0_64_seed565.pt,74a3c06c5c92aa9c4cd28179095ef40139c57f964fef09ac6b76d39fe0ea8d50,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,62,52,True,0.012838442149542838,0.01272767834319711,0.01272767834319711,0.006318075582385063,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.279956091428176e-05
0,64,64,565,B2,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012773387538195794,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b2_fold0_64_seed565.pt,1d3107417a91a5ce074e4206e467cd4917c4a948e1c29e2c7e810274a592de00,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,5,True,0.012838442149542838,0.012773387538195794,0.012773387538195794,0.006062373402528465,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.000604104898229707,0.0,0.005944473203271627,0.00039586902130395174
0,64,64,565,E0,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012761207727435612,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e0_fold0_64_seed565.pt,e4224eaf8626628f1f9b9f09720e48d54679fff7782159daefd946ece599bf05,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,3,True,0.012838442149542838,0.012761208949430915,0.012761208228019648,0.00567990803392604,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0048729852905182724,0.001847024207108916,0.0023267663532351435,0.007210018418845721,0.000574772059735551,0.004661422033677809,0.011721003334969282,0.0006690474401693791
0,64,64,565,E1,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012732896049902801,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e1_fold0_64_seed565.pt,a1aa5d3e10157454d9289796394da221a1959cf528277b2c7c76df0e61bd82ff,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,2,True,0.012838442149542838,0.012732896077742405,0.012732896201425974,0.005619193310849369,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.004334916344305384,0.0,0.0,0.006602580662729451,0.0003979348557550111,0.002939995341876056,0.01772216591052711,0.0009440269495826215
0,64,64,565,E2,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012760602857115196,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e2_fold0_64_seed565.pt,c7defee047f0ca084bb41699b2db57a9725c1d24fa339c292d5dd89e23afd298,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,3,True,0.012838442149542838,0.012760602769414962,0.012760604998436242,0.005702326423488557,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0036332746931293514,0.0022575536517024375,0.0019520153944085905,0.007681576782488264,0.000458914750652184,0.004169304738752544,0.011573338648304343,0.0006377855315804482
0,64,64,566,B0_always_g556,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,0,30,10,True,0.012838442149542838,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b0_fold0_64_seed566.pt,75d42d993b2a31ae97902e921cf76b097f7dec230902f3503d3fb6bf53d6a609,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,0,0,False,0.012838442149542838,0.012838442149542838,0.012838442149542838,0.012838442149542838,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,,,,,,,,,
0,64,64,566,B1,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012729595867660056,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b1_fold0_64_seed566.pt,4bd3746c867ac0bdecc40e278cab56ba6fe19489f5671f0b723c06f0459f5853,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,63,53,True,0.012838442149542838,0.012729595867660056,0.012729595867660056,0.006317304039839655,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.308079900918528e-05
0,64,64,566,B2,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.01279570476552837,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_b2_fold0_64_seed566.pt,cc2df64ddf8594de6d6c4afec8897bb29e6db1ca8d378ee84a81238992a9b853,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,5,True,0.012838442149542838,0.01279570476552837,0.01279570476552837,0.0060610531363636255,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0,0.0,0.0,0.0,0.0004362243053037673,0.0,0.0036299637285992503,0.00015629671906935982
0,64,64,566,E0,screening,64,64,233,9751e130b53ee83daeda9787f0bbea51307d410f7ea161dd3c9960b893f743fc,100,30,10,True,0.012720791648878798,artifacts/models/gcst/phase5p5_repair5g565_screening_scaling_e0_fold0_64_seed566.pt,2775cd0feda43ee232783747ccb75a6207b942e75dd81b03e436be5f8a52aaa4,7b6940ce50864c8c012cbb36adff0e9229c06e166922244e2f0f5749f254b470,30,3,True,0.012838442149542838,0.012720791462687698,0.012720791434617537,0.005815905868075788,g556_anchor_trust_tanh_residual,g556_c063174,0.3,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.8999999761581421, 0.8999999761581421, 0.5, 0.0, 0.0, 0.25, 0.25, 8.0]","[1.5, 1.75, 2.25, 1.25, 1.75, 1.5, 1.25, 1.0, 1.0, 1.5, 1.5, 0.800000011920929, 1.5, 1.0, 12.0]","['theta_alpha_cong_commit_progress', 'theta_alpha_cong_commit_nonprogress', 'theta_alpha_cong_block', 'theta_alpha_cong_wait_progress', 'theta_alpha_cong_wait_nonprogress', 'theta_alpha_flow_commit_progress', 'theta_alpha_flow_wait_progress', 'theta_rho_cong_decay', 'theta_rho_flow_decay', 'theta_lambda_cong', 'theta_lambda_flow', 'theta_flow_shield_beta', 'theta_max_flow_shield', 'theta_min_edge_cost', 'theta_max_edge_cost']",True,0.0,0.0006725102237510328,0.0014198618874843305,0.0013097068720924199,0.0021031496762589086,0.00015375717248389265,0.001720938780636061,0.006706377258524299,0.00035247179766884074
