row_type,policy,model,eval_scope,fold_id,context_budget_pairs,selected_policy_utility,safe_policy_sim_utility,candidate_induced_no_solution_count,budget_sensitive_failure_count,safe_positive_selected_count,static_recovery_capture_count,fallback_rate,top1_safe_oracle_capture_rate,top3_safe_oracle_capture_rate,top5_safe_oracle_capture_rate,region_top1_capture_rate,region_top2_capture_rate,action_class_accuracy,selected_candidate_match_rate,region_match_rate,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_000,120,0.035345236389,0.035345236389,14,10,6,0,0.0,0.0,0.075,0.141666666667,0.0,0.375,0.383333333333,0.058333333333,0.091666666667,0.45933429582,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_001,120,0.03208909782,0.03208909782,4,3,12,0,0.0,0.0,0.175,0.25,0.0,0.433333333333,0.508333333333,0.1,0.133333333333,0.543031241439,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_002,120,0.037581702508,0.037581702508,13,2,4,0,0.0,0.0,0.116666666667,0.158333333333,0.0,0.4,0.416666666667,0.041666666667,0.075,0.467813202374,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_003,120,0.033857553153,0.033857553153,5,3,6,0,0.0,0.0,0.091666666667,0.133333333333,0.0,0.366666666667,0.4,0.058333333333,0.083333333333,0.535368483921,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_004,120,0.036191185819,0.036191185819,7,3,8,0,0.0,0.0,0.166666666667,0.2,0.0,0.466666666667,0.416666666667,0.066666666667,0.083333333333,0.519464325395,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_005,120,0.032461626506,0.032461626506,11,6,8,0,0.0,0.0,0.083333333333,0.15,0.0,0.391666666667,0.458333333333,0.1,0.15,0.483311397161,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_006,120,0.043327099417,0.043327099417,4,4,3,0,0.0,0.0,0.1,0.133333333333,0.0,0.391666666667,0.308333333333,0.066666666667,0.091666666667,0.543735393467,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_007,120,0.036212546932,0.036212546932,5,3,11,0,0.0,0.0,0.116666666667,0.208333333333,0.0,0.416666666667,0.45,0.066666666667,0.116666666667,0.533394241931,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_008,120,0.03887121879,0.03887121879,4,2,3,0,0.0,0.0,0.091666666667,0.108333333333,0.0,0.316666666667,0.416666666667,0.091666666667,0.125,0.542686567166,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_009,120,0.036015057115,0.036015057115,9,7,8,0,0.0,0.0,0.125,0.175,0.0,0.366666666667,0.441666666667,0.033333333333,0.041666666667,0.503393944386,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_010,120,0.032499057698,0.032499057698,10,5,8,0,0.0,0.0,0.158333333333,0.191666666667,0.0,0.4,0.375,0.075,0.075,0.495612008557,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_011,120,0.042596775283,0.042596775283,11,8,3,0,0.0,0.0,0.1,0.125,0.0,0.333333333333,0.35,0.041666666667,0.083333333333,0.483996382889,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_012,120,0.049348734697,0.049348734697,10,4,5,0,0.0,0.0,0.116666666667,0.15,0.0,0.366666666667,0.391666666667,0.058333333333,0.066666666667,0.495046789991,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_013,120,0.034930944808,0.034930944808,5,2,8,0,0.0,0.0,0.125,0.191666666667,0.0,0.366666666667,0.441666666667,0.075,0.091666666667,0.536151888113,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_014,120,0.036682650106,0.036682650106,9,2,3,0,0.0,0.0,0.083333333333,0.158333333333,0.0,0.391666666667,0.391666666667,0.05,0.058333333333,0.503138482614,False,False,False,False,False
bootstrap,calibrated_bandit_distilled_policy,calibrated_bandit_distilled_policy,bootstrap,bootstrap_015,120,0.041489064034,0.041489064034,11,4,4,0,0.0,0.0,0.108333333333,0.116666666667,0.0,0.366666666667,0.325,0.05,0.066666666667,0.485813767288,False,False,False,False,False
