split,run_id,checkpoint_id,map_name,agents,seed,iteration,target_rule_original,target_rule_executable,predicted_rule,top1_correct,top3_correct,raw_original_top1_correct,target_family,predicted_family,family_top1_correct,harmful_update,harmful_update_probability,harmful_prediction,selected_rule_harmful,predicted_rule_delta_ratio_vs_additive,target_delta_ratio_vs_additive,neutral,top3_rules,predicted_score
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter1,empty-16-16,50,3,1,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,0,0.33666083216667175,1,0,0.0,0.0742857142857,0,"[""additive_ltm""]",0.20725828409194946
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter2,empty-16-16,50,3,2,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.30602750182151794,1,0,0.0,0.0590476190476,0,"[""additive_ltm"", ""decay_095""]",0.25433850288391113
train,empty-16-16__a50__i3__phase4_phase4-full-repair1,empty-16-16__a50__i3__phase4_phase4-full-repair1__iter3,empty-16-16,50,3,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.2576656937599182,1,0,0.0,0.032380952381,0,"[""additive_ltm"", ""decay_095""]",0.31602951884269714
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter0,empty-16-16,100,3,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.49722686409950256,1,0,0.0,0.213426853707,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.31995177268981934
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter1,empty-16-16,100,3,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.5461631417274475,1,0,0.0,0.0921843687375,0,"[""additive_ltm""]",0.2602107524871826
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter2,empty-16-16,100,3,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.4868074655532837,1,0,0.0,0.065130260521,0,"[""additive_ltm""]",0.3030478358268738
train,empty-16-16__a100__i3__phase4_phase4-full-repair1,empty-16-16__a100__i3__phase4_phase4-full-repair1__iter3,empty-16-16,100,3,3,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.47186848521232605,1,0,0.0,0.0180360721443,0,"[""additive_ltm""]",0.2128789871931076
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter0,empty-16-16,200,3,0,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5015326738357544,1,0,0.0,0.218613669413,0,"[""additive_ltm""]",0.16446413099765778
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter1,empty-16-16,200,3,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5662903785705566,1,0,0.0,0.0,1,"[""additive_ltm""]",0.33833450078964233
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter2,empty-16-16,200,3,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.5867860913276672,1,0,0.0,0.139602520601,0,"[""additive_ltm""]",0.3185514211654663
train,empty-16-16__a200__i3__phase4_phase4-full-repair1,empty-16-16__a200__i3__phase4_phase4-full-repair1__iter3,empty-16-16,200,3,3,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5735242962837219,1,0,0.0,0.0838584585555,0,"[""additive_ltm""]",0.21531942486763
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter0,empty-16-16,50,4,0,block_light,block_light,block_heavy,0,0,0,block,block,1,1,0.42451781034469604,1,1,-0.0353634577603,0.0726915520629,0,"[""block_heavy"", ""additive_ltm"", ""decay_090""]",1.241186261177063
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter1,empty-16-16,50,4,1,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,0,0.4547494351863861,1,0,0.0,0.196463654224,0,"[""additive_ltm""]",0.2330227792263031
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter2,empty-16-16,50,4,2,decay_090,decay_090,additive_ltm,0,1,0,decay,additive,0,0,0.31254518032073975,1,0,0.0,0.0589390962672,0,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.5652064085006714
train,empty-16-16__a50__i4__phase4_phase4-full-repair1,empty-16-16__a50__i4__phase4_phase4-full-repair1__iter3,empty-16-16,50,4,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.31504377722740173,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.47495365142822266
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter0,empty-16-16,100,4,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.514353334903717,1,0,0.0,0.212787212787,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.3807849884033203
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter1,empty-16-16,100,4,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5337597727775574,1,0,0.0,0.025974025974,0,"[""additive_ltm""]",0.342487096786499
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter2,empty-16-16,100,4,2,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5305731892585754,1,0,0.0,0.0,1,"[""additive_ltm""]",0.34497910737991333
train,empty-16-16__a100__i4__phase4_phase4-full-repair1,empty-16-16__a100__i4__phase4_phase4-full-repair1__iter3,empty-16-16,100,4,3,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.48115742206573486,1,0,0.0,0.038961038961,0,"[""additive_ltm""]",0.2671031355857849
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter0,empty-16-16,200,4,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.5001215934753418,1,0,0.0,1.77369439072,0,"[""additive_ltm""]",0.14714577794075012
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter1,empty-16-16,200,4,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5340167284011841,1,0,0.0,0.0,1,"[""additive_ltm""]",0.3056216239929199
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter2,empty-16-16,200,4,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5516529679298401,1,0,0.0,0.291102514507,0,"[""additive_ltm""]",0.34326058626174927
train,empty-16-16__a200__i4__phase4_phase4-full-repair1,empty-16-16__a200__i4__phase4_phase4-full-repair1__iter3,empty-16-16,200,4,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.517009973526001,1,0,0.0,0.0,1,"[""additive_ltm""]",0.27536970376968384
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter0,empty-16-16,50,5,0,wait_light,wait_light,block_heavy,0,0,0,wait,block,0,1,0.4049774408340454,1,1,-0.0305927342256,0.0439770554493,0,"[""block_heavy"", ""additive_ltm"", ""decay_090""]",0.9733527302742004
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter1,empty-16-16,50,5,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.31140294671058655,1,0,0.0,0.0707456978967,0,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.548355758190155
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter2,empty-16-16,50,5,2,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.3498052954673767,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_095""]",0.5861621499061584
train,empty-16-16__a50__i5__phase4_phase4-full-repair1,empty-16-16__a50__i5__phase4_phase4-full-repair1__iter3,empty-16-16,50,5,3,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.29096996784210205,1,0,0.0,0.0,1,"[""additive_ltm"", ""wait_light"", ""block_light""]",0.5990100502967834
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter0,empty-16-16,100,5,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.5119035243988037,1,0,0.0,0.256221198157,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.3846151828765869
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter1,empty-16-16,100,5,1,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.5162096619606018,1,0,0.0,0.116129032258,0,"[""additive_ltm""]",0.7381062507629395
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter2,empty-16-16,100,5,2,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.5522284507751465,1,0,0.0,0.0755760368664,0,"[""additive_ltm""]",0.4929986000061035
train,empty-16-16__a100__i5__phase4_phase4-full-repair1,empty-16-16__a100__i5__phase4_phase4-full-repair1__iter3,empty-16-16,100,5,3,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,0,0.4937921464443207,1,0,0.0,0.106912442396,0,"[""additive_ltm""]",0.2996355891227722
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter0,empty-16-16,200,5,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.5346146821975708,1,0,0.0,0.84542437174,0,"[""additive_ltm""]",0.3440675735473633
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter1,empty-16-16,200,5,1,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.582019031047821,1,0,0.0,0.338549075391,0,"[""additive_ltm""]",0.3047037124633789
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter2,empty-16-16,200,5,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.548254132270813,1,0,0.0,0.228544333807,0,"[""additive_ltm""]",0.2662579417228699
train,empty-16-16__a200__i5__phase4_phase4-full-repair1,empty-16-16__a200__i5__phase4_phase4-full-repair1__iter3,empty-16-16,200,5,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5329445600509644,1,0,0.0,0.099573257468,0,"[""additive_ltm""]",0.28269463777542114
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter0,empty-16-16,50,6,0,block_heavy,block_heavy,block_heavy,1,1,1,block,block,1,1,0.4087353050708771,1,0,0.128472222222,0.128472222222,0,"[""block_heavy"", ""additive_ltm"", ""decay_090""]",1.0332326889038086
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter1,empty-16-16,50,6,1,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.46273407340049744,1,0,0.0,0.0190972222222,0,"[""additive_ltm""]",0.30784082412719727
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter2,empty-16-16,50,6,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.36837857961654663,1,0,0.0,0.0815972222222,0,"[""additive_ltm""]",0.40446239709854126
train,empty-16-16__a50__i6__phase4_phase4-full-repair1,empty-16-16__a50__i6__phase4_phase4-full-repair1__iter3,empty-16-16,50,6,3,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,1,0.3425277769565582,1,0,0.0,0.0277777777778,0,"[""additive_ltm"", ""block_light""]",0.29964956641197205
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter0,empty-16-16,100,6,0,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5285148620605469,1,0,0.0,0.102131438721,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.5185956358909607
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter1,empty-16-16,100,6,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5122699737548828,1,0,0.0,0.126110124334,0,"[""additive_ltm""]",0.24451355636119843
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter2,empty-16-16,100,6,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.4882861077785492,1,0,0.0,0.0985790408526,0,"[""additive_ltm""]",0.2148945927619934
train,empty-16-16__a100__i6__phase4_phase4-full-repair1,empty-16-16__a100__i6__phase4_phase4-full-repair1__iter3,empty-16-16,100,6,3,block_light,block_light,additive_ltm,0,0,0,block,additive,0,0,0.45746704936027527,1,0,0.0,0.0435168738899,0,"[""additive_ltm""]",0.24014514684677124
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter0,empty-16-16,200,6,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.5020083785057068,1,0,0.0,1.28755167662,0,"[""additive_ltm""]",0.21218350529670715
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter1,empty-16-16,200,6,1,decay_090,decay_090,additive_ltm,0,0,0,decay,additive,0,1,0.5662762522697449,1,0,0.0,0.196600826826,0,"[""additive_ltm""]",0.22890105843544006
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter2,empty-16-16,200,6,2,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.5639045834541321,1,0,0.0,0.108865411116,0,"[""additive_ltm""]",0.20751622319221497
train,empty-16-16__a200__i6__phase4_phase4-full-repair1,empty-16-16__a200__i6__phase4_phase4-full-repair1__iter3,empty-16-16,200,6,3,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5541264414787292,1,0,0.0,0.0881947634359,0,"[""additive_ltm""]",0.21854063868522644
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter0,empty-16-16,50,7,0,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.42961493134498596,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.47660499811172485
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter1,empty-16-16,50,7,1,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.30904629826545715,1,0,0.0,0.0,1,"[""additive_ltm"", ""decay_095"", ""decay_090""]",0.39137381315231323
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter2,empty-16-16,50,7,2,block_light,block_light,wait_light,0,1,0,block,wait,0,1,0.3218696117401123,1,0,0.0224032586558,0.0529531568228,0,"[""wait_light"", ""additive_ltm"", ""block_light""]",0.6964839100837708
train,empty-16-16__a50__i7__phase4_phase4-full-repair1,empty-16-16__a50__i7__phase4_phase4-full-repair1__iter3,empty-16-16,50,7,3,wait_heavy,wait_heavy,additive_ltm,0,0,0,wait,additive,0,1,0.3304188847541809,1,0,0.0,0.0346232179226,0,"[""additive_ltm"", ""decay_095""]",0.19883504509925842
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter0,empty-16-16,100,7,0,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,1,0.4927973747253418,1,0,0.0,0.198480531814,0,"[""additive_ltm"", ""decay_090"", ""decay_095""]",0.33333539962768555
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter1,empty-16-16,100,7,1,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,1,0.5071881413459778,1,0,0.0,0.0322886989554,0,"[""additive_ltm""]",0.4595520496368408
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter2,empty-16-16,100,7,2,wait_light,wait_light,additive_ltm,0,0,0,wait,additive,0,0,0.5504058599472046,1,0,0.0,0.0712250712251,0,"[""additive_ltm""]",0.400329053401947
train,empty-16-16__a100__i7__phase4_phase4-full-repair1,empty-16-16__a100__i7__phase4_phase4-full-repair1__iter3,empty-16-16,100,7,3,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.5128045082092285,1,0,0.0,0.143399810066,0,"[""additive_ltm""]",0.29092031717300415
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter0,empty-16-16,200,7,0,neutral_additive,additive_ltm,additive_ltm,1,1,1,additive,additive,1,1,0.5112818479537964,1,0,0.0,0.0,1,"[""additive_ltm""]",0.2322535663843155
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter1,empty-16-16,200,7,1,block_light,block_light,additive_ltm,0,0,0,block,additive,0,1,0.5586210489273071,1,0,0.0,0.20027688048,0,"[""additive_ltm""]",0.26647162437438965
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter2,empty-16-16,200,7,2,commit_heavy,commit_heavy,additive_ltm,0,0,0,commit,additive,0,1,0.5341734886169434,1,0,0.0,0.119058606368,0,"[""additive_ltm""]",0.23907722532749176
train,empty-16-16__a200__i7__phase4_phase4-full-repair1,empty-16-16__a200__i7__phase4_phase4-full-repair1__iter3,empty-16-16,200,7,3,block_heavy,block_heavy,additive_ltm,0,0,0,block,additive,0,0,0.5485063195228577,1,0,0.0,0.296262113521,0,"[""additive_ltm""]",0.26976051926612854
train,empty-16-16__a50__i8__phase4_phase4-full-repair1,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter0,empty-16-16,50,8,0,block_heavy,block_heavy,block_heavy,1,1,1,block,block,1,1,0.40729421377182007,1,0,0.232514177694,0.232514177694,0,"[""block_heavy"", ""additive_ltm"", ""decay_090""]",1.259459137916565
train,empty-16-16__a50__i8__phase4_phase4-full-repair1,empty-16-16__a50__i8__phase4_phase4-full-repair1__iter1,empty-16-16,50,8,1,decay_095,decay_095,additive_ltm,0,0,0,decay,additive,0,1,0.39278537034988403,1,0,0.0,0.0359168241966,0,"[""additive_ltm""]",0.4951983094215393
