context_budget_iteration_key,map,map_family,agents,seed,budget_ms,iteration,selected_candidate,baseline_candidate,success_regression_vs_static_flow,quality_delta_vs_static_flow,g536_static_outcome,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
maze-32-32-4|100|254|1000|0,maze-32-32-4,maze,100,254,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|254|1000|final,maze-32-32-4,maze,100,254,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|255|2000|0,maze-32-32-4,maze,100,255,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|255|2000|final,maze-32-32-4,maze,100,255,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|256|1000|0,maze-32-32-4,maze,100,256,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|256|1000|final,maze-32-32-4,maze,100,256,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|257|2000|0,maze-32-32-4,maze,100,257,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|257|2000|final,maze-32-32-4,maze,100,257,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|258|1000|0,maze-32-32-4,maze,100,258,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|258|1000|final,maze-32-32-4,maze,100,258,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|259|2000|0,maze-32-32-4,maze,100,259,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|259|2000|final,maze-32-32-4,maze,100,259,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|260|1000|0,maze-32-32-4,maze,100,260,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|260|1000|final,maze-32-32-4,maze,100,260,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|261|2000|0,maze-32-32-4,maze,100,261,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|261|2000|final,maze-32-32-4,maze,100,261,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|262|1000|0,maze-32-32-4,maze,100,262,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|262|1000|final,maze-32-32-4,maze,100,262,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|263|2000|0,maze-32-32-4,maze,100,263,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|263|2000|final,maze-32-32-4,maze,100,263,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|264|1000|0,maze-32-32-4,maze,100,264,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|264|1000|final,maze-32-32-4,maze,100,264,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|265|2000|0,maze-32-32-4,maze,100,265,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|265|2000|final,maze-32-32-4,maze,100,265,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|266|1000|0,maze-32-32-4,maze,100,266,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|266|1000|final,maze-32-32-4,maze,100,266,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|267|2000|0,maze-32-32-4,maze,100,267,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|267|2000|final,maze-32-32-4,maze,100,267,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|268|1000|0,maze-32-32-4,maze,100,268,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|268|1000|final,maze-32-32-4,maze,100,268,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|269|2000|0,maze-32-32-4,maze,100,269,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|269|2000|final,maze-32-32-4,maze,100,269,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|270|1000|0,maze-32-32-4,maze,100,270,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|270|1000|final,maze-32-32-4,maze,100,270,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|271|2000|0,maze-32-32-4,maze,100,271,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|271|2000|final,maze-32-32-4,maze,100,271,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|272|1000|0,maze-32-32-4,maze,100,272,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|272|1000|final,maze-32-32-4,maze,100,272,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|273|2000|0,maze-32-32-4,maze,100,273,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|273|2000|final,maze-32-32-4,maze,100,273,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|274|1000|0,maze-32-32-4,maze,100,274,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|274|1000|final,maze-32-32-4,maze,100,274,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|275|2000|0,maze-32-32-4,maze,100,275,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|275|2000|final,maze-32-32-4,maze,100,275,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|276|1000|0,maze-32-32-4,maze,100,276,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|276|1000|final,maze-32-32-4,maze,100,276,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|277|2000|0,maze-32-32-4,maze,100,277,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|277|2000|final,maze-32-32-4,maze,100,277,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|278|1000|0,maze-32-32-4,maze,100,278,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|278|1000|final,maze-32-32-4,maze,100,278,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|279|2000|0,maze-32-32-4,maze,100,279,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|279|2000|final,maze-32-32-4,maze,100,279,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|280|1000|0,maze-32-32-4,maze,100,280,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|280|1000|final,maze-32-32-4,maze,100,280,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|281|2000|0,maze-32-32-4,maze,100,281,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|281|2000|final,maze-32-32-4,maze,100,281,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|282|1000|0,maze-32-32-4,maze,100,282,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|282|1000|final,maze-32-32-4,maze,100,282,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|283|2000|0,maze-32-32-4,maze,100,283,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|283|2000|final,maze-32-32-4,maze,100,283,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|284|1000|0,maze-32-32-4,maze,100,284,1000,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|284|1000|final,maze-32-32-4,maze,100,284,1000,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|285|2000|0,maze-32-32-4,maze,100,285,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|100|285|2000|final,maze-32-32-4,maze,100,285,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|146|2000|0,maze-32-32-4,maze,50,146,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|146|2000|1,maze-32-32-4,maze,50,146,2000,1,repair5g59_additive_fallback,repair5g59_static_flow_shield,False,0.04781281791,worse,False,False,False,False,False
maze-32-32-4|50|146|2000|final,maze-32-32-4,maze,50,146,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|146|500|0,maze-32-32-4,maze,50,146,500,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|146|500|final,maze-32-32-4,maze,50,146,500,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|147|2000|0,maze-32-32-4,maze,50,147,2000,0,repair5g59_wait_conservative,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|147|2000|1,maze-32-32-4,maze,50,147,2000,1,repair5g59_wait_conservative,repair5g59_static_flow_shield,False,-0.02153987168,better,False,False,False,False,False
maze-32-32-4|50|147|2000|final,maze-32-32-4,maze,50,147,2000,final,repair5g59_wait_conservative,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|147|500|0,maze-32-32-4,maze,50,147,500,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|147|500|final,maze-32-32-4,maze,50,147,500,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|148|2000|0,maze-32-32-4,maze,50,148,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|148|2000|1,maze-32-32-4,maze,50,148,2000,1,repair5g59_additive_fallback,repair5g59_static_flow_shield,False,0.03613835829,worse,False,False,False,False,False
maze-32-32-4|50|148|2000|final,maze-32-32-4,maze,50,148,2000,final,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|148|500|0,maze-32-32-4,maze,50,148,500,0,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|148|500|final,maze-32-32-4,maze,50,148,500,final,repair5g59_static_flow_shield,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
maze-32-32-4|50|149|2000|0,maze-32-32-4,maze,50,149,2000,0,repair5g59_flow_decay,repair5g59_static_flow_shield,False,0,equal,False,False,False,False,False
