replay_phase,source_replay_phase,map,agents,seed,budget_ms,horizon_id,split,map_family,g562_dataset_row_id,g562_evaluation_uid,g562_identity_digest,theta_id,method,variant_id,actor_training_seed,model_path,actor_success,static_flow_success,success_gain_vs_static_flow,success_regression_vs_static_flow,actor_ratio,static_flow_ratio,delta_vs_static_flow,relative_improvement_vs_static_flow,runtime_speedup_vs_static_flow,actor_runtime_ms,static_flow_runtime_ms,actor_expanded_nodes,static_flow_expanded_nodes,actor_low_level_pibt_calls,static_flow_low_level_pibt_calls,candidate_recognized,fingerprint_match,static_flow_fingerprint_match,scenario_hash_match,static_flow_scenario_hash_match,identity_retained,static_flow_identity_retained,force_additive_false,dual_channel_enabled,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,3d5b9ad85381a6a742848d8d41c4c144a452a0495e3576a3ed25fa1529339142,g562_g565_fresh_solver_panel_b1_s565_397d3e5aed74,g565_B1_phase5p5_repair5g565_scaling_b1_fold0_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold0_all_seed565.pt,True,True,False,False,1.25142857143,1.41523809524,-0.16380952381000013,0.11574697173638536,0.9885294429163625,1.407887,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.2419184446334839,1.1677271127700806,1.2625313997268677,0.7413292527198792,0.7506269812583923,1.0173929929733276,0.7031049728393555,0.9809489846229553,1.0,0.6816073656082153,0.6515212059020996,0.3412015736103058,0.8979146480560303,1.0,10.828396797180176,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,8a45856850cce517c58f26c09d11f0dabcc12e0babb30e245c41ae1444740b2b,g562_g565_fresh_solver_panel_b1_s565_33da1ec368df,g565_B1_phase5p5_repair5g565_scaling_b1_fold1_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold1_all_seed565.pt,True,True,False,False,1.2380952381,1.41523809524,-0.17714285714,0.12516823687533624,0.9884382088200021,1.419085,122.7392,30,44,928,1469,True,True,True,True,True,True,True,True,True,1.2492616176605225,1.1622165441513062,1.2568947076797485,0.744052529335022,0.7502079010009766,1.0271269083023071,0.7057000398635864,0.98094242811203,0.9998460412025452,0.683508574962616,0.6498144865036011,0.3407077491283417,0.8883487582206726,1.0,10.820582389831543,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,84fbe23365ebcf7a5025a434ac384ec7af1767fbaa9222933ddb36b6a120d29e,g562_g565_fresh_solver_panel_b1_s565_d0986f39870c,g565_B1_phase5p5_repair5g565_scaling_b1_fold2_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold2_all_seed565.pt,True,True,False,False,1.21904761905,1.41523809524,-0.19619047619000018,0.13862718707888488,0.9885941818098863,1.399941,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.2480440139770508,1.156984567642212,1.2668358087539673,0.7500779032707214,0.7517090439796448,1.0155653953552246,0.7070396542549133,0.9809726476669312,1.0,0.6840704679489136,0.6509780883789062,0.341921865940094,0.8938339352607727,1.0,10.826569557189941,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,672fb6340e0b340b35eeecb93612a80ecbd2e308a600806354fd7b77906e714f,g562_g565_fresh_solver_panel_b1_s565_42af213dd302,g565_B1_phase5p5_repair5g565_scaling_b1_fold3_all_seed565,B1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b1_fold3_all_seed565.pt,True,True,False,False,1.20380952381,1.41523809524,-0.21142857143000016,0.14939434724172365,0.9886701803498801,1.390613,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.242787480354309,1.1655681133270264,1.2748825550079346,0.7497100830078125,0.7532985210418701,1.025909185409546,0.7064592838287354,0.9808717966079712,1.0,0.6789582967758179,0.6534641981124878,0.3446955978870392,0.898270308971405,0.9992702007293701,10.821928977966309,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,241be6ba89df3bc040c7e633c65bba3cd67c3c46cd4cf306e3e00c51031b138a,g562_g565_fresh_solver_panel_b2_s565_175037b0aa2e,g565_B2_phase5p5_repair5g565_scaling_b2_fold0_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold0_all_seed565.pt,True,True,False,False,1.16380952381,1.41523809524,-0.2514285714300002,0.1776581426656426,0.9879075715011992,1.484215,122.7392,30,44,928,1469,True,True,True,True,True,True,True,True,True,1.2442690134048462,1.170870065689087,1.2607206106185913,0.7389750480651855,0.7494912147521973,1.0177018642425537,0.7024495005607605,0.9811036586761475,1.0,0.6811829209327698,0.650539755821228,0.3393741846084595,0.9038457274436951,1.0,10.830100059509277,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,1dd23ec032863964768342f9910e0b79f3117947a9986f07ece57b0e3d847961,g562_g565_fresh_solver_panel_b2_s565_e20d4c9a9de3,g565_B2_phase5p5_repair5g565_scaling_b2_fold1_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold1_all_seed565.pt,True,True,False,False,1.20761904762,1.41523809524,-0.20761904762000016,0.14670255720101397,0.988542763843988,1.406252,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.2481669187545776,1.1612114906311035,1.260628342628479,0.7444610595703125,0.7480198740959167,1.0322765111923218,0.7057833671569824,0.9810489416122437,0.999826967716217,0.6852453947067261,0.6494545340538025,0.3399345576763153,0.8878465890884399,1.0,10.822811126708984,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,8b90755f37851c5989bc33e47c8393c07cd9ed8acd3e8d2dec19103468eeac55,g562_g565_fresh_solver_panel_b2_s565_bbe04c9a4ba8,g565_B2_phase5p5_repair5g565_scaling_b2_fold2_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold2_all_seed565.pt,True,True,False,False,1.23047619048,1.41523809524,-0.1847619047600002,0.13055181695675577,0.9883970891125248,1.424132,122.7392,30,44,928,1469,True,True,True,True,True,True,True,True,True,1.2480814456939697,1.156913161277771,1.274967908859253,0.7480844259262085,0.7563671469688416,1.0177546739578247,0.7090208530426025,0.9809715151786804,1.0,0.6836753487586975,0.6517761945724487,0.34007295966148376,0.9018294215202332,1.0,10.822537422180176,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,bebf6baca6ad0aceb651242513e73567d68171bdc66e10d740c74ea25c682d8c,g562_g565_fresh_solver_panel_b2_s565_5694a4ae866e,g565_B2_phase5p5_repair5g565_scaling_b2_fold3_all_seed565,B2,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_b2_fold3_all_seed565.pt,True,True,False,False,1.25714285714,1.41523809524,-0.15809523810000004,0.1117092866788537,0.9883094642950255,1.434887,122.7392,30,44,928,1469,True,True,True,True,True,True,True,True,True,1.2406597137451172,1.1609197854995728,1.2586421966552734,0.7488601803779602,0.7494027018547058,1.0266692638397217,0.7063196301460266,0.9808682799339294,1.0,0.6789602637290955,0.6517181396484375,0.34500426054000854,0.9033920168876648,1.0,10.811235427856445,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,ea3b42530acac6db8fbadaf1bb9b5f89cc3b02c108db5075e33d9d84838842b7,g562_g565_fresh_solver_panel_e1_s565_506aad1ec2ce,g565_E1_phase5p5_repair5g565_scaling_e1_fold0_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold0_all_seed565.pt,True,True,False,False,1.17523809524,1.41523809524,-0.2400000000000002,0.16958277254351348,0.9885871017572218,1.40081,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.2476547956466675,1.1607593297958374,1.3144477605819702,0.7451176643371582,0.7554388046264648,1.003719687461853,0.6990379095077515,0.9808151721954346,1.0,0.6852870583534241,0.6461328268051147,0.3413957953453064,0.9119720458984375,1.0,10.820907592773438,False,False,False,False,False
g565_fresh_solver_panel_static_flow_supplement,g565_fresh_solver_panel,empty-16-16,32,7001,1000,g559_b1000_i3,validation,other,g565_real_graph_000607,d0e8479f1d04534fc4c288aa1bed24e91f1dbbf32887c89b6b44cbb1d7e881d1,5e17ba642d1b600f36766068823a0924686219c2b63169326fc1791b45c6f079,g562_g565_fresh_solver_panel_e1_s565_f16b02e0e20c,g565_E1_phase5p5_repair5g565_scaling_e1_fold1_all_seed565,E1,565,artifacts/models/gcst/phase5p5_repair5g565_scaling_e1_fold1_all_seed565.pt,True,True,False,False,1.20571428571,1.41523809524,-0.20952380953000005,0.1480484522249017,0.9887138175904683,1.385257,122.7392,29,44,896,1469,True,True,True,True,True,True,True,True,True,1.2487956285476685,1.1542645692825317,1.268776535987854,0.7304537296295166,0.7528479099273682,1.0176491737365723,0.7077471613883972,0.980747640132904,1.0,0.6782276630401611,0.6436527967453003,0.35184264183044434,0.9156855940818787,0.9962896108627319,10.810755729675293,False,False,False,False,False
