theta_id,theta_family,support_strata,safe_positive_support,hard_negative_support,hard_negative_regression_count_vs_static_flow,hard_negative_regression_count_vs_additive,fingerprint_match_rate,support_distance_threshold,utility_mean,utility_CI,forbidden_reason,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g549_theta_549000913,alpha_flow_wait_progress_sweep,2,13,0,0,0,1,0.05,0.0196896399269,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.567787614425,0.95,1,1,1.23889552221,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000914,edge_cost_clamp_sweep,2,13,2,2,2,1,0.05,0.0246377379223,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.715250319499,9.22318155364,1,0,0,False,False,False,False,False
repair5g549_theta_549000915,goal_projection_mode_ablation,2,0,0,0,0,1,0.05,,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.241123017754,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000916,alpha_cong_commit_nonprogress_sweep,2,1,4,4,4,1,0.05,0.03659652333,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.242001016,1.25,0.75,0.75,1,1,0.95,1,1.49247001506,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000917,g543_true_near_signal_neighborhood,2,11,4,4,4,1,0.05,0.0625546150873,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.172541454917,0.498720402559,1.03007493985,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000918,g546_g548_safe_no_gain_neighborhood,2,9,4,4,4,1,0.05,0.0249440994733,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.620340559319,0.95,1,1.03732997534,1,0.35,0.75,0.777941194118,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000919,surrogate_guided_theta_if_model_exists,2,13,2,2,2,1,0.05,0.0305718795831,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.949140751718,1.25,0.75,0.75,1,1,0.95,1,0.810126879746,0.553241193518,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000920,negative_control,2,17,0,0,0,1,0.05,0.0373967106706,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.700859598281,0.653562192876,0.35,0.75,1,11.871976256,0,0,1,False,False,False,False,False
repair5g549_theta_549000921,static_flow_local_perturbation_fulltheta,2,10,6,4,6,1,0.05,0.037463532526,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.24858070284,0.95,1,0.908251783496,0.772150455699,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000922,lambda_flow_lambda_cong_sweep,2,13,2,2,2,1,0.05,0.0270347494154,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.851154297691,1.04703390593,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000923,alpha_flow_wait_progress_sweep,2,13,0,0,0,1,0.05,0.0157532342638,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.137987224026,0.95,1,1,0.130996238008,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000924,edge_cost_clamp_sweep,2,13,0,0,0,1,0.05,0.0249831373977,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.846368057264,8.61078277843,1,0,0,False,False,False,False,False
repair5g549_theta_549000925,goal_projection_mode_ablation,2,13,2,2,2,1,0.05,0.0249831373977,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.07592534815,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000926,alpha_cong_commit_nonprogress_sweep,2,13,4,4,4,1,0.05,0.0428248319038,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.6438989622,1.25,0.75,0.75,1,1,0.95,1,0.531360937278,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000927,g543_true_near_signal_neighborhood,2,9,2,0,2,1,0.05,0.0142419957433,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.254760490479,0.668947562105,0.684103631793,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000928,g546_g548_safe_no_gain_neighborhood,2,13,6,4,6,1,0.05,0.0238648401662,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.976167447665,0.95,1,0.839521720957,1,0.35,0.75,0.679126191748,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000929,surrogate_guided_theta_if_model_exists,2,2,4,2,4,1,0.05,0.01983471074,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.43559137882,1.25,0.75,0.75,1,1,0.95,1,1.18606532787,1.29812770374,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000930,negative_control,2,3,0,0,0,1,0.05,0.01716331577,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.31552236896,0.220796558407,0.35,0.75,1,9.01903396193,0,0,1,False,False,False,False,False
repair5g549_theta_549000931,static_flow_local_perturbation_fulltheta,2,13,6,4,6,1,0.05,0.0256123407423,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.10290399419,0.95,1,0.999233801532,0.834384731231,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000932,lambda_flow_lambda_cong_sweep,2,16,2,0,2,1,0.05,0.0351317224963,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.525490949018,0.224624550751,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000933,alpha_flow_wait_progress_sweep,2,9,2,0,2,1,0.05,0.0204370573189,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.112546024908,0.95,1,1,0.194629110742,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000934,edge_cost_clamp_sweep,2,11,2,2,2,1,0.05,0.0292707597627,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.647868954262,10.6362307275,1,0,0,False,False,False,False,False
repair5g549_theta_549000935,goal_projection_mode_ablation,2,13,4,2,4,1,0.05,0.0452735258062,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.4652000696,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000936,alpha_cong_commit_nonprogress_sweep,2,15,2,0,2,1,0.05,0.0185861257313,compact_audit_not_claim,success_regression_vs_additive,1.25,1.60426904146,1.25,0.75,0.75,1,1,0.95,1,1.01441497117,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000937,g543_true_near_signal_neighborhood,2,15,2,2,2,1,0.05,0.035580344508,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.650737298525,0.610813178374,0.869213011574,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000938,g546_g548_safe_no_gain_neighborhood,2,7,0,0,0,1,0.05,0.0251607285786,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.337191225618,0.95,1,1.21103172794,1,0.35,0.75,0.35920998158,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000939,surrogate_guided_theta_if_model_exists,2,7,2,2,2,1,0.05,0.0113098187314,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25665483669,1.25,0.75,0.75,1,1,0.95,1,1.09469271061,1.25551458897,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000940,negative_control,2,13,2,0,2,1,0.05,0.0396000163523,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.730893538213,0.788018923962,0.35,0.75,1,10.1350357299,0,0,1,False,False,False,False,False
repair5g549_theta_549000941,static_flow_local_perturbation_fulltheta,2,21,2,0,2,1,0.05,0.0375351759076,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.10406499187,0.95,1,0.781073037854,0.945789508421,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000942,lambda_flow_lambda_cong_sweep,2,2,2,2,2,1,0.05,0.01983471074,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.3087023826,0.164363671273,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000943,alpha_flow_wait_progress_sweep,2,13,4,2,4,1,0.05,0.0305388661054,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.23936002128,0.95,1,1,1.32923284153,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000944,edge_cost_clamp_sweep,2,13,6,4,6,1,0.05,0.0268395680254,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.914843670313,8.70528658943,1,0,0,False,False,False,False,False
repair5g549_theta_549000945,goal_projection_mode_ablation,2,19,0,0,0,1,0.05,0.0419832844179,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.47596254807,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000946,alpha_cong_commit_nonprogress_sweep,2,19,0,0,0,1,0.05,0.0288550275037,compact_audit_not_claim,,1.25,0.556517386965,1.25,0.75,0.75,1,1,0.95,1,0.790264419471,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000947,g543_true_near_signal_neighborhood,2,21,2,2,2,1,0.05,0.05251153052,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.565773468453,0.600365699269,0.901636946726,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000948,g546_g548_safe_no_gain_neighborhood,2,2,4,2,4,1,0.05,0.00330578512,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.64474491051,0.95,1,1.37017610965,1,0.35,0.75,0.318446263107,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000949,surrogate_guided_theta_if_model_exists,2,9,2,2,2,1,0.05,0.0209740574633,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.42164375671,1.25,0.75,0.75,1,1,0.95,1,1.11562386875,0.186560326879,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000950,negative_control,2,21,2,0,2,1,0.05,0.0464535371557,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.2366975266,1.40891268217,0.35,0.75,1,8.81541436917,0,0,1,False,False,False,False,False
repair5g549_theta_549000951,static_flow_local_perturbation_fulltheta,2,11,2,0,2,1,0.05,0.0206241126982,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.72234515531,0.95,1,1.05509068982,0.942759514481,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000952,lambda_flow_lambda_cong_sweep,2,22,2,0,2,1,0.05,0.0430133861145,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.52598494803,0.575611848776,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000953,alpha_flow_wait_progress_sweep,2,15,0,0,0,1,0.05,0.0191417056973,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.189677120646,0.95,1,1,0.147541204918,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000954,edge_cost_clamp_sweep,2,13,2,2,2,1,0.05,0.0268395680254,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.479357791284,10.4381711237,1,0,0,False,False,False,False,False
repair5g549_theta_549000955,goal_projection_mode_ablation,2,13,4,2,4,1,0.05,0.0268395680254,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.38309473381,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000956,alpha_cong_commit_nonprogress_sweep,2,19,4,2,4,1,0.05,0.0392865755453,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.27705844588,1.25,0.75,0.75,1,1,0.95,1,0.676257647485,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000957,g543_true_near_signal_neighborhood,2,19,0,0,0,1,0.05,0.0422109756653,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.609803780392,0.498922402155,1.00901648197,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000958,g546_g548_safe_no_gain_neighborhood,2,17,2,0,2,1,0.05,0.0257522866906,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.531805936388,0.95,1,0.854030991938,1,0.35,0.75,0.416024317951,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000959,surrogate_guided_theta_if_model_exists,2,11,4,2,4,1,0.05,0.0328569825364,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.14916490167,1.25,0.75,0.75,1,1,0.95,1,0.944717010566,0.344811210378,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000960,negative_control,2,2,0,0,0,1,0.05,0.00247933884,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.17321765356,0.171770656459,0.35,0.75,1,8.35890328219,0,0,1,False,False,False,False,False
repair5g549_theta_549000961,static_flow_local_perturbation_fulltheta,2,2,2,2,2,1,0.05,0.01570247934,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.19406841186,0.95,1,1.29472781054,0.720647758704,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000962,lambda_flow_lambda_cong_sweep,2,23,0,0,0,1,0.05,0.03418439131,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.695994608011,1.38704722591,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000963,alpha_flow_wait_progress_sweep,2,17,2,0,2,1,0.05,0.0217147116888,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.22298505403,0.95,1,1,0.100828298343,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000964,edge_cost_clamp_sweep,2,13,2,0,2,1,0.05,0.0251129909762,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.606355787288,11.9210561579,1,0,0,False,False,False,False,False
repair5g549_theta_549000965,goal_projection_mode_ablation,2,15,2,0,2,1,0.05,0.021956157734,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.801634396731,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000966,alpha_cong_commit_nonprogress_sweep,2,21,4,2,4,1,0.05,0.0367248655438,compact_audit_not_claim,success_regression_vs_static_flow,1.25,0.638925972148,1.25,0.75,0.75,1,1,0.95,1,0.555998888002,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000967,g543_true_near_signal_neighborhood,2,15,4,4,4,1,0.05,0.0438017389733,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.123168753662,0.514991370017,1.08990682019,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000968,g546_g548_safe_no_gain_neighborhood,2,17,2,2,2,1,0.05,0.02188922812,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.781020837958,0.95,1,0.850392949214,1,0.35,0.75,0.556599636801,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000969,surrogate_guided_theta_if_model_exists,2,4,4,4,4,1,0.05,0.024428648145,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.32694204612,1.25,0.75,0.75,1,1,0.95,1,1.2745979508,1.07386015228,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000970,negative_control,2,19,2,0,2,1,0.05,0.0519651725284,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.06351387297,1.02698194604,0.35,0.75,1,9.02162195676,0,0,1,False,False,False,False,False
repair5g549_theta_549000971,static_flow_local_perturbation_fulltheta,2,13,2,0,2,1,0.05,0.0213802149354,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.967149465701,0.95,1,1.03990412019,1.02984034032,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000972,lambda_flow_lambda_cong_sweep,2,21,2,0,2,1,0.05,0.0426765148714,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.637429725141,0.241468017064,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000973,alpha_flow_wait_progress_sweep,2,15,2,2,2,1,0.05,0.0289839384353,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.913810672379,0.95,1,1,0.27213995572,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000974,edge_cost_clamp_sweep,2,13,2,0,2,1,0.05,0.0251129909762,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.736724276551,11.2341855316,1,0,0,False,False,False,False,False
repair5g549_theta_549000975,goal_projection_mode_ablation,2,15,2,2,2,1,0.05,0.0303447221733,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.818500362999,0.35,0.75,1,11,0,0,1,False,False,False,False,False
repair5g549_theta_549000976,alpha_cong_commit_nonprogress_sweep,2,19,4,4,4,1,0.05,0.0481229503595,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.29098466803,1.25,0.75,0.75,1,1,0.95,1,0.609972780054,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000977,g543_true_near_signal_neighborhood,2,9,6,4,6,1,0.05,0.0183881052778,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.721491557017,0.663341573317,0.657680434639,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000978,g546_g548_safe_no_gain_neighborhood,2,7,4,2,4,1,0.05,0.0231443579186,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.231606136788,0.95,1,1.2121984756,1,0.35,0.75,0.335642528715,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000979,surrogate_guided_theta_if_model_exists,2,7,6,4,6,1,0.05,0.02598986035,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.44867115266,1.25,0.75,0.75,1,1,0.95,1,1.12534624931,0.418269063462,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000980,negative_control,2,13,0,0,0,1,0.05,0.0424203008877,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.511255977488,1.42941314117,0.35,0.75,1,8.43702312595,0,0,1,False,False,False,False,False
repair5g549_theta_549000981,static_flow_local_perturbation_fulltheta,2,13,2,0,2,1,0.05,0.0225536546554,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.25,0.95,1,1.04012371975,1.20064739871,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000982,lambda_flow_lambda_cong_sweep,2,4,2,0,2,1,0.05,0.017100708875,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.2589004822,0.240187019626,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000983,alpha_flow_wait_progress_sweep,2,13,2,0,2,1,0.05,0.0243960425485,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.929100641799,0.95,1,1,0.986681526637,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000984,edge_cost_clamp_sweep,2,11,4,2,4,1,0.05,0.0209819102409,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.579149591701,8.87109025782,1,0,0,False,False,False,False,False
repair5g549_theta_549000985,goal_projection_mode_ablation,2,11,2,2,2,1,0.05,0.0209819102409,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.25428999142,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000986,alpha_cong_commit_nonprogress_sweep,2,21,4,0,4,1,0.05,0.0438047688776,compact_audit_not_claim,success_regression_vs_additive,1.25,0.598593552813,1.25,0.75,0.75,1,1,0.95,1,0.629878740243,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000987,g543_true_near_signal_neighborhood,2,4,2,0,2,1,0.05,0.01638977905,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.324741150518,0.224054451891,0.716525316949,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000988,g546_g548_safe_no_gain_neighborhood,2,13,2,0,2,1,0.05,0.0247459118831,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,0.556409187182,0.95,1,0.946843006314,1,0.35,0.75,0.658334033332,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000989,surrogate_guided_theta_if_model_exists,2,11,2,0,2,1,0.05,0.0194769898455,compact_audit_not_claim,success_regression_vs_additive,1.25,0.928772242456,1.25,0.75,0.75,1,1,0.95,1,0.956145787708,0.440826618347,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000990,negative_control,2,15,0,0,0,1,0.05,0.0406026132687,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.786467427065,1.20760558479,0.35,0.75,1,8.22963954072,0,0,1,False,False,False,False,False
repair5g549_theta_549000991,static_flow_local_perturbation_fulltheta,2,5,2,2,2,1,0.05,0.01379173433,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1.22093875812,0.95,1,1.20937498125,1.24411971176,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000992,lambda_flow_lambda_cong_sweep,2,4,2,0,2,1,0.05,0.002149781085,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1.434000132,0.919214661571,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000993,alpha_flow_wait_progress_sweep,2,9,2,2,2,1,0.05,0.0351776050944,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.525412699175,0.95,1,1,1.16504616991,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000994,edge_cost_clamp_sweep,2,11,4,2,4,1,0.05,0.0209819102409,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.512276725447,11.4381771236,1,0,0,False,False,False,False,False
repair5g549_theta_549000995,goal_projection_mode_ablation,2,13,2,2,2,1,0.05,0.04520173116,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1.49100301799,0.35,0.75,1,11,0,1,0,False,False,False,False,False
repair5g549_theta_549000996,alpha_cong_commit_nonprogress_sweep,2,21,2,0,2,1,0.05,0.022470438159,compact_audit_not_claim,success_regression_vs_additive,1.25,0.557656134688,1.25,0.75,0.75,1,1,0.95,1,0.879862240276,1,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000997,g543_true_near_signal_neighborhood,2,8,4,2,4,1,0.05,0.0195302567425,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,0.782444235112,0.344390711219,0.743566512867,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000998,g546_g548_safe_no_gain_neighborhood,2,13,0,0,0,1,0.05,0.0224137035062,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,0.548557602885,0.95,1,1.04182926634,1,0.35,0.75,0.333800582399,11,1,0,0,False,False,False,False,False
repair5g549_theta_549000999,surrogate_guided_theta_if_model_exists,2,9,0,0,0,1,0.05,0.0319001203389,compact_audit_not_claim,,1.25,0.797740754518,1.25,0.75,0.75,1,1,0.95,1,0.991883316233,0.857452585095,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001000,negative_control,2,3,0,0,0,1,0.05,0.0294009713733,compact_audit_not_claim,,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.59478481043,0.0511063977872,0.35,0.75,1,9.24289351421,0,0,1,False,False,False,False,False
repair5g549_theta_549001001,static_flow_local_perturbation_fulltheta,2,17,2,0,2,1,0.05,0.0176548542553,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1.08795742409,0.95,1,0.888122423755,0.897961804076,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001002,lambda_flow_lambda_cong_sweep,2,17,2,2,2,1,0.05,0.0359975952294,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,0.668610662779,1.07702634595,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001003,alpha_flow_wait_progress_sweep,2,11,2,2,2,1,0.05,0.0229319256591,compact_audit_not_claim,success_regression_vs_static_flow,1.25,1.25,1.25,0.75,0.75,1,0.910630678739,0.95,1,1,1.22681154638,0.35,0.75,1,11,1,0,0,False,False,False,False,False
repair5g549_theta_549001004,edge_cost_clamp_sweep,2,9,2,0,2,1,0.05,0.0151620959867,compact_audit_not_claim,success_regression_vs_additive,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,0.352644044712,8.21601956796,1,0,0,False,False,False,False,False
