map,agents,method,runs,successes,success_rate,sum_of_loss_ratio_mean,expanded_nodes_mean,time_to_first_solution_ms_mean,returned_solutions_count_mean,low_level_pibt_calls_mean,laur_overhead_ms_mean,laur_inference_count_mean,laur_additive_fallback_count_mean,laur_safety_disabled_count_mean,fallback_defer_rate,non_additive_update_rate,selected_harmful_update_rate,selected_rules,ratio_delta_vs_ltm,expanded_delta_vs_ltm,ttfs_delta_vs_ltm
maze-32-32-4,50,lacam_star_ltm,5,5,1.0,1.185242544024,435.6,186.8,1.0,21575.4,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,50,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.185242544024,435.6,187.6,1.0,21575.4,0.44584,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,0.799999999999983
maze-32-32-4,50,repair5e4_closed_loop_utility_selector,5,5,1.0,1.185242544024,435.6,186.0,1.0,21575.4,0.44256,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-0.8000000000000114
maze-32-32-4,50,repair5e5_crossfold_utility_reranker,5,5,1.0,1.17202051813,423.4,186.6,1.0,21101.8,0.43052,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",-0.0132220258939999,-12.200000000000045,-0.20000000000001705
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.185242544024,435.6,185.8,1.0,21575.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-1.0
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,5,1.0,1.17202051813,423.4,185.4,1.0,21101.8,0.45738,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",-0.0132220258939999,-12.200000000000045,-1.4000000000000057
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.17202051813,423.4,187.6,1.0,21101.8,0.4107,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",-0.0132220258939999,-12.200000000000045,0.799999999999983
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.185242544024,435.6,187.0,1.0,21575.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,0.19999999999998863
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.168372818782,438.4,188.4,1.0,21713.8,0.44578,3.0,1.0,0.0,0.25,0.75,,"{""wait_light"": 15}",-0.016869725242000033,2.7999999999999545,1.5999999999999943
maze-32-32-4,50,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,5,5,1.0,1.185242544024,435.6,189.4,1.0,21575.4,0.46414,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,2.5999999999999943
maze-32-32-4,100,lacam_star_ltm,5,5,1.0,1.259743057366,537.6,388.6,1.0,62993.4,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,100,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.271933791468,565.4,389.0,1.0,69661.8,0.51762,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 15}",0.012190734102,27.799999999999955,0.39999999999997726
maze-32-32-4,100,repair5e4_closed_loop_utility_selector,5,5,1.0,1.259743057366,537.6,387.8,1.0,62993.4,0.47093999999999997,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-0.8000000000000114
maze-32-32-4,100,repair5e5_crossfold_utility_reranker,5,5,1.0,1.259743057366,537.6,390.6,1.0,62993.4,0.4496,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,2.0
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.259743057366,537.6,389.0,1.0,62993.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,0.39999999999997726
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,5,1.0,1.259743057366,537.6,391.2,1.0,62993.4,0.47384,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,2.599999999999966
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.259743057366,537.6,387.8,1.0,62993.4,0.47962,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-0.8000000000000114
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.259743057366,537.6,394.4,1.0,62993.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,5.7999999999999545
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.259743057366,537.6,393.0,1.0,62993.4,0.46448,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,4.399999999999977
maze-32-32-4,100,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,5,5,1.0,1.259743057366,537.6,387.2,1.0,62993.4,0.46798,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-1.400000000000034
random-32-32-20,50,lacam_star_ltm,5,5,1.0,1.152551037608,229.4,164.6,1.0,14588.4,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,50,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.1614813279979999,209.4,164.4,1.0,10742.8,0.42956,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 15}",0.008930290389999929,-20.0,-0.19999999999998863
random-32-32-20,50,repair5e4_closed_loop_utility_selector,5,5,1.0,1.157676980172,223.2,164.0,1.0,14262.4,0.42118,3.0,1.0,0.0,0.25,0.75,,"{""decay_090"": 15}",0.005125942564000008,-6.200000000000017,-0.5999999999999943
random-32-32-20,50,repair5e5_crossfold_utility_reranker,5,5,1.0,1.160189815082,232.8,164.2,1.0,14590.8,0.43318,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 6, ""wait_heavy"": 9}",0.007638777474000102,3.4000000000000057,-0.4000000000000057
random-32-32-20,50,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.152551037608,229.4,161.8,1.0,14588.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-2.799999999999983
random-32-32-20,50,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,5,1.0,1.160189815082,232.8,164.4,1.0,14590.8,0.44642,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 6, ""wait_heavy"": 9}",0.007638777474000102,3.4000000000000057,-0.19999999999998863
random-32-32-20,50,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.160189815082,232.8,162.4,1.0,14590.8,0.42234,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 6, ""wait_heavy"": 9}",0.007638777474000102,3.4000000000000057,-2.1999999999999886
random-32-32-20,50,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.152551037608,229.4,163.2,1.0,14588.4,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-1.4000000000000057
random-32-32-20,50,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.1569523424919999,228.6,162.2,1.0,14427.2,0.41894,3.0,1.0,0.0,0.25,0.75,,"{""decay_095"": 7, ""wait_light"": 8}",0.004401304883999924,-0.8000000000000114,-2.4000000000000057
random-32-32-20,50,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,5,5,1.0,1.160189815082,228.4,163.2,1.0,14302.2,0.44242,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 3, ""wait_heavy"": 12}",0.007638777474000102,-1.0,-1.4000000000000057
random-32-32-20,100,lacam_star_ltm,5,5,1.0,1.1863313626698,271.4,335.6,1.0,32894.6,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,100,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.1805769331418001,268.6,339.8,1.0,33837.0,0.42166,3.0,1.0,0.0,0.25,0.75,,"{""decay_095"": 15}",-0.005754429527999871,-2.7999999999999545,4.199999999999989
random-32-32-20,100,repair5e4_closed_loop_utility_selector,5,5,1.0,1.1863675087318,269.2,334.4,1.0,32652.8,0.43214,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",3.614606199997539e-05,-2.1999999999999886,-1.2000000000000455
random-32-32-20,100,repair5e5_crossfold_utility_reranker,5,5,1.0,1.1863675087318,269.2,339.0,1.0,32652.8,0.44078,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",3.614606199997539e-05,-2.1999999999999886,3.3999999999999773
random-32-32-20,100,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.1863313626698,271.4,332.8,1.0,32894.6,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-2.8000000000000114
random-32-32-20,100,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,5,1.0,1.1863675087318,269.2,339.4,1.0,32652.8,0.42242,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",3.614606199997539e-05,-2.1999999999999886,3.7999999999999545
random-32-32-20,100,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.1863675087318,269.2,335.6,1.0,32652.8,0.4209,3.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 15}",3.614606199997539e-05,-2.1999999999999886,0.0
random-32-32-20,100,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.1863313626698,271.4,332.2,1.0,32894.6,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,-3.400000000000034
random-32-32-20,100,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.1753849399268002,246.6,336.0,1.0,25867.6,0.44023999999999996,3.0,1.0,0.0,0.25,0.75,,"{""wait_light"": 15}",-0.01094642274299984,-24.799999999999983,0.39999999999997726
random-32-32-20,100,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,5,5,1.0,1.1863313626698,271.4,340.0,1.0,32894.6,0.43998,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 15}",0.0,0.0,4.399999999999977
warehouse-10-20-10-2-1,50,lacam_star_ltm,5,5,1.0,1.07784849222,392.2,1281.8,1.0,19457.4,0.0,0.0,0.0,0.0,,,,{},,,
warehouse-10-20-10-2-1,50,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.07784849222,392.2,1274.2,1.0,19457.4,0.32882,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-7.599999999999909
warehouse-10-20-10-2-1,50,repair5e4_closed_loop_utility_selector,5,5,1.0,1.07784849222,392.2,1265.6,1.0,19457.4,0.33116,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-16.200000000000045
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker,5,5,1.0,1.07784849222,392.2,1274.4,1.0,19457.4,0.33992,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-7.399999999999864
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.07784849222,392.2,1289.8,1.0,19457.4,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,8.0
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,5,1.0,1.07784849222,392.2,1256.6,1.0,19457.4,0.332,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-25.200000000000045
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.07784849222,392.2,1275.2,1.0,19457.4,0.3347,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-6.599999999999909
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.07784849222,392.2,1270.0,1.0,19457.4,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-11.799999999999955
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.07784849222,392.2,1271.4,1.0,19457.4,0.32666,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-10.399999999999864
warehouse-10-20-10-2-1,50,repair5e5_crossfold_utility_reranker_strict_threshold_diagnostic,5,5,1.0,1.07784849222,392.2,1279.6,1.0,19457.4,0.34602,2.0,1.0,0.0,0.3333333333333333,0.0,,"{""additive_ltm"": 10}",0.0,0.0,-2.2000000000000455
warehouse-10-20-10-2-1,100,lacam_star_ltm,5,5,1.0,1.170794865788,209.4,2520.2,1.0,20731.2,0.0,0.0,0.0,0.0,,,,{},,,
warehouse-10-20-10-2-1,100,repair5e4_calibrated_guard_only_on_e3_split,5,5,1.0,1.170794865788,209.4,2539.6,1.0,20731.2,0.1993,1.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,19.40000000000009
warehouse-10-20-10-2-1,100,repair5e4_closed_loop_utility_selector,5,5,1.0,1.170794865788,209.4,2535.6,1.0,20731.2,0.19828,1.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,15.400000000000091
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker,5,5,1.0,1.170794865788,209.4,2571.0,1.0,20731.2,0.20514,1.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,50.80000000000018
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker_force_additive_parity,5,5,1.0,1.170794865788,209.4,2530.8,1.0,20731.2,0.0,0.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,10.600000000000364
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker_loose_threshold_diagnostic,5,4,0.8,1.17101628003,167.4,2518.0,0.8,16553.0,0.1486,0.8,1.0,0.0,0.5555555555555556,0.0,,"{""additive_ltm"": 4}",0.00022141424199983994,-42.0,-2.199999999999818
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker_no_ood_guard_diagnostic,5,5,1.0,1.170794865788,209.4,2526.6,1.0,20731.2,0.18086,1.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,6.400000000000091
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker_recovery_disabled_parity,5,5,1.0,1.170794865788,209.4,2528.2,1.0,20731.2,0.0,0.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,8.0
warehouse-10-20-10-2-1,100,repair5e5_crossfold_utility_reranker_shuffled_labels_diagnostic,5,5,1.0,1.170794865788,209.4,2523.2,1.0,20731.2,0.19708,1.0,1.0,0.0,0.5,0.0,,"{""additive_ltm"": 5}",0.0,0.0,3.0
