split,run_id,checkpoint_id,map_name,agents,seed,iteration,decision_target,selected_decision,target_rule,predicted_rule,fallback_reason,attention_top1,attention_top3,decision_correct,selected_delta,additive_delta,selected_vs_additive_delta,selected_utility,additive_utility,selected_vs_additive_utility,selected_rule_harmful,target_delta,has_nonadditive_opportunity,has_high_margin_nonadditive_opportunity,best_safe_nonadditive_advantage,opportunity_margin,rule_scores,harmful_probs,opportunity_prob,defer_prob,top3_rules,harmful_labels
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter0,empty-16-16,50,1,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.077519379845,True,True,0.077519379845,0.01,"[2.576184733510017, 2.937949331998825, 3.223089209794998, 2.710847741365433, 2.996349766254425, 2.6545434749126433, 2.676105188727379, 2.7176849102973937]","[0.27482590079307556, 0.6426616311073303, 0.5216006636619568, 0.5738553404808044, 0.5525015592575073, 0.6101093888282776, 0.4295981228351593, 0.460652232170105]",0.5717824101448059,0.1675759106874466,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter1,empty-16-16,50,1,1,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.135658914729,True,True,0.1,0.01,"[2.6425983762741088, 2.996231027841568, 3.2769337737560273, 2.7651510632038114, 3.044311012029648, 2.70523108959198, 2.7417258375883105, 2.7893992227315905]","[0.2835876941680908, 0.6581928133964539, 0.5362339615821838, 0.5896191000938416, 0.5644815564155579, 0.6292750835418701, 0.4422706663608551, 0.47744134068489075]",0.6036379337310791,0.17835159599781036,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter2,empty-16-16,50,1,2,use_nonadditive,defer_ltm,block_light,additive_ltm,unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0968992248062,True,True,0.0968992248062,0.01,"[2.6362959337234497, 2.9974319911003113, 3.2876504719257356, 2.7568626260757445, 3.0323410558700563, 2.7122102117538454, 2.7590648210048676, 2.7962918478250502]","[0.28337740898132324, 0.6567717790603638, 0.5427297949790955, 0.5951054096221924, 0.5648825168609619, 0.6389482021331787, 0.4468129277229309, 0.47937533259391785]",0.5916176438331604,0.19584421813488007,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 1, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a50__i1__phase4_phase4-full-repair1,empty-16-16__a50__i1__phase4_phase4-full-repair1__iter3,empty-16-16,50,1,3,defer_ltm,defer_ltm,block_heavy,additive_ltm,unsafe,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0077519379845,False,False,0.0077519379845,0.01,"[2.4973470306396486, 2.876157295703888, 3.199479093551636, 2.642351723909378, 2.907024450302124, 2.5925908315181734, 2.611883339881897, 2.6440165323019027]","[0.26325416564941406, 0.6269210577011108, 0.5272870063781738, 0.5766105055809021, 0.5359854698181152, 0.6142604947090149, 0.418046236038208, 0.4470691978931427]",0.5323495864868164,0.2137889862060547,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 1, 0, 1, 0, 1, 1, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter0,empty-16-16,100,1,0,use_nonadditive,defer_ltm,wait_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0951923076923,True,True,0.0951923076923,0.01,"[2.626784299015999, 2.9933430123329163, 3.272983555793762, 2.7388816344738007, 2.9979444301128386, 2.69358974814415, 2.727056259512901, 2.7643332982063296]","[0.302935928106308, 0.6752899885177612, 0.5591390132904053, 0.6102181077003479, 0.5880556702613831, 0.6513445973396301, 0.4693153202533722, 0.5005573034286499]",0.6695002913475037,0.17923980951309204,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter1,empty-16-16,100,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0346153846154,True,True,0.0346153846154,0.01,"[2.6696888864040376, 2.975739300251007, 3.2701324439048767, 2.71825204372406, 3.0224076092243193, 2.7032174837589262, 2.806741210222244, 2.8364507758617403]","[0.34017831087112427, 0.6992071866989136, 0.585239052772522, 0.6413171291351318, 0.6255587935447693, 0.6852518916130066, 0.5105151534080505, 0.5440731644630432]",0.7099846601486206,0.21089188754558563,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 0, 0, 1]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter2,empty-16-16,100,1,2,use_nonadditive,defer_ltm,wait_light,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.118269230769,True,True,0.1,0.01,"[2.5135423243045807, 2.9051720917224886, 3.1864076805114747, 2.637347779273987, 2.8564723360538484, 2.59757044672966, 2.631438931822777, 2.6670720636844636]","[0.31547993421554565, 0.7069835066795349, 0.5917015075683594, 0.6485779285430908, 0.5895096659660339, 0.6734476685523987, 0.4792232811450958, 0.5143639445304871]",0.6423255801200867,0.2051563858985901,"[""block_heavy"", ""commit_heavy"", ""wait_light""]","[0, 0, 0, 0, 0, 0, 0, 0]"
train,empty-16-16__a100__i1__phase4_phase4-full-repair1,empty-16-16__a100__i1__phase4_phase4-full-repair1__iter3,empty-16-16,100,1,3,use_nonadditive,defer_ltm,decay_090,additive_ltm,unsafe,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0471153846154,True,True,0.0471153846154,0.01,"[2.497807105779648, 2.895399907827377, 3.1886883175373075, 2.6233407080173494, 2.8179358530044554, 2.583269544839859, 2.610349494218826, 2.6327622079849244]","[0.3143985867500305, 0.700588047504425, 0.5868296027183533, 0.6453821063041687, 0.5858824253082275, 0.6735469698905945, 0.47783464193344116, 0.5088322162628174]",0.6307485699653625,0.20896385610103607,"[""block_heavy"", ""commit_heavy"", ""wait_light""]","[0, 1, 1, 1, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter0,empty-16-16,200,1,0,use_nonadditive,defer_ltm,commit_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,1.14440611138,True,True,0.1,0.01,"[2.6700889509916306, 3.02348214507103, 3.2974407756328583, 2.751259481906891, 3.051116136312485, 2.748249987363815, 2.811506676673889, 2.8319740319252014]","[0.33619681000709534, 0.7019608616828918, 0.5901332497596741, 0.6409686803817749, 0.6310747265815735, 0.6921301484107971, 0.5134379863739014, 0.5420445203781128]",0.6755266785621643,0.19648630917072296,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 0, 0, 0, 0, 1, 0, 0]"
train,empty-16-16__a200__i1__phase4_phase4-full-repair1,empty-16-16__a200__i1__phase4_phase4-full-repair1__iter1,empty-16-16,200,1,1,use_nonadditive,defer_ltm,block_heavy,additive_ltm,unsafe,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,False,0.116806308526,True,True,0.1,0.01,"[2.749671460390091, 3.04009343624115, 3.3271433079242705, 2.78722039103508, 3.1322743582725523, 2.784202333688736, 2.8998248958587647, 2.920967648029327]","[0.3498196005821228, 0.6994478702545166, 0.5871476531028748, 0.6419582962989807, 0.645877480506897, 0.6944300532341003, 0.5263309478759766, 0.5563582181930542]",0.7152966260910034,0.21547843515872955,"[""block_heavy"", ""wait_light"", ""commit_heavy""]","[0, 1, 0, 0, 0, 1, 0, 1]"
