map,agents,seed,scen,baseline_method,contender_method,baseline_success,contender_success,baseline_ratio,contender_ratio,delta_ratio,contender_better
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,always_additive_defer,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,lacam_star,True,True,1.24223602484,1.17125110914,-0.07098491569999998,True
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.24223602484,1.21561668146,-0.026619343379999938,True
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.24223602484,1.21561668146,-0.026619343379999938,True
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.24223602484,1.23913043478,-0.0031055900599998854,True
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker_force_additive_parity,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,6,maze-32-32-4-random-6.scen,lacam_star_ltm,repair5e_caseb_ood_guard_distilled,True,True,1.24223602484,1.24223602484,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,always_additive_defer,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,lacam_star,True,True,1.14370664024,1.15956392468,0.015857284440000008,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.14370664024,1.1124876115,-0.031219028740000043,True
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.14370664024,1.13032705649,-0.013379583749999924,True
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.14370664024,1.12884043608,-0.014866204160000063,True
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker_force_additive_parity,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,7,maze-32-32-4-random-7.scen,lacam_star_ltm,repair5e_caseb_ood_guard_distilled,True,True,1.14370664024,1.14370664024,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,always_additive_defer,True,True,1.14871306006,1.14871306006,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,lacam_star,True,True,1.14871306006,1.18350810296,0.03479504290000013,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.14871306006,1.1291706387,-0.01954242135999995,True
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.14871306006,1.14632983794,-0.0023832221199999726,True
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.14871306006,1.14871306006,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.14871306006,1.14871306006,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.14871306006,1.1291706387,-0.01954242135999995,True
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker_force_additive_parity,True,True,1.14871306006,1.14871306006,0.0,False
maze-32-32-4,50,8,maze-32-32-4-random-8.scen,lacam_star_ltm,repair5e_caseb_ood_guard_distilled,True,True,1.14871306006,1.14871306006,0.0,False
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,always_additive_defer,True,True,1.15666831929,1.15666831929,0.0,False
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,lacam_star,True,True,1.15666831929,1.14427367377,-0.012394645519999914,True
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,oracle_teacher_forced_best_safe_update_static_proxy,True,True,1.15666831929,1.12394645513,-0.03272186416,True
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,repair5d_composite_diagnostic_distilled,True,True,1.15666831929,1.15666831929,0.0,False
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,repair5e3_split_guarded_selector,True,True,1.15666831929,1.15666831929,0.0,False
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,repair5e4_closed_loop_utility_selector,True,True,1.15666831929,1.15666831929,0.0,False
maze-32-32-4,50,9,maze-32-32-4-random-9.scen,lacam_star_ltm,repair5e5_crossfold_utility_reranker,True,True,1.15666831929,1.14774417452,-0.00892414476999992,True
