map,agents,method,runs,successes,success_rate,sum_of_loss_ratio_mean,expanded_nodes_mean,time_to_first_solution_ms_mean,returned_solutions_count_mean,low_level_pibt_calls_mean,laur_overhead_ms_mean,laur_inference_count_mean,laur_additive_fallback_count_mean,laur_safety_disabled_count_mean,fallback_defer_rate,non_additive_update_rate,selected_harmful_update_rate,selected_rules,ratio_delta_vs_ltm,expanded_delta_vs_ltm,ttfs_delta_vs_ltm
maze-32-32-4,50,always_additive_defer,10,10,1.0,1.160701662635,410.8,193.7,1.0,20394.6,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 30}",0.0,0.0,-0.30000000000001137
maze-32-32-4,50,lacam_star_ltm,10,10,1.0,1.160701662635,410.8,194.0,1.0,20394.6,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,50,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.144785063932,404.2,194.4,1.0,20079.8,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 6, ""block_light"": 3, ""commit_heavy"": 3, ""decay_090"": 9, ""decay_095"": 3, ""wait_heavy"": 3, ""wait_light"": 3}",-0.015916598702999885,-6.600000000000023,0.4000000000000057
maze-32-32-4,100,always_additive_defer,10,10,1.0,1.2633818951140001,548.8,400.9,1.0,72931.3,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 30}",0.0,0.0,-3.5
maze-32-32-4,100,lacam_star_ltm,10,10,1.0,1.2633818951140001,548.8,404.4,1.0,72931.3,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,100,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.245836564518,516.8,405.4,1.0,64695.7,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 12, ""block_light"": 6, ""decay_095"": 3, ""wait_heavy"": 3, ""wait_light"": 6}",-0.017545330596000053,-32.0,1.0
random-32-32-20,50,always_additive_defer,10,10,1.0,1.126452295887,240.5,161.9,1.0,14387.2,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 30}",0.0,0.0,-0.5
random-32-32-20,50,lacam_star_ltm,10,10,1.0,1.126452295887,240.5,162.4,1.0,14387.2,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,50,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.123893240769,215.1,161.5,1.0,10749.9,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_light"": 3, ""commit_heavy"": 3, ""decay_090"": 9, ""decay_095"": 3, ""wait_heavy"": 3, ""wait_light"": 9}",-0.00255905511799992,-25.400000000000006,-0.9000000000000057
random-32-32-20,100,always_additive_defer,10,10,1.0,1.262574747306,266.8,325.5,1.0,33290.1,0.0,0.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 30}",0.0,0.0,-1.8999999999999773
random-32-32-20,100,lacam_star_ltm,10,10,1.0,1.262574747306,266.8,327.4,1.0,33290.1,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,100,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.2355786204919998,278.5,327.1,1.0,37664.3,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 6, ""block_light"": 12, ""commit_heavy"": 6, ""wait_light"": 6}",-0.02699612681400021,11.699999999999989,-0.2999999999999545
warehouse-10-20-10-2-1,50,always_additive_defer,10,10,1.0,1.088208780176,405.5,1343.9,1.0,20126.8,0.0,0.0,1.0,0.0,0.3448275862068966,0.0,,"{""additive_ltm"": 19}",0.0,-0.10000000000002274,-2.2999999999999545
warehouse-10-20-10-2-1,50,lacam_star_ltm,10,10,1.0,1.088208780176,405.6,1346.2,1.0,20126.8,0.0,0.0,0.0,0.0,,,,{},,,
warehouse-10-20-10-2-1,50,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.088208780176,405.0,1354.5,1.0,20126.8,0.0,0.0,1.0,0.0,0.4166666666666667,0.5833333333333334,,"{""block_heavy"": 2, ""block_light"": 1, ""commit_heavy"": 2, ""decay_090"": 2, ""decay_095"": 3, ""wait_light"": 4}",0.0,-0.6000000000000227,8.299999999999955
warehouse-10-20-10-2-1,100,always_additive_defer,10,9,0.9,1.1513321067766666,201.1,2713.6666666666665,0.9,19925.5,0.0,0.0,1.0,0.0,0.5263157894736842,0.0,,"{""additive_ltm"": 9}",-0.004135967715333422,-6.400000000000006,1.8666666666663332
warehouse-10-20-10-2-1,100,lacam_star_ltm,10,10,1.0,1.155468074492,207.5,2711.8,1.0,20555.5,0.0,0.0,0.0,0.0,,,,{},,,
warehouse-10-20-10-2-1,100,oracle_teacher_forced_best_safe_update_static_proxy,10,10,1.0,1.155468074492,207.4,2657.1,1.0,20555.5,0.0,0.0,1.0,0.0,0.5263157894736842,0.47368421052631576,,"{""block_heavy"": 1, ""commit_heavy"": 3, ""decay_090"": 1, ""decay_095"": 1, ""wait_light"": 3}",0.0,-0.09999999999999432,-54.70000000000027
