constant,dev_mean,feature,mean,nonstatic_mean,static_mean,train_dev_abs_shift,train_mean,univariate_effect_nonstatic_minus_static,variance
True,0.0,best_ratio_before,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,781.5,blocked_count,793.1166666666667,793.4761904761905,722.7894736842105,23.23333333333335,804.7333333333333,70.68671679197996,370635.4030555554
False,9.447000000000001,blocked_per_agent,9.499666666666666,9.20904761904762,8.845263157894736,0.10533333333333417,9.552333333333335,0.36378446115288376,28.011913222222216
False,0.09052661640927002,blocked_per_committed,0.08822221998706667,0.09740966633886665,0.11477777624805786,0.004608792844406712,0.08591782356486331,-0.017368109909191215,0.001671957686495742
True,0.0,c_flow_update_ratio,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,c_nonzero_edges,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,c_update_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,8863.333333333334,committed_count,9056.666666666666,6502.380952380952,6000.0,386.66666666666606,9250.0,502.3809523809523,33819122.222222224
False,116.33333333333333,committed_per_agent,118.7,83.66666666666667,78.15789473684211,4.733333333333334,121.06666666666666,5.508771929824562,3585.543333333333
False,0.06655733466009167,density,0.06655733466009164,0.08913529709189524,0.09781025104137894,0.0,0.06655733466009167,-0.0086749539494837,0.002078331219099358
True,0.0,f_nonzero_edges,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,0.0,f_update_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,2436.0,free_cells,2436.0,803.8095238095239,805.2631578947369,0.0,2436.0,-1.4536340852130252,5323724.666666667
True,0.0,has_incumbent_before,0.0,0.0,0.0,0.0,0.0,0.0,0.0
True,1.0,improved_last_iteration,1.0,1.0,1.0,0.0,1.0,0.0,0.0
True,0.0,ltm_iterations,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,42.333333333333336,map_height,42.333333333333336,32.0,32.0,0.0,42.333333333333336,0.0,213.55555555555566
False,75.0,map_width,75.0,32.0,32.0,0.0,75.0,0.0,3698.0
False,4725.466666666666,nonprogress_committed_count,4779.7,3612.1428571428573,3117.4736842105262,108.46666666666715,4833.933333333333,494.6691729323311,10045786.809999999
False,0.2889485372199999,obstacle_ratio,0.2889485372200002,0.21502976190476192,0.21361019736842105,0.0,0.2889485372199999,0.0014195645363408727,0.011261925077556497
False,4137.866666666667,progress_committed_count,4276.966666666666,2890.2380952380954,2882.5263157894738,278.1999999999998,4416.066666666667,7.711779448621655,7702876.698888889
False,0.48130396839896666,progress_ratio,0.48078999067813355,0.4672875294117142,0.49588499591699997,0.001027955441666728,0.48027601295729994,-0.028597466505285773,0.0035069102961673535
True,1.0,returned_solutions_count_so_far,1.0,1.0,1.0,0.0,1.0,0.0,0.0
False,370.06666666666666,wait_event_count,374.3,364.4761904761905,336.1578947368421,8.466666666666697,378.53333333333336,28.3182957393484,82832.44333333336
False,0.04257622061023334,wait_per_committed,0.041281144387605474,0.04458363713518095,0.05365251656219474,0.002590152445255685,0.039986068164977656,-0.009068879427013787,0.00035484605989414257
