policy_role,paired_against_role,direct_group_key,context_budget_iteration_key,context_key,map,map_family,agents,seed,budget_ms,iteration,selected_candidate,baseline_candidate,baseline_ratio,selected_ratio,corrected_delta_ratio_for_mean,quality_delta_ratio,success_regression,success_gain,both_fail,both_success,safe_high_margin_gain,safe_low_margin_gain,equal_vs_baseline,safe_worse,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|966|500|final,maze-32-32-4|50|966|500,maze-32-32-4,maze,50,966,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.17217108825,1.17217108825,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|966|500|final,maze-32-32-4|50|966|500,maze-32-32-4,maze,50,966,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17217108825,1.17217108825,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|966|500|final,maze-32-32-4|50|966|500,maze-32-32-4,maze,50,966,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17217108825,1.17217108825,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|966|500|final,maze-32-32-4|50|966|500,maze-32-32-4,maze,50,966,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.17217108825,1.17217108825,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|966|500|final,maze-32-32-4|50|966|500,maze-32-32-4,maze,50,966,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17217108825,1.17217108825,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|967|500|final,maze-32-32-4|50|967|500,maze-32-32-4,maze,50,967,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.20598006645,1.20598006645,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|967|500|final,maze-32-32-4|50|967|500,maze-32-32-4,maze,50,967,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.20598006645,1.20598006645,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|967|500|final,maze-32-32-4|50|967|500,maze-32-32-4,maze,50,967,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.20598006645,1.20598006645,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|967|500|final,maze-32-32-4|50|967|500,maze-32-32-4,maze,50,967,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.20598006645,1.20598006645,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|967|500|final,maze-32-32-4|50|967|500,maze-32-32-4,maze,50,967,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.20598006645,1.20598006645,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|968|500|final,maze-32-32-4|50|968|500,maze-32-32-4,maze,50,968,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.24478594951,1.24478594951,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|968|500|final,maze-32-32-4|50|968|500,maze-32-32-4,maze,50,968,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.24478594951,1.24478594951,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|968|500|final,maze-32-32-4|50|968|500,maze-32-32-4,maze,50,968,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.24478594951,1.24478594951,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|968|500|final,maze-32-32-4|50|968|500,maze-32-32-4,maze,50,968,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.24478594951,1.24478594951,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|968|500|final,maze-32-32-4|50|968|500,maze-32-32-4,maze,50,968,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.24478594951,1.24478594951,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|969|500|final,maze-32-32-4|50|969|500,maze-32-32-4,maze,50,969,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.22633950926,1.22633950926,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|969|500|final,maze-32-32-4|50|969|500,maze-32-32-4,maze,50,969,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.22633950926,1.22633950926,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|969|500|final,maze-32-32-4|50|969|500,maze-32-32-4,maze,50,969,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.22633950926,1.22633950926,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|969|500|final,maze-32-32-4|50|969|500,maze-32-32-4,maze,50,969,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.22633950926,1.22633950926,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|969|500|final,maze-32-32-4|50|969|500,maze-32-32-4,maze,50,969,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.22633950926,1.22633950926,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|970|500|final,maze-32-32-4|50|970|500,maze-32-32-4,maze,50,970,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.25814412636,1.25814412636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|970|500|final,maze-32-32-4|50|970|500,maze-32-32-4,maze,50,970,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.25814412636,1.25814412636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|970|500|final,maze-32-32-4|50|970|500,maze-32-32-4,maze,50,970,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.25814412636,1.25814412636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|970|500|final,maze-32-32-4|50|970|500,maze-32-32-4,maze,50,970,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.25814412636,1.25814412636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|970|500|final,maze-32-32-4|50|970|500,maze-32-32-4,maze,50,970,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.25814412636,1.25814412636,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|971|500|final,maze-32-32-4|50|971|500,maze-32-32-4,maze,50,971,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,0.914991181658,0.914991181658,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|971|500|final,maze-32-32-4|50|971|500,maze-32-32-4,maze,50,971,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,0.914991181658,0.914991181658,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|971|500|final,maze-32-32-4|50|971|500,maze-32-32-4,maze,50,971,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,0.914991181658,0.914991181658,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|971|500|final,maze-32-32-4|50|971|500,maze-32-32-4,maze,50,971,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,0.914991181658,0.914991181658,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|971|500|final,maze-32-32-4|50|971|500,maze-32-32-4,maze,50,971,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,0.914991181658,0.914991181658,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|972|500|final,maze-32-32-4|50|972|500,maze-32-32-4,maze,50,972,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.14388888889,1.14388888889,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|972|500|final,maze-32-32-4|50|972|500,maze-32-32-4,maze,50,972,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.14388888889,1.14388888889,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|972|500|final,maze-32-32-4|50|972|500,maze-32-32-4,maze,50,972,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.14388888889,1.14388888889,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|972|500|final,maze-32-32-4|50|972|500,maze-32-32-4,maze,50,972,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.14388888889,1.14388888889,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|972|500|final,maze-32-32-4|50|972|500,maze-32-32-4,maze,50,972,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.14388888889,1.14388888889,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|973|500|final,maze-32-32-4|50|973|500,maze-32-32-4,maze,50,973,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.15250965251,1.15250965251,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|973|500|final,maze-32-32-4|50|973|500,maze-32-32-4,maze,50,973,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.15250965251,1.15250965251,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|973|500|final,maze-32-32-4|50|973|500,maze-32-32-4,maze,50,973,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.15250965251,1.15250965251,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|973|500|final,maze-32-32-4|50|973|500,maze-32-32-4,maze,50,973,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.15250965251,1.15250965251,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|973|500|final,maze-32-32-4|50|973|500,maze-32-32-4,maze,50,973,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.15250965251,1.15250965251,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|974|500|final,maze-32-32-4|50|974|500,maze-32-32-4,maze,50,974,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.17667844523,1.17667844523,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|974|500|final,maze-32-32-4|50|974|500,maze-32-32-4,maze,50,974,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17667844523,1.17667844523,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P2_deployable_static_ladder_only,frozen_family_static_goal_aware,,maze-32-32-4|50|974|500|final,maze-32-32-4|50|974|500,maze-32-32-4,maze,50,974,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17667844523,1.17667844523,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
G5.41_frozen_stratum_policy,frozen_family_static_goal_aware,,maze-32-32-4|50|974|500|final,maze-32-32-4|50|974|500,maze-32-32-4,maze,50,974,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.17667844523,1.17667844523,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P3_ladder_plus_overlay_high_margin_only,frozen_family_static_goal_aware,,maze-32-32-4|50|974|500|final,maze-32-32-4|50|974|500,maze-32-32-4,maze,50,974,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.17667844523,1.17667844523,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P0_static_flow_only,frozen_family_static_goal_aware,,maze-32-32-4|50|975|500|final,maze-32-32-4|50|975|500,maze-32-32-4,maze,50,975,500,final,repair5g59_static_flow_shield,repair5g59_low_beta_high_cap,1.14624505929,1.14624505929,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
P1_frozen_family_static_only,frozen_family_static_goal_aware,,maze-32-32-4|50|975|500|final,maze-32-32-4|50|975|500,maze-32-32-4,maze,50,975,500,final,repair5g59_low_beta_high_cap,repair5g59_low_beta_high_cap,1.14624505929,1.14624505929,0,0,False,False,False,True,False,False,True,False,False,False,False,False,False
