model,sample_id,top3_safe_oracle_capture_rate,region_top2_capture_rate,safe_policy_sim_utility,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
competing_rank_only_model,181,0.18055555555555555,0.5694444444444444,0.045156089646923074,False,False,False,False,False
competing_rank_only_model,182,0.125,0.4444444444444444,0.04184605487285714,False,False,False,False,False
competing_rank_only_model,183,0.05555555555555555,0.4444444444444444,0.04749023198733332,False,False,False,False,False
competing_rank_only_model,184,0.05555555555555555,0.5,0.04648563307739129,False,False,False,False,False
competing_rank_only_model,185,0.041666666666666664,0.5138888888888888,0.05394878594784313,False,False,False,False,False
competing_rank_only_model,186,0.1388888888888889,0.5694444444444444,0.048284611123953484,False,False,False,False,False
competing_rank_only_model,187,0.19444444444444445,0.5972222222222222,0.045579210434600004,False,False,False,False,False
competing_rank_only_model,188,0.1111111111111111,0.5972222222222222,0.050805595238222215,False,False,False,False,False
competing_rank_only_model,189,0.16666666666666666,0.625,0.04038203035489796,False,False,False,False,False
competing_rank_only_model,190,0.08333333333333333,0.5555555555555556,0.04363714020568182,False,False,False,False,False
competing_rank_only_model,191,0.041666666666666664,0.5694444444444444,0.054213859605000005,False,False,False,False,False
competing_rank_only_model,192,0.1388888888888889,0.7222222222222222,0.049209811179333346,False,False,False,False,False
competing_rank_only_model,193,0.08333333333333333,0.5694444444444444,0.046348373760638294,False,False,False,False,False
competing_rank_only_model,194,0.1111111111111111,0.5694444444444444,0.04693327169875001,False,False,False,False,False
competing_rank_only_model,195,0.09722222222222222,0.5694444444444444,0.049997884180697665,False,False,False,False,False
competing_rank_only_model,196,0.1527777777777778,0.5555555555555556,0.040763522600681806,False,False,False,False,False
competing_rank_only_model,197,0.06944444444444445,0.5555555555555556,0.05401888482782611,False,False,False,False,False
competing_rank_only_model,198,0.125,0.5,0.049611552447333326,False,False,False,False,False
competing_rank_only_model,199,0.05555555555555555,0.6111111111111112,0.051709890380816324,False,False,False,False,False
competing_rank_only_model,200,0.09722222222222222,0.4861111111111111,0.05466278783307692,False,False,False,False,False
competing_rank_only_model,201,0.06944444444444445,0.5277777777777778,0.04053275750311111,False,False,False,False,False
competing_rank_only_model,202,0.1388888888888889,0.4722222222222222,0.04342690729979999,False,False,False,False,False
competing_rank_only_model,203,0.125,0.5972222222222222,0.05129601788530611,False,False,False,False,False
competing_rank_only_model,204,0.125,0.6527777777777778,0.0434166265555319,False,False,False,False,False
competing_rank_only_model,205,0.125,0.5416666666666666,0.046925103203333325,False,False,False,False,False
competing_rank_only_model,206,0.1111111111111111,0.4861111111111111,0.04135406937155556,False,False,False,False,False
competing_rank_only_model,207,0.16666666666666666,0.5416666666666666,0.03365252376865383,False,False,False,False,False
competing_rank_only_model,208,0.16666666666666666,0.5972222222222222,0.04225541416714286,False,False,False,False,False
competing_rank_only_model,209,0.1388888888888889,0.5138888888888888,0.041392092691304345,False,False,False,False,False
competing_rank_only_model,210,0.08333333333333333,0.5694444444444444,0.04771701703439024,False,False,False,False,False
competing_rank_only_model,211,0.05555555555555555,0.6527777777777778,0.043940673812978726,False,False,False,False,False
competing_rank_only_model,212,0.08333333333333333,0.5,0.04777066796163264,False,False,False,False,False
competing_rank_only_model,213,0.06944444444444445,0.4722222222222222,0.048053869794893615,False,False,False,False,False
competing_rank_only_model,214,0.09722222222222222,0.5694444444444444,0.04816418805021739,False,False,False,False,False
competing_rank_only_model,215,0.08333333333333333,0.5833333333333334,0.043863135133902435,False,False,False,False,False
competing_rank_only_model,216,0.08333333333333333,0.5138888888888888,0.047844434497400015,False,False,False,False,False
competing_rank_only_model,217,0.08333333333333333,0.5,0.04300206577539998,False,False,False,False,False
competing_rank_only_model,218,0.06944444444444445,0.5277777777777778,0.046423360926964294,False,False,False,False,False
competing_rank_only_model,219,0.041666666666666664,0.5,0.039057962532765944,False,False,False,False,False
competing_rank_only_model,220,0.09722222222222222,0.5416666666666666,0.038370699496274516,False,False,False,False,False
competing_rank_only_model,221,0.09722222222222222,0.5972222222222222,0.04507932490382979,False,False,False,False,False
competing_rank_only_model,222,0.16666666666666666,0.6388888888888888,0.04402759793755102,False,False,False,False,False
competing_rank_only_model,223,0.2361111111111111,0.6666666666666666,0.04349603473311111,False,False,False,False,False
competing_rank_only_model,224,0.1388888888888889,0.6388888888888888,0.045651420677826085,False,False,False,False,False
competing_rank_only_model,225,0.125,0.5416666666666666,0.03749642553782609,False,False,False,False,False
competing_rank_only_model,226,0.125,0.6805555555555556,0.05714450998658538,False,False,False,False,False
competing_rank_only_model,227,0.16666666666666666,0.5555555555555556,0.03626386369409091,False,False,False,False,False
competing_rank_only_model,228,0.09722222222222222,0.625,0.05060503332249999,False,False,False,False,False
competing_rank_only_model,229,0.09722222222222222,0.5694444444444444,0.04152125457560975,False,False,False,False,False
competing_rank_only_model,230,0.08333333333333333,0.6527777777777778,0.04997793477859999,False,False,False,False,False
competing_rank_only_model,231,0.1388888888888889,0.7222222222222222,0.055735134593617015,False,False,False,False,False
competing_rank_only_model,232,0.1527777777777778,0.5833333333333334,0.04422056748460001,False,False,False,False,False
competing_rank_only_model,233,0.1527777777777778,0.6111111111111112,0.047847720910204075,False,False,False,False,False
competing_rank_only_model,234,0.06944444444444445,0.5555555555555556,0.054165849094222215,False,False,False,False,False
competing_rank_only_model,235,0.027777777777777776,0.5555555555555556,0.045643646119459445,False,False,False,False,False
competing_rank_only_model,236,0.19444444444444445,0.6111111111111112,0.044737384604489804,False,False,False,False,False
competing_rank_only_model,237,0.1527777777777778,0.6527777777777778,0.03548898545372092,False,False,False,False,False
competing_rank_only_model,238,0.09722222222222222,0.5,0.04887185812244899,False,False,False,False,False
competing_rank_only_model,239,0.125,0.5416666666666666,0.043275215447551016,False,False,False,False,False
competing_rank_only_model,240,0.1111111111111111,0.5555555555555556,0.04611742881829268,False,False,False,False,False
competing_rank_only_model,241,0.041666666666666664,0.4722222222222222,0.038974699197249996,False,False,False,False,False
competing_rank_only_model,242,0.09722222222222222,0.625,0.059505214612608694,False,False,False,False,False
competing_rank_only_model,243,0.06944444444444445,0.6111111111111112,0.050117470347826085,False,False,False,False,False
competing_rank_only_model,244,0.09722222222222222,0.5555555555555556,0.04236649530425531,False,False,False,False,False
competing_rank_only_model,245,0.1111111111111111,0.4722222222222222,0.048275495251590916,False,False,False,False,False
competing_rank_only_model,246,0.06944444444444445,0.5694444444444444,0.05192743916051281,False,False,False,False,False
competing_rank_only_model,247,0.09722222222222222,0.4583333333333333,0.043117300165098044,False,False,False,False,False
competing_rank_only_model,248,0.125,0.5138888888888888,0.044962763979807696,False,False,False,False,False
competing_rank_only_model,249,0.1111111111111111,0.5833333333333334,0.04759917393807694,False,False,False,False,False
competing_rank_only_model,250,0.1388888888888889,0.5277777777777778,0.04604547730296296,False,False,False,False,False
competing_rank_only_model,251,0.041666666666666664,0.5416666666666666,0.05265872476195123,False,False,False,False,False
competing_rank_only_model,252,0.08333333333333333,0.5972222222222222,0.04306898751386363,False,False,False,False,False
competing_rank_only_model,253,0.09722222222222222,0.6111111111111112,0.059200692060833345,False,False,False,False,False
competing_rank_only_model,254,0.06944444444444445,0.5555555555555556,0.055253349670000014,False,False,False,False,False
competing_rank_only_model,255,0.125,0.5694444444444444,0.04910851861434783,False,False,False,False,False
competing_rank_only_model,256,0.041666666666666664,0.5694444444444444,0.0432598533845,False,False,False,False,False
competing_rank_only_model,257,0.18055555555555555,0.5277777777777778,0.04583084510940001,False,False,False,False,False
competing_rank_only_model,258,0.09722222222222222,0.6527777777777778,0.04386705391022221,False,False,False,False,False
competing_rank_only_model,259,0.08333333333333333,0.4166666666666667,0.041169807394528295,False,False,False,False,False
competing_rank_only_model,260,0.1111111111111111,0.5694444444444444,0.04604905493979593,False,False,False,False,False
competing_rank_only_model,261,0.125,0.5833333333333334,0.046663161472222214,False,False,False,False,False
competing_rank_only_model,262,0.09722222222222222,0.5416666666666666,0.04846013848173913,False,False,False,False,False
competing_rank_only_model,263,0.06944444444444445,0.5972222222222222,0.0501113264880851,False,False,False,False,False
competing_rank_only_model,264,0.1111111111111111,0.625,0.042347282430833334,False,False,False,False,False
competing_rank_only_model,265,0.08333333333333333,0.6666666666666666,0.060918846712708356,False,False,False,False,False
competing_rank_only_model,266,0.1388888888888889,0.6805555555555556,0.0472012479525926,False,False,False,False,False
competing_rank_only_model,267,0.08333333333333333,0.4722222222222222,0.04361628629477272,False,False,False,False,False
competing_rank_only_model,268,0.18055555555555555,0.6805555555555556,0.038646074392954546,False,False,False,False,False
competing_rank_only_model,269,0.08333333333333333,0.5277777777777778,0.04293435086688888,False,False,False,False,False
competing_rank_only_model,270,0.08333333333333333,0.5694444444444444,0.044609334621951206,False,False,False,False,False
competing_rank_only_model,271,0.125,0.5972222222222222,0.037032763973191496,False,False,False,False,False
competing_rank_only_model,272,0.09722222222222222,0.6527777777777778,0.051325173914799994,False,False,False,False,False
competing_rank_only_model,273,0.08333333333333333,0.5833333333333334,0.039801889080952384,False,False,False,False,False
competing_rank_only_model,274,0.041666666666666664,0.5138888888888888,0.049492573202156866,False,False,False,False,False
competing_rank_only_model,275,0.08333333333333333,0.6111111111111112,0.05736372561977274,False,False,False,False,False
competing_rank_only_model,276,0.1388888888888889,0.5555555555555556,0.04744595748020832,False,False,False,False,False
competing_rank_only_model,277,0.1388888888888889,0.625,0.04849419541018869,False,False,False,False,False
competing_rank_only_model,278,0.08333333333333333,0.4722222222222222,0.054683204805098064,False,False,False,False,False
competing_rank_only_model,279,0.1111111111111111,0.5833333333333334,0.05096169194510637,False,False,False,False,False
competing_rank_only_model,280,0.1388888888888889,0.6111111111111112,0.056347634534,False,False,False,False,False
competing_rank_only_model,281,0.18055555555555555,0.6666666666666666,0.04511487116276596,False,False,False,False,False
competing_rank_only_model,282,0.16666666666666666,0.5694444444444444,0.049112030175416654,False,False,False,False,False
competing_rank_only_model,283,0.09722222222222222,0.5277777777777778,0.0490139396764706,False,False,False,False,False
competing_rank_only_model,284,0.125,0.6111111111111112,0.03979449908487179,False,False,False,False,False
competing_rank_only_model,285,0.1527777777777778,0.5972222222222222,0.0558630780737778,False,False,False,False,False
competing_rank_only_model,286,0.1111111111111111,0.5555555555555556,0.04039763182538462,False,False,False,False,False
competing_rank_only_model,287,0.1111111111111111,0.5138888888888888,0.041823220116666664,False,False,False,False,False
competing_rank_only_model,288,0.18055555555555555,0.5833333333333334,0.04140521439116279,False,False,False,False,False
competing_rank_only_model,289,0.05555555555555555,0.625,0.047386576659787225,False,False,False,False,False
competing_rank_only_model,290,0.1111111111111111,0.5138888888888888,0.04525161337645833,False,False,False,False,False
competing_rank_only_model,291,0.125,0.5833333333333334,0.044141295343199986,False,False,False,False,False
competing_rank_only_model,292,0.1388888888888889,0.5416666666666666,0.044608672708958345,False,False,False,False,False
competing_rank_only_model,293,0.125,0.625,0.040215001130476186,False,False,False,False,False
competing_rank_only_model,294,0.1388888888888889,0.5277777777777778,0.037763150456000004,False,False,False,False,False
competing_rank_only_model,295,0.06944444444444445,0.4444444444444444,0.05402682849789475,False,False,False,False,False
competing_rank_only_model,296,0.19444444444444445,0.6666666666666666,0.04164451680317073,False,False,False,False,False
competing_rank_only_model,297,0.09722222222222222,0.5277777777777778,0.048634025839374984,False,False,False,False,False
competing_rank_only_model,298,0.1111111111111111,0.6388888888888888,0.04225935944125,False,False,False,False,False
competing_rank_only_model,299,0.06944444444444445,0.5555555555555556,0.04560522979370371,False,False,False,False,False
candidate_specific_rank_effect_model,0,0.2916666666666667,0.6111111111111112,0.03334934433269231,False,False,False,False,False
candidate_specific_rank_effect_model,1,0.25,0.7083333333333334,0.023024226468823537,False,False,False,False,False
candidate_specific_rank_effect_model,2,0.18055555555555555,0.7083333333333334,0.027160611990754712,False,False,False,False,False
candidate_specific_rank_effect_model,3,0.16666666666666666,0.5972222222222222,0.018945302050666666,False,False,False,False,False
candidate_specific_rank_effect_model,4,0.16666666666666666,0.6944444444444444,0.01945704246276595,False,False,False,False,False
candidate_specific_rank_effect_model,5,0.3055555555555556,0.7222222222222222,0.02145856928615384,False,False,False,False,False
candidate_specific_rank_effect_model,6,0.2916666666666667,0.6527777777777778,0.02365749957230769,False,False,False,False,False
candidate_specific_rank_effect_model,7,0.1527777777777778,0.5972222222222222,0.02415367850208333,False,False,False,False,False
candidate_specific_rank_effect_model,8,0.19444444444444445,0.5833333333333334,0.030003229837021275,False,False,False,False,False
candidate_specific_rank_effect_model,9,0.2638888888888889,0.7361111111111112,0.022167398849795922,False,False,False,False,False
candidate_specific_rank_effect_model,10,0.20833333333333334,0.6527777777777778,0.02865775652291667,False,False,False,False,False
candidate_specific_rank_effect_model,11,0.18055555555555555,0.6388888888888888,0.022591184647368413,False,False,False,False,False
candidate_specific_rank_effect_model,12,0.2222222222222222,0.6527777777777778,0.02963987175462963,False,False,False,False,False
candidate_specific_rank_effect_model,13,0.1527777777777778,0.6944444444444444,0.026262374312857148,False,False,False,False,False
candidate_specific_rank_effect_model,14,0.2361111111111111,0.625,0.02175671698583334,False,False,False,False,False
candidate_specific_rank_effect_model,15,0.2777777777777778,0.7083333333333334,0.022369671072499996,False,False,False,False,False
candidate_specific_rank_effect_model,16,0.16666666666666666,0.4861111111111111,0.02602174693291667,False,False,False,False,False
candidate_specific_rank_effect_model,17,0.2638888888888889,0.6388888888888888,0.03116795850901962,False,False,False,False,False
candidate_specific_rank_effect_model,18,0.20833333333333334,0.5694444444444444,0.02333533104979592,False,False,False,False,False
candidate_specific_rank_effect_model,19,0.25,0.7083333333333334,0.02378551559851852,False,False,False,False,False
candidate_specific_rank_effect_model,20,0.2361111111111111,0.6666666666666666,0.022993014510408163,False,False,False,False,False
candidate_specific_rank_effect_model,21,0.2777777777777778,0.6111111111111112,0.016268200868035713,False,False,False,False,False
candidate_specific_rank_effect_model,22,0.3194444444444444,0.6666666666666666,0.014469578899454546,False,False,False,False,False
candidate_specific_rank_effect_model,23,0.1527777777777778,0.7083333333333334,0.027366113360588237,False,False,False,False,False
candidate_specific_rank_effect_model,24,0.25,0.5833333333333334,0.03062119431395834,False,False,False,False,False
candidate_specific_rank_effect_model,25,0.20833333333333334,0.6111111111111112,0.015426237898653848,False,False,False,False,False
candidate_specific_rank_effect_model,26,0.2777777777777778,0.6944444444444444,0.023998829430754723,False,False,False,False,False
candidate_specific_rank_effect_model,27,0.20833333333333334,0.6111111111111112,0.02064828462266667,False,False,False,False,False
candidate_specific_rank_effect_model,28,0.2222222222222222,0.5972222222222222,0.02751210337382979,False,False,False,False,False
candidate_specific_rank_effect_model,29,0.18055555555555555,0.5972222222222222,0.0232831872393617,False,False,False,False,False
candidate_specific_rank_effect_model,30,0.19444444444444445,0.625,0.014017062063902436,False,False,False,False,False
candidate_specific_rank_effect_model,31,0.18055555555555555,0.625,0.025683817346399997,False,False,False,False,False
candidate_specific_rank_effect_model,32,0.1527777777777778,0.5138888888888888,0.024795855283673472,False,False,False,False,False
candidate_specific_rank_effect_model,33,0.2638888888888889,0.6388888888888888,0.021192662775799998,False,False,False,False,False
candidate_specific_rank_effect_model,34,0.19444444444444445,0.6666666666666666,0.02975950982409092,False,False,False,False,False
candidate_specific_rank_effect_model,35,0.19444444444444445,0.5833333333333334,0.02974378077225001,False,False,False,False,False
candidate_specific_rank_effect_model,36,0.19444444444444445,0.5833333333333334,0.023739855686382986,False,False,False,False,False
candidate_specific_rank_effect_model,37,0.19444444444444445,0.5138888888888888,0.026712025398541676,False,False,False,False,False
candidate_specific_rank_effect_model,38,0.25,0.6666666666666666,0.02087690800869565,False,False,False,False,False
candidate_specific_rank_effect_model,39,0.18055555555555555,0.6666666666666666,0.025600023568297874,False,False,False,False,False
candidate_specific_rank_effect_model,40,0.1527777777777778,0.6805555555555556,0.028465326228085112,False,False,False,False,False
candidate_specific_rank_effect_model,41,0.25,0.6666666666666666,0.023647420484693878,False,False,False,False,False
candidate_specific_rank_effect_model,42,0.2777777777777778,0.7638888888888888,0.02369761763339623,False,False,False,False,False
candidate_specific_rank_effect_model,43,0.19444444444444445,0.7361111111111112,0.027588815527777782,False,False,False,False,False
candidate_specific_rank_effect_model,44,0.16666666666666666,0.6388888888888888,0.03232636076545455,False,False,False,False,False
candidate_specific_rank_effect_model,45,0.3055555555555556,0.6805555555555556,0.018209290965918366,False,False,False,False,False
candidate_specific_rank_effect_model,46,0.2222222222222222,0.6527777777777778,0.020910000012307698,False,False,False,False,False
candidate_specific_rank_effect_model,47,0.3055555555555556,0.625,0.029937955204482763,False,False,False,False,False
candidate_specific_rank_effect_model,48,0.16666666666666666,0.6388888888888888,0.02775770813040817,False,False,False,False,False
candidate_specific_rank_effect_model,49,0.1527777777777778,0.6527777777777778,0.028556268708823544,False,False,False,False,False
candidate_specific_rank_effect_model,50,0.3333333333333333,0.6944444444444444,0.01978183862943397,False,False,False,False,False
candidate_specific_rank_effect_model,51,0.25,0.6388888888888888,0.023032189267755104,False,False,False,False,False
candidate_specific_rank_effect_model,52,0.2361111111111111,0.7083333333333334,0.025253610236041668,False,False,False,False,False
candidate_specific_rank_effect_model,53,0.1388888888888889,0.6388888888888888,0.024257934281538458,False,False,False,False,False
candidate_specific_rank_effect_model,54,0.1388888888888889,0.5833333333333334,0.024851659435000003,False,False,False,False,False
candidate_specific_rank_effect_model,55,0.19444444444444445,0.625,0.028303208356521746,False,False,False,False,False
candidate_specific_rank_effect_model,56,0.18055555555555555,0.5555555555555556,0.02933846473304349,False,False,False,False,False
candidate_specific_rank_effect_model,57,0.19444444444444445,0.7222222222222222,0.03315180761137256,False,False,False,False,False
candidate_specific_rank_effect_model,58,0.3055555555555556,0.6944444444444444,0.02255291841259259,False,False,False,False,False
candidate_specific_rank_effect_model,59,0.1527777777777778,0.5972222222222222,0.026834386783913047,False,False,False,False,False
candidate_specific_rank_effect_model,60,0.1527777777777778,0.6944444444444444,0.03602959886272726,False,False,False,False,False
candidate_specific_rank_effect_model,61,0.16666666666666666,0.5833333333333334,0.02714315898480001,False,False,False,False,False
candidate_specific_rank_effect_model,62,0.2361111111111111,0.6666666666666666,0.017167932795192305,False,False,False,False,False
candidate_specific_rank_effect_model,63,0.3472222222222222,0.6805555555555556,0.028668841683148157,False,False,False,False,False
candidate_specific_rank_effect_model,64,0.2638888888888889,0.7222222222222222,0.022247062500888887,False,False,False,False,False
candidate_specific_rank_effect_model,65,0.2361111111111111,0.7222222222222222,0.027181794808235293,False,False,False,False,False
candidate_specific_rank_effect_model,66,0.2361111111111111,0.6666666666666666,0.027530301809433968,False,False,False,False,False
candidate_specific_rank_effect_model,67,0.20833333333333334,0.625,0.023533973839803924,False,False,False,False,False
candidate_specific_rank_effect_model,68,0.2916666666666667,0.6388888888888888,0.02635588248382979,False,False,False,False,False
candidate_specific_rank_effect_model,69,0.2777777777777778,0.6805555555555556,0.031219980824150943,False,False,False,False,False
candidate_specific_rank_effect_model,70,0.2777777777777778,0.6944444444444444,0.024857668142264148,False,False,False,False,False
candidate_specific_rank_effect_model,71,0.2638888888888889,0.6944444444444444,0.018620110380000002,False,False,False,False,False
candidate_specific_rank_effect_model,72,0.2638888888888889,0.5694444444444444,0.020041179932682927,False,False,False,False,False
candidate_specific_rank_effect_model,73,0.20833333333333334,0.5972222222222222,0.022044021965961537,False,False,False,False,False
candidate_specific_rank_effect_model,74,0.2916666666666667,0.6944444444444444,0.028551210778305088,False,False,False,False,False
candidate_specific_rank_effect_model,75,0.19444444444444445,0.625,0.03274531322666668,False,False,False,False,False
candidate_specific_rank_effect_model,76,0.16666666666666666,0.5833333333333334,0.02867331064826924,False,False,False,False,False
candidate_specific_rank_effect_model,77,0.2222222222222222,0.6805555555555556,0.030604939778541673,False,False,False,False,False
candidate_specific_rank_effect_model,78,0.2222222222222222,0.6111111111111112,0.029960770029000005,False,False,False,False,False
candidate_specific_rank_effect_model,79,0.2361111111111111,0.7083333333333334,0.023746080769787233,False,False,False,False,False
candidate_specific_rank_effect_model,80,0.2361111111111111,0.6388888888888888,0.027736684053773587,False,False,False,False,False
candidate_specific_rank_effect_model,81,0.2777777777777778,0.5833333333333334,0.024206803239000006,False,False,False,False,False
candidate_specific_rank_effect_model,82,0.16666666666666666,0.5833333333333334,0.028798799773673465,False,False,False,False,False
candidate_specific_rank_effect_model,83,0.19444444444444445,0.5833333333333334,0.031731004988913035,False,False,False,False,False
candidate_specific_rank_effect_model,84,0.20833333333333334,0.6527777777777778,0.02293195627136365,False,False,False,False,False
candidate_specific_rank_effect_model,85,0.18055555555555555,0.6666666666666666,0.01839594381630435,False,False,False,False,False
candidate_specific_rank_effect_model,86,0.25,0.6111111111111112,0.020518219771063828,False,False,False,False,False
candidate_specific_rank_effect_model,87,0.1527777777777778,0.5972222222222222,0.026864963218666667,False,False,False,False,False
candidate_specific_rank_effect_model,88,0.1527777777777778,0.6805555555555556,0.02716641274622222,False,False,False,False,False
candidate_specific_rank_effect_model,89,0.3055555555555556,0.6388888888888888,0.019143992770952377,False,False,False,False,False
candidate_specific_rank_effect_model,90,0.2777777777777778,0.6388888888888888,0.025801198645490204,False,False,False,False,False
candidate_specific_rank_effect_model,91,0.2222222222222222,0.7083333333333334,0.02655221928058823,False,False,False,False,False
candidate_specific_rank_effect_model,92,0.18055555555555555,0.6111111111111112,0.03178366033042553,False,False,False,False,False
candidate_specific_rank_effect_model,93,0.16666666666666666,0.5694444444444444,0.02488822456428572,False,False,False,False,False
candidate_specific_rank_effect_model,94,0.16666666666666666,0.5833333333333334,0.027563032442857145,False,False,False,False,False
candidate_specific_rank_effect_model,95,0.18055555555555555,0.5833333333333334,0.027551566301428583,False,False,False,False,False
candidate_specific_rank_effect_model,96,0.19444444444444445,0.6527777777777778,0.03809769519468085,False,False,False,False,False
candidate_specific_rank_effect_model,97,0.20833333333333334,0.5833333333333334,0.016770965150666662,False,False,False,False,False
candidate_specific_rank_effect_model,98,0.18055555555555555,0.5138888888888888,0.026529331061041675,False,False,False,False,False
candidate_specific_rank_effect_model,99,0.20833333333333334,0.6666666666666666,0.024337131852040818,False,False,False,False,False
candidate_specific_rank_effect_model,100,0.16666666666666666,0.6666666666666666,0.031191460327826093,False,False,False,False,False
candidate_specific_rank_effect_model,101,0.19444444444444445,0.625,0.025732190212040814,False,False,False,False,False
candidate_specific_rank_effect_model,102,0.3194444444444444,0.7083333333333334,0.026393196642962965,False,False,False,False,False
candidate_specific_rank_effect_model,103,0.2361111111111111,0.5972222222222222,0.026530729074000003,False,False,False,False,False
candidate_specific_rank_effect_model,104,0.20833333333333334,0.6805555555555556,0.026727811328000013,False,False,False,False,False
candidate_specific_rank_effect_model,105,0.20833333333333334,0.6388888888888888,0.023109911979374998,False,False,False,False,False
candidate_specific_rank_effect_model,106,0.25,0.6805555555555556,0.025379375956530614,False,False,False,False,False
candidate_specific_rank_effect_model,107,0.1527777777777778,0.625,0.021479008359743593,False,False,False,False,False
candidate_specific_rank_effect_model,108,0.20833333333333334,0.625,0.02319493580541666,False,False,False,False,False
candidate_specific_rank_effect_model,109,0.2222222222222222,0.5972222222222222,0.0321976130637255,False,False,False,False,False
candidate_specific_rank_effect_model,110,0.2361111111111111,0.6111111111111112,0.017017014335600003,False,False,False,False,False
candidate_specific_rank_effect_model,111,0.2777777777777778,0.75,0.027137641965510204,False,False,False,False,False
candidate_specific_rank_effect_model,112,0.2222222222222222,0.5555555555555556,0.02319150827625001,False,False,False,False,False
candidate_specific_rank_effect_model,113,0.2361111111111111,0.5694444444444444,0.02885734672580001,False,False,False,False,False
candidate_specific_rank_effect_model,114,0.09722222222222222,0.5555555555555556,0.02120141649906977,False,False,False,False,False
candidate_specific_rank_effect_model,115,0.25,0.6527777777777778,0.026408728867884614,False,False,False,False,False
candidate_specific_rank_effect_model,116,0.2638888888888889,0.6111111111111112,0.020206106776800004,False,False,False,False,False
candidate_specific_rank_effect_model,117,0.18055555555555555,0.5972222222222222,0.016781138982439023,False,False,False,False,False
candidate_specific_rank_effect_model,118,0.25,0.5833333333333334,0.024870925505000002,False,False,False,False,False
candidate_specific_rank_effect_model,119,0.1388888888888889,0.5833333333333334,0.020714484879555555,False,False,False,False,False
candidate_specific_rank_effect_model,120,0.25,0.6805555555555556,0.013251513350638297,False,False,False,False,False
candidate_specific_rank_effect_model,121,0.2222222222222222,0.5416666666666666,0.01901785648886364,False,False,False,False,False
candidate_specific_rank_effect_model,122,0.2222222222222222,0.6666666666666666,0.02449054560733333,False,False,False,False,False
candidate_specific_rank_effect_model,123,0.3055555555555556,0.6388888888888888,0.03170859619057693,False,False,False,False,False
candidate_specific_rank_effect_model,124,0.19444444444444445,0.6111111111111112,0.02707962239369566,False,False,False,False,False
candidate_specific_rank_effect_model,125,0.2361111111111111,0.5972222222222222,0.021208957719056606,False,False,False,False,False
candidate_specific_rank_effect_model,126,0.2222222222222222,0.6805555555555556,0.03423774382297873,False,False,False,False,False
candidate_specific_rank_effect_model,127,0.2361111111111111,0.6388888888888888,0.02788142612396227,False,False,False,False,False
candidate_specific_rank_effect_model,128,0.1527777777777778,0.7222222222222222,0.03225556672538463,False,False,False,False,False
candidate_specific_rank_effect_model,129,0.1527777777777778,0.5555555555555556,0.030254977518200006,False,False,False,False,False
candidate_specific_rank_effect_model,130,0.1388888888888889,0.5972222222222222,0.022905752975909088,False,False,False,False,False
candidate_specific_rank_effect_model,131,0.20833333333333334,0.5833333333333334,0.0242796501402,False,False,False,False,False
candidate_specific_rank_effect_model,132,0.20833333333333334,0.6111111111111112,0.02599069289229168,False,False,False,False,False
candidate_specific_rank_effect_model,133,0.2638888888888889,0.6805555555555556,0.024850982386200003,False,False,False,False,False
candidate_specific_rank_effect_model,134,0.20833333333333334,0.6666666666666666,0.01987548664958334,False,False,False,False,False
candidate_specific_rank_effect_model,135,0.2361111111111111,0.6666666666666666,0.030962744710612247,False,False,False,False,False
candidate_specific_rank_effect_model,136,0.2916666666666667,0.5833333333333334,0.022847506928863635,False,False,False,False,False
candidate_specific_rank_effect_model,137,0.2222222222222222,0.5833333333333334,0.027353716346538458,False,False,False,False,False
candidate_specific_rank_effect_model,138,0.125,0.5416666666666666,0.03873612129342106,False,False,False,False,False
candidate_specific_rank_effect_model,139,0.2916666666666667,0.6388888888888888,0.03671535458170213,False,False,False,False,False
candidate_specific_rank_effect_model,140,0.16666666666666666,0.6111111111111112,0.02176403396687501,False,False,False,False,False
candidate_specific_rank_effect_model,141,0.1527777777777778,0.625,0.027212292656923077,False,False,False,False,False
candidate_specific_rank_effect_model,142,0.1388888888888889,0.6111111111111112,0.026903213072391307,False,False,False,False,False
candidate_specific_rank_effect_model,143,0.2638888888888889,0.6111111111111112,0.02833802430222223,False,False,False,False,False
candidate_specific_rank_effect_model,144,0.2777777777777778,0.7222222222222222,0.016563729631666673,False,False,False,False,False
candidate_specific_rank_effect_model,145,0.3472222222222222,0.7083333333333334,0.018785811680204084,False,False,False,False,False
candidate_specific_rank_effect_model,146,0.1388888888888889,0.5833333333333334,0.025030600992857144,False,False,False,False,False
candidate_specific_rank_effect_model,147,0.06944444444444445,0.5416666666666666,0.03188944913574469,False,False,False,False,False
candidate_specific_rank_effect_model,148,0.16666666666666666,0.7638888888888888,0.029946241794999995,False,False,False,False,False
candidate_specific_rank_effect_model,149,0.16666666666666666,0.6388888888888888,0.020562419776136362,False,False,False,False,False
candidate_specific_rank_effect_model,150,0.2638888888888889,0.6527777777777778,0.021262368165090917,False,False,False,False,False
candidate_specific_rank_effect_model,151,0.16666666666666666,0.7083333333333334,0.0298493345424,False,False,False,False,False
candidate_specific_rank_effect_model,152,0.25,0.6111111111111112,0.02829454212122449,False,False,False,False,False
candidate_specific_rank_effect_model,153,0.2361111111111111,0.625,0.024750586752941176,False,False,False,False,False
