artifact,path,exists,rows_or_file,bytes,sha256,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g549_decision_summary,C:\PROGRAMING\czr004\outputs\reports\phase5p5_repair5g549_decision_summary.json,True,1,1922,299e7f4bb28cd448ac3eab95240c313889992c55e940278efad4c14726cf4491,False,False,False,False,False
g549_fulltheta_summary,C:\PROGRAMING\czr004\outputs\reports\phase5p5_repair5g549_fulltheta_replay_summary.json,True,1,917,2edf80d7e05e8f7e7706e5019fc6bdc7dd2f8ed15ea0ded0ef50195acd931821,False,False,False,False,False
g549_generator_manifest,C:\PROGRAMING\czr004\artifacts\models\laur_ltm\repair5g549_model_manifest.json,True,1,735,ecf56415043e5987673b340f5f2b8786feb62fae290538d22e9adaacbba503e9,False,False,False,False,False
g549_fulltheta_plan,C:\PROGRAMING\czr004\outputs\tables\phase5p5_repair5g549_fulltheta_replay_plan.csv,True,148320,91954751,0ca554e5074cd26802b6938cc336067c98fc921c8644e0772d617037c0d90604,False,False,False,False,False
g549_fulltheta_results,C:\PROGRAMING\czr004\outputs\tables\phase5p5_repair5g549_fulltheta_replay_results.csv,True,30282,43326125,6f64d684c0bb9a5ce82e781f7ca587a90d59967de3a2509b9de9905ba4edc174,False,False,False,False,False
g549_true_gain_regions,C:\PROGRAMING\czr004\outputs\tables\phase5p5_repair5g549_fulltheta_true_safe_gain_regions.csv,True,10,2016,147160819dfc1b024eca8b6bf15ece00570b09ff9a379a0656430b00405e9620,False,False,False,False,False
g549_vs_static_flow,C:\PROGRAMING\czr004\outputs\tables\phase5p5_repair5g549_fulltheta_selected_vs_static_flow.csv,True,29400,20148994,b82d6d79fdafdd2a8f3bed9ffae409bfc495e00ac19c1d46c05aa09d715b10d3,False,False,False,False,False
g549_common,C:\PROGRAMING\czr004\scripts\repair5g549_common.py,True,1,94605,36db5566f55183d9ac22199c102a9c90bfdc65df7a8bbb82487fd2e462c07ff2,False,False,False,False,False
