variant_id,variant_name,base_variant_id,base_variant_name,model_path,base_model_path,seed,fine_tune_steps,fine_tune_examples,hard_negative_loss_before,hard_negative_loss_after,hard_negative_loss_delta,uses_graph,uses_paired_od,uses_c0f0,critic_training_only,model_sha256,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
F6FT,full_goal_aware_dual_channel_actor_hard_negative_finetuned,F6,full_goal_aware_dual_channel_actor,artifacts/models/gcst/g561_f6ft_full_goal_aware_dual_channel_actor_hard_negative_finetuned_seed561.pt,artifacts/models/gcst/g561_f6_full_goal_aware_dual_channel_actor_seed561.pt,561,300,607,0.11090741175820643,0.017141821416581274,-0.09376559034162515,True,True,True,False,2f0ea88b5a4c5f207b1e9e5d49155da5a8f3ee3e558ca2e4d142433fed3cfd51,False,False,False,False,False
F7FT,full_goal_aware_actor_training_critic_hard_negative_finetuned,F7,full_goal_aware_actor_training_critic,artifacts/models/gcst/g561_f7ft_full_goal_aware_actor_training_critic_hard_negative_finetuned_seed561.pt,artifacts/models/gcst/g561_f7_full_goal_aware_actor_training_critic_seed561.pt,561,300,607,0.13078312562315234,0.01726349065911878,-0.11351963496403356,True,True,True,True,b9ca3f7fa19d06d66a5c0b75e164e8e935f44e7f5844047358249c2f08c167b3,False,False,False,False,False
