stage,candidate_id,candidate_group,event_condition,edge_class,method,support_pairs,seed_block_support,context_support,vs_pareto_lattice_pairs,vs_pareto_lattice_success_regression_count,vs_pareto_lattice_success_gain_count,vs_pareto_lattice_both_fail_count,vs_pareto_lattice_quality_only_pairs,vs_pareto_lattice_quality_only_mean_delta,vs_pareto_lattice_quality_only_median_delta,vs_pareto_lattice_quality_ci_low,vs_pareto_lattice_quality_ci_high,vs_pareto_lattice_mean_corrected_delta,vs_pareto_lattice_better_count,vs_pareto_lattice_equal_count,vs_pareto_lattice_worse_count,vs_pareto_lattice_safe_high_margin_count,vs_pareto_lattice_safe_low_margin_count,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,vs_additive_pairs,vs_additive_success_regression_count,vs_additive_success_gain_count,vs_additive_both_fail_count,vs_additive_quality_only_pairs,vs_additive_quality_only_mean_delta,vs_additive_quality_only_median_delta,vs_additive_quality_ci_low,vs_additive_quality_ci_high,vs_additive_mean_corrected_delta,vs_additive_better_count,vs_additive_equal_count,vs_additive_worse_count,vs_additive_safe_high_margin_count,vs_additive_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready,region_status
refinement,repair5g543_refine_012,,,,,400,3,400,400,3,5,125,267,0.00686945393526,0,0.00686945393526,0.00686945393526,0.00333536050179,10,196,61,15,3,400,3,5,125,267,0.00686945393526,0,0.00686945393526,0.00686945393526,0.00333536050179,10,196,61,15,3,400,2,5,126,267,0.00528018200597,0,0.00528018200597,0.00528018200597,0.00164952148899,15,185,67,20,3,400,2,4,126,268,-0.00456541653388,0,-0.00456541653388,-0.00456541653388,-0.0043088290777,34,232,2,38,8,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_013,,,,,440,3,440,440,3,5,165,267,0.00707938275253,0,0.00707938275253,0.00707938275253,0.00315953453392,7,201,59,12,6,440,3,5,165,267,0.00707938275253,0,0.00707938275253,0.00707938275253,0.00315953453392,7,201,59,12,6,440,4,7,164,265,0.00553154562191,0,0.00553154562191,0.00553154562191,0.00162695361319,17,183,65,24,1,440,5,7,163,265,-0.00440558730894,0,-0.00440558730894,-0.00440558730894,-0.00378972872016,34,227,4,41,5,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_017,,,,,360,3,360,360,4,6,164,186,0.00285776784095,0,0.00285776784095,0.00285776784095,8.76244956e-05,4,155,27,10,0,360,4,6,164,186,0.00285776784095,0,0.00285776784095,0.00285776784095,8.76244956e-05,4,155,27,10,0,360,4,7,164,185,0.0058538693436,0,0.0058538693436,0.0058538693436,0.00092490507935,5,143,37,12,0,360,5,7,163,185,-0.00114027275599,0,-0.00114027275599,-0.00114027275599,-0.0019748623885,10,174,1,17,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_030,,,,,240,3,240,240,4,4,41,191,0.00647199258725,0,0.00647199258725,0.00647199258725,0.00515062743402,4,148,39,8,3,240,4,4,41,191,0.00647199258725,0,0.00647199258725,0.00647199258725,0.00515062743402,4,148,39,8,3,240,5,3,40,192,0.00867779472309,0,0.00867779472309,0.00867779472309,0.00902556911181,5,140,47,8,2,240,5,3,40,192,-0.00326991219948,0,-0.00326991219948,-0.00326991219948,-0.000532596426254,20,172,0,23,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_010,,,,,400,3,400,400,4,6,124,266,0.0071059969734,0,0.0071059969734,0.0071059969734,0.00347548798731,7,200,59,13,6,400,4,6,124,266,0.0071059969734,0,0.0071059969734,0.0071059969734,0.00347548798731,7,200,59,13,6,400,3,6,125,266,0.00551075033761,0,0.00551075033761,0.00551075033761,0.00178964897451,17,184,65,23,1,400,3,5,125,267,-0.00437258665494,0,-0.00437258665494,-0.00437258665494,-0.00416870159218,34,229,4,39,5,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_007,,,,,440,3,440,440,4,6,124,306,0.00807465927592,0,0.00807465927592,0.00807465927592,0.00447919486007,5,229,72,11,2,440,4,6,124,306,0.00807465927592,0,0.00807465927592,0.00807465927592,0.00447919486007,5,229,72,11,2,440,4,7,124,305,0.00550041398616,0,0.00550041398616,0.00550041398616,0.00210824151314,15,223,67,22,6,440,5,7,123,305,-0.0051456552063,0,-0.0051456552063,-0.0051456552063,-0.004703238268,44,258,3,51,7,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_004,,,,,440,3,440,440,4,5,120,311,0.00876549439043,0,0.00876549439043,0.00876549439043,0.0056274289896,7,216,88,12,4,440,4,5,120,311,0.00876549439043,0,0.00876549439043,0.00876549439043,0.0056274289896,7,216,88,12,4,440,5,4,119,312,0.00747526992909,0,0.00747526992909,0.00747526992909,0.0058688277679,18,206,88,22,8,440,5,4,119,312,-0.00564634914077,0,-0.00564634914077,-0.00564634914077,-0.00343559302709,51,258,3,55,7,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_003,,,,,440,3,440,440,4,7,118,311,0.00887308894456,0,0.00887308894456,0.00887308894456,0.00456711514036,9,217,85,16,5,440,4,7,118,311,0.00887308894456,0,0.00887308894456,0.00887308894456,0.00456711514036,9,217,85,16,5,440,4,5,118,313,0.00755829432654,0,0.00755829432654,0.00755829432654,0.00480851391865,14,208,91,19,1,440,4,5,118,313,-0.00552140263766,0,-0.00552140263766,-0.00552140263766,-0.00449590687633,49,261,3,54,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_002,,,,,400,3,400,400,4,5,80,311,0.00887864509542,0,0.00887864509542,0.00887864509542,0.00627814656169,8,218,85,13,1,400,4,5,80,311,0.00887864509542,0,0.00887864509542,0.00887864509542,0.00627814656169,8,218,85,13,1,400,4,3,80,313,0.00756381497484,0,0.00756381497484,0.00756381497484,0.00654368521781,17,209,87,20,4,400,4,3,80,313,-0.00551588198936,0,-0.00551588198936,-0.00551588198936,-0.00369117765667,47,262,4,50,5,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_001,,,,,360,3,360,360,4,5,80,271,0.00959365881312,0,0.00959365881312,0.00959365881312,0.00652744871765,5,187,79,10,4,360,4,5,80,271,0.00959365881312,0,0.00959365881312,0.00959365881312,0.00652744871765,5,187,79,10,4,360,4,3,80,273,0.00752421584526,0,0.00752421584526,0.00752421584526,0.0064003081271,18,180,75,21,7,360,4,3,80,273,-0.00578488183747,0,-0.00578488183747,-0.00578488183747,-0.00369242428231,46,224,3,49,6,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_032,,,,,360,3,360,360,4,4,81,271,0.0104939495725,0,0.0104939495725,0.0104939495725,0.00789961203931,5,187,79,9,1,360,4,4,81,271,0.0104939495725,0,0.0104939495725,0.0104939495725,0.00789961203931,5,187,79,9,1,360,5,3,80,272,0.00843814069729,0,0.00843814069729,0.00843814069729,0.00776437297129,14,178,80,17,2,360,5,3,80,272,-0.00479841032935,0,-0.00479841032935,-0.00479841032935,-0.00223657669328,39,230,3,42,5,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_020,,,,,280,3,280,280,5,6,124,145,0.00214799971948,0,-0.00600915004,0.0179956389094,0.000219499854732,3,125,17,9,1,280,5,6,124,145,0.00214799971948,0,-0.00600915004,0.0179956389094,0.000219499854732,3,125,17,9,1,280,5,7,124,144,0.00493677010017,0,0.00493677010017,0.00493677010017,0.000753196051518,4,116,24,11,0,280,5,6,124,145,-0.000844551114414,0,-0.014645018928,0.000810445746,-0.00133021396996,6,139,0,12,1,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_019,,,,,280,3,280,280,5,5,125,145,0.0021639510375,0,-0.012652608214,0.0113255430758,0.00112061750156,3,124,18,8,0,280,5,5,125,145,0.0021639510375,0,-0.012652608214,0.0113255430758,0.00112061750156,3,124,18,8,0,280,5,6,125,144,0.00495283219123,0,0.00495283219123,0.00495283219123,0.00165431369835,5,115,24,11,1,280,5,5,125,145,-0.0008285997964,0,-0.007553191488,0.000810445746,-0.000429096323136,7,137,1,12,1,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_031,,,,,280,3,280,280,5,3,82,190,0.00664289212452,0,0.00664289212452,0.00664289212452,0.0062933910845,2,145,43,5,2,280,5,3,82,190,0.00664289212452,0,0.00664289212452,0.00664289212452,0.0062933910845,2,145,43,5,2,280,6,2,81,191,0.00885934820068,0,0.00885934820068,0.00885934820068,0.00961476966546,4,135,52,6,1,280,6,2,81,191,-0.00315091216129,0,-0.00315091216129,-0.00315091216129,0.00142205634712,15,176,0,17,6,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_008,,,,,480,3,480,480,5,8,162,305,0.00772984355862,0,0.00772984355862,0.00772984355862,0.00334917142787,6,232,67,14,1,480,5,8,162,305,0.00772984355862,0,0.00772984355862,0.00772984355862,0.00334917142787,6,232,67,14,1,480,4,8,163,305,0.00512912397616,0,0.00512912397616,0.00512912397616,0.00117579752652,15,228,62,23,3,480,5,8,162,305,-0.0055169452163,0,-0.0055169452163,-0.0055169452163,-0.00506805893952,41,262,2,49,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_011,,,,,400,3,400,400,5,6,124,265,0.00786369662289,0,0.00786369662289,0.00786369662289,0.00458469901267,6,193,66,12,0,400,5,6,124,265,0.00786369662289,0,0.00786369662289,0.00786369662289,0.00458469901267,6,193,66,12,0,400,5,7,124,264,0.00628615151495,0,0.00628615151495,0.00628615151495,0.00289885999986,17,180,67,24,0,400,5,6,124,265,-0.00367470274237,0,-0.00367470274237,-0.00367470274237,-0.00305949056682,30,232,3,36,4,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_006,,,,,440,3,440,440,6,6,124,304,0.00901576195213,0,0.00901576195213,0.00901576195213,0.0062290718942,10,209,85,16,5,440,6,6,124,304,0.00901576195213,0,0.00901576195213,0.00901576195213,0.0062290718942,10,209,85,16,5,440,5,6,125,304,0.00772041807861,0,0.00772041807861,0.00772041807861,0.00476592521795,15,198,91,21,1,440,5,5,125,305,-0.00572766575048,0,-0.00572766575048,-0.00572766575048,-0.00397031375886,51,251,3,56,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_018,,,,,320,3,320,320,7,7,163,143,0.00188093709465,0,0.00188093709465,0.00188093709465,0.000840543764172,4,125,14,11,3,320,7,7,163,143,0.00188093709465,0,0.00188093709465,0.00188093709465,0.000840543764172,4,125,14,11,3,320,6,7,164,143,0.00467418838906,0,0.00467418838906,0.00467418838906,0.00130752793636,4,115,24,11,2,320,7,7,163,143,-0.00115346759706,0,-0.00115346759706,-0.00115346759706,-0.000515455832437,8,135,0,15,5,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_015,,,,,440,3,440,440,7,7,163,263,0.0069702371993,0,0.0069702371993,0.0069702371993,0.0041663008714,10,192,61,17,3,440,7,7,163,263,0.0069702371993,0,0.0069702371993,0.0069702371993,0.0041663008714,10,192,61,17,3,440,6,7,164,263,0.00535679383382,0,0.00535679383382,0.00535679383382,0.00263371995067,15,181,67,22,3,440,5,5,165,265,-0.00462076772974,0,-0.00462076772974,-0.00462076772974,-0.00278296238268,34,229,2,39,9,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_014,,,,,480,3,480,480,7,3,207,263,0.0081232690877,0,0.0081232690877,0.0081232690877,0.0065342078543,5,192,66,8,0,480,7,3,207,263,0.0081232690877,0,0.0081232690877,0.0081232690877,0.0065342078543,5,192,66,8,0,480,7,4,207,262,0.00653467238529,0,0.00653467238529,0.00653467238529,0.0051293420103,16,179,67,20,0,480,8,4,206,262,-0.00351624451042,0,-0.00351624451042,-0.00351624451042,0.000164049871398,29,230,3,33,4,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_016,,,,,360,3,360,360,8,5,165,182,0.0024343648603,0,0.0024343648603,0.0024343648603,0.00331404001271,3,155,24,8,3,360,8,5,165,182,0.0024343648603,0,0.0024343648603,0.0024343648603,0.00331404001271,3,155,24,8,3,360,7,5,166,182,0.00548016959679,0,0.00548016959679,0.00548016959679,0.00415941907393,6,140,36,11,0,360,7,4,166,183,-0.00180091371557,0,-0.00180091371557,-0.00180091371557,0.00116786886125,12,170,1,16,3,False,False,False,False,False,unsafe_success_regression
refinement,repair5g543_refine_005,,,,,480,3,480,480,10,9,126,335,0.00824256305873,0,0.00824256305873,0.00824256305873,0.00627345546807,8,242,85,17,1,480,10,9,126,335,0.00824256305873,0,0.00824256305873,0.00824256305873,0.00627345546807,8,242,85,17,1,480,9,7,127,337,0.00702514565912,0,0.00702514565912,0.00702514565912,0.00597390434818,17,233,87,24,4,480,10,7,126,337,-0.00512305953315,0,-0.00512305953315,-0.00512305953315,-0.0020343147139,47,286,4,54,5,False,False,False,False,False,unsafe_success_regression
