context_key,context_id,split,topology_id,topology_split,map,map_family,source_map_family,start_goal_regime,agents,agent_count,density,free_cells,flow_pressure_bucket,seed,budget_ms,nominal_budget_ms,short_budget_ms,base_time_limit_sec,ltm_max_iterations,horizon_id,selected_candidate,candidate_family,baseline_candidate,candidate_recognized,fingerprint_match,cost_finite,theta_in_bounds,selected_success,baseline_success,success_regression,success_gain,both_success,both_fail,selected_ratio,baseline_ratio,quality_delta_ratio,better,worse,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
random-64-64-20|50|110178|5000|b5000_short1000_t100_i8,random-64-64-20|a50|s110178|it0|g557_label_matrix_random_64_64_20_a50_s110178_hb5000_short1000_t100_i8_b5000,,,,random-64-64-20,random,,,50,50,,,,110178,5000,5000,1000,1.0,8,b5000_short1000_t100_i8,g557_gcst_00069,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.05371380613,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00039,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00049,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00059,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00069,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00149,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00169,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00179,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00229,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00289,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00299,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
random-32-32-20|75|103963|500|b500_short1000_t050_i4,random-32-32-20|a75|s103963|it0|g557_label_matrix_random_32_32_20_a75_s103963_hb500_short1000_t050_i4_b500,,,,random-32-32-20,random,,,75,75,,,,103963,500,500,1000,0.5,4,b500_short1000_t050_i4,g557_gcst_00399,,g556_c063174,True,True,True,True,False,True,True,False,False,False,,1.15928659287,,False,False,False,False,False,False,False
