agents,classification,has_solver_row,makespan,map,method,returncode,runtime_ms,seed,source,stderr_tail,stdout_tail,success,sum_of_loss,sum_of_loss_ratio
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d100,2,3121.5823,83,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=83 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3127.4218,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3123.7391,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3139.1823,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3178.8034,85,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,2,3211.4547,85,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3173.8511,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d100,2,3149.1888,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,lacam_star_ltm,2,3134.8964,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3288.9304,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,2,3274.8313,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3287.9419,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p75,2,3289.8907,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b100_w075_d095_beta0p35_max0p75,2,3254.6749,85,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=85 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,2,3124.4115,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3193.9179,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3150.1358,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3254.4366,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3131.4809,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3209.5234,86,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3156.1042,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,2,3259.8908,86,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d100,2,3137.4965,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,lacam_star_ltm,2,3140.4153,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,always_additive_defer,2,3128.3921,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3167.3754,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,2,3153.6165,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3269.4201,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,2,3131.2086,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p75,2,3171.7309,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b100_w075_d095_beta0p35_max0p75,2,3251.7152,86,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=86 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3254.3698,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3219.2471,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3259.4,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3143.9677,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3315.4364,87,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,2,3202.831,87,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3138.1318,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,lacam_star_ltm,2,3142.6486,88,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=88 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3304.2237,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,2,3306.3777,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p75,2,3271.272,87,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=87 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3126.4388,88,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=88 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3230.5393,88,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=88 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,always_additive_defer,2,3116.9708,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3120.5562,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3131.4886,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3146.9734,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3134.7102,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3134.6159,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3321.2139,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b100_w075_d095_beta0p35_max0p75,2,3278.5974,89,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=89 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3124.6894,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,2,3129.3666,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3123.9113,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3122.5931,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3147.3021,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3230.6478,90,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,2,3305.2295,90,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3280.6221,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d100,2,3301.4165,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3244.4585,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,2,3189.5007,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3201.0393,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,lacam_star_ltm,2,3126.1828,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p75,2,3212.3595,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b100_w075_d095_beta0p35_max0p75,2,3299.8692,90,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=90 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,always_additive_defer,2,3148.6175,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_candidate_additive_ltm,2,3142.139,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3129.0735,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3185.699,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3159.8044,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3135.5732,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3227.8796,91,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f4_best_static_c125_b125_w075_d095_diagnostic_only,2,3235.8844,91,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d095,2,3135.1317,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_c100_b100_w075_d100,2,3122.4278,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,lacam_star_ltm,2,3122.4885,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3322.9025,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b125_w075_d100_beta0p35_max0p75,2,3324.8881,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3313.8385,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p75,2,3298.6339,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c100_b100_w075_d095_beta0p35_max0p75,2,3302.2613,91,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=91 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3129.9216,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_force_additive_direct,2,3129.8763,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3136.5088,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_c_equiv_additive,2,3137.3451,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5f_static_c100_b100_w075_d090,2,3227.642,92,g3_broader,,phase1a_batch method=lacam_star_lau_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p35_max0p75,2,3291.6935,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g1_shield_c125_b125_w075_d095_beta0p2_max0p5,2,3287.05,92,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=92 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,laur_disable,2,3117.494,93,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=93 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
100,returncode2_no_solution_equivalent,True,,warehouse-10-20-10-2-1,repair5g_dual_additive_parity,2,3126.8569,93,g3_broader,,phase1a_batch method=lacam_star_ltm map=warehouse-10-20-10-2-1 agents=100 seed=93 success=0 feasible=0 sum_of_loss=0 lower_bound=0,False,,
