row_type,eval_scope,policy,contexts,mean_delta_vs_static,mean_solution_quality_delta_vs_static,solution_quality_harmful_rate,no_solution_rate,total_harmful_rate,false_positive_count,solution_quality_false_positive_count,no_solution_count,helpful_vs_static_rate,coverage,fallback_rate,new_candidate_selection_rate,new_candidate_selection_count,new_candidate_helpful_selection_count,new_candidate_harmful_selection_count,new_candidate_selection_harmful_rate,new_candidate_opportunity_contexts,new_candidate_opportunity_capture_count,new_candidate_opportunity_capture_rate,oracle_regret_vs_old14,oracle_regret_vs_new22,finite_delta_contexts,risk_adjusted_utility_lambda_0p05,solution_quality_utility_lambda_0p05,risk_adjusted_utility_lambda_0p10,solution_quality_utility_lambda_0p10,risk_adjusted_utility_lambda_0p20,solution_quality_utility_lambda_0p20,group_type,group_key
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,0.0,0.0,0.0,0.3,0.3,3,0,3,0.0,0.0,1.0,0.0,0,0,0,0.0,2,0,0.0,0.048003421414,0.048003421414,10,0.015,0.0,0.03,0.0,0.06,0.0,map_agent,maze-32-32-4|a100
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0.0,5,0,0.0,0.029597387546999997,0.034340399367,10,0.0,0.0,0.0,0.0,0.0,0.0,map_agent,maze-32-32-4|a50
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1.0,0.0,0,0,0,0.0,4,0,0.0,0.044019872663999995,0.045331452634,10,0.0,0.0,0.0,0.0,0.0,0.0,map_agent,random-32-32-20|a100
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,0.0016553067179999998,0.0016553067179999998,0.1,0.0,0.1,1,1,0,0.0,0.1,0.9,0.1,1,0,1,1.0,5,1,0.2,0.049359668678,0.052807239713,10,0.006655306718000001,0.006655306718000001,0.011655306718000002,0.011655306718000002,0.021655306718000002,0.021655306718000002,map_agent,random-32-32-20|a50
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,inf,inf,0.0,1.0,1.0,10,0,10,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0.0,inf,inf,0,0.05,0.0,0.1,0.0,0.2,0.0,map_agent,warehouse-10-20-10-2-1|a100
group_summary,group_map_agent,balanced_false_positive_constrained_policy,10,inf,inf,0.0,1.0,1.0,10,0,10,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0.0,inf,inf,0,0.05,0.0,0.1,0.0,0.2,0.0,map_agent,warehouse-10-20-10-2-1|a50
group_summary,group_map_family,balanced_false_positive_constrained_policy,20,0.0,0.0,0.0,0.15,0.15,3,0,3,0.0,0.0,1.0,0.0,0,0,0,0.0,7,0,0.0,0.0388004044805,0.041171910390500006,20,0.0075,0.0,0.015,0.0,0.03,0.0,map_family,maze
group_summary,group_map_family,balanced_false_positive_constrained_policy,20,0.0008276533589999999,0.0008276533589999999,0.05,0.0,0.05,1,1,0,0.0,0.05,0.95,0.05,1,0,1,1.0,9,1,0.1111111111111111,0.046689770671,0.04906934617349999,20,0.0033276533590000006,0.0033276533590000006,0.005827653359000001,0.005827653359000001,0.010827653359000001,0.010827653359000001,map_family,random
group_summary,group_map_family,balanced_false_positive_constrained_policy,20,inf,inf,0.0,1.0,1.0,20,0,20,0.0,0.0,1.0,0.0,0,0,0,0.0,0,0,0.0,inf,inf,0,0.05,0.0,0.1,0.0,0.2,0.0,map_family,warehouse
group_summary,group_candidate_family,balanced_false_positive_constrained_policy,1,0.01655306718,0.01655306718,1.0,0.0,1.0,1,1,0,0.0,1.0,0.0,1.0,1,0,1,1.0,1,1,1.0,0.04771178189,0.05160662122,1,0.06655306718000001,0.06655306718000001,0.11655306718,0.11655306718,0.21655306718,0.21655306718,candidate_family,high_beta
group_summary,group_candidate_family,balanced_false_positive_constrained_policy,59,0.0,0.0,0.0,0.3898305084745763,0.3898305084745763,23,0,23,0.0,0.0,1.0,0.0,0,0,0,0.0,15,0,0.0,0.04261773643948717,0.04495432077076922,39,0.019491525423728815,0.0,0.03898305084745763,0.0,0.07796610169491526,0.0,candidate_family,static
group_summary,group_map_agent,family_specialist_gate_then_ranker,10,0.0,0.0,0.0,0.3,0.3,3,0,3,0.0,0.0,1.0,0.0,0,0,0,0.0,2,0,0.0,0.048003421414,0.048003421414,10,0.015,0.0,0.03,0.0,0.06,0.0,map_agent,maze-32-32-4|a100
group_summary,group_map_agent,family_specialist_gate_then_ranker,10,-0.001145737856,-0.001145737856,0.0,0.0,0.0,0,0,0,0.1,0.1,0.9,0.1,1,1,0,0.0,5,0,0.0,0.028451649690999996,0.03319466151099999,10,-0.001145737856,-0.001145737856,-0.001145737856,-0.001145737856,-0.001145737856,-0.001145737856,map_agent,maze-32-32-4|a50
