region_id,candidate_id,region_status,safe_region,useful_safe_region,seed_block_support,map_budget_agent_stratum_support,minimum_pairs_required,minimum_seed_blocks_required,minimum_strata_required,vs_static_flow_pairs,vs_static_flow_success_regression_count,vs_static_flow_success_gain_count,vs_static_flow_both_fail_count,vs_static_flow_quality_only_pairs,vs_static_flow_quality_only_mean_delta,vs_static_flow_quality_only_median_delta,vs_static_flow_quality_ci_low,vs_static_flow_quality_ci_high,vs_static_flow_mean_corrected_delta,vs_static_flow_better_count,vs_static_flow_equal_count,vs_static_flow_worse_count,vs_static_flow_safe_high_margin_count,vs_static_flow_safe_low_margin_count,vs_family_static_pairs,vs_family_static_success_regression_count,vs_family_static_success_gain_count,vs_family_static_both_fail_count,vs_family_static_quality_only_pairs,vs_family_static_quality_only_mean_delta,vs_family_static_quality_only_median_delta,vs_family_static_quality_ci_low,vs_family_static_quality_ci_high,vs_family_static_mean_corrected_delta,vs_family_static_better_count,vs_family_static_equal_count,vs_family_static_worse_count,vs_family_static_safe_high_margin_count,vs_family_static_safe_low_margin_count,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g539_s2_110|global,repair5g539_s2_110,boundary_underpowered_or_quality_weak,False,False,1,18,100,2,3,170,0,3,57,110,-0.00261159995573,0,-0.00261159995573,-0.00261159995573,-0.00610162350076,22,76,12,25,1,170,0,2,57,111,-0.00451874913369,0,-0.00451874913369,-0.00451874913369,-0.00589165384612,23,81,7,25,5,False,False,False,False,False
repair5g539_s1_026|global,repair5g539_s1_026,boundary_underpowered_or_quality_weak,False,False,1,18,100,2,3,170,0,2,58,110,-0.00103325808518,0,-0.00103325808518,-0.00103325808518,-0.00360975523159,15,79,16,17,2,170,0,1,58,111,-0.00295462655928,0,-0.00295462655928,-0.00295462655928,-0.00339978557694,18,91,2,19,3,False,False,False,False,False
repair5g539_s2_089|global,repair5g539_s2_089,boundary_underpowered_or_quality_weak,False,False,1,18,100,2,3,170,0,3,57,110,0.00156027703682,0,0.00156027703682,0.00156027703682,-0.00340217368206,12,88,10,15,3,170,0,2,57,111,-0.000384456618559,0,-0.000384456618559,-0.000384456618559,-0.00319220402741,16,86,9,18,3,False,False,False,False,False
repair5g539_s1_000|global,repair5g539_s1_000,boundary_underpowered_or_quality_weak,False,False,1,18,100,2,3,170,0,3,57,110,0.00239233899555,0,0.00239233899555,0.00239233899555,-0.00286378064994,12,78,20,15,2,170,0,2,57,111,0.000440109286486,0,0.000440109286486,0.000440109286486,-0.00265381099529,11,88,12,13,3,False,False,False,False,False
