row_type,policy,model,eval_scope,fold_id,context_budget_pairs,selected_policy_utility,safe_policy_sim_utility,candidate_induced_no_solution_count,budget_sensitive_failure_count,safe_positive_selected_count,static_recovery_capture_count,fallback_rate,top1_safe_oracle_capture_rate,top3_safe_oracle_capture_rate,top5_safe_oracle_capture_rate,region_top1_capture_rate,region_top2_capture_rate,action_class_accuracy,selected_candidate_match_rate,region_match_rate,avoidable_risk_ece,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_000,120,0.077040829999,0.077040829999,6,0,0,3,0.0,0.0,0.041666666667,0.225,0.408333333333,0.408333333333,0.333333333333,0.0,0.608333333333,0.526006215322,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_001,120,0.076319649303,0.076319649303,6,3,0,3,0.0,0.0,0.108333333333,0.216666666667,0.441666666667,0.441666666667,0.383333333333,0.0,0.683333333333,0.526371215182,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_002,120,0.076490622131,0.076490622131,13,2,0,3,0.0,0.0,0.075,0.241666666667,0.408333333333,0.408333333333,0.366666666667,0.0,0.633333333333,0.467817530426,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_003,120,0.081115753731,0.081115753731,6,1,0,2,0.0,0.0,0.066666666667,0.241666666667,0.383333333333,0.383333333333,0.341666666667,0.0,0.641666666667,0.52704001041,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_004,120,0.075378285377,0.075378285377,7,1,0,2,0.0,0.0,0.091666666667,0.291666666667,0.475,0.475,0.341666666667,0.0,0.708333333333,0.519469885865,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_005,120,0.075289845628,0.075289845628,9,1,0,3,0.0,0.0,0.058333333333,0.225,0.408333333333,0.408333333333,0.383333333333,0.0,0.625,0.499984715234,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_006,120,0.07730983205,0.07730983205,4,3,0,2,0.0,0.0,0.1,0.266666666667,0.4,0.4,0.258333333333,0.0,0.625,0.543741034848,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_007,120,0.066728602559,0.066728602559,9,4,0,2,0.0,0.0,0.083333333333,0.166666666667,0.416666666667,0.416666666667,0.325,0.0,0.683333333333,0.500066085783,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_008,120,0.079402139724,0.079402139724,3,2,0,2,0.0,0.0,0.066666666667,0.208333333333,0.333333333333,0.333333333333,0.375,0.0,0.625,0.551026556672,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_009,120,0.08098887346,0.08098887346,9,1,0,4,0.0,0.0,0.1,0.233333333333,0.375,0.375,0.366666666667,0.0,0.641666666667,0.503398800294,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_010,120,0.0714191387,0.0714191387,8,2,0,3,0.0,0.0,0.141666666667,0.283333333333,0.416666666667,0.416666666667,0.291666666667,0.0,0.708333333333,0.512284652461,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_011,120,0.085760683983,0.085760683983,7,2,0,4,0.0,0.0,0.041666666667,0.2,0.366666666667,0.366666666667,0.308333333333,0.0,0.583333333333,0.51733449008,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_012,120,0.086263382272,0.086263382272,9,1,0,0,0.0,0.0,0.083333333333,0.258333333333,0.383333333333,0.383333333333,0.341666666667,0.0,0.658333333333,0.503385264333,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_013,120,0.084015204847,0.084015204847,7,2,0,2,0.0,0.0,0.108333333333,0.2,0.391666666667,0.391666666667,0.358333333333,0.0,0.65,0.519491154233,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_014,120,0.081056022141,0.081056022141,10,2,0,2,0.0,0.0,0.033333333333,0.208333333333,0.408333333333,0.408333333333,0.35,0.0,0.65,0.494810076183,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_015,120,0.079424755471,0.079424755471,8,2,0,4,0.0,0.0,0.075,0.25,0.383333333333,0.383333333333,0.275,0.0,0.575,0.510818067381,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_016,120,0.089609915847,0.089609915847,6,5,0,5,0.0,0.0,0.1,0.283333333333,0.383333333333,0.383333333333,0.383333333333,0.0,0.7,0.528071289801,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_017,120,0.078448445299,0.078448445299,5,2,0,2,0.0,0.0,0.066666666667,0.241666666667,0.425,0.425,0.283333333333,0.0,0.591666666667,0.534367901324,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_018,120,0.077623371184,0.077623371184,7,1,0,1,0.0,0.0,0.025,0.216666666667,0.391666666667,0.391666666667,0.283333333333,0.0,0.558333333333,0.518733096468,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_019,120,0.074005681356,0.074005681356,10,2,0,2,0.0,0.0,0.091666666667,0.25,0.416666666667,0.416666666667,0.325,0.0,0.675,0.49448139053,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_020,120,0.093254675008,0.093254675008,8,1,0,1,0.0,0.0,0.066666666667,0.25,0.341666666667,0.341666666667,0.341666666667,0.0,0.591666666667,0.51093637374,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_021,120,0.071932240444,0.071932240444,9,2,0,2,0.0,0.0,0.083333333333,0.183333333333,0.383333333333,0.383333333333,0.341666666667,0.0,0.666666666667,0.502407661866,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_022,120,0.080602761374,0.080602761374,3,3,0,3,0.0,0.0,0.083333333333,0.275,0.408333333333,0.408333333333,0.316666666667,0.0,0.716666666667,0.55377868718,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_023,120,0.076379333828,0.076379333828,3,3,0,2,0.0,0.0,0.091666666667,0.225,0.383333333333,0.383333333333,0.258333333333,0.0,0.658333333333,0.553353639952,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_024,120,0.074929646158,0.074929646158,7,2,0,3,0.0,0.0,0.058333333333,0.225,0.333333333333,0.333333333333,0.391666666667,0.0,0.683333333333,0.518584246461,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_025,120,0.080320247381,0.080320247381,8,3,0,3,0.0,0.0,0.058333333333,0.2,0.333333333333,0.333333333333,0.3,0.0,0.65,0.511474615127,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_026,120,0.073956226968,0.073956226968,7,1,0,1,0.0,0.0,0.066666666667,0.25,0.383333333333,0.383333333333,0.266666666667,0.0,0.616666666667,0.519295667725,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_027,120,0.084647744412,0.084647744412,8,2,0,1,0.0,0.0,0.041666666667,0.208333333333,0.358333333333,0.358333333333,0.325,0.0,0.666666666667,0.510253155219,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_028,120,0.083635522927,0.083635522927,3,3,0,3,0.0,0.0,0.058333333333,0.216666666667,0.441666666667,0.441666666667,0.241666666667,0.0,0.591666666667,0.552389010066,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_029,120,0.075785083857,0.075785083857,8,0,0,1,0.0,0.0,0.058333333333,0.2,0.316666666667,0.316666666667,0.341666666667,0.0,0.666666666667,0.510995434441,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_030,120,0.082149947153,0.082149947153,9,4,0,2,0.0,0.0,0.033333333333,0.15,0.316666666667,0.316666666667,0.275,0.0,0.558333333333,0.502552767315,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_031,120,0.077665966554,0.077665966554,11,3,0,2,0.0,0.0,0.075,0.208333333333,0.316666666667,0.316666666667,0.333333333333,0.0,0.616666666667,0.484650431246,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_032,120,0.087703303329,0.087703303329,8,1,0,1,0.0,0.0,0.058333333333,0.258333333333,0.425,0.425,0.275,0.0,0.608333333333,0.511304248036,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_033,120,0.084682549542,0.084682549542,5,3,0,1,0.0,0.0,0.075,0.216666666667,0.358333333333,0.358333333333,0.341666666667,0.0,0.716666666667,0.536459181083,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_034,120,0.076125671805,0.076125671805,3,3,0,1,0.0,0.0,0.066666666667,0.208333333333,0.358333333333,0.358333333333,0.375,0.0,0.683333333333,0.55236165475,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_035,120,0.090198078366,0.090198078366,6,2,0,2,0.0,0.0,0.108333333333,0.333333333333,0.433333333333,0.433333333333,0.316666666667,0.0,0.675,0.52856046958,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_036,120,0.086630764236,0.086630764236,5,3,0,4,0.0,0.0,0.066666666667,0.208333333333,0.316666666667,0.316666666667,0.333333333333,0.0,0.65,0.535280505315,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_037,120,0.077285786471,0.077285786471,11,4,0,1,0.0,0.0,0.091666666667,0.183333333333,0.358333333333,0.358333333333,0.366666666667,0.0,0.658333333333,0.485822522213,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_038,120,0.078717450439,0.078717450439,8,2,0,2,0.0,0.0,0.058333333333,0.266666666667,0.391666666667,0.391666666667,0.333333333333,0.0,0.641666666667,0.512229255055,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_039,120,0.086624025698,0.086624025698,9,4,0,4,0.0,0.0,0.108333333333,0.241666666667,0.35,0.35,0.35,0.0,0.691666666667,0.502299286312,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_040,120,0.069045864926,0.069045864926,14,2,0,3,0.0,0.0,0.066666666667,0.216666666667,0.308333333333,0.308333333333,0.341666666667,0.0,0.583333333333,0.460957972576,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_041,120,0.081384963761,0.081384963761,8,2,0,2,0.0,0.0,0.091666666667,0.233333333333,0.4,0.4,0.25,0.0,0.591666666667,0.512037367641,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_042,120,0.091432601867,0.091432601867,8,2,0,2,0.0,0.0,0.066666666667,0.208333333333,0.316666666667,0.316666666667,0.333333333333,0.0,0.533333333333,0.509495877725,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_043,120,0.076151478643,0.076151478643,6,3,0,3,0.0,0.0,0.075,0.233333333333,0.4,0.4,0.266666666667,0.0,0.675,0.526983531293,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_044,120,0.078911576236,0.078911576236,10,1,0,1,0.0,0.0,0.125,0.3,0.425,0.425,0.325,0.0,0.708333333333,0.494485010975,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_045,120,0.082609024014,0.082609024014,10,0,0,0,0.0,0.0,0.075,0.241666666667,0.4,0.4,0.35,0.0,0.658333333333,0.493826496936,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_046,120,0.084410961436,0.084410961436,12,0,0,1,0.0,0.0,0.058333333333,0.241666666667,0.375,0.375,0.35,0.0,0.65,0.477547939779,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_047,120,0.083719869514,0.083719869514,10,3,0,3,0.0,0.0,0.075,0.216666666667,0.35,0.35,0.325,0.0,0.591666666667,0.494412765249,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_048,120,0.076442490352,0.076442490352,10,2,0,1,0.0,0.0,0.083333333333,0.258333333333,0.375,0.375,0.341666666667,0.0,0.633333333333,0.494430456892,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_049,120,0.073684780719,0.073684780719,10,3,0,2,0.0,0.0,0.016666666667,0.2,0.383333333333,0.383333333333,0.308333333333,0.0,0.65,0.49425982668,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_050,120,0.080231792833,0.080231792833,7,1,0,2,0.0,0.0,0.083333333333,0.258333333333,0.408333333333,0.408333333333,0.266666666667,0.0,0.6,0.520685240489,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_051,120,0.077117995551,0.077117995551,8,1,0,0,0.0,0.0,0.091666666667,0.283333333333,0.425,0.425,0.3,0.0,0.633333333333,0.511662526619,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_052,120,0.07287492001,0.07287492001,8,1,0,1,0.0,0.0,0.1,0.291666666667,0.425,0.425,0.341666666667,0.0,0.65,0.511552522806,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_053,120,0.092119356516,0.092119356516,11,2,0,2,0.0,0.0,0.041666666667,0.191666666667,0.316666666667,0.316666666667,0.358333333333,0.0,0.666666666667,0.485406128934,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_054,120,0.078037444427,0.078037444427,3,5,0,3,0.0,0.0,0.066666666667,0.175,0.35,0.35,0.341666666667,0.0,0.691666666667,0.552281463119,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_055,120,0.080321883158,0.080321883158,14,4,0,2,0.0,0.0,0.066666666667,0.225,0.366666666667,0.366666666667,0.308333333333,0.0,0.625,0.462451759098,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_056,120,0.073889786017,0.073889786017,9,1,0,2,0.0,0.0,0.058333333333,0.2,0.366666666667,0.366666666667,0.341666666667,0.0,0.575,0.500484580449,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_057,120,0.074629788888,0.074629788888,5,2,0,2,0.0,0.0,0.05,0.225,0.333333333333,0.333333333333,0.391666666667,0.0,0.658333333333,0.535995667422,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_058,120,0.078885309683,0.078885309683,6,3,0,2,0.0,0.0,0.058333333333,0.233333333333,0.383333333333,0.383333333333,0.35,0.0,0.641666666667,0.526837415025,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_059,120,0.078925945583,0.078925945583,7,3,0,5,0.0,0.0,0.1,0.25,0.408333333333,0.408333333333,0.283333333333,0.0,0.65,0.520084459837,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_060,120,0.09006064499,0.09006064499,7,2,0,0,0.0,0.0,0.041666666667,0.2,0.35,0.35,0.325,0.0,0.625,0.519263544301,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_061,120,0.074923966427,0.074923966427,9,3,0,3,0.0,0.0,0.066666666667,0.208333333333,0.4,0.4,0.358333333333,0.0,0.633333333333,0.502999806103,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_062,120,0.082461093825,0.082461093825,8,3,0,2,0.0,0.0,0.075,0.241666666667,0.35,0.35,0.325,0.0,0.65,0.510955909318,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_063,120,0.085363767686,0.085363767686,6,1,0,1,0.0,0.0,0.1,0.266666666667,0.408333333333,0.408333333333,0.308333333333,0.0,0.6,0.529159834231,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_064,120,0.07844756651,0.07844756651,9,1,0,2,0.0,0.0,0.083333333333,0.283333333333,0.441666666667,0.441666666667,0.275,0.0,0.633333333333,0.503532667003,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_065,120,0.071647738833,0.071647738833,10,3,0,2,0.0,0.0,0.066666666667,0.208333333333,0.408333333333,0.408333333333,0.333333333333,0.0,0.666666666667,0.495480747504,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_066,120,0.083508182639,0.083508182639,4,2,0,2,0.0,0.0,0.075,0.183333333333,0.358333333333,0.358333333333,0.333333333333,0.0,0.7,0.544923175334,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_067,120,0.078859127846,0.078859127846,7,3,0,3,0.0,0.0,0.125,0.291666666667,0.45,0.45,0.366666666667,0.0,0.65,0.518458594442,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_068,120,0.084887371695,0.084887371695,9,2,0,2,0.0,0.0,0.075,0.208333333333,0.341666666667,0.341666666667,0.283333333333,0.0,0.6,0.502771225627,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_069,120,0.090041828241,0.090041828241,6,3,0,1,0.0,0.0,0.025,0.183333333333,0.341666666667,0.341666666667,0.25,0.0,0.625,0.528614979579,False,False,False,False,False
bootstrap,bandit_teacher_region_classifier,bandit_teacher_region_classifier,bootstrap,bootstrap_070,120,0.073243265776,0.073243265776,13,1,0,1,0.0,0.0,0.025,0.208333333333,0.383333333333,0.383333333333,0.333333333333,0.0,0.633333333333,0.468909910156,False,False,False,False,False
