context_set,context_id,g567_evaluation_uid,split,map,map_family,agents,budget,public_canonical_flag,official_scenario_flag,additive_ratio,static_flow_ratio,g556_ratio,trained_A5_ratio_if_available,best_primary_safe_AB_candidate_ratio,best_pareto_safe_AB_candidate_ratio,best_joint_positive_AB_candidate_ratio,best_candidate_ignoring_safety_ratio,best_candidate_family,best_safe_oracle_vs_additive_theta_id,best_safe_oracle_vs_static_flow_theta_id,selected_Label_v5_4_target_candidate,selected_target_candidate_count,target_selection_rule,target_ratio,target_family,target_theta_L1_to_g556,target_theta_L1_to_static_flow,actor_theta_L1_to_target,actor_theta_L1_to_best_safe_oracle,relative_improvement_best_safe_oracle_vs_additive,relative_improvement_best_safe_oracle_vs_static_flow,relative_improvement_selected_target_vs_additive,relative_improvement_selected_target_vs_static_flow,relative_improvement_trained_A5_vs_additive,relative_improvement_trained_A5_vs_static_flow,success_gains_vs_additive,success_regressions_vs_additive,success_gains_vs_static_flow,success_regressions_vs_static_flow,success_gains_vs_g556,success_regressions_vs_g556,finite_quality_candidate_count_vs_additive,finite_quality_candidate_count_vs_static_flow
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01074,000488448d989f12bfe9c8df1fd177475bfc04dc9ae257bcddc4c604366a3382,LABEL_TRAIN,g567-room-48x48-a-v1,room,8,30000,False,False,1.00343642612,1.00343642612,1.00343642612,,1.00343642612,1.00343642612,,1.00343642612,seed_actor_residual,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_0ef253da570f,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_0ef253da570f,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_e5e35b2d7fc7,21,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.00343642612,field_group,0.00183357576529185,0.08948302388191226,,,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00802,000ef82bbad5999647c5a3f8335e2f7ad7a6e411e640f3b06df7695ccb61c847,LABEL_TRAIN,g567-large-empty-128x128-a-v3,large_empty,64,30000,False,False,1.00403836446,1.00403836446,1.00340737002,,1.00252397779,1.00252397779,,1.00252397779,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_3715ca4770b3,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_3715ca4770b3,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_3715ca4770b3,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.00252397779,field_group,0.0009665651170034257,0.09041640451030128,,,0.0015082956225627034,0.0015082956225627034,0.0015082956225627034,0.0015082956225627034,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01232,0059c3068107eef726df8c2a82662b8a2d420bf8f2f8ccb002da38dc00b6d314,LABEL_TRAIN,room_64_64_16,room,24,30000,True,False,1.00954773869,1.00954773869,1.00753768844,,1.00351758794,1.00351758794,,1.00351758794,group,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_d8c4e0ee0dbc,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_d8c4e0ee0dbc,g567_gate3b_label_train_g4_decay_only_alpha_1p5_s566_d8c4e0ee0dbc,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.00351758794,group,0.0014221270879109702,0.0915163451433182,,,0.005973120951986685,0.005973120951986685,0.005973120951986685,0.005973120951986685,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00807,007d7646c646288edd714e58367d765ddadd21ffc14443c944c34dbb52f220fc,LABEL_TRAIN,g567-large-empty-128x128-a-v2,large_empty,64,30000,False,False,1.00435203095,1.00435203095,1.00435203095,,1.00435203095,1.00435203095,,1.00435203095,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_6c416357bfa2,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_6c416357bfa2,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_4d254644f5a9,21,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.00435203095,field_group,0.001806017557779948,0.08949220796426141,,,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01613,008b4c123bdd0847ca3ea5daa29ee82e97e89628486ff33855d21121ab017cc9,LABEL_TRAIN,sortation_medium,public_other,3000,60000,True,False,1.37167429683,1.30274581421,1.32244981539,,1.29806324086,1.29806324086,,1.29806324086,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p5_s566_32b7f11a689a,g567_gate3b_label_train_static_global_alpha_0p5_s566_32b7f11a689a,g567_gate3b_label_train_static_global_alpha_0p5_s566_32b7f11a689a,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.29806324086,static_flow_local,0.045066502397022555,0.0458261073676367,,,0.053665112877100976,0.0035943875611986237,0.053665112877100976,0.0035943875611986237,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00389,00a1991fa36a95b682135d11e06b02944e1b92aa1cf87bc76163368fb106c036,CALIBRATION,g567-large-lanes-192x128-a-v3,large_lanes,2500,40000,False,False,1.51286269935,1.56786823155,1.44021166236,,1.42702330849,1.42702330849,1.42702330849,1.42702330849,seed_actor_residual,g567_gate3b_label_train_selected_actor_primary_30s_exact_s566_04e647ae2274,g567_gate3b_label_train_selected_actor_primary_30s_exact_s566_04e647ae2274,g567_gate3b_label_train_selected_actor_primary_30s_exact_s566_04e647ae2274,2,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.42702330849,seed_actor_residual,0.007274479435549843,0.09157902694410751,,,0.05673971001921123,0.08983211740999458,0.05673971001921123,0.08983211740999458,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00465,00d338a424ddf556b9bbfb4c42a8b2a719c9fbcadb222abc4ba3719b297bd315,CALIBRATION,g567-spiral-40x40-a-v3,spiral,128,30000,False,False,1.22640104264,1.19605287656,1.19158443493,,1.15937441817,1.15937441817,,1.15937441817,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p25_s566_757c2e0e0443,g567_gate3b_label_train_static_global_alpha_0p25_s566_757c2e0e0443,g567_gate3b_label_train_static_global_alpha_0p25_s566_757c2e0e0443,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.15937441817,static_flow_local,0.06765980225706857,0.022980860093283307,,,0.05465310460411528,0.030666251558619927,0.05465310460411528,0.030666251558619927,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01437,00d72461f4a0371afade332dca0dea58b0eeff47cfbf63f2200cba3177dcba90,LABEL_TRAIN,maze_128_128_2,maze,512,30000,True,True,1.12907148322,1.13218999344,1.14046958684,,1.1366611105,1.1366611105,,1.1366611105,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p5_s566_7c30f2ba4eb2,g567_gate3b_label_train_static_global_alpha_0p5_s566_7c30f2ba4eb2,g567_gate3b_label_train_static_global_alpha_0p5_s566_7c30f2ba4eb2,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.1366611105,static_flow_local,0.04516740287107135,0.04576944124130979,,,-0.006722007767263014,-0.003949087243224231,-0.006722007767263014,-0.003949087243224231,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00697,00dcf1f075cfa5075c0562151a7a6ec9ee71354a7952d5b2ee24aec23d13b4df,LABEL_TRAIN,g567-large-room-128x128-a-v1,large_room,3000,60000,False,False,6.55634230473,6.4712381711,6.56015803824,,6.4631002343,6.4631002343,,6.4631002343,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p25_s566_9349725a2200,g567_gate3b_label_train_static_global_alpha_0p25_s566_9349725a2200,g567_gate3b_label_train_static_global_alpha_0p25_s566_9349725a2200,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",6.4631002343,static_flow_local,0.06770315315988329,0.022950058579444915,,,0.014221659897582237,0.0012575548271958339,0.014221659897582237,0.0012575548271958339,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01443,00ed696652dca368a312212c5d69f70e6b79d0e060a41cd1fb3741c3900a6e9f,LABEL_TRAIN,maze_128_128_2,maze,1500,40000,True,False,1.63632478006,1.63632478006,1.63632478006,,1.6182034085,1.6182034085,,1.6182034085,g556_local,g567_gate3b_label_train_g556_global_alpha_0p75_s566_8f36791ed0ce,g567_gate3b_label_train_g556_global_alpha_0p75_s566_8f36791ed0ce,g567_gate3b_label_train_g556_global_alpha_0p75_s566_8f36791ed0ce,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.6182034085,g556_local,0.005453124490995256,0.09118566736342418,,,0.011074434477081906,0.011074434477081906,0.011074434477081906,0.011074434477081906,,,0,0,0,0,0,0,21,21
