context_set,context_id,g567_evaluation_uid,split,map,map_family,agents,budget,public_canonical_flag,official_scenario_flag,additive_ratio,static_flow_ratio,g556_ratio,trained_A5_ratio_if_available,best_primary_safe_AB_candidate_ratio,best_pareto_safe_AB_candidate_ratio,best_joint_positive_AB_candidate_ratio,best_candidate_ignoring_safety_ratio,best_candidate_family,best_safe_oracle_vs_additive_theta_id,best_safe_oracle_vs_static_flow_theta_id,selected_Label_v5_4_target_candidate,selected_target_candidate_count,target_selection_rule,target_ratio,target_family,target_theta_L1_to_g556,target_theta_L1_to_static_flow,actor_theta_L1_to_target,actor_theta_L1_to_best_safe_oracle,relative_improvement_best_safe_oracle_vs_additive,relative_improvement_best_safe_oracle_vs_static_flow,relative_improvement_selected_target_vs_additive,relative_improvement_selected_target_vs_static_flow,relative_improvement_trained_A5_vs_additive,relative_improvement_trained_A5_vs_static_flow,success_gains_vs_additive,success_regressions_vs_additive,success_gains_vs_static_flow,success_regressions_vs_static_flow,success_gains_vs_g556,success_regressions_vs_g556,finite_quality_candidate_count_vs_additive,finite_quality_candidate_count_vs_static_flow
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00286,00eea862ecc93b24493459a9b2bb75c99b90c49809907dc46b83242704799788,CALIBRATION,warehouse_small,warehouse,512,30000,True,False,5.04250476392,3.53647046369,3.72723904298,,3.44251535041,3.44251535041,3.44251535041,3.44251535041,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_fd6c83212b3a,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",3.44251535041,field_group,0.0013056646074567522,0.09052944504079366,,,0.31730052591287633,0.0265674814040342,0.31730052591287633,0.0265674814040342,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01430,00f4342190ba3743ce1b003c6a56d89d733dab09b66c13ab6dc2b3b047e87761,LABEL_TRAIN,maze_128_128_2,maze,512,30000,True,True,1.12743537545,1.13312588808,1.14024073669,,1.13459121215,1.13459121215,,1.13459121215,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,g567_gate3b_label_train_static_global_alpha_0p25_s566_0568ce542ab6,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.13459121215,static_flow_local,0.06763082788104104,0.022884699891484006,,,-0.006347003877844282,-0.0012931697046326264,-0.006347003877844282,-0.0012931697046326264,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01993,00fabb9370096e3a3d03c4b98773d4c380a42e3115e45f754c9f30ba88c51d18,LABEL_TRAIN,g567-large-maze-128x128-a-v3,large_maze,3000,60000,False,False,2.25047499655,2.25047499655,2.25047499655,,2.25047499655,2.25047499655,,2.25047499655,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_db53b47c4d19,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p5_s566_db53b47c4d19,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_0beb9faff362,21,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",2.25047499655,field_group,0.00195984423160553,0.08944093306859338,,,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00650,00fe83d583a828ee451d2d3689909811891e44517a4cbd8dc3898e17d200a4af,LABEL_TRAIN,g567-large-room-128x128-a-v0,large_room,2000,40000,False,False,4.30455833091,4.42556629076,4.39115800131,,4.34922071068,,,4.34922071068,field_group,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,g567_gate3b_label_train_g6_shield_bounds_only_alpha_1p5_s566_f8b6b0f1872a,0,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",4.34922071068,field_group,0.005443032483259837,0.08949376275142036,,,-0.010375601010977193,0.017251030730101015,-0.010375601010977193,0.017251030730101015,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01628,010f0bce56b4ab12ee46528b4e1ea5afad537cc4e63fb8e75ea4c35b79d89040,LABEL_TRAIN,warehouse_10_20_10_2_1,warehouse,48,30000,True,True,1.05952881784,1.05384938999,1.04228018511,,1.02082456878,1.02082456878,,1.02082456878,g556_local,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,g567_gate3b_label_train_g556_global_alpha_0p5_s566_c6e643e213df,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.02082456878,g556_local,0.0037420069840219286,0.09088643388615718,,,0.03652968037141655,0.03133732535567871,0.03652968037141655,0.03133732535567871,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00349,01143d074eb87a72a21deeffc2e775af151331da4dbc9ba987e63041757c0ef6,CALIBRATION,maze_128_128_1,maze,192,30000,True,True,1.43449485969,1.5150676543,1.57877692335,,1.5322609136,,,1.5322609136,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,g567_gate3b_label_train_static_global_alpha_0p25_s566_12762569456e,0,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.5322609136,static_flow_local,0.06753471900073309,0.022959670646796184,,,-0.06815364534044246,-0.01134817923886302,-0.06815364534044246,-0.01134817923886302,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00106,012ecebd2232831c362704e48d9ce30f1e302248c5eccd5ec9df2f02b9bf0779,CALIBRATION,empty_16_16,empty,12,30000,True,True,1.06338028169,1.04929577465,1.01408450704,,1.01408450704,1.01408450704,,1.01408450704,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_80facdc060c0,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_80facdc060c0,g567_gate3b_label_train_g556_global_alpha_0p0_s566_643beb4ce78e,8,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.01408450704,g556_local,0.0,0.09009421805540722,,,0.04635761589603264,0.03355704698395932,0.04635761589603264,0.03355704698395932,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00208,0144edd951c3bfd828aa218be68bf7dff1e5e54133505eddd09fd2e5c2763a06,LABEL_TRAIN,random_32_32_10,random,12,30000,True,True,1.0,1.0,1.0,,1.0,1.0,,1.0,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_efe902e551fb,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_efe902e551fb,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_aaa6f2ac2278,21,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.0,field_group,0.0017841297388076782,0.08949950456619266,,,0.0,0.0,0.0,0.0,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01693,014e6579ff52157ef06802dad88d322076b79c3bf29429d8744fdfe8cac43a93,LABEL_TRAIN,g567-room-64x48-b-v1,room,256,30000,False,False,1.88997356111,1.93830926717,1.93742797099,,1.87973696699,1.87973696699,,1.87973696699,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,g567_gate3b_label_train_static_global_alpha_0p5_s566_a1f638d6a05f,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.87973696699,static_flow_local,0.04517033750102634,0.045767665249960794,,,0.005416263132267282,0.030218242863543476,0.005416263132267282,0.030218242863543476,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00212,0159472a186e7f48e4a80edaf71338c5f5b1525933e4be49e8d8d0184cb38a46,CALIBRATION,empty_32_32,empty,64,30000,True,True,1.08803088803,1.04787644788,1.04942084942,,1.03243243243,1.03243243243,,1.03243243243,g556_local,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,g567_gate3b_label_train_g556_global_alpha_0p75_s566_93cf92fc558e,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.03243243243,g556_local,0.0055142735015778314,0.09121099239303955,,,0.051100070973781934,0.014738393520767981,0.051100070973781934,0.014738393520767981,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00191,0176470792e055100a028b86364ae99b368bf6f73aefa16913de2269bdaa9227,CALIBRATION,empty_32_32,empty,32,30000,True,True,1.04615384615,1.03076923077,1.02769230769,,1.01230769231,1.01230769231,,1.01230769231,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,g567_gate3b_label_train_static_global_alpha_0p75_s566_70adaf568d38,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.01230769231,static_flow_local,0.02275230238835017,0.06875139140420493,,,0.03235294117070708,0.017910447759688107,0.03235294117070708,0.017910447759688107,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00184,0190fc6c5d55279921e8f866f2c7d0e703aac2a06ed7c88631e7ecf489b3a227,LABEL_TRAIN,den312d,game,1000,40000,True,True,3.17312546399,3.55475129918,3.28973645137,,3.15094654788,3.15094654788,,3.15094654788,g556_local,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,g567_gate3b_label_train_g556_global_alpha_0p75_s566_375545489792,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",3.15094654788,g556_local,0.005438852499401759,0.09116256236083926,,,0.006989612091200315,0.11359578134007535,0.006989612091200315,0.11359578134007535,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01636,01b3e358eb2d264dfadbc51e4b01d688dc731ad40228079878e8d66cea557a35,LABEL_TRAIN,warehouse_10_20_10_2_1,warehouse,80,30000,True,True,1.10351047593,1.06785070071,1.06257804912,,1.05633411961,1.05633411961,,1.05633411961,g556_local,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,g567_gate3b_label_train_g556_global_alpha_1p5_s566_03ae87e5dd66,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.05633411961,g556_local,0.011192280337924049,0.09373066751729879,,,0.04275116308274416,0.010784823283201251,0.04275116308274416,0.010784823283201251,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00336,01bcfc5ca2ac6665182de8af63a37318300f8fe7f035bb2efb5a892c78acc0c6,CALIBRATION,maze_128_128_1,maze,80,30000,True,True,1.26223708128,1.32673331602,1.37818099195,,1.33507530512,,,1.33507530512,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,g567_gate3b_label_train_static_global_alpha_0p25_s566_fcd719535caf,0,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.33507530512,static_flow_local,0.067520809523643,0.02296181150845122,,,-0.05770565999070223,-0.00628761560388379,-0.05770565999070223,-0.00628761560388379,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00286,01bdfbb5f2db6b8a5708a57eb6187c56993104442feea1c7727f09ad135bc212,LABEL_TRAIN,g567-tunnel-64x32-a-v0,tunnel,256,30000,False,False,,,,,,,,,,,,g567_gate3b_label_train_g6_shield_bounds_only_alpha_0p5_s566_cef87cfb2f85,21,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",,field_group,0.0018173633019129437,0.0894884280363719,,,,,,,,,0,0,0,0,0,0,0,0
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01550,01cf26253283b0a6a41504c0e3bcd8f2696b2f42ee6f3f5ac37570de696acab2,LABEL_TRAIN,g567-large-maze-192x128-a-v0,large_maze,3000,60000,False,False,2.30333086373,2.1592817716,2.25134115073,,2.19592631526,2.19592631526,,2.19592631526,seed_actor_residual,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,g567_gate3b_label_train_static_global_alpha_0p25_s566_a531b2d365fd,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",2.19592631526,seed_actor_residual,0.06764338955519691,0.022885061951856796,,,0.04663009998314773,-0.016970709493299197,0.04663009998314773,-0.016970709493299197,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01258,01d3532a122ea2697734f20ffd5ee7d40ea5efd6a3fab2d9edb872bc4bf85360,LABEL_TRAIN,room_64_64_16,room,48,30000,True,False,1.03099072718,1.02196193265,1.02122986823,,1.01488530991,1.01488530991,,1.01488530991,field_group,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,g567_gate3b_label_train_g1_congestion_commit_block_only_alpha_1p0_s566_8ef60fe011a9,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.01488530991,field_group,0.0009544210585336837,0.0904123603256922,,,0.015621301768690213,0.006924546320086548,0.015621301768690213,0.006924546320086548,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_00492,020cbe192649b0b316f0a852688eae5eab3a1cbb41f54c29119a46a264ed8521,LABEL_TRAIN,room_64_64_8,room,64,30000,True,True,1.12375809935,1.09654427646,1.08617710583,,1.08617710583,1.08617710583,,1.08617710583,g556_local,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,g567_gate3b_label_train_g556_global_alpha_0p0_s566_c71a9803a772,2,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.08617710583,g556_local,0.0,0.09009421805540722,,,0.03344224485833513,0.009454402209337598,0.03344224485833513,0.009454402209337598,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_label_train_01855,020cdaa0bd2b820a9fbb541c95c38a8e1bac7c8940aefad6163dee2ed006fdb8,LABEL_TRAIN,room_32_32_4,room,48,30000,True,True,1.1725214676,1.15534738486,1.14910226386,,1.13192818111,1.13192818111,,1.13192818111,static_flow_local,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,g567_gate3b_label_train_static_global_alpha_0p5_s566_573acbc4558b,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.13192818111,static_flow_local,0.04511536454397535,0.045887960148236144,,,0.03462050598791105,0.020270270272726588,0.03462050598791105,0.020270270272726588,,,0,0,0,0,0,0,21,21
LABEL_TRAIN_candidate_pool,g567_gate3b_calibration_00121,021dc365aacd833fb7e90a2d4c8ce1bee2a3d6495c7bd93a6833022b829f3a6b,CALIBRATION,empty_16_16,empty,24,30000,True,True,1.07929515419,1.05286343612,1.02202643172,,1.00440528634,1.00440528634,1.00440528634,1.00440528634,g556_local,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,g567_gate3b_label_train_g556_global_alpha_0p25_s566_df5935351673,1,"Gate-3B actor_examples_from_labelv54: pareto-safe set, then joint-positive, then gain_ab_minus_harm_abc, then medoid penalty",1.00440528634,g556_local,0.0018520310757652162,0.09047406129420753,,,0.06938775510968002,0.04602510460290793,0.06938775510968002,0.04602510460290793,,,0,0,0,0,0,0,21,21
