candidate_id,map_family,agents,nominal_budget_ms,horizon_id,rows,success_regression_count_vs_static_flow,both_success_quality_pairs_vs_static_flow,both_success_quality_delta_mean_vs_static_flow,better_count_vs_static_flow,worse_count_vs_static_flow,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
repair5g550_theta_550000005,maze,50,2000,generated_theta_targeted_short2000_t050_i2,3,0,3,-0.0309901434967,2,1,False,False,False,False,False
repair5g550_theta_550000005,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0223285519563,13,2,False,False,False,False,False
repair5g550_theta_550000005,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0182971046027,11,3,False,False,False,False,False
repair5g550_theta_550000005,maze,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.018710785844,13,2,False,False,False,False,False
repair5g550_theta_550000005,random,100,2000,generated_theta_targeted_short2000_t050_i2,11,0,6,0.0233857231275,1,5,False,False,False,False,False
repair5g550_theta_550000005,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,11,-0.0163065127753,8,3,False,False,False,False,False
repair5g550_theta_550000005,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,5,-0.00602000542,4,1,False,False,False,False,False
repair5g550_theta_550000005,random,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0362698601626,14,1,False,False,False,False,False
repair5g550_theta_550000005,random,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.0432665516,13,1,False,False,False,False,False
repair5g550_theta_550000005,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0118563717329,10,4,False,False,False,False,False
repair5g550_theta_550000005,random,50,2000,generated_theta_targeted_short5000_t050_i2,14,0,14,-0.0282168387571,12,2,False,False,False,False,False
repair5g550_theta_550000006,maze,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,3,-0.05544621355,3,0,False,False,False,False,False
repair5g550_theta_550000006,maze,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0288637234257,10,4,False,False,False,False,False
repair5g550_theta_550000006,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,6,-0.0138053444467,5,1,False,False,False,False,False
repair5g550_theta_550000006,maze,100,2000,generated_theta_targeted_short5000_t100_i2,8,0,7,-0.0210219467514,6,0,False,False,False,False,False
repair5g550_theta_550000006,maze,50,2000,generated_theta_targeted_short2000_t050_i2,2,0,2,-0.033608926335,2,0,False,False,False,False,False
repair5g550_theta_550000006,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0284422854311,13,2,False,False,False,False,False
repair5g550_theta_550000006,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0247274073148,10,4,False,False,False,False,False
repair5g550_theta_550000006,maze,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0249712170373,12,3,False,False,False,False,False
repair5g550_theta_550000006,random,100,2000,generated_theta_targeted_short2000_t050_i2,10,0,5,0.0167335555462,3,2,False,False,False,False,False
repair5g550_theta_550000006,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,11,-0.0183523915973,9,2,False,False,False,False,False
repair5g550_theta_550000006,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,5,-0.008156333524,3,2,False,False,False,False,False
repair5g550_theta_550000006,random,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0424254090975,13,2,False,False,False,False,False
repair5g550_theta_550000006,random,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.0402545196914,12,1,False,False,False,False,False
repair5g550_theta_550000006,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0161774191836,10,4,False,False,False,False,False
repair5g550_theta_550000006,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,15,-0.0386431192627,14,1,False,False,False,False,False
repair5g550_theta_550000062,maze,100,2000,generated_theta_targeted_short2000_t050_i2,6,0,1,0.08668889459,0,1,False,False,False,False,False
repair5g550_theta_550000062,maze,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0209463782971,10,4,False,False,False,False,False
repair5g550_theta_550000062,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,-0.007560553715,2,2,False,False,False,False,False
repair5g550_theta_550000062,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.028168277098,11,4,False,False,False,False,False
repair5g550_theta_550000062,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,15,-0.0416905244633,15,0,False,False,False,False,False
repair5g550_theta_550000062,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0138979917487,12,3,False,False,False,False,False
repair5g550_theta_550000062,maze,50,2000,generated_theta_targeted_short5000_t050_i2,11,0,9,-0.00881337351444,4,5,False,False,False,False,False
repair5g550_theta_550000062,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,9,-0.0356833304911,7,2,False,False,False,False,False
repair5g550_theta_550000062,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0360756267929,12,2,False,False,False,False,False
repair5g550_theta_550000062,random,100,2000,generated_theta_targeted_short5000_t050_i2,3,0,1,-0.0262295082,1,0,False,False,False,False,False
repair5g550_theta_550000062,random,50,2000,generated_theta_targeted_short2000_t050_i2,14,0,13,-0.0380915615272,13,0,False,False,False,False,False
repair5g550_theta_550000062,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0365541869047,15,0,False,False,False,False,False
repair5g550_theta_550000062,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0279747195107,12,2,False,False,False,False,False
repair5g550_theta_550000062,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.037406483386,15,0,False,False,False,False,False
repair5g550_theta_550000062,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000063,maze,100,2000,generated_theta_targeted_short2000_t050_i2,5,0,1,0.10156450372,0,1,False,False,False,False,False
repair5g550_theta_550000063,maze,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.00145618348429,7,7,False,False,False,False,False
repair5g550_theta_550000063,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,0.008499028565,2,2,False,False,False,False,False
repair5g550_theta_550000063,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0114528819173,10,5,False,False,False,False,False
repair5g550_theta_550000063,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,15,-0.0103807759197,11,4,False,False,False,False,False
repair5g550_theta_550000063,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.000693019533333,7,8,False,False,False,False,False
repair5g550_theta_550000063,maze,50,2000,generated_theta_targeted_short5000_t050_i2,12,0,9,0.00489918287556,3,6,False,False,False,False,False
repair5g550_theta_550000063,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,8,-0.0161921009363,5,3,False,False,False,False,False
repair5g550_theta_550000063,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.01745840422,8,6,False,False,False,False,False
repair5g550_theta_550000063,random,100,2000,generated_theta_targeted_short5000_t050_i2,4,0,2,0.011646174865,1,1,False,False,False,False,False
repair5g550_theta_550000063,random,50,2000,generated_theta_targeted_short2000_t050_i2,13,0,12,-0.013598253535,10,2,False,False,False,False,False
repair5g550_theta_550000063,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00069893467,8,7,False,False,False,False,False
repair5g550_theta_550000063,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.00143603641429,8,6,False,False,False,False,False
repair5g550_theta_550000063,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.012640740776,10,4,False,False,False,False,False
repair5g550_theta_550000063,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000067,maze,100,2000,generated_theta_targeted_short2000_t050_i2,1,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000067,maze,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,0.0130540279507,4,10,False,False,False,False,False
repair5g550_theta_550000067,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,0.0161335245475,2,2,False,False,False,False,False
repair5g550_theta_550000067,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.01677424077,10,4,False,False,False,False,False
repair5g550_theta_550000067,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,15,-0.0048612030236,7,8,False,False,False,False,False
repair5g550_theta_550000067,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00738612354267,7,7,False,False,False,False,False
repair5g550_theta_550000067,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,12,0.0116677809817,3,9,False,False,False,False,False
repair5g550_theta_550000067,maze,50,2000,generated_theta_targeted_short5000_t100_i2,1,0,1,0.02271604938,0,1,False,False,False,False,False
repair5g550_theta_550000067,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,7,-0.0323574990771,6,1,False,False,False,False,False
repair5g550_theta_550000067,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00786587758267,10,5,False,False,False,False,False
repair5g550_theta_550000067,random,100,2000,generated_theta_targeted_short5000_t050_i2,8,0,4,0.00721413476,2,2,False,False,False,False,False
repair5g550_theta_550000067,random,50,2000,generated_theta_targeted_short2000_t050_i2,9,0,9,-0.006217672713,6,3,False,False,False,False,False
repair5g550_theta_550000067,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,0.00439343895667,7,7,False,False,False,False,False
repair5g550_theta_550000067,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,0.00940438165357,4,10,False,False,False,False,False
repair5g550_theta_550000067,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,0.00414073915067,7,8,False,False,False,False,False
repair5g550_theta_550000067,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000068,maze,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,0.006989452595,5,9,False,False,False,False,False
repair5g550_theta_550000068,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,0.0328367993175,1,3,False,False,False,False,False
repair5g550_theta_550000068,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.0131470458171,9,5,False,False,False,False,False
repair5g550_theta_550000068,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.00822025684671,8,6,False,False,False,False,False
repair5g550_theta_550000068,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.004859345726,7,8,False,False,False,False,False
repair5g550_theta_550000068,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,12,0.0117577857,3,9,False,False,False,False,False
repair5g550_theta_550000068,maze,50,2000,generated_theta_targeted_short5000_t100_i2,2,0,2,0.01135802469,0,1,False,False,False,False,False
repair5g550_theta_550000068,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,6,-0.0200183978583,5,1,False,False,False,False,False
repair5g550_theta_550000068,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.010353353898,11,4,False,False,False,False,False
repair5g550_theta_550000068,random,100,2000,generated_theta_targeted_short5000_t050_i2,9,0,4,0.00721413476,2,2,False,False,False,False,False
repair5g550_theta_550000068,random,50,2000,generated_theta_targeted_short2000_t050_i2,8,0,8,-0.00142097593838,5,3,False,False,False,False,False
repair5g550_theta_550000068,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,0.000432649641333,8,6,False,False,False,False,False
repair5g550_theta_550000068,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,0.00928492002929,4,10,False,False,False,False,False
repair5g550_theta_550000068,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,0.00549280144,6,9,False,False,False,False,False
repair5g550_theta_550000068,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000069,maze,100,2000,generated_theta_targeted_short2000_t100_i2,14,0,13,0.01125231951,4,9,False,False,False,False,False
repair5g550_theta_550000069,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,0.0328367993175,1,3,False,False,False,False,False
repair5g550_theta_550000069,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.00970935410857,9,5,False,False,False,False,False
repair5g550_theta_550000069,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.007415682591,8,6,False,False,False,False,False
repair5g550_theta_550000069,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00831450321867,8,7,False,False,False,False,False
repair5g550_theta_550000069,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,12,0.00952119560583,3,9,False,False,False,False,False
repair5g550_theta_550000069,maze,50,2000,generated_theta_targeted_short5000_t100_i2,3,0,3,0.0172610981667,0,2,False,False,False,False,False
repair5g550_theta_550000069,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,5,-0.011635489658,4,1,False,False,False,False,False
repair5g550_theta_550000069,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0115270733407,11,4,False,False,False,False,False
repair5g550_theta_550000069,random,100,2000,generated_theta_targeted_short5000_t050_i2,10,0,5,0.013551028088,2,3,False,False,False,False,False
repair5g550_theta_550000069,random,50,2000,generated_theta_targeted_short2000_t050_i2,7,0,7,0.00142332150186,4,3,False,False,False,False,False
repair5g550_theta_550000069,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.000989420893333,9,6,False,False,False,False,False
repair5g550_theta_550000069,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,0.0101431191314,3,10,False,False,False,False,False
repair5g550_theta_550000069,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,0.003639509824,7,8,False,False,False,False,False
repair5g550_theta_550000069,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000070,maze,100,2000,generated_theta_targeted_short2000_t100_i2,13,0,12,0.0128992326608,3,9,False,False,False,False,False
repair5g550_theta_550000070,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,4,0.0328367993175,1,3,False,False,False,False,False
repair5g550_theta_550000070,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.00610755124786,8,6,False,False,False,False,False
repair5g550_theta_550000070,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.005859875846,8,6,False,False,False,False,False
repair5g550_theta_550000070,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00918925329,8,7,False,False,False,False,False
repair5g550_theta_550000070,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,12,0.00520110516667,3,9,False,False,False,False,False
repair5g550_theta_550000070,maze,50,2000,generated_theta_targeted_short5000_t100_i2,4,0,4,0.034128126905,0,4,False,False,False,False,False
repair5g550_theta_550000070,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,4,-0.009573733965,3,1,False,False,False,False,False
repair5g550_theta_550000070,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0135653235487,12,3,False,False,False,False,False
repair5g550_theta_550000070,random,100,2000,generated_theta_targeted_short5000_t050_i2,11,0,6,0.0140571363617,2,4,False,False,False,False,False
repair5g550_theta_550000070,random,50,2000,generated_theta_targeted_short2000_t050_i2,6,0,6,-0.00151708773617,4,2,False,False,False,False,False
repair5g550_theta_550000070,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,0.000513716773333,8,7,False,False,False,False,False
repair5g550_theta_550000070,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,0.00960480212286,4,9,False,False,False,False,False
repair5g550_theta_550000070,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,0.0027453699,7,8,False,False,False,False,False
repair5g550_theta_550000070,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000076,maze,100,2000,generated_theta_targeted_short2000_t100_i2,7,0,7,0.00579806993143,2,5,False,False,False,False,False
repair5g550_theta_550000076,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,6,-0.004389065395,3,3,False,False,False,False,False
repair5g550_theta_550000076,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,13,-0.0181464038592,9,4,False,False,False,False,False
repair5g550_theta_550000076,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.0196999501556,11,3,False,False,False,False,False
repair5g550_theta_550000076,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0151178310833,12,3,False,False,False,False,False
repair5g550_theta_550000076,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0181366573557,11,3,False,False,False,False,False
repair5g550_theta_550000076,maze,50,2000,generated_theta_targeted_short5000_t100_i2,10,0,10,-0.004667691278,8,2,False,False,False,False,False
repair5g550_theta_550000076,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,4,-0.0128745281025,2,2,False,False,False,False,False
repair5g550_theta_550000076,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0370099953489,12,1,False,False,False,False,False
repair5g550_theta_550000076,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,7,-0.00710957801286,5,2,False,False,False,False,False
repair5g550_theta_550000076,random,100,2000,generated_theta_targeted_short5000_t100_i2,2,0,2,-0.042336527375,2,0,False,False,False,False,False
repair5g550_theta_550000076,random,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0204258053973,13,1,False,False,False,False,False
repair5g550_theta_550000076,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0225996537207,12,2,False,False,False,False,False
repair5g550_theta_550000076,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0131732363533,11,4,False,False,False,False,False
repair5g550_theta_550000076,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000077,maze,100,2000,generated_theta_targeted_short2000_t100_i2,6,0,6,0.002786390905,3,3,False,False,False,False,False
repair5g550_theta_550000077,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,7,0.0113608601643,2,5,False,False,False,False,False
repair5g550_theta_550000077,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,13,-0.0272790084285,9,4,False,False,False,False,False
repair5g550_theta_550000077,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,-0.0189296201775,11,3,False,False,False,False,False
repair5g550_theta_550000077,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.023815366924,12,3,False,False,False,False,False
repair5g550_theta_550000077,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.00769770885929,10,4,False,False,False,False,False
repair5g550_theta_550000077,maze,50,2000,generated_theta_targeted_short5000_t100_i2,11,0,11,-0.01424666695,7,3,False,False,False,False,False
repair5g550_theta_550000077,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,3,-0.0697064410367,3,0,False,False,False,False,False
repair5g550_theta_550000077,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0348395899894,11,3,False,False,False,False,False
repair5g550_theta_550000077,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,7,0.00614734494429,2,5,False,False,False,False,False
repair5g550_theta_550000077,random,100,2000,generated_theta_targeted_short5000_t100_i2,3,0,3,-0.04230958529,3,0,False,False,False,False,False
repair5g550_theta_550000077,random,50,2000,generated_theta_targeted_short2000_t100_i2,14,0,14,-0.0195918292643,12,2,False,False,False,False,False
repair5g550_theta_550000077,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,15,-0.0201683704793,12,3,False,False,False,False,False
repair5g550_theta_550000077,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0123093251087,11,4,False,False,False,False,False
repair5g550_theta_550000077,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000081,maze,100,2000,generated_theta_targeted_short2000_t100_i2,2,0,2,-0.023354077055,1,1,False,False,False,False,False
repair5g550_theta_550000081,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,8,0.031873716245,2,6,False,False,False,False,False
repair5g550_theta_550000081,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.0116527049336,9,5,False,False,False,False,False
repair5g550_theta_550000081,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,14,0.00156891699929,8,6,False,False,False,False,False
repair5g550_theta_550000081,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.00320389932947,9,6,False,False,False,False,False
repair5g550_theta_550000081,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,15,0.005682494928,9,6,False,False,False,False,False
repair5g550_theta_550000081,maze,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,0.00832082799867,7,7,False,False,False,False,False
repair5g550_theta_550000081,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,5,-0.015082326076,3,2,False,False,False,False,False
repair5g550_theta_550000081,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.012834855325,9,5,False,False,False,False,False
repair5g550_theta_550000081,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,6,0.00558248977333,2,4,False,False,False,False,False
repair5g550_theta_550000081,random,100,2000,generated_theta_targeted_short5000_t100_i2,7,0,7,-0.0258897350029,6,1,False,False,False,False,False
repair5g550_theta_550000081,random,50,2000,generated_theta_targeted_short2000_t100_i2,10,0,10,0.0008563604881,3,7,False,False,False,False,False
repair5g550_theta_550000081,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,0.00548671433143,4,10,False,False,False,False,False
repair5g550_theta_550000081,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.00308806729733,7,8,False,False,False,False,False
repair5g550_theta_550000081,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000082,maze,100,2000,generated_theta_targeted_short2000_t050_i2,1,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000082,maze,100,2000,generated_theta_targeted_short2000_t100_i2,1,0,1,-0.04629871829,1,0,False,False,False,False,False
repair5g550_theta_550000082,maze,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,8,0.004488302625,4,4,False,False,False,False,False
repair5g550_theta_550000082,maze,100,2000,generated_theta_targeted_short5000_t100_i2,15,0,14,-0.0109143240521,9,5,False,False,False,False,False
repair5g550_theta_550000082,maze,50,2000,generated_theta_targeted_short2000_t050_i2,15,0,13,-0.01180628303,7,5,False,False,False,False,False
repair5g550_theta_550000082,maze,50,2000,generated_theta_targeted_short2000_t100_i2,15,0,15,-0.0110961885345,11,4,False,False,False,False,False
repair5g550_theta_550000082,maze,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,15,-0.023667961758,13,2,False,False,False,False,False
repair5g550_theta_550000082,maze,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.0138337635427,11,3,False,False,False,False,False
repair5g550_theta_550000082,random,100,2000,generated_theta_targeted_short2000_t050_i2,15,0,5,-0.019256640832,3,2,False,False,False,False,False
repair5g550_theta_550000082,random,100,2000,generated_theta_targeted_short2000_t100_i2,15,0,14,-0.0310118158534,12,2,False,False,False,False,False
repair5g550_theta_550000082,random,100,2000,generated_theta_targeted_short5000_t050_i2,15,0,6,-0.0239478269183,4,2,False,False,False,False,False
repair5g550_theta_550000082,random,100,2000,generated_theta_targeted_short5000_t100_i2,8,0,8,-0.01597146073,7,1,False,False,False,False,False
repair5g550_theta_550000082,random,50,2000,generated_theta_targeted_short2000_t100_i2,9,0,9,-0.0181881535723,9,0,False,False,False,False,False
repair5g550_theta_550000082,random,50,2000,generated_theta_targeted_short5000_t050_i2,15,0,14,-0.0201480551829,12,2,False,False,False,False,False
repair5g550_theta_550000082,random,50,2000,generated_theta_targeted_short5000_t100_i2,15,0,15,-0.00957343298933,10,5,False,False,False,False,False
repair5g550_theta_550000082,warehouse,50,2000,generated_theta_targeted_warehouse_short5000_t100_i4,15,0,0,,0,0,False,False,False,False,False
repair5g550_theta_550000086,maze,100,2000,generated_theta_targeted_short2000_t050_i2,5,0,0,,0,0,False,False,False,False,False
