policy_family,usage_cap,offline_non_static_usage,offline_gate_passed,failure_mode,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
abstain_first_hard_negative_rejector,0.005,0,False,below_min_usage_for_cap,False,False,False,False,False
abstain_first_hard_negative_rejector,0.01,0,False,below_min_usage_for_cap,False,False,False,False,False
abstain_first_hard_negative_rejector,0.02,0,False,below_min_usage_for_cap,False,False,False,False,False
abstain_first_hard_negative_rejector,0.05,0,False,below_min_usage_for_cap,False,False,False,False,False
abstain_first_hard_negative_rejector,0.1,0,False,below_min_usage_for_cap,False,False,False,False,False
