map,agents,method,runs,successes,success_rate,sum_of_loss_ratio_mean,expanded_nodes_mean,time_to_first_solution_ms_mean,returned_solutions_count_mean,low_level_pibt_calls_mean,laur_overhead_ms_mean,laur_inference_count_mean,laur_additive_fallback_count_mean,laur_safety_disabled_count_mean,fallback_defer_rate,non_additive_update_rate,selected_harmful_update_rate,selected_rules,ratio_delta_vs_ltm,expanded_delta_vs_ltm,ttfs_delta_vs_ltm
maze-32-32-4,50,always_additive_defer,3,3,1.0,1.1401441011333333,432.6666666666667,202.66666666666666,1.0,21433.333333333332,0.0012,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,2.0
maze-32-32-4,50,lacam_star,3,3,1.0,1.1470132688133334,6698.333333333333,3091.3487333333333,1.0,,0.0,0.0,0.0,0.0,,,,{},0.006869167680000121,6265.666666666666,2890.6820666666667
maze-32-32-4,50,lacam_star_ltm,3,3,1.0,1.1401441011333333,432.6666666666667,200.66666666666666,1.0,21433.333333333332,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,50,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.1328595356366666,433.3333333333333,200.66666666666666,1.0,21515.666666666668,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_light"": 3, ""decay_090"": 3, ""wait_light"": 3}",-0.007284565496666673,0.6666666666666288,0.0
maze-32-32-4,50,repair3_safe_runtime,3,3,1.0,1.15399561856,442.0,207.33333333333334,1.0,21900.0,0.3388,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 6, ""commit_heavy"": 3}",0.013851517426666682,9.333333333333314,6.666666666666686
maze-32-32-4,50,repair5d_composite_diagnostic_distilled,3,3,1.0,1.1545778601899999,440.3333333333333,202.66666666666666,1.0,21816.666666666668,0.3387,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",0.01443375905666655,7.666666666666629,2.0
maze-32-32-4,50,repair5d_force_additive_defer_parity,3,3,1.0,1.1401441011333333,432.6666666666667,199.66666666666666,1.0,21433.333333333332,0.0011666666666666665,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-1.0
maze-32-32-4,50,repair5e_caseb_ood_guard_distilled,3,3,1.0,1.1401441011333333,432.6666666666667,199.66666666666666,1.0,21433.333333333332,0.20553333333333332,3.0,4.0,0.0,0.5714285714285714,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-1.0
maze-32-32-4,50,repair5e_caseb_ood_guard_force_additive_parity,3,3,1.0,1.1401441011333333,432.6666666666667,200.33333333333334,1.0,21433.333333333332,0.0012,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-0.3333333333333144
maze-32-32-4,100,always_additive_defer,3,3,1.0,1.2851182965933334,482.3333333333333,415.6666666666667,1.0,48214.666666666664,0.0011,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,3.6666666666666856
maze-32-32-4,100,lacam_star,3,3,1.0,1.31428648418,10923.0,3138.210633333333,1.0,,0.0,0.0,0.0,0.0,,,,{},0.029168187586666505,10440.666666666666,2726.210633333333
maze-32-32-4,100,lacam_star_ltm,3,3,1.0,1.2851182965933334,482.3333333333333,412.0,1.0,48214.666666666664,0.0,0.0,0.0,0.0,,,,{},,,
maze-32-32-4,100,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.26637622155,465.3333333333333,407.0,1.0,46156.0,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 3, ""block_light"": 6}",-0.01874207504333336,-17.0,-5.0
maze-32-32-4,100,repair3_safe_runtime,3,3,1.0,1.2689469156366666,463.6666666666667,409.6666666666667,1.0,46055.666666666664,0.31016666666666665,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 9}",-0.016171380956666814,-18.66666666666663,-2.3333333333333144
maze-32-32-4,100,repair5d_composite_diagnostic_distilled,3,3,1.0,1.2848718756066666,466.3333333333333,416.0,1.0,46459.0,0.31833333333333336,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",-0.00024642098666682877,-16.0,4.0
maze-32-32-4,100,repair5d_force_additive_defer_parity,3,3,1.0,1.2851182965933334,482.3333333333333,404.6666666666667,1.0,48214.666666666664,0.0014666666666666667,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-7.333333333333314
maze-32-32-4,100,repair5e_caseb_ood_guard_distilled,3,3,1.0,1.2851182965933334,482.3333333333333,408.6666666666667,1.0,48214.666666666664,0.22243333333333334,3.0,4.0,0.0,0.5714285714285714,0.0,,"{""additive_ltm"": 9}",0.0,0.0,-3.3333333333333144
maze-32-32-4,100,repair5e_caseb_ood_guard_force_additive_parity,3,3,1.0,1.2851182965933334,482.3333333333333,415.3333333333333,1.0,48214.666666666664,0.0013333333333333333,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,3.3333333333333144
random-32-32-20,50,always_additive_defer,3,3,1.0,1.1178396362133334,279.0,164.66666666666666,1.0,22213.0,0.0013,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,0.6666666666666572
random-32-32-20,50,lacam_star,3,3,1.0,1.1221591878866668,17246.666666666668,3218.2562666666668,1.0,,0.0,0.0,0.0,0.0,,,,{},0.004319551673333422,16967.666666666668,3054.2562666666668
random-32-32-20,50,lacam_star_ltm,3,3,1.0,1.1178396362133334,279.0,164.0,1.0,22213.0,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,50,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.1178396362133334,201.66666666666666,164.33333333333334,1.0,9883.0,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 3, ""wait_heavy"": 3, ""wait_light"": 3}",0.0,-77.33333333333334,0.3333333333333428
random-32-32-20,50,repair3_safe_runtime,3,3,1.0,1.1178396362133334,252.0,163.66666666666666,1.0,17357.333333333332,0.3221333333333333,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 3, ""commit_heavy"": 6}",0.0,-27.0,-0.3333333333333428
random-32-32-20,50,repair5d_composite_diagnostic_distilled,3,3,1.0,1.1178396362133334,252.0,164.66666666666666,1.0,17357.333333333332,0.34236666666666665,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",0.0,-27.0,0.6666666666666572
random-32-32-20,50,repair5d_force_additive_defer_parity,3,3,1.0,1.1178396362133334,279.0,164.33333333333334,1.0,22213.0,0.0012333333333333332,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,0.3333333333333428
random-32-32-20,50,repair5e_caseb_ood_guard_distilled,3,3,1.0,1.1178396362133334,279.0,164.66666666666666,1.0,22213.0,0.2529666666666667,3.0,4.0,0.0,0.5714285714285714,0.0,,"{""additive_ltm"": 9}",0.0,0.0,0.6666666666666572
random-32-32-20,50,repair5e_caseb_ood_guard_force_additive_parity,3,3,1.0,1.1178396362133334,279.0,165.66666666666666,1.0,22213.0,0.0014333333333333333,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,1.6666666666666572
random-32-32-20,100,always_additive_defer,3,3,1.0,1.2777344629866667,223.66666666666666,339.6666666666667,1.0,22157.666666666668,0.0009,3.0,1.0,0.0,0.25,0.0,,"{""additive_ltm"": 9}",0.0,0.0,2.0
random-32-32-20,100,lacam_star,3,3,1.0,1.27971949887,7286.0,3092.5629,1.0,,0.0,0.0,0.0,0.0,,,,{},0.0019850358833333193,7062.333333333333,2754.8962333333334
random-32-32-20,100,lacam_star_ltm,3,3,1.0,1.2777344629866667,223.66666666666666,337.6666666666667,1.0,22157.666666666668,0.0,0.0,0.0,0.0,,,,{},,,
random-32-32-20,100,oracle_teacher_forced_best_safe_update_static_proxy,3,3,1.0,1.2429697170766667,271.3333333333333,347.6666666666667,1.0,36495.0,0.0,0.0,1.0,0.0,0.25,0.75,,"{""block_heavy"": 3, ""block_light"": 3, ""wait_light"": 3}",-0.034764745910000006,47.66666666666666,10.0
random-32-32-20,100,repair3_safe_runtime,3,3,1.0,1.26817218132,310.0,338.0,1.0,47631.666666666664,0.3234,3.0,1.0,0.0,0.25,0.75,,"{""block_light"": 9}",-0.009562281666666728,86.33333333333334,0.3333333333333144
random-32-32-20,100,repair5d_composite_diagnostic_distilled,3,3,1.0,1.2791087185966665,238.33333333333334,333.6666666666667,1.0,25228.0,0.3635,3.0,1.0,0.0,0.25,0.75,,"{""commit_heavy"": 9}",0.0013742556099998193,14.666666666666686,-4.0
