split,map_name,agents,sample_count,top1,top3,mean_selected_delta,fallback_rate
validation,empty-48-48,50,60,0.55,0.85,0.0038161717281111666,0.6333333333333333
validation,empty-48-48,100,60,0.4,0.8666666666666667,0.0059091758736955,0.55
validation,empty-48-48,200,60,0.6166666666666667,0.9,0.003247652799679167,0.7333333333333333
validation,empty-48-48,400,60,0.5333333333333333,0.8666666666666667,0.0061081121776515165,0.7
validation,maze-32-32-4,50,60,0.23333333333333334,0.7,0.0,1.0
validation,maze-32-32-4,100,60,0.2833333333333333,0.7166666666666667,0.0,1.0
validation,maze-32-32-4,200,60,0.2,0.5666666666666667,0.0,1.0
validation,maze-32-32-4,400,39,0.3333333333333333,0.5128205128205128,0.0,1.0
