g546_smoke_row_id,execution_mode,counts_as_new_g546_solver_row,real_solver_execution,context_key,context_id,role,candidate_id,materialized_method,sampling_policy,map,map_family,agents,seed,budget_ms,iteration,solution_found,probe_feasible,sum_of_loss_ratio,probe_sum_of_loss,probe_lower_bound,probe_runtime_ms,expanded_nodes,low_level_pibt_calls,trace_event_count,delta_vs_additive_in_same_context,delta_vs_static_in_same_context,is_best_candidate_in_context,oracle_gap_vs_static,candidate_recognized,updateparams_hash,updateparams_fingerprint,traffic_before_hash_full,theta_alpha_cong_commit_progress,theta_alpha_cong_commit_nonprogress,theta_alpha_cong_block,theta_alpha_cong_wait_progress,theta_alpha_cong_wait_nonprogress,theta_alpha_flow_commit_progress,theta_alpha_flow_wait_progress,theta_rho_cong_decay,theta_rho_flow_decay,theta_lambda_cong,theta_lambda_flow,theta_flow_shield_beta,theta_max_flow_shield,theta_min_edge_cost,theta_max_edge_cost,theta_goal_projection_mode_flow_shield,theta_goal_projection_mode_agent_progress,theta_goal_projection_mode_none,feature_map_family_maze,feature_map_family_random,feature_map_family_warehouse,feature_agents,feature_budget_ms,feature_iteration_final,feature_trace_event_count,feature_trace_events_per_agent,feature_pibt_failure_audit_count,feature_expanded_nodes,feature_high_level_expansions,feature_low_level_pibt_calls,feature_expansions_per_agent,feature_budget_per_agent,feature_obstacle_ratio_proxy,feature_corridor_proxy,feature_junction_proxy,phase5p5_allowed,phase6_allowed,runtime_claim_allowed,learned_runtime_policy_validated,aaai_ready
g546_smoke_00000000,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,144.5667,1,0,4544,,,False,,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000001,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,224.1264,1,0,4544,,,False,,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000002,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,234.178,1,0,4544,,,False,,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000003,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,generated_theta::broad_sobol_lhs,repair5g546_theta_0521708,repair5g518_grid_c0p3_b1p57_f0p71_w1p08_dc0p92_df0p92_beta0p03_max0p44_c0,broad_sobol_lhs,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,226.6025,1,0,4544,,,False,,True,67645dede26bbb0e,alpha_commit=0.29999999999999999|alpha_block=1.5700000000000001|alpha_wait_spillover=1.0800000000000001|rho_decay=0.92000000000000004|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=0.29999999999999999|alpha_cong_commit_nonprogress=0.29999999999999999|alpha_cong_block=1.5700000000000001|alpha_cong_wait_progress=1.0800000000000001|alpha_cong_wait_nonprogress=1.0800000000000001|alpha_flow_commit_progress=0.70999999999999996|alpha_flow_wait_progress=0|rho_cong_decay=0.92000000000000004|rho_flow_decay=0.92000000000000004|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.029999999999999999|max_flow_shield=0.44,14650fb0739d0383,0.29862029862,1.54843354843,1.56521731522,1.16612866613,1.07904057904,0.710558210558,0.658645658646,0.917313617314,0.919475319475,0.92132042132,0.599492099492,0.0278536278536,0.439232689233,0.936328686329,11.6454076454,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000004,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,generated_theta::local_static_flow_perturb,repair5g546_theta_5533101,repair5g518_grid_c1p25_b1p07_f1p03_w0p69_dc0p95_df1p00_beta0p27_max0p73_c0,local_static_flow_perturb,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,221.5409,1,0,4544,,,False,,True,c97088ed129f0bd4,alpha_commit=1.25|alpha_block=1.0700000000000001|alpha_wait_spillover=0.68999999999999995|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.0700000000000001|alpha_cong_wait_progress=0.68999999999999995|alpha_cong_wait_nonprogress=0.68999999999999995|alpha_flow_commit_progress=1.03|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.27000000000000002|max_flow_shield=0.72999999999999998,14650fb0739d0383,1.24725445725,1.34951474951,1.07214641215,0.643208743209,0.694579474579,1.03247581248,0.898625548626,0.948652698653,0.995954327954,1.08729372729,0.996692496692,0.266115020115,0.731952731953,0.981088551089,10.7483515884,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000005,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,generated_theta::prior_safe_signal_near,repair5g546_theta_6002986,repair5g518_grid_c0p88_b1p23_f0p87_w0p6_dc0p96_df1p00_beta0p44_max0p64_c0,prior_safe_signal_near,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,224.6748,1,0,4544,,,False,,True,14411459777121cf,alpha_commit=0.88|alpha_block=1.23|alpha_wait_spillover=0.59999999999999998|rho_decay=0.95999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=0.88|alpha_cong_commit_nonprogress=0.88|alpha_cong_block=1.23|alpha_cong_wait_progress=0.59999999999999998|alpha_cong_wait_nonprogress=0.59999999999999998|alpha_flow_commit_progress=0.87|alpha_flow_wait_progress=0|rho_cong_decay=0.95999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.44|max_flow_shield=0.64000000000000001,14650fb0739d0383,0.878721053721,1.11128008628,1.22697505198,0.895213120213,0.599451899452,0.874738324738,0.830524130524,0.963192828193,0.995192615193,0.94471009471,0.908094158094,0.440020595021,0.639553539554,0.838507888508,10.4237627238,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000006,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b500,generated_theta::generator_topk,repair5g546_theta_5523519,repair5g518_grid_c1p17_b1p23_f1p01_w0p77_dc0p95_df0p99_beta0p32_max0p75_c0,generator_topk,maze-32-32-4,maze,50,486,500,0,False,False,,,1898,220.4252,1,0,4544,,,False,,True,550ddb64a6446382,alpha_commit=1.1699999999999999|alpha_block=1.23|alpha_wait_spillover=0.77000000000000002|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.1699999999999999|alpha_cong_commit_nonprogress=1.1699999999999999|alpha_cong_block=1.23|alpha_cong_wait_progress=0.77000000000000002|alpha_cong_wait_nonprogress=0.77000000000000002|alpha_flow_commit_progress=1.01|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=0.98999999999999999|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.32000000000000001|max_flow_shield=0.75,14650fb0739d0383,1.17263673264,1.22512540013,1.23395734896,0.710111135111,0.770261765262,1.00605565606,0.973393648394,0.946207726208,0.994009036009,1.00105930106,1.04965889966,0.322798900799,0.747041322041,0.977915642916,10.8994986995,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000007,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b1000,additive_ltm,repair5g59_additive_fallback,repair5g59_additive_fallback,baseline,maze-32-32-4,maze,50,486,1000,0,False,False,,,1898,171.942,1,0,4544,,,False,,True,35049bacad216c02,alpha_commit=1|alpha_block=1|alpha_wait_spillover=1|rho_decay=1|force_additive=1|enable_dual_channel=0|alpha_cong_commit_progress=0|alpha_cong_commit_nonprogress=1|alpha_cong_block=1|alpha_cong_wait_progress=1|alpha_cong_wait_nonprogress=1|alpha_flow_commit_progress=0|alpha_flow_wait_progress=0|rho_cong_decay=1|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=0.25|max_edge_cost=11|goal_projection_mode=none|flow_shield_beta=0|max_flow_shield=0,14650fb0739d0383,0,1,1,1,1,0,0,1,1,1,0,0,0.25,0.25,11,0,0,1,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000008,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b1000,static_flow_shield,repair5g59_static_flow_shield,repair5g59_static_flow_shield,baseline,maze-32-32-4,maze,50,486,1000,0,False,False,,,1898,279.1774,1,0,4544,,,False,,True,29737bed70c56f0d,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.34999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.35,0.75,1,11,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
g546_smoke_00000009,new_g546_counterfactual_update_probe_solver_row,True,True,maze-32-32-4|50|486|25|0|14650fb0739d0383,maze-32-32-4|a50|s486|it0|g546_smoke_maze_32_32_4_a50_s486_b1000,frozen_family_static_goal_aware,repair5g59_high_beta_cap_safe,repair5g59_high_beta_cap_safe,baseline,maze-32-32-4,maze,50,486,1000,0,False,False,,,1898,283.2427,1,0,4544,,,False,,True,fbcf27bf34de68c,alpha_commit=1.25|alpha_block=1.25|alpha_wait_spillover=0.75|rho_decay=0.94999999999999996|force_additive=0|enable_dual_channel=1|alpha_cong_commit_progress=1.25|alpha_cong_commit_nonprogress=1.25|alpha_cong_block=1.25|alpha_cong_wait_progress=0.75|alpha_cong_wait_nonprogress=0.75|alpha_flow_commit_progress=1|alpha_flow_wait_progress=0|rho_cong_decay=0.94999999999999996|rho_flow_decay=1|lambda_cong=1|lambda_flow=0|min_edge_cost=1|max_edge_cost=11|goal_projection_mode=flow_shield|flow_shield_beta=0.59999999999999998|max_flow_shield=0.75,14650fb0739d0383,1.25,1.25,1.25,0.75,0.75,1,1,0.95,1,1,1,0.6,0.75,1,11,1,0,0,1,0,0,50,25,0,4544,90.88,0,1,0,0,0.02,0.5,0.25,1,0.3,False,False,False,False,False
